,assembly_male,assembly_female,tuple,average_male,average_female,female-male
0,0.38244632,0.27576596,"('unsociable', 'sociable')",0.3824463,0.275766,-0.1066803
1,1.2005618,1.1645105,"('unfriendly', 'friendly')",1.2005618,1.1645105,-0.0360513
2,0.046528302,0.1784939,"('unlikable', 'likable')",0.0465283,0.1784939,0.1319656
3,0.5018604,0.66552883,"('repellent', 'pleasant')",0.5018604,0.6655288,0.1636684
4,-7.342692,-7.464243,"('disliked', 'liked')",-7.3426919,-7.4642429,-0.121551
5,-0.40042365,-0.38351986,"('distant', 'outgoing')",-0.4004236,-0.3835199,0.0169037
6,0.17955078,0.08260882,"('distant', 'open')",0.1795508,0.0826088,-0.096942
7,1.440697,1.4351856,"('insensitive', 'sensitive')",1.440697,1.4351856,-0.0055114
8,1.3245643,1.1944063,"('unaffectionate', 'affectionate')",1.3245643,1.1944063,-0.130158
9,1.6903838,1.5867507,"('unaffectionate', 'caring')",1.6903838,1.5867507,-0.1036331
10,1.0542241,1.1619623,"('unsympathetic', 'sympathetic')",1.0542241,1.1619623,0.1077382
11,1.6203024,1.6953185,"('unhelpful', 'helpful')",1.6203024,1.6953185,0.0750161
12,-1.4538618,-1.4529749,"('unsupportive', 'supportive')",-1.4538618,-1.4529749,0.0008869
13,-0.17272106,-0.02982355,"('impolite', 'polite')",-0.1727211,-0.0298235,0.1428976
14,0.389751,0.4467741,"('antisocial', 'social')",0.389751,0.4467741,0.0570231
15,0.64504546,0.57736164,"('boring', 'funny')",0.6450455,0.5773616,-0.0676839
16,-0.5149128,-0.5966806,"('unpopular', 'popular')",-0.5149128,-0.5966806,-0.0817678
17,0.09251749,0.14668506,"('nasty', 'nice')",0.0925175,0.1466851,0.0541676
18,-0.57180524,-0.49182463,"('disagreeable', 'welcoming')",-0.5718052,-0.4918246,0.0799806
19,-0.31419027,-0.32690454,"('inhospitable', 'hospitable')",-0.3141903,-0.3269045,-0.0127142
20,0.6020495,0.49391243,"('rough', 'thoughtful')",0.6020495,0.4939124,-0.1081371
21,-0.32098603,-0.06897779,"('immoral', 'moral')",-0.320986,-0.0689778,0.2520082
22,-0.48137933,-0.41608292,"('untrustworthy', 'trustworthy')",-0.4813793,-0.4160829,0.0652964
23,6.268322,6.371976,"('insincere', 'sincere')",6.268322,6.3719759,0.1036539
24,1.4941794,1.4811647,"('dishonest', 'honest')",1.4941794,1.4811647,-0.0130147
