,invention_male,invention_female,tuple,average_male,average_female,female-male
0,0.017336339,-0.06433766,"('unsociable', 'sociable')",0.0173363,-0.0643377,-0.081674
1,1.4855928,1.574287,"('unfriendly', 'friendly')",1.4855928,1.5742871,0.0886943
2,-0.06386116,0.07699183,"('unlikable', 'likable')",-0.0638612,0.0769918,0.140853
3,0.78532416,0.97895765,"('repellent', 'pleasant')",0.7853242,0.9789577,0.1936335
4,-7.0962615,-7.1714506,"('disliked', 'liked')",-7.0962615,-7.1714506,-0.0751891
5,-0.48554224,-0.31014773,"('distant', 'outgoing')",-0.4855422,-0.3101477,0.1753945
6,0.015941657,0.12526713,"('distant', 'open')",0.0159417,0.1252671,0.1093254
7,1.2282118,1.2985418,"('insensitive', 'sensitive')",1.2282118,1.2985418,0.07033
8,1.1206404,1.0968138,"('unaffectionate', 'affectionate')",1.1206404,1.0968138,-0.0238266
9,1.7810565,1.8322947,"('unaffectionate', 'caring')",1.7810565,1.8322947,0.0512382
10,1.1568041,1.1851016,"('unsympathetic', 'sympathetic')",1.1568041,1.1851016,0.0282975
11,2.122143,2.1895046,"('unhelpful', 'helpful')",2.122143,2.1895046,0.0673616
12,-1.0837361,-1.0529506,"('unsupportive', 'supportive')",-1.0837361,-1.0529506,0.0307855
13,0.15702894,0.180179,"('impolite', 'polite')",0.1570289,0.180179,0.0231501
14,-0.035750028,-0.109237686,"('antisocial', 'social')",-0.03575,-0.1092377,-0.0734877
15,0.6033815,0.50437844,"('boring', 'funny')",0.6033815,0.5043784,-0.0990031
16,-0.679772,-0.56325746,"('unpopular', 'popular')",-0.679772,-0.5632575,0.1165145
17,-0.35360265,-0.25032082,"('nasty', 'nice')",-0.3536026,-0.2503208,0.1032818
18,-0.25295046,-0.20021579,"('disagreeable', 'welcoming')",-0.2529505,-0.2002158,0.0527347
19,-0.47054884,-0.3550662,"('inhospitable', 'hospitable')",-0.4705488,-0.3550662,0.1154826
20,0.82039106,0.56294745,"('rough', 'thoughtful')",0.8203911,0.5629475,-0.2574436
21,-0.028133862,0.09214105,"('immoral', 'moral')",-0.0281339,0.092141,0.1202749
22,-0.48215538,-0.33888167,"('untrustworthy', 'trustworthy')",-0.4821554,-0.3388817,0.1432737
23,6.589599,6.7481184,"('insincere', 'sincere')",6.5895991,6.7481184,0.1585193
24,1.7084529,1.7138145,"('dishonest', 'honest')",1.7084529,1.7138145,0.0053616
25,0.8947607,0.90696776,"('egoistic', 'altruistic')",0.8947607,0.9069678,0.0122071
26,0.88003016,0.6001532,"('hardhearted', 'benevolent')",0.8800302,0.6001532,-0.279877
27,1.8841722,1.61973,"('hardhearted', 'softhearted')",1.8841722,1.61973,-0.2644422
28,1.2557422,1.2025797,"('disloyal', 'loyal')",1.2557422,1.2025797,-0.0531625
29,-0.6594247,-0.8241431,"('unfair', 'fair')",-0.6594247,-0.8241431,-0.1647184
30,0.9830292,0.9561732,"('intolerant', 'tolerant')",0.9830292,0.9561732,-0.026856
31,-1.5086628,-1.4375778,"('evil', 'good')",-1.5086628,-1.4375778,0.071085
32,1.2892858,1.1918844,"('unkind', 'kind')",1.2892858,1.1918844,-0.0974014
33,-0.31965545,-0.30846182,"('wrong', 'right')",-0.3196554,-0.3084618,0.0111936
34,4.586296,4.880096,"('mean', 'honorable')",4.5862961,4.880096,0.2937999
35,-1.1753802,-1.3851106,"('corrupt', 'incorrupt')",-1.1753802,-1.3851106,-0.2097304
36,-1.1604596,-1.2617462,"('hostile', 'amicable')",-1.1604596,-1.2617462,-0.1012866
37,1.2028939,1.1658021,"('fake', 'genuine')",1.2028939,1.1658021,-0.0370918
38,0.006954521,0.11885725,"('untruthful', 'truthful')",0.0069545,0.1188572,0.1119027
39,0.19045758,0.17277184,"('exploitative', 'cooperative')",0.1904576,0.1727718,-0.0176858
40,-0.97602004,-1.030809,"('stingy', 'generous')",-0.97602,-1.030809,-0.054789
41,0.23982258,-0.005011156,"('unforgiving', 'forgiving')",0.2398226,-0.0050112,-0.2448338
42,-2.337217,-2.1967804,"('unreliable', 'reliable')",-2.3372171,-2.1967804,0.1404367
43,1.0120353,1.070352,"('irresponsible', 'responsible')",1.0120353,1.070352,0.0583167
44,-1.4251176,-1.4624966,"('prejudiced', 'unprejudiced')",-1.4251176,-1.4624966,-0.037379
45,-0.023501452,-0.06517389,"('incompetent', 'competent')",-0.0235015,-0.0651739,-0.0416724
46,-0.92816514,-0.834737,"('uncompetitive', 'competitive')",-0.9281651,-0.834737,0.0934281
47,4.6953077,4.8681417,"('stupid', 'smart')",4.6953077,4.8681417,0.172834
48,0.8933228,0.6878277,"('unintelligent', 'intelligent')",0.8933228,0.6878277,-0.2054951
49,0.15289861,0.25240886,"('unable', 'able')",0.1528986,0.2524089,0.0995103
50,-0.43537518,-0.36931407,"('clumsy', 'skillful')",-0.4353752,-0.3693141,0.0660611
51,0.91919297,0.8621489,"('uneducated', 'educated')",0.919193,0.8621489,-0.0570441
52,-0.4379414,-0.43993482,"('irrational', 'rational')",-0.4379414,-0.4399348,-0.0019934
53,0.23355547,0.12281661,"('uncreative', 'creative')",0.2335555,0.1228166,-0.1107389
54,1.05987,1.2823998,"('incapable', 'capable')",1.05987,1.2823998,0.2225298
55,1.0320517,1.0417676,"('incompetent', 'clever')",1.0320517,1.0417676,0.0097159
56,0.44372445,0.5145247,"('impractical', 'practical')",0.4437245,0.5145247,0.0708002
57,-2.2273493,-2.2463202,"('unimaginative', 'imaginative')",-2.2273493,-2.2463202,-0.0189709
58,0.23822062,0.1457052,"('undiscriminating', 'discriminating')",0.2382206,0.1457052,-0.0925154
59,-0.26004612,-0.124846846,"('foolish', 'wise')",-0.2600461,-0.1248468,0.1351993
60,0.70693886,0.7379725,"('inefficient', 'efficient')",0.7069389,0.7379725,0.0310336
61,0.4278652,0.17819346,"('illogical', 'logical')",0.4278652,0.1781935,-0.2496717
62,1.1049762,1.2742684,"('incompetent', 'brilliant')",1.1049762,1.2742684,0.1692922
63,0.4922248,0.58547974,"('unperceptive', 'insightful')",0.4922248,0.5854797,0.0932549
64,-6.430271,-6.2860117,"('shy', 'confident')",-6.4302711,-6.2860117,0.1442594
