,stroke_male,stroke_female,tuple,average_male,average_female,female-male
0,0.2257388,0.18349005,"('unsociable', 'sociable')",0.2257388,0.1834901,-0.0422487
1,1.3678936,1.3337361,"('unfriendly', 'friendly')",1.3678936,1.3337361,-0.0341575
2,0.52025187,0.6724183,"('unlikable', 'likable')",0.5202519,0.6724183,0.1521664
3,1.1304129,1.2857884,"('repellent', 'pleasant')",1.1304129,1.2857884,0.1553755
4,-7.182052,-7.0880413,"('disliked', 'liked')",-7.1820521,-7.0880413,0.0940108
5,-0.2958417,-0.20177534,"('distant', 'outgoing')",-0.2958417,-0.2017753,0.0940664
6,-0.1819333,-0.10200739,"('distant', 'open')",-0.1819333,-0.1020074,0.0799259
7,1.6776562,1.6546607,"('insensitive', 'sensitive')",1.6776562,1.6546607,-0.0229955
8,0.8829016,0.83121765,"('unaffectionate', 'affectionate')",0.8829016,0.8312176,-0.051684
9,1.4460163,1.4474285,"('unaffectionate', 'caring')",1.4460163,1.4474285,0.0014122
10,1.6804341,1.7262856,"('unsympathetic', 'sympathetic')",1.6804341,1.7262856,0.0458515
11,2.193552,2.1929758,"('unhelpful', 'helpful')",2.193552,2.1929758,-0.0005762
12,-0.8439848,-0.8037865,"('unsupportive', 'supportive')",-0.8439848,-0.8037865,0.0401983
13,0.41970468,0.39839855,"('impolite', 'polite')",0.4197047,0.3983985,-0.0213062
14,0.39846385,0.36581856,"('antisocial', 'social')",0.3984638,0.3658186,-0.0326452
15,0.37072793,0.3535011,"('boring', 'funny')",0.3707279,0.3535011,-0.0172268
16,-0.73951477,-0.64119697,"('unpopular', 'popular')",-0.7395148,-0.641197,0.0983178
17,-0.13268171,-0.08293304,"('nasty', 'nice')",-0.1326817,-0.082933,0.0497487
18,-0.2766959,-0.28172597,"('disagreeable', 'welcoming')",-0.2766959,-0.281726,-0.0050301
19,-0.26736864,-0.1915522,"('inhospitable', 'hospitable')",-0.2673686,-0.1915522,0.0758164
20,0.8186035,0.73173267,"('rough', 'thoughtful')",0.8186035,0.7317327,-0.0868708
21,0.39171228,0.47833186,"('immoral', 'moral')",0.3917123,0.4783319,0.0866196
22,0.16501933,0.12269835,"('untrustworthy', 'trustworthy')",0.1650193,0.1226984,-0.0423209
23,6.9780955,6.9643345,"('insincere', 'sincere')",6.9780955,6.9643345,-0.013761
24,2.122784,2.1217945,"('dishonest', 'honest')",2.1227839,2.1217945,-0.0009894
25,0.18936042,0.11965322,"('egoistic', 'altruistic')",0.1893604,0.1196532,-0.0697072
26,-0.051352248,-0.10428302,"('hardhearted', 'benevolent')",-0.0513522,-0.104283,-0.0529308
27,1.5252786,1.4162995,"('hardhearted', 'softhearted')",1.5252786,1.4162995,-0.1089791
28,0.95745933,0.9976764,"('disloyal', 'loyal')",0.9574593,0.9976764,0.0402171
29,-0.10956354,-0.21851806,"('unfair', 'fair')",-0.1095635,-0.2185181,-0.1089546
30,1.376533,1.2844725,"('intolerant', 'tolerant')",1.376533,1.2844725,-0.0920605
31,-1.5732052,-1.5128071,"('evil', 'good')",-1.5732052,-1.5128071,0.0603981
32,1.2878935,1.2052522,"('unkind', 'kind')",1.2878935,1.2052522,-0.0826413
33,-0.64324284,-0.58345324,"('wrong', 'right')",-0.6432428,-0.5834532,0.0597896
34,4.5726676,4.707802,"('mean', 'honorable')",4.5726676,4.7078018,0.1351342
35,-1.3109682,-1.3757557,"('corrupt', 'incorrupt')",-1.3109682,-1.3757557,-0.0647875
36,-1.1891906,-1.2143494,"('hostile', 'amicable')",-1.1891906,-1.2143494,-0.0251588
37,1.1089976,1.1003798,"('fake', 'genuine')",1.1089976,1.1003798,-0.0086178
38,0.14814365,0.09341993,"('untruthful', 'truthful')",0.1481436,0.0934199,-0.0547237
39,0.051212266,0.023553051,"('exploitative', 'cooperative')",0.0512123,0.0235531,-0.0276592
40,-0.98370117,-1.0069563,"('stingy', 'generous')",-0.9837012,-1.0069563,-0.0232551
