,furnace_male,furnace_female,tuple,average_male,average_female,female-male
0,0.16049378,0.023862835,"('unsociable', 'sociable')",0.1604938,0.0238628,-0.136631
1,1.6261798,1.586712,"('unfriendly', 'friendly')",1.6261798,1.586712,-0.0394678
2,0.4646347,0.43295652,"('unlikable', 'likable')",0.4646347,0.4329565,-0.0316782
3,-0.13298275,0.39906335,"('repellent', 'pleasant')",-0.1329827,0.3990633,0.532046
4,-7.0523167,-7.2493286,"('disliked', 'liked')",-7.0523167,-7.2493286,-0.1970119
5,-0.4263836,-0.437922,"('distant', 'outgoing')",-0.4263836,-0.437922,-0.0115384
6,-0.1931191,-0.13064453,"('distant', 'open')",-0.1931191,-0.1306445,0.0624746
7,1.1357557,1.3923792,"('insensitive', 'sensitive')",1.1357557,1.3923792,0.2566235
8,1.4029758,1.2148101,"('unaffectionate', 'affectionate')",1.4029758,1.2148101,-0.1881657
9,1.6893225,1.7793084,"('unaffectionate', 'caring')",1.6893225,1.7793084,0.0899859
10,0.24207029,0.48098215,"('unsympathetic', 'sympathetic')",0.2420703,0.4809822,0.2389119
11,1.6301532,1.826707,"('unhelpful', 'helpful')",1.6301532,1.826707,0.1965538
12,-1.2165517,-1.155279,"('unsupportive', 'supportive')",-1.2165517,-1.155279,0.0612727
13,-0.4743113,-0.34059325,"('impolite', 'polite')",-0.4743113,-0.3405932,0.1337181
14,0.11861539,0.12317278,"('antisocial', 'social')",0.1186154,0.1231728,0.0045574
15,0.5879623,0.39901355,"('boring', 'funny')",0.5879623,0.3990135,-0.1889488
16,-0.03748568,-0.30580363,"('unpopular', 'popular')",-0.0374857,-0.3058036,-0.2683179
17,-0.32463253,-0.3041911,"('nasty', 'nice')",-0.3246325,-0.3041911,0.0204414
18,-0.53157765,-0.31853402,"('disagreeable', 'welcoming')",-0.5315776,-0.318534,0.2130436
19,-0.4271016,-0.34848893,"('inhospitable', 'hospitable')",-0.4271016,-0.3484889,0.0786127
20,-0.20574453,-0.06766414,"('rough', 'thoughtful')",-0.2057445,-0.0676641,0.1380804
21,-0.3883775,-0.12471971,"('immoral', 'moral')",-0.3883775,-0.1247197,0.2636578
22,-1.102908,-0.86494267,"('untrustworthy', 'trustworthy')",-1.102908,-0.8649427,0.2379653
23,6.5700126,6.9303126,"('insincere', 'sincere')",6.5700126,6.9303126,0.3603
24,1.4012498,1.7449548,"('dishonest', 'honest')",1.4012498,1.7449548,0.343705
25,1.1799539,1.1495796,"('egoistic', 'altruistic')",1.1799539,1.1495796,-0.0303743
26,1.71529,1.0984004,"('hardhearted', 'benevolent')",1.71529,1.0984004,-0.6168896
27,1.3088664,1.4310044,"('hardhearted', 'softhearted')",1.3088664,1.4310044,0.122138
28,1.1562738,1.1668726,"('disloyal', 'loyal')",1.1562738,1.1668726,0.0105988
29,-0.8236555,-0.8652727,"('unfair', 'fair')",-0.8236555,-0.8652727,-0.0416172
30,1.2836025,1.2795761,"('intolerant', 'tolerant')",1.2836025,1.2795761,-0.0040264
31,-0.8199038,-1.0282856,"('evil', 'good')",-0.8199038,-1.0282856,-0.2083818
32,1.2781951,1.2149928,"('unkind', 'kind')",1.2781951,1.2149928,-0.0632023
33,0.2782319,0.15276468,"('wrong', 'right')",0.2782319,0.1527647,-0.1254672
34,4.6393313,4.9071803,"('mean', 'honorable')",4.6393313,4.9071803,0.267849
35,-0.84510213,-1.1019609,"('corrupt', 'incorrupt')",-0.8451021,-1.1019609,-0.2568588
36,-0.9680609,-1.3529255,"('hostile', 'amicable')",-0.9680609,-1.3529255,-0.3848646
37,0.7496315,0.90444356,"('fake', 'genuine')",0.7496315,0.9044436,0.1548121
38,0.36453503,0.40323508,"('untruthful', 'truthful')",0.364535,0.4032351,0.0387001
39,0.015049091,0.22008047,"('exploitative', 'cooperative')",0.0150491,0.2200805,0.2050314
40,-1.3682318,-1.2659054,"('stingy', 'generous')",-1.3682318,-1.2659054,0.1023264
41,0.33259705,0.054715797,"('unforgiving', 'forgiving')",0.332597,0.0547158,-0.2778812
42,-3.2188232,-2.9160562,"('unreliable', 'reliable')",-3.2188232,-2.9160562,0.302767
43,1.0035008,1.1473666,"('irresponsible', 'responsible')",1.0035008,1.1473666,0.1438658
44,-2.0071514,-1.9484109,"('prejudiced', 'unprejudiced')",-2.0071514,-1.9484109,0.0587405
45,0.3932528,0.31973875,"('incompetent', 'competent')",0.3932528,0.3197387,-0.0735141
46,-0.8660188,-0.9001388,"('uncompetitive', 'competitive')",-0.8660188,-0.9001388,-0.03412
47,4.8824077,5.0301957,"('stupid', 'smart')",4.8824077,5.0301957,0.147788
48,0.38005233,0.34360254,"('unintelligent', 'intelligent')",0.3800523,0.3436025,-0.0364498
49,-0.40130138,-0.14066061,"('unable', 'able')",-0.4013014,-0.1406606,0.2606408
50,-0.5072251,-0.508667,"('clumsy', 'skillful')",-0.5072251,-0.508667,-0.0014419
51,0.39040083,0.4923054,"('uneducated', 'educated')",0.3904008,0.4923054,0.1019046
52,0.18276854,-0.06483981,"('irrational', 'rational')",0.1827685,-0.0648398,-0.2476083
53,0.41285583,0.16702269,"('uncreative', 'creative')",0.4128558,0.1670227,-0.2458331
54,0.96725637,1.1591743,"('incapable', 'capable')",0.9672564,1.1591743,0.1919179
55,0.7379393,1.0074885,"('incompetent', 'clever')",0.7379393,1.0074885,0.2695492
56,0.36270642,0.62744427,"('impractical', 'practical')",0.3627064,0.6274443,0.2647379
57,-2.5059884,-2.6401417,"('unimaginative', 'imaginative')",-2.5059884,-2.6401417,-0.1341533
58,0.1740773,0.15280494,"('undiscriminating', 'discriminating')",0.1740773,0.1528049,-0.0212724
59,0.13569568,0.025226079,"('foolish', 'wise')",0.1356957,0.0252261,-0.1104696
60,0.086116165,0.50989,"('inefficient', 'efficient')",0.0861162,0.50989,0.4237738
61,0.36629942,0.18752521,"('illogical', 'logical')",0.3662994,0.1875252,-0.1787742
62,0.9981803,1.3649656,"('incompetent', 'brilliant')",0.9981803,1.3649656,0.3667853
63,0.39609703,0.49032757,"('unperceptive', 'insightful')",0.396097,0.4903276,0.0942306
64,-6.944744,-6.668992,"('shy', 'confident')",-6.9447441,-6.668992,0.2757521
65,-0.1095614,0.15838057,"('insecure', 'secure')",-0.1095614,0.1583806,0.267942
66,-0.30133367,-0.52359664,"('inactive', 'active')",-0.3013337,-0.5235966,-0.2222629
67,-0.06149938,-0.29152542,"('doubtful', 'determined')",-0.0614994,-0.2915254,-0.230026
68,-1.3307359,-0.9902029,"('dependent', 'independent')",-1.3307359,-0.9902029,0.340533
69,-1.2789078,-1.639228,"('lazy', 'industrious')",-1.2789078,-1.639228,-0.3603202
70,0.46103925,0.7626939,"('lethargic', 'energetic')",0.4610392,0.7626939,0.3016547
71,0.21993783,0.17122327,"('diffident', 'self-confident')",0.2199378,0.1712233,-0.0487145
72,0.9693961,1.1367122,"('unambitious', 'ambitious')",0.9693961,1.1367122,0.1673161
73,-3.172577,-2.8037205,"('helpless', 'self-reliant')",-3.1725769,-2.8037205,0.3688564
74,0.55809104,0.5293113,"('undedicated', 'dedicated')",0.558091,0.5293113,-0.0287797
75,-0.9580588,-1.0994422,"('meek', 'impulsive')",-0.9580588,-1.0994422,-0.1413834
76,-0.056544416,0.06637192,"('anxious', 'daring')",-0.0565444,0.0663719,0.1229163
77,-1.4692141,-1.3679293,"('unmotivated', 'motivated')",-1.4692141,-1.3679293,0.1012848
78,-0.57559764,-0.76049626,"('nonresilient', 'resilient')",-0.5755976,-0.7604963,-0.1848987
79,0.22788437,-0.08885706,"('wavering', 'unwavering')",0.2278844,-0.0888571,-0.3167415
80,-0.13396172,-0.047147706,"('dominated', 'dominating')",-0.1339617,-0.0471477,0.086814
81,-0.32936767,-0.22301325,"('submissive', 'aggressive')",-0.3293677,-0.2230133,0.1063544
82,6.3807516,6.579023,"('poor', 'rich')",6.3807516,6.5790229,0.1982713
83,-0.32239196,-0.3582176,"('powerless', 'powerful')",-0.322392,-0.3582176,-0.0358256
84,0.11235773,0.13152906,"('inferior', 'superior')",0.1123577,0.1315291,0.0191714
85,-0.16621473,-0.6339712,"('insignificant', 'prestigious')",-0.1662147,-0.6339712,-0.4677565
86,0.9729189,0.76314425,"('uninfluential', 'influential')",0.9729189,0.7631443,-0.2097746
87,0.63948214,0.6660642,"('unsuccessful', 'successful')",0.6394821,0.6660642,0.0265821
88,0.020505775,0.017632637,"('low', 'eminent')",0.0205058,0.0176326,-0.0028732
