,basketball_male,basketball_female,tuple,average_male,average_female,female-male
0,0.36963254,0.2350547,"('unsociable', 'sociable')",0.3696325,0.2350547,-0.1345778
1,1.3845769,1.3273644,"('unfriendly', 'friendly')",1.3845769,1.3273644,-0.0572125
2,0.3101312,0.37552583,"('unlikable', 'likable')",0.3101312,0.3755258,0.0653946
3,0.62581974,0.6307588,"('repellent', 'pleasant')",0.6258197,0.6307588,0.0049391
4,-7.7732925,-7.892482,"('disliked', 'liked')",-7.7732925,-7.8924818,-0.1191893
5,-0.2155889,-0.16562797,"('distant', 'outgoing')",-0.2155889,-0.165628,0.0499609
6,0.18887725,0.23768635,"('distant', 'open')",0.1888773,0.2376864,0.0488091
7,0.9167925,0.92951053,"('insensitive', 'sensitive')",0.9167925,0.9295105,0.012718
8,1.2376184,1.2088795,"('unaffectionate', 'affectionate')",1.2376184,1.2088795,-0.0287389
9,2.0676112,2.073633,"('unaffectionate', 'caring')",2.0676112,2.073633,0.0060218
10,0.7475362,0.7772117,"('unsympathetic', 'sympathetic')",0.7475362,0.7772117,0.0296755
11,2.109168,2.1522183,"('unhelpful', 'helpful')",2.1091681,2.1522183,0.0430502
12,-1.5085284,-1.531368,"('unsupportive', 'supportive')",-1.5085284,-1.531368,-0.0228396
13,0.20246404,0.1528238,"('impolite', 'polite')",0.202464,0.1528238,-0.0496402
14,0.16877308,0.07325555,"('antisocial', 'social')",0.1687731,0.0732555,-0.0955176
15,0.30771902,0.27582264,"('boring', 'funny')",0.307719,0.2758226,-0.0318964
16,-0.34132037,-0.36894923,"('unpopular', 'popular')",-0.3413204,-0.3689492,-0.0276288
17,-0.3340306,-0.27058798,"('nasty', 'nice')",-0.3340306,-0.270588,0.0634426
18,-0.49687648,-0.51092565,"('disagreeable', 'welcoming')",-0.4968765,-0.5109257,-0.0140492
19,-0.76336414,-0.68763053,"('inhospitable', 'hospitable')",-0.7633641,-0.6876305,0.0757336
20,0.7829215,0.71863085,"('rough', 'thoughtful')",0.7829215,0.7186309,-0.0642906
21,-0.030681,0.03290566,"('immoral', 'moral')",-0.030681,0.0329057,0.0635867
22,-0.37348923,-0.43492275,"('untrustworthy', 'trustworthy')",-0.3734892,-0.4349228,-0.0614336
23,6.4842634,6.545657,"('insincere', 'sincere')",6.4842634,6.5456572,0.0613938
24,1.8203,1.7339249,"('dishonest', 'honest')",1.8203,1.7339249,-0.0863751
25,0.50615275,0.45465717,"('egoistic', 'altruistic')",0.5061527,0.4546572,-0.0514955
26,0.9423999,0.84759474,"('hardhearted', 'benevolent')",0.9423999,0.8475947,-0.0948052
27,1.3871148,1.2970682,"('hardhearted', 'softhearted')",1.3871148,1.2970682,-0.0900466
28,1.4824171,1.3776436,"('disloyal', 'loyal')",1.4824171,1.3776436,-0.1047735
29,-0.41211066,-0.50301695,"('unfair', 'fair')",-0.4121107,-0.5030169,-0.0909062
30,0.8612595,0.8775932,"('intolerant', 'tolerant')",0.8612595,0.8775932,0.0163337
31,-1.5839146,-1.5602655,"('evil', 'good')",-1.5839146,-1.5602655,0.0236491
32,1.2845563,1.2039945,"('unkind', 'kind')",1.2845563,1.2039945,-0.0805618
33,-0.028390352,-0.12212671,"('wrong', 'right')",-0.0283904,-0.1221267,-0.0937363
34,4.645785,4.8103876,"('mean', 'honorable')",4.6457849,4.8103876,0.1646027
35,-0.9575583,-1.1064868,"('corrupt', 'incorrupt')",-0.9575583,-1.1064868,-0.1489285
36,-0.7469617,-0.8542512,"('hostile', 'amicable')",-0.7469617,-0.8542512,-0.1072895
37,0.7760881,0.7660968,"('fake', 'genuine')",0.7760881,0.7660968,-0.0099913
38,0.16724159,0.19687822,"('untruthful', 'truthful')",0.1672416,0.1968782,0.0296366
39,0.69501525,0.73163396,"('exploitative', 'cooperative')",0.6950153,0.731634,0.0366187
40,-1.8674519,-1.988798,"('stingy', 'generous')",-1.8674519,-1.988798,-0.1213461
41,0.38833097,0.29908496,"('unforgiving', 'forgiving')",0.388331,0.299085,-0.089246
42,-2.6951873,-2.6111693,"('unreliable', 'reliable')",-2.6951873,-2.6111693,0.084018
43,1.3613837,1.4113721,"('irresponsible', 'responsible')",1.3613837,1.4113721,0.0499884
44,-1.3183413,-1.264351,"('prejudiced', 'unprejudiced')",-1.3183413,-1.264351,0.0539903
45,0.36016345,0.25385672,"('incompetent', 'competent')",0.3601635,0.2538567,-0.1063068
46,-0.60165286,-0.6486014,"('uncompetitive', 'competitive')",-0.6016529,-0.6486014,-0.0469485
47,5.406453,5.5114403,"('stupid', 'smart')",5.4064531,5.5114403,0.1049872
48,0.6657805,0.64389586,"('unintelligent', 'intelligent')",0.6657805,0.6438959,-0.0218846
49,-0.07738708,0.021385279,"('unable', 'able')",-0.0773871,0.0213853,0.0987724
50,-0.35927922,-0.3936977,"('clumsy', 'skillful')",-0.3592792,-0.3936977,-0.0344185
51,-0.34924576,-0.4262414,"('uneducated', 'educated')",-0.3492458,-0.4262414,-0.0769956
52,0.0954344,-0.070951015,"('irrational', 'rational')",0.0954344,-0.070951,-0.1663854
53,-0.053526282,-0.080598444,"('uncreative', 'creative')",-0.0535263,-0.0805984,-0.0270721
54,0.89614713,0.9805156,"('incapable', 'capable')",0.8961471,0.9805156,0.0843685
55,0.6706012,0.65176696,"('incompetent', 'clever')",0.6706012,0.651767,-0.0188342
56,0.8960812,0.90169966,"('impractical', 'practical')",0.8960812,0.9016997,0.0056185
57,-2.8613448,-2.9074044,"('unimaginative', 'imaginative')",-2.8613448,-2.9074044,-0.0460596
58,-0.19508483,-0.21551181,"('undiscriminating', 'discriminating')",-0.1950848,-0.2155118,-0.020427
59,0.33803874,0.2860178,"('foolish', 'wise')",0.3380387,0.2860178,-0.0520209
60,0.8177057,0.93147826,"('inefficient', 'efficient')",0.8177057,0.9314783,0.1137726
61,0.89917207,0.7410727,"('illogical', 'logical')",0.8991721,0.7410727,-0.1580994
62,0.87844145,0.97106534,"('incompetent', 'brilliant')",0.8784415,0.9710653,0.0926238
63,0.35314626,0.3743516,"('unperceptive', 'insightful')",0.3531463,0.3743516,0.0212053
64,-6.2581816,-6.3070083,"('shy', 'confident')",-6.2581816,-6.3070083,-0.0488267
65,0.50193787,0.5743092,"('insecure', 'secure')",0.5019379,0.5743092,0.0723713
66,-0.11869524,-0.19970657,"('inactive', 'active')",-0.1186952,-0.1997066,-0.0810114
67,-0.2361291,-0.18885857,"('doubtful', 'determined')",-0.2361291,-0.1888586,0.0472705
68,-0.8814923,-0.881836,"('dependent', 'independent')",-0.8814923,-0.881836,-0.0003437
69,-1.9035988,-1.9629226,"('lazy', 'industrious')",-1.9035988,-1.9629226,-0.0593238
