,basketball_male,basketball_female,tuple,average_male,average_female,female-male
70,0.98595196,0.9618709,"('lethargic', 'energetic')",0.985952,0.9618709,-0.0240811
71,0.9320091,0.9397631,"('diffident', 'self-confident')",0.9320091,0.9397631,0.007754
72,0.55930334,0.65527433,"('unambitious', 'ambitious')",0.5593033,0.6552743,0.095971
73,-3.2711768,-3.2522192,"('helpless', 'self-reliant')",-3.2711768,-3.2522192,0.0189576
74,0.2339225,0.15192255,"('undedicated', 'dedicated')",0.2339225,0.1519226,-0.0819999
75,-1.3066365,-1.22181,"('meek', 'impulsive')",-1.3066365,-1.22181,0.0848265
76,0.23495379,0.32927388,"('anxious', 'daring')",0.2349538,0.3292739,0.0943201
77,-1.2478018,-1.1423364,"('unmotivated', 'motivated')",-1.2478018,-1.1423364,0.1054654
78,-0.61362755,-0.59379417,"('nonresilient', 'resilient')",-0.6136276,-0.5937942,0.0198334
79,-0.47548804,-0.42018476,"('wavering', 'unwavering')",-0.475488,-0.4201848,0.0553032
80,-0.30610347,-0.37452787,"('dominated', 'dominating')",-0.3061035,-0.3745279,-0.0684244
81,-0.18873093,-0.13140598,"('submissive', 'aggressive')",-0.1887309,-0.131406,0.0573249
82,5.970752,6.0642695,"('poor', 'rich')",5.9707518,6.0642695,0.0935177
83,-0.39665395,-0.38837028,"('powerless', 'powerful')",-0.396654,-0.3883703,0.0082837
84,0.32291803,0.33586127,"('inferior', 'superior')",0.322918,0.3358613,0.0129433
85,-0.6352711,-0.6663441,"('insignificant', 'prestigious')",-0.6352711,-0.6663441,-0.031073
86,0.5447528,0.37378514,"('uninfluential', 'influential')",0.5447528,0.3737851,-0.1709677
87,0.41157866,0.39259535,"('unsuccessful', 'successful')",0.4115787,0.3925954,-0.0189833
88,-0.16966051,-0.15178093,"('low', 'eminent')",-0.1696605,-0.1517809,0.0178796
