,heyday_male,heyday_female,tuple,average_male,average_female,female-male
0,0.83322453,0.5977815,"('unsociable', 'sociable')",0.8332245,0.5977815,-0.235443
1,-0.5390468,-0.58958036,"('unfriendly', 'friendly')",-0.5390468,-0.5895804,-0.0505336
2,-0.023429435,-0.01970445,"('unlikable', 'likable')",-0.0234294,-0.0197044,0.003725
3,0.2068134,0.15123826,"('repellent', 'pleasant')",0.2068134,0.1512383,-0.0555751
4,-3.3183208,-3.355469,"('disliked', 'liked')",-3.3183208,-3.355469,-0.0371482
5,-1.7154036,-1.4868479,"('distant', 'outgoing')",-1.7154036,-1.4868479,0.2285557
6,-1.9528352,-1.7089719,"('distant', 'open')",-1.9528352,-1.7089719,0.2438633
7,0.50575286,0.448323,"('insensitive', 'sensitive')",0.5057529,0.448323,-0.0574299
8,-0.56729525,-0.6002483,"('unaffectionate', 'affectionate')",-0.5672953,-0.6002483,-0.032953
9,0.062416837,0.09557567,"('unaffectionate', 'caring')",0.0624168,0.0955757,0.0331589
10,0.5701038,0.49456277,"('unsympathetic', 'sympathetic')",0.5701038,0.4945628,-0.075541
11,2.243383,2.2003922,"('unhelpful', 'helpful')",2.2433829,2.2003922,-0.0429907
12,-0.8506938,-0.7931907,"('unsupportive', 'supportive')",-0.8506938,-0.7931907,0.0575031
13,0.7000038,0.57680625,"('impolite', 'polite')",0.7000038,0.5768062,-0.1231976
14,0.5686429,0.40591508,"('antisocial', 'social')",0.5686429,0.4059151,-0.1627278
15,-0.11869748,-0.22371776,"('boring', 'funny')",-0.1186975,-0.2237178,-0.1050203
16,0.18650056,-0.03996861,"('unpopular', 'popular')",0.1865006,-0.0399686,-0.2264692
17,-0.708496,-0.71605134,"('nasty', 'nice')",-0.708496,-0.7160513,-0.0075553
18,-0.70091164,-0.72154886,"('disagreeable', 'welcoming')",-0.7009116,-0.7215489,-0.0206373
19,-1.1561667,-1.1535527,"('inhospitable', 'hospitable')",-1.1561667,-1.1535527,0.002614
20,0.118885905,0.11599518,"('rough', 'thoughtful')",0.1188859,0.1159952,-0.0028907
