,kellogg_male,kellogg_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.08441271,-0.04354146,"('unsociable', 'sociable')",-0.09383538,-0.19331282,-0.0047113,-0.1184271,-0.1137158
1,2.461223,2.4559448,"('unfriendly', 'friendly')",2.0548577,1.9564922,2.2580404,2.2062185,-0.0518219
2,-0.1086745,0.0028067827,"('unlikable', 'likable')",0.48267478,0.67018,0.1870001,0.3364934,0.1494933
3,-2.1015825,-2.0885966,"('repellent', 'pleasant')",-0.22786865,-0.1649517,-1.1647255,-1.1267742,0.0379513
4,0.27252573,0.2622184,"('disliked', 'liked')",-6.890795,-7.03059,-3.3091347,-3.3841858,-0.0750511
5,1.5407536,1.5730128,"('distant', 'outgoing')",-0.207674,-0.119942,0.6665398,0.7265354,0.0599956
6,1.3471463,1.4233689,"('distant', 'open')",0.22297198,0.31528473,0.7850591,0.8693268,0.0842677
7,-0.7697193,-0.7395306,"('insensitive', 'sensitive')",-0.3094434,-0.23388696,-0.5395814,-0.4867088,0.0528726
8,1.6354113,1.6809049,"('unaffectionate', 'affectionate')",0.9496871,0.8805486,1.2925491,1.2807267,-0.0118224
9,2.0148258,2.0547585,"('unaffectionate', 'caring')",1.3286487,1.3245966,1.6717372,1.6896776,0.0179404
10,-0.873299,-0.956234,"('unsympathetic', 'sympathetic')",-0.34011203,-0.46567273,-0.6067055,-0.7109534,-0.1042479
11,-0.8656848,-0.9020374,"('unhelpful', 'helpful')",1.536092,1.5778509,0.3352036,0.3379068,0.0027032
12,1.2956554,1.352439,"('unsupportive', 'supportive')",-1.6285912,-1.6271853,-0.1664679,-0.1373731,0.0290948
13,-0.6712898,-0.7384267,"('impolite', 'polite')",-0.850879,-0.8860998,-0.7610844,-0.8122633,-0.0511789
14,-0.8345195,-0.9461141,"('antisocial', 'social')",-1.0229236,-1.1130933,-0.9287215,-1.0296037,-0.1008822
15,1.1668808,1.1240346,"('boring', 'funny')",0.2980373,0.29853678,0.7324591,0.7112857,-0.0211734
16,-0.58796346,-0.5043637,"('unpopular', 'popular')",-0.11553477,-0.093886554,-0.3517491,-0.2991251,0.052624
17,-0.560678,-0.478801,"('nasty', 'nice')",-0.82398516,-0.75811404,-0.6923316,-0.6184576,0.073874
18,-0.116270095,0.007011071,"('disagreeable', 'welcoming')",-0.93227595,-0.88607776,-0.524273,-0.4395334,0.0847396
19,0.44245738,0.52775234,"('inhospitable', 'hospitable')",-0.1341763,-0.006564975,0.1541405,0.2605937,0.1064532
20,0.8244253,0.86850274,"('rough', 'thoughtful')",0.9244073,0.9142651,0.8744163,0.8913839,0.0169676
21,-0.35413522,-0.4042063,"('immoral', 'moral')",-1.0691179,-1.0407534,-0.7116265,-0.7224798,-0.0108533
22,-1.6371192,-1.7898825,"('untrustworthy', 'trustworthy')",-1.1740239,-1.1851732,-1.4055715,-1.4875278,-0.0819563
23,0.19595405,0.19468781,"('insincere', 'sincere')",5.535466,5.569807,2.86571,2.8822474,0.0165374
24,-0.535633,-0.56468993,"('dishonest', 'honest')",0.40664527,0.4443106,-0.0644939,-0.0601897,0.0043042
25,2.2451346,2.267476,"('egoistic', 'altruistic')",1.5998341,1.584978,1.9224844,1.9262271,0.0037427
26,3.309036,3.274726,"('hardhearted', 'benevolent')",2.15893,2.0183134,2.733983,2.6465197,-0.0874633
27,0.76191396,0.7899818,"('hardhearted', 'softhearted')",1.1329397,1.0807326,0.9474268,0.9353572,-0.0120696
28,0.120637156,-0.04791305,"('disloyal', 'loyal')",1.0991108,0.9820577,0.609874,0.4670723,-0.1428017
29,-0.413634,-0.42958182,"('unfair', 'fair')",-0.33639997,-0.345392,-0.375017,-0.3874869,-0.0124699
30,-0.7259266,-0.74524605,"('intolerant', 'tolerant')",-0.40591666,-0.32496884,-0.5659216,-0.5351074,0.0308142
31,0.5146973,0.700931,"('evil', 'good')",-0.82722175,-0.7156567,-0.1562622,-0.0073628,0.1488994
32,0.20584089,0.2194827,"('unkind', 'kind')",0.7281995,0.6391455,0.4670202,0.4293141,-0.0377061
33,1.6754904,1.6742473,"('wrong', 'right')",-0.17636722,-0.14983502,0.7495615,0.7622061,0.0126446
34,-0.0063393526,0.20392066,"('mean', 'honorable')",4.5513334,4.7776437,2.2724969,2.4907823,0.2182854
35,0.96910334,0.9379057,"('corrupt', 'incorrupt')",-0.22152168,-0.25030136,0.3737908,0.3438022,-0.0299886
36,1.0862358,1.1762874,"('hostile', 'amicable')",0.0672061,0.047356606,0.576721,0.611822,0.035101
