,merrill_male,merrill_female,tuple,lynch_male,lynch_female,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0560088,-1.1857376,"('unsociable', 'sociable')",-1.4617639,-1.7108266,-0.21470302,-0.4878861,-1.4516209,-1.4615271,-0.5578143,-0.6686361,-0.9483822,-1.1029228,-0.1545406
1,1.8772303,1.6359916,"('unfriendly', 'friendly')",0.6260007,0.4335102,0.21127883,0.094531074,-0.27004427,-0.44290397,2.4105432,2.2669463,0.9710018,0.7976151,-0.1733867
2,2.5865436,2.6594255,"('unlikable', 'likable')",1.9863201,1.9559782,2.1034324,2.0857105,1.9489073,1.9546677,0.98850894,1.0404212,1.9227425,1.9392406,0.0164981
3,-1.0218378,-0.9360949,"('repellent', 'pleasant')",-1.3019755,-1.1967103,-0.5503978,-0.6082699,0.49009606,0.474088,-0.095398866,-0.06160488,-0.4959028,-0.4657185,0.0301843
4,0.02066133,-0.094196595,"('disliked', 'liked')",1.0714592,1.047099,0.1531817,0.11354415,0.13499403,0.043400973,-6.261598,-6.3285947,-0.9762604,-1.0437494,-0.067489
5,2.0618289,2.045861,"('distant', 'outgoing')",1.3318425,1.2578303,0.5299741,0.5847399,1.1167297,1.0721465,0.39440605,0.30553654,1.0869562,1.0532229,-0.0337333
6,1.554961,1.5606291,"('distant', 'open')",1.174664,1.1424773,0.6143419,0.65514696,0.8443885,0.7638676,1.1453841,1.0299878,1.0667479,1.0304217,-0.0363262
7,-0.16845165,-0.19880345,"('insensitive', 'sensitive')",-1.1792165,-1.1849082,-0.13011457,-0.25007823,-1.6055181,-1.5311182,0.57194495,0.5698248,-0.5022712,-0.5190166,-0.0167454
8,0.56631935,0.5400985,"('unaffectionate', 'affectionate')",1.0167553,0.97786295,0.011253115,-0.027573291,-0.036081858,-0.18582411,1.2558126,1.1401395,0.5628117,0.4889407,-0.073871
9,1.9273037,1.8763196,"('unaffectionate', 'caring')",1.0947351,1.0342664,0.098416,-0.031488,-0.0036021308,-0.08557407,2.0666971,2.0015461,1.03671,0.9590139,-0.0776961
10,-1.6957281,-1.786407,"('unsympathetic', 'sympathetic')",-1.9637382,-2.0559888,-0.45351204,-0.65243804,-2.358744,-2.2928915,-0.3937942,-0.42316565,-1.3731033,-1.4421782,-0.0690749
11,-0.35787544,-0.3402388,"('unhelpful', 'helpful')",-1.2867284,-1.3692873,-0.6263402,-0.73347825,-1.3502879,-1.2706559,2.0369153,2.043849,-0.3168633,-0.3339622,-0.0170989
12,1.4600798,1.4778897,"('unsupportive', 'supportive')",1.4558389,1.4064132,1.1435438,1.0867431,-0.46615142,-0.38694584,-1.222666,-1.2290056,0.474129,0.4710189,-0.0031101
13,-0.7502305,-0.7422658,"('impolite', 'polite')",-1.3262358,-1.4598271,-0.42084298,-0.55285925,-1.0541364,-0.94960076,-0.52519184,-0.50405926,-0.8153275,-0.8417224,-0.0263949
