,bust_male,bust_female,tuple,average_male,average_female,female-male
0,-0.19650789,-0.17063284,"('unsociable', 'sociable')",-0.1965079,-0.1706328,0.0258751
1,1.4733529,1.4735984,"('unfriendly', 'friendly')",1.4733529,1.4735984,0.0002455
2,0.071722694,0.16687253,"('unlikable', 'likable')",0.0717227,0.1668725,0.0951498
3,0.6978146,0.72469616,"('repellent', 'pleasant')",0.6978146,0.7246962,0.0268816
4,-6.7324986,-6.9067225,"('disliked', 'liked')",-6.7324986,-6.9067225,-0.1742239
5,-0.22716571,-0.23088954,"('distant', 'outgoing')",-0.2271657,-0.2308895,-0.0037238
6,0.4165543,0.33443302,"('distant', 'open')",0.4165543,0.334433,-0.0821213
7,0.7563532,0.8466811,"('insensitive', 'sensitive')",0.7563532,0.8466811,0.0903279
8,1.1966307,1.1263345,"('unaffectionate', 'affectionate')",1.1966307,1.1263345,-0.0702962
9,1.1959224,1.2262292,"('unaffectionate', 'caring')",1.1959224,1.2262292,0.0303068
10,0.6920109,0.77588326,"('unsympathetic', 'sympathetic')",0.6920109,0.7758833,0.0838724
11,1.1301262,1.2070737,"('unhelpful', 'helpful')",1.1301262,1.2070737,0.0769475
12,-1.8423882,-1.79988,"('unsupportive', 'supportive')",-1.8423882,-1.79988,0.0425082
13,-0.59497756,-0.5084863,"('impolite', 'polite')",-0.5949776,-0.5084863,0.0864913
14,0.036304902,0.03832898,"('antisocial', 'social')",0.0363049,0.038329,0.0020241
15,0.39610273,0.30514383,"('boring', 'funny')",0.3961027,0.3051438,-0.0909589
16,-0.36628127,-0.40854728,"('unpopular', 'popular')",-0.3662813,-0.4085473,-0.042266
17,-0.28358883,-0.23746014,"('nasty', 'nice')",-0.2835888,-0.2374601,0.0461287
18,0.012942657,-0.031166665,"('disagreeable', 'welcoming')",0.0129427,-0.0311667,-0.0441094
19,-0.3217906,-0.36088935,"('inhospitable', 'hospitable')",-0.3217906,-0.3608893,-0.0390987
20,0.7950222,0.7353382,"('rough', 'thoughtful')",0.7950222,0.7353382,-0.059684
21,-0.47696224,-0.3155911,"('immoral', 'moral')",-0.4769622,-0.3155911,0.1613711
22,-0.20709163,-0.20469673,"('untrustworthy', 'trustworthy')",-0.2070916,-0.2046967,0.0023949
23,5.9094915,6.035778,"('insincere', 'sincere')",5.9094915,6.035778,0.1262865
24,1.2751919,1.2435247,"('dishonest', 'honest')",1.2751919,1.2435247,-0.0316672
25,0.8629644,0.7807542,"('egoistic', 'altruistic')",0.8629644,0.7807542,-0.0822102
26,1.045824,0.97956616,"('hardhearted', 'benevolent')",1.0458241,0.9795662,-0.0662579
27,1.7535324,1.59381,"('hardhearted', 'softhearted')",1.7535324,1.59381,-0.1597224
28,0.73635304,0.752271,"('disloyal', 'loyal')",0.736353,0.752271,0.015918
29,-0.6605752,-0.78188777,"('unfair', 'fair')",-0.6605752,-0.7818878,-0.1213126
30,1.0551497,1.0922102,"('intolerant', 'tolerant')",1.0551497,1.0922102,0.0370605
31,-0.9507357,-1.0101222,"('evil', 'good')",-0.9507357,-1.0101222,-0.0593865
32,1.0314004,1.0269717,"('unkind', 'kind')",1.0314004,1.0269717,-0.0044287
33,-0.5496554,-0.5883054,"('wrong', 'right')",-0.5496554,-0.5883054,-0.03865
34,4.438699,4.6154227,"('mean', 'honorable')",4.4386988,4.6154227,0.1767239
35,-0.4628054,-0.7383334,"('corrupt', 'incorrupt')",-0.4628054,-0.7383334,-0.275528
36,-0.2543601,-0.38302246,"('hostile', 'amicable')",-0.2543601,-0.3830225,-0.1286624
37,0.80070186,0.8339533,"('fake', 'genuine')",0.8007019,0.8339533,0.0332514
38,-0.52679867,-0.44377673,"('untruthful', 'truthful')",-0.5267987,-0.4437767,0.083022
39,0.34015715,0.35567063,"('exploitative', 'cooperative')",0.3401572,0.3556706,0.0155134
40,-1.0871774,-1.256217,"('stingy', 'generous')",-1.0871774,-1.256217,-0.1690396
41,0.06899432,0.12277577,"('unforgiving', 'forgiving')",0.0689943,0.1227758,0.0537815
42,-2.0741925,-2.1313024,"('unreliable', 'reliable')",-2.0741925,-2.1313024,-0.0571099
43,0.63799393,0.7437924,"('irresponsible', 'responsible')",0.6379939,0.7437924,0.1057985
44,-0.67685086,-0.7075804,"('prejudiced', 'unprejudiced')",-0.6768509,-0.7075804,-0.0307295
45,-0.11728293,-0.121587835,"('incompetent', 'competent')",-0.1172829,-0.1215878,-0.0043049
46,-0.57882714,-0.5376227,"('uncompetitive', 'competitive')",-0.5788271,-0.5376227,0.0412044
47,4.8385954,5.0406613,"('stupid', 'smart')",4.8385954,5.0406613,0.2020659
48,0.018620346,0.09431118,"('unintelligent', 'intelligent')",0.0186203,0.0943112,0.0756909
49,0.25664097,0.33672926,"('unable', 'able')",0.256641,0.3367293,0.0800883
50,-0.5420591,-0.6046022,"('clumsy', 'skillful')",-0.5420591,-0.6046022,-0.0625431
51,0.5858812,0.517603,"('uneducated', 'educated')",0.5858812,0.517603,-0.0682782
52,-0.4324371,-0.55941874,"('irrational', 'rational')",-0.4324371,-0.5594187,-0.1269816
53,0.08011624,0.04065826,"('uncreative', 'creative')",0.0801162,0.0406583,-0.0394579
54,1.1058309,1.1706115,"('incapable', 'capable')",1.1058309,1.1706115,0.0647806
55,0.50520337,0.5891179,"('incompetent', 'clever')",0.5052034,0.5891179,0.0839145
56,0.15297452,0.18630295,"('impractical', 'practical')",0.1529745,0.1863029,0.0333284
57,-2.5122862,-2.4714582,"('unimaginative', 'imaginative')",-2.5122862,-2.4714582,0.040828
58,0.30655932,0.30398196,"('undiscriminating', 'discriminating')",0.3065593,0.303982,-0.0025773
59,-0.22848909,-0.23262545,"('foolish', 'wise')",-0.2284891,-0.2326255,-0.0041364
60,-0.20796368,0.010660894,"('inefficient', 'efficient')",-0.2079637,0.0106609,0.2186246
61,-0.0026332922,-0.07450589,"('illogical', 'logical')",-0.0026333,-0.0745059,-0.0718726
62,0.17522627,0.3063273,"('incompetent', 'brilliant')",0.1752263,0.3063273,0.131101
63,-0.104111314,-0.015299946,"('unperceptive', 'insightful')",-0.1041113,-0.0152999,0.0888114
64,-6.1900897,-6.2016783,"('shy', 'confident')",-6.1900897,-6.2016783,-0.0115886
65,0.004835231,0.113099456,"('insecure', 'secure')",0.0048352,0.1130995,0.1082643
66,0.11592417,-0.0297158,"('inactive', 'active')",0.1159242,-0.0297158,-0.14564
67,-0.77737963,-0.7099076,"('doubtful', 'determined')",-0.7773796,-0.7099076,0.067472
68,-0.7407277,-0.78134096,"('dependent', 'independent')",-0.7407277,-0.781341,-0.0406133
69,-1.8537207,-1.9175192,"('lazy', 'industrious')",-1.8537207,-1.9175192,-0.0637985
70,1.3529171,1.3009409,"('lethargic', 'energetic')",1.3529171,1.3009409,-0.0519762
71,0.7142152,0.72191703,"('diffident', 'self-confident')",0.7142152,0.721917,0.0077018
72,0.35322738,0.5158453,"('unambitious', 'ambitious')",0.3532274,0.5158453,0.1626179
73,-2.6859672,-2.7127554,"('helpless', 'self-reliant')",-2.6859672,-2.7127554,-0.0267882
74,0.22320347,0.1214422,"('undedicated', 'dedicated')",0.2232035,0.1214422,-0.1017613
75,-0.3949747,-0.39981487,"('meek', 'impulsive')",-0.3949747,-0.3998149,-0.0048402
76,0.88004804,0.90656906,"('anxious', 'daring')",0.880048,0.9065691,0.0265211
77,-1.8253638,-1.618319,"('unmotivated', 'motivated')",-1.8253638,-1.618319,0.2070448
78,-0.88472855,-0.8886738,"('nonresilient', 'resilient')",-0.8847286,-0.8886738,-0.0039452
79,-0.04872223,-0.11101092,"('wavering', 'unwavering')",-0.0487222,-0.1110109,-0.0622887
80,-0.5671249,-0.6119351,"('dominated', 'dominating')",-0.5671249,-0.6119351,-0.0448102
81,-0.09292786,-0.016856924,"('submissive', 'aggressive')",-0.0929279,-0.0168569,0.076071
82,6.1941214,6.283109,"('poor', 'rich')",6.1941214,6.2831092,0.0889878
83,-0.5130969,-0.4624611,"('powerless', 'powerful')",-0.5130969,-0.4624611,0.0506358
84,0.53980404,0.5398874,"('inferior', 'superior')",0.539804,0.5398874,8.34e-05
85,-0.124430485,-0.25625122,"('insignificant', 'prestigious')",-0.1244305,-0.2562512,-0.1318207
86,0.2339317,0.24368054,"('uninfluential', 'influential')",0.2339317,0.2436805,0.0097488
87,-0.48645842,-0.42924008,"('unsuccessful', 'successful')",-0.4864584,-0.4292401,0.0572183
88,0.3237883,0.2934427,"('low', 'eminent')",0.3237883,0.2934427,-0.0303456
