,sari_male,sari_female,tuple,average_male,average_female,female-male
48,0.20453839,0.21384145,"('unintelligent', 'intelligent')",0.2045384,0.2138415,0.0093031
49,-0.7252536,-0.61578393,"('unable', 'able')",-0.7252536,-0.6157839,0.1094697
50,0.08708147,-0.021076057,"('clumsy', 'skillful')",0.0870815,-0.0210761,-0.1081576
51,0.9005444,0.8584932,"('uneducated', 'educated')",0.9005444,0.8584932,-0.0420512
52,-0.623489,-0.94587463,"('irrational', 'rational')",-0.623489,-0.9458746,-0.3223856
53,-0.73692346,-0.8614942,"('uncreative', 'creative')",-0.7369235,-0.8614942,-0.1245707
54,-0.3340733,-0.58284724,"('incapable', 'capable')",-0.3340733,-0.5828472,-0.2487739
55,0.6339817,0.8432156,"('incompetent', 'clever')",0.6339817,0.8432156,0.2092339
56,1.0131667,1.1237998,"('impractical', 'practical')",1.0131667,1.1237998,0.1106331
57,-1.0018541,-1.2360305,"('unimaginative', 'imaginative')",-1.0018541,-1.2360305,-0.2341764
58,0.18338795,0.14698008,"('undiscriminating', 'discriminating')",0.183388,0.1469801,-0.0364079
59,-0.24956168,-0.345035,"('foolish', 'wise')",-0.2495617,-0.345035,-0.0954733
60,1.1610972,1.3989973,"('inefficient', 'efficient')",1.1610972,1.3989973,0.2379001
61,0.096127525,0.036704954,"('illogical', 'logical')",0.0961275,0.036705,-0.0594225
62,1.3697736,1.5028204,"('incompetent', 'brilliant')",1.3697736,1.5028204,0.1330468
63,0.54446363,0.65637124,"('unperceptive', 'insightful')",0.5444636,0.6563712,0.1119076
64,-2.293248,-2.4733768,"('shy', 'confident')",-2.2932479,-2.4733768,-0.1801289
65,0.03701102,0.180261,"('insecure', 'secure')",0.037011,0.180261,0.14325
66,-1.6412055,-1.8170624,"('inactive', 'active')",-1.6412055,-1.8170624,-0.1758569
67,0.0545468,0.007844843,"('doubtful', 'determined')",0.0545468,0.0078448,-0.046702
68,-0.8360332,-0.7224645,"('dependent', 'independent')",-0.8360332,-0.7224645,0.1135687
69,-0.8024119,-0.91596705,"('lazy', 'industrious')",-0.8024119,-0.915967,-0.1135551
70,0.69964445,0.7370986,"('lethargic', 'energetic')",0.6996444,0.7370986,0.0374542
71,-0.23973975,-0.39798588,"('diffident', 'self-confident')",-0.2397397,-0.3979859,-0.1582462
72,-0.71260065,-0.6099339,"('unambitious', 'ambitious')",-0.7126006,-0.6099339,0.1026667
73,-0.7795461,-0.91205186,"('helpless', 'self-reliant')",-0.7795461,-0.9120519,-0.1325058
74,0.38340208,0.44124895,"('undedicated', 'dedicated')",0.3834021,0.441249,0.0578469
75,-0.7406335,-0.7777997,"('meek', 'impulsive')",-0.7406335,-0.7777997,-0.0371662
76,0.2487519,0.32080698,"('anxious', 'daring')",0.2487519,0.320807,0.0720551
77,-0.03035438,0.0046844985,"('unmotivated', 'motivated')",-0.0303544,0.0046845,0.0350389
78,-0.08106648,-0.07200651,"('nonresilient', 'resilient')",-0.0810665,-0.0720065,0.00906
79,-0.59171706,-0.78617734,"('wavering', 'unwavering')",-0.5917171,-0.7861773,-0.1944602
80,0.77319676,0.7270738,"('dominated', 'dominating')",0.7731968,0.7270738,-0.046123
81,0.3446206,0.3742692,"('submissive', 'aggressive')",0.3446206,0.3742692,0.0296486
82,2.2335067,2.4526734,"('poor', 'rich')",2.2335067,2.4526734,0.2191667
83,-0.13925809,-0.2365498,"('powerless', 'powerful')",-0.1392581,-0.2365498,-0.0972917
84,0.15146977,0.07014233,"('inferior', 'superior')",0.1514698,0.0701423,-0.0813275
85,-0.07084509,-0.426367,"('insignificant', 'prestigious')",-0.0708451,-0.426367,-0.3555219
86,-0.101191185,-0.24710858,"('uninfluential', 'influential')",-0.1011912,-0.2471086,-0.1459174
87,0.30395573,0.19891028,"('unsuccessful', 'successful')",0.3039557,0.1989103,-0.1050454
88,1.1479268,0.8334248,"('low', 'eminent')",1.1479268,0.8334248,-0.314502
