,philip_male,philip_female,tuple,morris_male,morris_female,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,0.41967505,0.10968183,"('unsociable', 'sociable')",0.40624988,0.2499199,-0.16986318,-0.34256262,-0.43552384,-0.6133389,0.0551345,-0.1490749,-0.2042094
1,-0.37742105,-0.70154595,"('unfriendly', 'friendly')",1.8174103,1.7715669,0.111773066,0.026488252,1.4960637,1.3405972,0.7619565,0.6092766,-0.1526799
2,1.2075821,1.0445604,"('unlikable', 'likable')",1.107309,1.0453913,1.4278545,1.4733461,0.5074658,0.6385024,1.0625528,1.0504501,-0.0121027
3,-0.49853238,-0.5165568,"('repellent', 'pleasant')",-1.4592863,-1.3977076,-0.1464285,-0.21967159,0.2399422,0.29022908,-0.4660763,-0.4609267,0.0051496
4,-0.80800766,-0.9106267,"('disliked', 'liked')",0.0895695,0.037263528,-0.41807312,-0.45529345,-6.4190207,-6.521339,-1.888883,-1.9624989,-0.0736159
5,-0.8378167,-0.87237215,"('distant', 'outgoing')",0.71684206,0.6908039,-0.06579675,-0.023222703,-0.22057216,-0.14926744,-0.1018359,-0.0885146,0.0133213
6,-0.71199167,-0.8296224,"('distant', 'open')",0.88378835,0.921587,-0.2492673,-0.17629424,0.35300758,0.40979943,0.0688842,0.0813674,0.0124832
7,-0.4005257,-0.5546709,"('insensitive', 'sensitive')",-0.7099669,-0.6795278,-0.3357298,-0.4064226,0.62865686,0.59383094,-0.2043914,-0.2616976,-0.0573062
8,0.24274242,0.12970476,"('unaffectionate', 'affectionate')",1.7264063,1.7041606,-0.05343823,-0.10708283,0.32033637,0.2349031,0.5590118,0.4904214,-0.0685904
9,-0.038087964,-0.29962257,"('unaffectionate', 'caring')",1.1686366,1.1176934,0.449092,0.37649417,0.8589983,0.79825723,0.6096597,0.4982056,-0.1114541
10,-0.553192,-1.0221832,"('unsympathetic', 'sympathetic')",-1.1947578,-1.3159792,-0.9862957,-1.0993564,-0.23908383,-0.38026783,-0.7433323,-0.9544467,-0.2111144
11,-0.6407151,-0.6924571,"('unhelpful', 'helpful')",-1.1298153,-1.1882596,-0.0066032745,-0.04517474,1.971106,1.9388262,0.0484931,0.0032337,-0.0452594
12,0.4393284,0.3706368,"('unsupportive', 'supportive')",0.69478875,0.7147052,0.24462552,0.34533656,-1.659889,-1.673515,-0.0702866,-0.0607091,0.0095775
13,0.109562665,-0.029467195,"('impolite', 'polite')",-0.63882244,-0.7686344,0.567888,0.5232656,-0.21848339,-0.26271835,-0.0449638,-0.1343886,-0.0894248
14,0.19044165,0.18244952,"('antisocial', 'social')",-0.4699092,-0.58849686,0.7901892,0.65513456,-0.4758636,-0.5757472,0.0087145,-0.081665,-0.0903795
15,0.3507718,0.23192175,"('boring', 'funny')",0.7108778,0.72496927,-0.23518077,-0.2604249,0.28754398,0.29646105,0.2785032,0.2482318,-0.0302714
16,-0.53653973,-0.5849102,"('unpopular', 'popular')",-0.16407643,-0.14774513,0.13581668,0.10663618,0.5491751,0.45925528,-0.0039061,-0.041691,-0.0377849
17,-1.0691891,-1.0049624,"('nasty', 'nice')",0.3600132,0.42243552,-1.8801167,-1.8233293,-0.97365266,-0.87527794,-0.8907363,-0.8202835,0.0704528
18,-0.76133794,-0.84006286,"('disagreeable', 'welcoming')",0.22148886,0.24255323,0.5254782,0.59168994,-0.56293976,-0.6040871,-0.1443277,-0.1524767,-0.008149
19,-0.5642253,-0.5639627,"('inhospitable', 'hospitable')",-0.11318064,-0.13316719,-0.8881835,-0.86158955,-0.23991746,-0.09496304,-0.4513767,-0.4134206,0.0379561
20,0.725185,0.69321096,"('rough', 'thoughtful')",0.7321186,0.7650362,0.4875169,0.4195439,1.2493821,1.1826272,0.7985506,0.7651045,-0.0334461
21,0.58977574,0.4076029,"('immoral', 'moral')",-0.8965759,-1.0038061,-0.008395892,-0.06418471,-0.9515546,-1.0136089,-0.3166877,-0.4184992,-0.1018115
22,-0.46895024,-0.7150492,"('untrustworthy', 'trustworthy')",-0.8420643,-0.96980786,-0.4927952,-0.5208053,-0.94254315,-0.9712552,-0.6865882,-0.7942294,-0.1076412
23,-0.8096155,-1.0365285,"('insincere', 'sincere')",-0.80742633,-0.8553693,-0.27274463,-0.39243084,5.394939,5.2592473,0.8762881,0.7437297,-0.1325584
