,cognizant_male,cognizant_female,tuple,technology_male,technology_female,sols_male,sols_female,corp_male,corp_female,average_male,average_female,female-male
0,-2.0331633,-2.120229,"('unsociable', 'sociable')",0.9203236,0.7597055,0.3336994,0.19474661,0.1665027,0.007351147,-0.1531594,-0.2896064,-0.136447
1,-3.2959611,-3.3062463,"('unfriendly', 'friendly')",-1.6695193,-1.7218019,-1.4701049,-1.5254669,1.2797811,1.2156363,-1.2889509,-1.3344697,-0.0455188
2,0.7676187,0.73112607,"('unlikable', 'likable')",0.75963175,0.80089986,1.3546125,1.4019487,0.7497494,0.79526114,0.9079031,0.932309,0.0244059
3,-0.38212192,-0.31518286,"('repellent', 'pleasant')",0.45577395,0.5276114,0.45660397,0.5881893,1.2655104,1.2478639,0.4489416,0.5121204,0.0631788
4,-0.19530626,-0.18025889,"('disliked', 'liked')",-1.9418043,-1.8274288,-0.99177074,-0.9774274,-7.179896,-7.285207,-2.5771942,-2.5675805,0.0096137
5,-0.9821376,-0.90238965,"('distant', 'outgoing')",-3.277029,-3.0742898,-2.2955337,-2.2270324,-1.4191967,-1.3886956,-1.9934742,-1.8981018,0.0953724
6,-1.3833208,-1.2800333,"('distant', 'open')",-3.5880299,-3.3881793,-2.7199938,-2.613192,-1.1442077,-1.1096314,-2.2088881,-2.097759,0.1111291
7,-0.6320513,-0.610107,"('insensitive', 'sensitive')",0.9318711,0.94474447,0.56695247,0.59760123,0.5077337,0.5524772,0.3436265,0.371179,0.0275525
8,-2.4911063,-2.5199854,"('unaffectionate', 'affectionate')",-1.1521846,-1.1606723,-0.87578213,-0.8853569,0.5067104,0.5069963,-1.0030906,-1.0147547,-0.0116641
9,-2.525831,-2.555759,"('unaffectionate', 'caring')",-0.9181155,-0.9449433,-1.1134729,-1.0963222,1.0272807,1.0522686,-0.8825346,-0.886189,-0.0036544
10,-1.564152,-1.6159657,"('unsympathetic', 'sympathetic')",0.62850964,0.46816435,-0.09337727,-0.13360567,-0.02283638,-0.07617693,-0.262964,-0.339396,-0.076432
11,-0.10045782,-0.14463356,"('unhelpful', 'helpful')",2.3702776,2.2113338,0.5031107,0.47638512,1.9564714,1.9656956,1.1823504,1.1271952,-0.0551552
12,-0.7034761,-0.57432806,"('unsupportive', 'supportive')",0.6786627,0.83107185,-0.36973247,-0.27886894,-2.2948895,-2.2659168,-0.6723588,-0.5720105,0.1003483
13,-0.7801665,-0.8476884,"('impolite', 'polite')",1.4557066,1.4234539,1.3270772,1.2823526,-0.63442576,-0.6014224,0.3420479,0.3141739,-0.027874
14,0.14901601,0.13314393,"('antisocial', 'social')",2.5616665,2.5558271,1.7658291,1.7198197,0.33361363,0.25782463,1.2025313,1.1666538,-0.0358775
15,0.7796071,0.6893227,"('boring', 'funny')",-0.3455684,-0.432002,0.32363352,0.24278544,-0.2095884,-0.20374197,0.137021,0.074091,-0.06293
16,-0.2952462,-0.3131956,"('unpopular', 'popular')",-1.2571654,-1.2851737,-0.37994197,-0.39377904,0.3540551,0.35420072,-0.3945746,-0.4094869,-0.0149123
17,-0.28133005,-0.21800087,"('nasty', 'nice')",-0.5688473,-0.4901258,0.013618015,0.08441819,-0.6586997,-0.6104625,-0.3738148,-0.3085427,0.0652721
18,-0.20469661,-0.15458487,"('disagreeable', 'welcoming')",-0.16796581,-0.086196855,-0.2806936,-0.20421785,-0.36840436,-0.41186655,-0.2554401,-0.2142165,0.0412236
