,roper_male,roper_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.29999366,-0.5235935,"('unsociable', 'sociable')",-0.46662283,-0.59925294,-0.6743991,-0.8193262,-0.4803385,-0.6473908,-0.1670523
1,-1.1632961,-1.1628747,"('unfriendly', 'friendly')",0.1281067,0.0756292,2.0147936,2.0000694,0.3265347,0.3042746,-0.0222601
2,0.83507395,0.9194837,"('unlikable', 'likable')",0.26346114,0.31755942,0.7014672,0.7698361,0.6000008,0.6689598,0.068959
3,-0.46482167,-0.34081042,"('repellent', 'pleasant')",0.25783393,0.29651248,-0.19788335,-0.20092991,-0.134957,-0.0817426,0.0532144
4,-0.68299717,-0.6512584,"('disliked', 'liked')",-0.5685622,-0.5740688,-5.5821953,-5.721324,-2.2779182,-2.3155505,-0.0376323
5,-0.6217214,-0.47258055,"('distant', 'outgoing')",-0.50928456,-0.41034383,0.026584633,0.10291076,-0.3681405,-0.2600045,0.108136
6,-1.0213674,-0.79764813,"('distant', 'open')",-0.9556324,-0.8611977,0.5121654,0.5440394,-0.4882781,-0.3716021,0.116676
7,0.63191485,0.5809369,"('insensitive', 'sensitive')",0.31852782,0.350062,0.2745558,0.30634475,0.4083328,0.4124479,0.0041151
8,-0.08359758,-0.037370473,"('unaffectionate', 'affectionate')",0.122643195,0.15258242,0.97854465,0.9781863,0.3391968,0.3644661,0.0252693
9,-0.12673633,-0.1199079,"('unaffectionate', 'caring')",0.15825666,0.16808468,1.2287002,1.2455642,0.4200735,0.431247,0.0111735
10,0.29524684,0.1918745,"('unsympathetic', 'sympathetic')",-0.43541652,-0.4690188,-0.88890976,-0.9643136,-0.3430265,-0.4138193,-0.0707928
11,0.144077,0.0543219,"('unhelpful', 'helpful')",0.98005414,0.9673793,1.4393895,1.4417726,0.8545069,0.8211579,-0.033349
12,0.76464814,0.9162068,"('unsupportive', 'supportive')",0.65514976,0.79570675,-1.5750601,-1.5509537,-0.0517541,0.0536533,0.1054074
13,0.806908,0.64533263,"('impolite', 'polite')",-0.13967764,-0.20507443,-0.7875352,-0.8722703,-0.0401016,-0.144004,-0.1039024
14,0.45883662,0.39200062,"('antisocial', 'social')",0.7712474,0.7556856,-0.99209505,-1.0365808,0.0793296,0.0370351,-0.0422945
15,0.098695844,-0.008807559,"('boring', 'funny')",-0.12205145,-0.1592312,0.6407002,0.60781914,0.2057815,0.1465935,-0.059188
16,-0.40199107,-0.34677604,"('unpopular', 'popular')",-0.24883354,-0.23000066,0.5553359,0.57296956,-0.0318296,-0.001269,0.0305606
17,-0.20488194,-0.13069381,"('nasty', 'nice')",-0.8059799,-0.7534409,-0.5014059,-0.4276453,-0.5040893,-0.43726,0.0668293
18,-0.42992383,-0.33993584,"('disagreeable', 'welcoming')",0.1983038,0.2701959,-0.2837288,-0.31665242,-0.171783,-0.1287975,0.0429855
19,-0.74986523,-0.6111726,"('inhospitable', 'hospitable')",-0.71587706,-0.6994623,0.053095646,0.19163445,-0.4708822,-0.3730001,0.0978821
20,-0.38143376,-0.3880872,"('rough', 'thoughtful')",0.8816397,0.93723005,0.99921536,0.9740943,0.4998071,0.5077457,0.0079386
21,0.59861463,0.45049146,"('immoral', 'moral')",0.51569766,0.45475784,-0.8787059,-0.8865069,0.0785355,0.0062475,-0.072288
22,-0.18706372,-0.20124587,"('untrustworthy', 'trustworthy')",-0.20092694,-0.21984817,-1.0589018,-1.1315489,-0.4822975,-0.5175476,-0.0352501
