,pay_male,pay_female,tuple,average_male,average_female,female-male
0,0.043769106,-0.026918393,"('unsociable', 'sociable')",0.0437691,-0.0269184,-0.0706875
1,1.3276913,1.3209939,"('unfriendly', 'friendly')",1.3276913,1.3209939,-0.0066974
2,-0.1747099,0.011091126,"('unlikable', 'likable')",-0.1747099,0.0110911,0.185801
3,0.41959757,0.6391393,"('repellent', 'pleasant')",0.4195976,0.6391393,0.2195417
4,-7.3624024,-7.4895525,"('disliked', 'liked')",-7.3624024,-7.4895525,-0.1271501
5,-0.5937695,-0.46805638,"('distant', 'outgoing')",-0.5937695,-0.4680564,0.1257131
6,0.053151347,0.024987094,"('distant', 'open')",0.0531513,0.0249871,-0.0281642
7,1.1309713,1.1757927,"('insensitive', 'sensitive')",1.1309713,1.1757927,0.0448214
8,1.052633,1.0371178,"('unaffectionate', 'affectionate')",1.052633,1.0371178,-0.0155152
9,1.5157241,1.5886014,"('unaffectionate', 'caring')",1.5157241,1.5886014,0.0728773
10,0.91228074,0.9399732,"('unsympathetic', 'sympathetic')",0.9122807,0.9399732,0.0276925
11,1.4565347,1.5825734,"('unhelpful', 'helpful')",1.4565347,1.5825734,0.1260387
12,-1.7681906,-1.6737009,"('unsupportive', 'supportive')",-1.7681906,-1.6737009,0.0944897
13,-0.19690576,0.016482644,"('impolite', 'polite')",-0.1969058,0.0164826,0.2133884
14,0.16563737,0.17127773,"('antisocial', 'social')",0.1656374,0.1712777,0.0056403
15,0.4302232,0.39098984,"('boring', 'funny')",0.4302232,0.3909898,-0.0392334
16,-0.72142535,-0.6737203,"('unpopular', 'popular')",-0.7214254,-0.6737203,0.0477051
17,0.34713265,0.3576001,"('nasty', 'nice')",0.3471327,0.3576001,0.0104674
18,-0.63333935,-0.38318545,"('disagreeable', 'welcoming')",-0.6333393,-0.3831854,0.2501539
19,-0.39466408,-0.3549226,"('inhospitable', 'hospitable')",-0.3946641,-0.3549226,0.0397415
20,0.46212322,0.31201842,"('rough', 'thoughtful')",0.4621232,0.3120184,-0.1501048
21,-0.5344177,-0.27153486,"('immoral', 'moral')",-0.5344177,-0.2715349,0.2628828
22,-0.35769695,-0.2649695,"('untrustworthy', 'trustworthy')",-0.357697,-0.2649695,0.0927275
23,6.3420706,6.591416,"('insincere', 'sincere')",6.3420706,6.5914159,0.2493453
24,1.3043724,1.3694482,"('dishonest', 'honest')",1.3043724,1.3694482,0.0650758
25,0.9468082,0.9158782,"('egoistic', 'altruistic')",0.9468082,0.9158782,-0.03093
26,1.7487334,1.4215645,"('hardhearted', 'benevolent')",1.7487334,1.4215645,-0.3271689
27,1.9295778,1.7149069,"('hardhearted', 'softhearted')",1.9295778,1.7149069,-0.2146709
28,1.3490824,1.2363435,"('disloyal', 'loyal')",1.3490824,1.2363435,-0.1127389
29,-0.4159073,-0.5397406,"('unfair', 'fair')",-0.4159073,-0.5397406,-0.1238333
30,0.66817534,0.7767283,"('intolerant', 'tolerant')",0.6681753,0.7767283,0.108553
31,-0.9307592,-1.0094928,"('evil', 'good')",-0.9307592,-1.0094928,-0.0787336
32,1.05808,0.9942412,"('unkind', 'kind')",1.05808,0.9942412,-0.0638388
33,-0.28195956,-0.25953647,"('wrong', 'right')",-0.2819596,-0.2595365,0.0224231
34,4.626263,4.932667,"('mean', 'honorable')",4.6262631,4.9326668,0.3064037
35,-0.70586705,-1.0174763,"('corrupt', 'incorrupt')",-0.7058671,-1.0174763,-0.3116092
36,-0.2787425,-0.50815856,"('hostile', 'amicable')",-0.2787425,-0.5081586,-0.2294161
37,0.6562462,0.67415375,"('fake', 'genuine')",0.6562462,0.6741537,0.0179075
38,-0.5444535,-0.37798697,"('untruthful', 'truthful')",-0.5444535,-0.377987,0.1664665
39,0.17656088,0.28025082,"('exploitative', 'cooperative')",0.1765609,0.2802508,0.1036899
40,-1.4391878,-1.4812531,"('stingy', 'generous')",-1.4391878,-1.4812531,-0.0420653
41,0.52680296,0.39461595,"('unforgiving', 'forgiving')",0.526803,0.3946159,-0.1321871
42,-2.5068665,-2.4930563,"('unreliable', 'reliable')",-2.5068665,-2.4930563,0.0138102
43,0.8169339,0.94628596,"('irresponsible', 'responsible')",0.8169339,0.946286,0.1293521
44,-1.5255785,-1.5283949,"('prejudiced', 'unprejudiced')",-1.5255785,-1.5283949,-0.0028164
45,0.25190797,0.08134866,"('incompetent', 'competent')",0.251908,0.0813487,-0.1705593
46,-0.8207566,-0.8148028,"('uncompetitive', 'competitive')",-0.8207566,-0.8148028,0.0059538
47,5.206339,5.376892,"('stupid', 'smart')",5.2063389,5.3768921,0.1705532
48,0.09223667,0.13141996,"('unintelligent', 'intelligent')",0.0922367,0.13142,0.0391833
49,-0.24164788,-0.07405556,"('unable', 'able')",-0.2416479,-0.0740556,0.1675923
50,-0.4327426,-0.3800125,"('clumsy', 'skillful')",-0.4327426,-0.3800125,0.0527301
51,0.028830513,0.08670642,"('uneducated', 'educated')",0.0288305,0.0867064,0.0578759
52,0.2889928,0.121566474,"('irrational', 'rational')",0.2889928,0.1215665,-0.1674263
53,0.04020682,-0.065703124,"('uncreative', 'creative')",0.0402068,-0.0657031,-0.1059099
54,0.9976554,1.1208059,"('incapable', 'capable')",0.9976554,1.1208059,0.1231505
55,0.3086634,0.46866375,"('incompetent', 'clever')",0.3086634,0.4686638,0.1600004
56,0.04003951,0.13866101,"('impractical', 'practical')",0.0400395,0.138661,0.0986215
57,-2.1718,-2.3408818,"('unimaginative', 'imaginative')",-2.1717999,-2.3408818,-0.1690819
58,0.48626465,0.37901428,"('undiscriminating', 'discriminating')",0.4862646,0.3790143,-0.1072503
59,-0.0014167381,0.1518643,"('foolish', 'wise')",-0.0014167,0.1518643,0.153281
60,-0.14587042,0.19367711,"('inefficient', 'efficient')",-0.1458704,0.1936771,0.3395475
61,0.52426016,0.39831385,"('illogical', 'logical')",0.5242602,0.3983139,-0.1259463
62,0.04237492,0.36921006,"('incompetent', 'brilliant')",0.0423749,0.3692101,0.3268352
63,-0.19188608,-0.018648267,"('unperceptive', 'insightful')",-0.1918861,-0.0186483,0.1732378
64,-6.852206,-6.629116,"('shy', 'confident')",-6.8522062,-6.6291161,0.2230901
65,0.19722185,0.42024732,"('insecure', 'secure')",0.1972218,0.4202473,0.2230255
66,0.03565088,-0.16859025,"('inactive', 'active')",0.0356509,-0.1685902,-0.2042411
67,-0.6882982,-0.6454547,"('doubtful', 'determined')",-0.6882982,-0.6454547,0.0428435
68,-1.4174552,-1.2026532,"('dependent', 'independent')",-1.4174552,-1.2026532,0.214802
69,-1.9750998,-1.9474657,"('lazy', 'industrious')",-1.9750998,-1.9474657,0.0276341
70,1.1205758,1.1014764,"('lethargic', 'energetic')",1.1205758,1.1014764,-0.0190994
71,0.39724496,0.50079775,"('diffident', 'self-confident')",0.397245,0.5007977,0.1035527
72,0.7533427,0.9901203,"('unambitious', 'ambitious')",0.7533427,0.9901203,0.2367776
73,-2.9726708,-2.8127177,"('helpless', 'self-reliant')",-2.9726708,-2.8127177,0.1599531
74,0.26274243,0.04897213,"('undedicated', 'dedicated')",0.2627424,0.0489721,-0.2137703
75,-0.8316977,-0.82724464,"('meek', 'impulsive')",-0.8316977,-0.8272446,0.0044531
76,0.13145897,0.26065695,"('anxious', 'daring')",0.131459,0.260657,0.129198
77,-1.4277228,-1.3223841,"('unmotivated', 'motivated')",-1.4277228,-1.3223841,0.1053387
78,-0.9010606,-0.9854422,"('nonresilient', 'resilient')",-0.9010606,-0.9854422,-0.0843816
79,0.011003419,-0.07324661,"('wavering', 'unwavering')",0.0110034,-0.0732466,-0.08425
80,-0.14476633,-0.21326417,"('dominated', 'dominating')",-0.1447663,-0.2132642,-0.0684979
81,-0.535872,-0.45524353,"('submissive', 'aggressive')",-0.535872,-0.4552435,0.0806285
82,6.224821,6.287221,"('poor', 'rich')",6.2248211,6.287221,0.0623999
83,-0.43654928,-0.3617016,"('powerless', 'powerful')",-0.4365493,-0.3617016,0.0748477
84,0.19757542,0.13350944,"('inferior', 'superior')",0.1975754,0.1335094,-0.064066
85,-0.9661415,-1.0166452,"('insignificant', 'prestigious')",-0.9661415,-1.0166452,-0.0505037
86,0.5525764,0.47231162,"('uninfluential', 'influential')",0.5525764,0.4723116,-0.0802648
87,0.04287121,0.18264417,"('unsuccessful', 'successful')",0.0428712,0.1826442,0.139773
88,-0.1638314,-0.18356822,"('low', 'eminent')",-0.1638314,-0.1835682,-0.0197368
