,tattoo_male,tattoo_female,tuple,average_male,average_female,female-male
0,-0.030008689,-0.14579482,"('unsociable', 'sociable')",-0.0300087,-0.1457948,-0.1157861
1,1.9732896,1.8209267,"('unfriendly', 'friendly')",1.9732896,1.8209267,-0.1523629
2,0.86676246,0.9510664,"('unlikable', 'likable')",0.8667625,0.9510664,0.0843039
3,-0.16204259,-0.23127237,"('repellent', 'pleasant')",-0.1620426,-0.2312724,-0.0692298
4,-6.991244,-6.635257,"('disliked', 'liked')",-6.9912438,-6.6352568,0.355987
5,-0.26825747,-0.3488976,"('distant', 'outgoing')",-0.2682575,-0.3488976,-0.0806401
6,0.044923723,-0.042610057,"('distant', 'open')",0.0449237,-0.0426101,-0.0875338
7,0.76087534,0.7549628,"('insensitive', 'sensitive')",0.7608753,0.7549628,-0.0059125
8,1.2954551,1.0879456,"('unaffectionate', 'affectionate')",1.2954551,1.0879456,-0.2075095
9,2.2546725,2.184377,"('unaffectionate', 'caring')",2.2546725,2.184377,-0.0702955
10,0.23107779,0.14817744,"('unsympathetic', 'sympathetic')",0.2310778,0.1481774,-0.0829004
11,2.2981791,2.3644304,"('unhelpful', 'helpful')",2.2981791,2.3644304,0.0662513
12,-1.1789402,-1.1680229,"('unsupportive', 'supportive')",-1.1789402,-1.1680229,0.0109173
13,0.15459839,0.048517585,"('impolite', 'polite')",0.1545984,0.0485176,-0.1060808
14,-0.12655777,-0.18713112,"('antisocial', 'social')",-0.1265578,-0.1871311,-0.0605733
15,0.8803707,0.88561016,"('boring', 'funny')",0.8803707,0.8856102,0.0052395
16,0.04850714,0.095914885,"('unpopular', 'popular')",0.0485071,0.0959149,0.0474078
17,-0.6826158,-0.66047645,"('nasty', 'nice')",-0.6826158,-0.6604764,0.0221394
18,-0.59577304,-0.6734573,"('disagreeable', 'welcoming')",-0.595773,-0.6734573,-0.0776843
19,-0.21147516,-0.23530264,"('inhospitable', 'hospitable')",-0.2114752,-0.2353026,-0.0238274
20,0.18368542,0.008753896,"('rough', 'thoughtful')",0.1836854,0.0087539,-0.1749315
21,-0.45625982,-0.48078015,"('immoral', 'moral')",-0.4562598,-0.4807802,-0.0245204
22,-0.8240446,-0.88859504,"('untrustworthy', 'trustworthy')",-0.8240446,-0.888595,-0.0645504
23,7.0500717,6.840856,"('insincere', 'sincere')",7.0500717,6.8408561,-0.2092156
24,1.9251171,1.7778505,"('dishonest', 'honest')",1.9251171,1.7778505,-0.1472666
25,0.44252744,0.27948052,"('egoistic', 'altruistic')",0.4425274,0.2794805,-0.1630469
26,1.1672426,1.1428704,"('hardhearted', 'benevolent')",1.1672426,1.1428704,-0.0243722
27,0.96855557,0.7398436,"('hardhearted', 'softhearted')",0.9685556,0.7398436,-0.228712
28,1.0726246,0.9809009,"('disloyal', 'loyal')",1.0726246,0.9809009,-0.0917237
29,-0.549941,-0.6800996,"('unfair', 'fair')",-0.549941,-0.6800996,-0.1301586
30,1.2797776,1.275826,"('intolerant', 'tolerant')",1.2797776,1.275826,-0.0039516
31,-1.4993517,-1.6059561,"('evil', 'good')",-1.4993517,-1.6059561,-0.1066044
32,1.6687309,1.5955393,"('unkind', 'kind')",1.6687309,1.5955393,-0.0731916
33,0.0129672475,-0.07135716,"('wrong', 'right')",0.0129672,-0.0713572,-0.0843244
34,4.4632115,4.3462644,"('mean', 'honorable')",4.4632115,4.3462644,-0.1169471
35,-1.2556916,-1.3858908,"('corrupt', 'incorrupt')",-1.2556916,-1.3858908,-0.1301992
36,-0.96692425,-1.089975,"('hostile', 'amicable')",-0.9669243,-1.089975,-0.1230507
37,0.23957084,0.102051295,"('fake', 'genuine')",0.2395708,0.1020513,-0.1375195
38,0.43706918,0.4557221,"('untruthful', 'truthful')",0.4370692,0.4557221,0.0186529
39,-0.11697757,-0.15885986,"('exploitative', 'cooperative')",-0.1169776,-0.1588599,-0.0418823
40,-2.2495947,-2.3525927,"('stingy', 'generous')",-2.2495947,-2.3525927,-0.102998
41,-0.028040867,-0.08309329,"('unforgiving', 'forgiving')",-0.0280409,-0.0830933,-0.0550524
42,-2.360228,-2.2418435,"('unreliable', 'reliable')",-2.3602281,-2.2418435,0.1183846
43,1.2513366,1.1721088,"('irresponsible', 'responsible')",1.2513366,1.1721088,-0.0792278
44,-1.7906272,-1.8657224,"('prejudiced', 'unprejudiced')",-1.7906272,-1.8657224,-0.0750952
45,-0.106099814,-0.1429612,"('incompetent', 'competent')",-0.1060998,-0.1429612,-0.0368614
46,-0.9455085,-0.95368844,"('uncompetitive', 'competitive')",-0.9455085,-0.9536884,-0.0081799
47,5.3626237,5.247999,"('stupid', 'smart')",5.3626237,5.2479992,-0.1146245
48,1.0786524,0.9470921,"('unintelligent', 'intelligent')",1.0786524,0.9470921,-0.1315603
49,0.052813277,0.029311683,"('unable', 'able')",0.0528133,0.0293117,-0.0235016
50,0.05076202,0.10158171,"('clumsy', 'skillful')",0.050762,0.1015817,0.0508197
51,0.60884064,0.68324095,"('uneducated', 'educated')",0.6088406,0.683241,0.0744004
52,-0.41035897,-0.46147335,"('irrational', 'rational')",-0.410359,-0.4614733,-0.0511143
53,0.78216743,0.688964,"('uncreative', 'creative')",0.7821674,0.688964,-0.0932034
54,1.5741497,1.5627124,"('incapable', 'capable')",1.5741497,1.5627124,-0.0114373
55,0.65671235,0.6184115,"('incompetent', 'clever')",0.6567124,0.6184115,-0.0383009
56,1.0633636,1.1330191,"('impractical', 'practical')",1.0633636,1.1330191,0.0696555
57,-2.9350777,-2.8494802,"('unimaginative', 'imaginative')",-2.9350777,-2.8494802,0.0855975
58,-0.20103246,-0.18746233,"('undiscriminating', 'discriminating')",-0.2010325,-0.1874623,0.0135702
59,-0.0646984,0.03034257,"('foolish', 'wise')",-0.0646984,0.0303426,0.095041
60,0.87097657,0.8983987,"('inefficient', 'efficient')",0.8709766,0.8983987,0.0274221
61,0.019803474,-0.18691637,"('illogical', 'logical')",0.0198035,-0.1869164,-0.2067199
62,1.0378159,1.0499268,"('incompetent', 'brilliant')",1.0378159,1.0499268,0.0121109
63,0.061034404,-0.014656831,"('unperceptive', 'insightful')",0.0610344,-0.0146568,-0.0756912
64,-6.547627,-6.2882066,"('shy', 'confident')",-6.547627,-6.2882066,0.2594204
65,0.38097492,0.37025192,"('insecure', 'secure')",0.3809749,0.3702519,-0.010723
66,-0.8682358,-1.0324273,"('inactive', 'active')",-0.8682358,-1.0324273,-0.1641915
67,-0.5415933,-0.5183248,"('doubtful', 'determined')",-0.5415933,-0.5183248,0.0232685
68,-1.0877317,-1.1997199,"('dependent', 'independent')",-1.0877317,-1.1997199,-0.1119882
69,-1.4645973,-1.4035649,"('lazy', 'industrious')",-1.4645973,-1.4035649,0.0610324
70,0.33973303,0.20757309,"('lethargic', 'energetic')",0.339733,0.2075731,-0.1321599
