,nursery_male,nursery_female,tuple,average_male,average_female,female-male
0,0.015945213,-0.028583609,"('unsociable', 'sociable')",0.0159452,-0.0285836,-0.0445288
1,0.96995246,1.0580744,"('unfriendly', 'friendly')",0.9699525,1.0580744,0.0881219
2,0.388798,0.5837282,"('unlikable', 'likable')",0.388798,0.5837282,0.1949302
3,0.29989567,0.30163944,"('repellent', 'pleasant')",0.2998957,0.3016394,0.0017437
4,-7.290583,-7.2931566,"('disliked', 'liked')",-7.2905831,-7.2931566,-0.0025735
5,-0.6990048,-0.58308846,"('distant', 'outgoing')",-0.6990048,-0.5830885,0.1159163
6,-0.1767396,-0.12091319,"('distant', 'open')",-0.1767396,-0.1209132,0.0558264
7,0.98522335,1.0543456,"('insensitive', 'sensitive')",0.9852234,1.0543456,0.0691222
8,1.3000947,1.3031342,"('unaffectionate', 'affectionate')",1.3000947,1.3031342,0.0030395
9,1.6241513,1.736768,"('unaffectionate', 'caring')",1.6241513,1.736768,0.1126167
10,1.169971,1.0643327,"('unsympathetic', 'sympathetic')",1.169971,1.0643327,-0.1056383
11,1.8618517,1.9448904,"('unhelpful', 'helpful')",1.8618517,1.9448904,0.0830387
12,-1.2248113,-1.1373143,"('unsupportive', 'supportive')",-1.2248113,-1.1373143,0.087497
13,-0.097105935,-0.05184222,"('impolite', 'polite')",-0.0971059,-0.0518422,0.0452637
14,-0.0029834616,0.02467073,"('antisocial', 'social')",-0.0029835,0.0246707,0.0276542
15,0.45979828,0.5510108,"('boring', 'funny')",0.4597983,0.5510108,0.0912125
16,-0.68044513,-0.45066965,"('unpopular', 'popular')",-0.6804451,-0.4506696,0.2297755
17,-0.10486177,-0.15614899,"('nasty', 'nice')",-0.1048618,-0.156149,-0.0512872
18,-0.6758045,-0.6087358,"('disagreeable', 'welcoming')",-0.6758045,-0.6087358,0.0670687
19,-0.77842665,-0.6651848,"('inhospitable', 'hospitable')",-0.7784266,-0.6651848,0.1132418
20,0.70253193,0.5741043,"('rough', 'thoughtful')",0.7025319,0.5741043,-0.1284276
21,-0.18437994,-0.105276644,"('immoral', 'moral')",-0.1843799,-0.1052766,0.0791033
22,-0.41810143,-0.468577,"('untrustworthy', 'trustworthy')",-0.4181014,-0.468577,-0.0504756
23,5.937157,6.08224,"('insincere', 'sincere')",5.9371572,6.0822401,0.1450829
24,1.2192988,1.1863227,"('dishonest', 'honest')",1.2192988,1.1863227,-0.0329761
25,0.32003698,0.31884462,"('egoistic', 'altruistic')",0.320037,0.3188446,-0.0011924
26,1.1289402,1.085998,"('hardhearted', 'benevolent')",1.1289402,1.0859981,-0.0429421
27,1.6552285,1.518991,"('hardhearted', 'softhearted')",1.6552285,1.518991,-0.1362375
28,0.94137204,0.826217,"('disloyal', 'loyal')",0.941372,0.826217,-0.115155
29,-0.32782236,-0.5687416,"('unfair', 'fair')",-0.3278224,-0.5687416,-0.2409192
30,0.9961756,0.9777317,"('intolerant', 'tolerant')",0.9961756,0.9777317,-0.0184439
31,-1.4376489,-1.4046984,"('evil', 'good')",-1.4376489,-1.4046984,0.0329505
32,1.2105074,1.1588916,"('unkind', 'kind')",1.2105074,1.1588916,-0.0516158
33,-0.5938613,-0.47788724,"('wrong', 'right')",-0.5938613,-0.4778872,0.1159741
34,3.9274359,4.0833564,"('mean', 'honorable')",3.9274359,4.0833564,0.1559205
35,-1.1292813,-1.2700452,"('corrupt', 'incorrupt')",-1.1292813,-1.2700452,-0.1407639
36,-0.91995627,-1.0386926,"('hostile', 'amicable')",-0.9199563,-1.0386926,-0.1187363
37,0.79565704,0.72117805,"('fake', 'genuine')",0.795657,0.7211781,-0.0744789
38,-0.3091768,-0.20098242,"('untruthful', 'truthful')",-0.3091768,-0.2009824,0.1081944
39,0.0773909,0.059255697,"('exploitative', 'cooperative')",0.0773909,0.0592557,-0.0181352
40,-1.73031,-1.89643,"('stingy', 'generous')",-1.73031,-1.89643,-0.16612
41,0.34170866,0.2872675,"('unforgiving', 'forgiving')",0.3417087,0.2872675,-0.0544412
42,-2.003108,-2.0331123,"('unreliable', 'reliable')",-2.003108,-2.0331123,-0.0300043
43,1.4055082,1.5212854,"('irresponsible', 'responsible')",1.4055082,1.5212854,0.1157772
44,-0.8907871,-0.96669894,"('prejudiced', 'unprejudiced')",-0.8907871,-0.9666989,-0.0759118
45,0.25919798,0.2504415,"('incompetent', 'competent')",0.259198,0.2504415,-0.0087565
46,-0.6030976,-0.6460424,"('uncompetitive', 'competitive')",-0.6030976,-0.6460424,-0.0429448
47,5.1991687,5.4818516,"('stupid', 'smart')",5.1991687,5.4818516,0.2826829
48,0.6287614,0.6202154,"('unintelligent', 'intelligent')",0.6287614,0.6202154,-0.008546
49,-0.66110855,-0.44407442,"('unable', 'able')",-0.6611086,-0.4440744,0.2170342
50,-0.65567946,-0.60045123,"('clumsy', 'skillful')",-0.6556795,-0.6004512,0.0552283
51,-0.13069674,-0.15009987,"('uneducated', 'educated')",-0.1306967,-0.1500999,-0.0194032
52,-0.27388868,-0.3127683,"('irrational', 'rational')",-0.2738887,-0.3127683,-0.0388796
53,0.08912344,0.16520478,"('uncreative', 'creative')",0.0891234,0.1652048,0.0760814
54,0.99564433,1.1526846,"('incapable', 'capable')",0.9956443,1.1526846,0.1570403
55,0.5567526,0.59715134,"('incompetent', 'clever')",0.5567526,0.5971513,0.0403987
56,0.61095023,0.74427855,"('impractical', 'practical')",0.6109502,0.7442786,0.1333284
57,-2.3061006,-2.3678057,"('unimaginative', 'imaginative')",-2.3061006,-2.3678057,-0.0617051
58,-0.28957185,-0.2780381,"('undiscriminating', 'discriminating')",-0.2895719,-0.2780381,0.0115338
59,-0.050388798,0.090252526,"('foolish', 'wise')",-0.0503888,0.0902525,0.1406413
60,0.28338498,0.47039282,"('inefficient', 'efficient')",0.283385,0.4703928,0.1870078
61,0.36250055,0.24635549,"('illogical', 'logical')",0.3625005,0.2463555,-0.116145
62,0.83837986,1.0492518,"('incompetent', 'brilliant')",0.8383799,1.0492518,0.2108719
63,0.032747854,0.09892921,"('unperceptive', 'insightful')",0.0327479,0.0989292,0.0661813
64,-6.042295,-6.074035,"('shy', 'confident')",-6.042295,-6.0740352,-0.0317402
65,0.64674973,0.6101813,"('insecure', 'secure')",0.6467497,0.6101813,-0.0365684
66,-0.13399388,-0.29421034,"('inactive', 'active')",-0.1339939,-0.2942103,-0.1602164
67,-0.5869786,-0.5031355,"('doubtful', 'determined')",-0.5869786,-0.5031355,0.0838431
68,-1.2687387,-1.2471205,"('dependent', 'independent')",-1.2687387,-1.2471205,0.0216182
69,-1.5814601,-1.5275667,"('lazy', 'industrious')",-1.5814601,-1.5275667,0.0538934
70,1.1465436,1.1029474,"('lethargic', 'energetic')",1.1465436,1.1029474,-0.0435962
71,0.29699358,0.4174347,"('diffident', 'self-confident')",0.2969936,0.4174347,0.1204411
72,0.41931474,0.48591584,"('unambitious', 'ambitious')",0.4193147,0.4859158,0.0666011
73,-3.1627188,-3.094743,"('helpless', 'self-reliant')",-3.1627188,-3.094743,0.0679758
74,-0.21381827,-0.21520361,"('undedicated', 'dedicated')",-0.2138183,-0.2152036,-0.0013853
75,-0.9134695,-0.88483924,"('meek', 'impulsive')",-0.9134695,-0.8848392,0.0286303
76,0.6754431,0.59185714,"('anxious', 'daring')",0.6754431,0.5918571,-0.083586
77,-1.097376,-0.9440245,"('unmotivated', 'motivated')",-1.097376,-0.9440245,0.1533515
78,-0.4576757,-0.3812433,"('nonresilient', 'resilient')",-0.4576757,-0.3812433,0.0764324
79,-0.22032265,-0.2300464,"('wavering', 'unwavering')",-0.2203227,-0.2300464,-0.0097237
80,-0.03621217,-0.13597931,"('dominated', 'dominating')",-0.0362122,-0.1359793,-0.0997671
81,-0.03547126,-0.070015624,"('submissive', 'aggressive')",-0.0354713,-0.0700156,-0.0345443
82,5.6440606,5.8105397,"('poor', 'rich')",5.6440606,5.8105397,0.1664791
83,-0.7365496,-0.73096144,"('powerless', 'powerful')",-0.7365496,-0.7309614,0.0055882
84,0.01894278,-0.09609068,"('inferior', 'superior')",0.0189428,-0.0960907,-0.1150335
85,-1.1869625,-1.1584898,"('insignificant', 'prestigious')",-1.1869625,-1.1584898,0.0284727
86,0.16583878,0.102752365,"('uninfluential', 'influential')",0.1658388,0.1027524,-0.0630864
87,-0.14220071,0.04963156,"('unsuccessful', 'successful')",-0.1422007,0.0496316,0.1918323
