,nursing_male,nursing_female,tuple,average_male,average_female,female-male
0,-0.47120565,-0.4325584,"('unsociable', 'sociable')",-0.4712057,-0.4325584,0.0386473
1,2.0028453,1.9233587,"('unfriendly', 'friendly')",2.0028453,1.9233587,-0.0794866
2,0.11409993,0.2103617,"('unlikable', 'likable')",0.1140999,0.2103617,0.0962618
3,-0.06535791,-0.0345956,"('repellent', 'pleasant')",-0.0653579,-0.0345956,0.0307623
4,-7.428855,-7.4673567,"('disliked', 'liked')",-7.4288549,-7.4673567,-0.0385018
5,0.2706599,0.10502498,"('distant', 'outgoing')",0.2706599,0.105025,-0.1656349
6,0.73918027,0.60840297,"('distant', 'open')",0.7391803,0.608403,-0.1307773
7,0.71282434,0.73632354,"('insensitive', 'sensitive')",0.7128243,0.7363235,0.0234992
8,1.956362,1.7632424,"('unaffectionate', 'affectionate')",1.956362,1.7632424,-0.1931196
9,2.4704263,2.449688,"('unaffectionate', 'caring')",2.4704263,2.449688,-0.0207383
10,0.12606628,0.31857857,"('unsympathetic', 'sympathetic')",0.1260663,0.3185786,0.1925123
11,1.5205528,1.5667834,"('unhelpful', 'helpful')",1.5205528,1.5667834,0.0462306
12,-1.4596428,-1.4933069,"('unsupportive', 'supportive')",-1.4596428,-1.4933069,-0.0336641
13,-0.688504,-0.68757737,"('impolite', 'polite')",-0.688504,-0.6875774,0.0009266
14,-0.2108019,-0.18137737,"('antisocial', 'social')",-0.2108019,-0.1813774,0.0294245
15,0.2873689,0.10529131,"('boring', 'funny')",0.2873689,0.1052913,-0.1820776
16,-0.308192,-0.2586765,"('unpopular', 'popular')",-0.308192,-0.2586765,0.0495155
17,0.3533433,0.36206084,"('nasty', 'nice')",0.3533433,0.3620608,0.0087175
18,-0.15453494,-0.21333733,"('disagreeable', 'welcoming')",-0.1545349,-0.2133373,-0.0588024
19,-0.064189985,-0.072083704,"('inhospitable', 'hospitable')",-0.06419,-0.0720837,-0.0078937
20,0.74572843,0.5974827,"('rough', 'thoughtful')",0.7457284,0.5974827,-0.1482457
21,-1.0019758,-0.7744182,"('immoral', 'moral')",-1.0019758,-0.7744182,0.2275576
22,-0.9938456,-0.92506206,"('untrustworthy', 'trustworthy')",-0.9938456,-0.9250621,0.0687835
23,6.8091664,6.887286,"('insincere', 'sincere')",6.8091664,6.8872862,0.0781198
24,1.4829057,1.3889802,"('dishonest', 'honest')",1.4829057,1.3889802,-0.0939255
25,1.2850032,1.1267657,"('egoistic', 'altruistic')",1.2850032,1.1267657,-0.1582375
26,1.9498475,1.9481672,"('hardhearted', 'benevolent')",1.9498475,1.9481672,-0.0016803
27,1.6318349,1.407831,"('hardhearted', 'softhearted')",1.6318349,1.407831,-0.2240039
28,1.4889842,1.4977679,"('disloyal', 'loyal')",1.4889842,1.4977679,0.0087837
29,-0.25054926,-0.49804965,"('unfair', 'fair')",-0.2505493,-0.4980496,-0.2475003
30,0.7693203,0.82771575,"('intolerant', 'tolerant')",0.7693203,0.8277158,0.0583955
31,-0.82573783,-0.8542554,"('evil', 'good')",-0.8257378,-0.8542554,-0.0285176
32,1.4086827,1.3713869,"('unkind', 'kind')",1.4086827,1.3713869,-0.0372958
33,0.39931342,0.3153808,"('wrong', 'right')",0.3993134,0.3153808,-0.0839326
34,5.3247585,5.346378,"('mean', 'honorable')",5.3247585,5.3463778,0.0216193
35,-0.10385137,-0.349609,"('corrupt', 'incorrupt')",-0.1038514,-0.349609,-0.2457576
36,0.1794287,0.09467445,"('hostile', 'amicable')",0.1794287,0.0946745,-0.0847542
37,0.74545515,0.72357404,"('fake', 'genuine')",0.7454551,0.723574,-0.0218811
38,0.17318541,0.19305791,"('untruthful', 'truthful')",0.1731854,0.1930579,0.0198725
39,0.4709678,0.37365973,"('exploitative', 'cooperative')",0.4709678,0.3736597,-0.0973081
40,-1.9409882,-2.013915,"('stingy', 'generous')",-1.9409882,-2.0139151,-0.0729269
41,0.034052163,0.14634971,"('unforgiving', 'forgiving')",0.0340522,0.1463497,0.1122975
42,-3.1866846,-3.047833,"('unreliable', 'reliable')",-3.1866846,-3.047833,0.1388516
43,0.98020035,1.007198,"('irresponsible', 'responsible')",0.9802004,1.007198,0.0269976
44,-1.4210356,-1.3863838,"('prejudiced', 'unprejudiced')",-1.4210356,-1.3863838,0.0346518
45,-0.45017698,-0.35433865,"('incompetent', 'competent')",-0.450177,-0.3543386,0.0958384
46,-1.7295581,-1.6389217,"('uncompetitive', 'competitive')",-1.7295581,-1.6389217,0.0906364
47,5.688682,5.8929195,"('stupid', 'smart')",5.6886821,5.8929195,0.2042374
48,0.0875285,0.056801938,"('unintelligent', 'intelligent')",0.0875285,0.0568019,-0.0307266
49,-0.3324535,-0.4110099,"('unable', 'able')",-0.3324535,-0.4110099,-0.0785564
50,-0.16696215,-0.16411895,"('clumsy', 'skillful')",-0.1669621,-0.1641189,0.0028432
51,-0.54425234,-0.54988223,"('uneducated', 'educated')",-0.5442523,-0.5498822,-0.0056299
52,0.501383,0.38908264,"('irrational', 'rational')",0.501383,0.3890826,-0.1123004
53,0.44789279,0.3894755,"('uncreative', 'creative')",0.4478928,0.3894755,-0.0584173
54,1.245976,1.22194,"('incapable', 'capable')",1.245976,1.22194,-0.024036
55,-0.43479198,-0.34918058,"('incompetent', 'clever')",-0.434792,-0.3491806,0.0856114
56,0.22820199,0.36037046,"('impractical', 'practical')",0.228202,0.3603705,0.1321685
57,-3.2951539,-3.2417371,"('unimaginative', 'imaginative')",-3.2951539,-3.2417371,0.0534168
58,-0.17064434,-0.14052975,"('undiscriminating', 'discriminating')",-0.1706443,-0.1405298,0.0301145
59,0.68353343,0.7303647,"('foolish', 'wise')",0.6835334,0.7303647,0.0468313
60,-0.24579982,-0.089114964,"('inefficient', 'efficient')",-0.2457998,-0.089115,0.1566848
61,0.38725144,0.22358148,"('illogical', 'logical')",0.3872514,0.2235815,-0.1636699
62,-0.41084027,-0.2890795,"('incompetent', 'brilliant')",-0.4108403,-0.2890795,0.1217608
63,-0.52443224,-0.4377602,"('unperceptive', 'insightful')",-0.5244322,-0.4377602,0.086672
64,-7.34426,-7.1263146,"('shy', 'confident')",-7.3442602,-7.1263146,0.2179456
65,-0.38336992,-0.23841736,"('insecure', 'secure')",-0.3833699,-0.2384174,0.1449525
66,0.26193178,0.12220448,"('inactive', 'active')",0.2619318,0.1222045,-0.1397273
67,-0.40379733,-0.3508426,"('doubtful', 'determined')",-0.4037973,-0.3508426,0.0529547
68,-1.3314409,-1.3852309,"('dependent', 'independent')",-1.3314409,-1.3852309,-0.05379
69,-1.0440754,-1.1644039,"('lazy', 'industrious')",-1.0440754,-1.1644039,-0.1203285
70,0.067951754,0.15227997,"('lethargic', 'energetic')",0.0679518,0.15228,0.0843282
71,1.3223933,1.2457453,"('diffident', 'self-confident')",1.3223933,1.2457453,-0.076648
72,0.21181561,0.2921867,"('unambitious', 'ambitious')",0.2118156,0.2921867,0.0803711
73,-3.295953,-3.2581334,"('helpless', 'self-reliant')",-3.295953,-3.2581334,0.0378196
74,0.097618945,-0.0013902541,"('undedicated', 'dedicated')",0.0976189,-0.0013903,-0.0990092
75,-1.0247848,-0.9755351,"('meek', 'impulsive')",-1.0247848,-0.9755351,0.0492497
76,-0.29675972,-0.31365478,"('anxious', 'daring')",-0.2967597,-0.3136548,-0.0168951
77,-1.6725742,-1.4149076,"('unmotivated', 'motivated')",-1.6725742,-1.4149076,0.2576666
78,-0.36652672,-0.50124604,"('nonresilient', 'resilient')",-0.3665267,-0.501246,-0.1347193
79,0.57061386,0.5424632,"('wavering', 'unwavering')",0.5706139,0.5424632,-0.0281507
80,-1.1353978,-1.1896533,"('dominated', 'dominating')",-1.1353978,-1.1896533,-0.0542555
81,-1.4016882,-1.219292,"('submissive', 'aggressive')",-1.4016882,-1.219292,0.1823962
82,5.950641,6.0525174,"('poor', 'rich')",5.9506412,6.0525174,0.1018762
83,-0.60078853,-0.4869024,"('powerless', 'powerful')",-0.6007885,-0.4869024,0.1138861
84,0.6265592,0.4989412,"('inferior', 'superior')",0.6265592,0.4989412,-0.127618
85,0.9827892,0.7920054,"('insignificant', 'prestigious')",0.9827892,0.7920054,-0.1907838
86,-0.05698192,-0.078605354,"('uninfluential', 'influential')",-0.0569819,-0.0786054,-0.0216235
87,-0.5680732,-0.54153615,"('unsuccessful', 'successful')",-0.5680732,-0.5415362,0.026537
88,-0.0976243,-0.11480336,"('low', 'eminent')",-0.0976243,-0.1148034,-0.0171791
