,waters_male,waters_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,1.1251099,1.0177983,"('unsociable', 'sociable')",0.15080956,-0.076559946,0.6379597,0.4706192,-0.1673405
1,0.5430154,0.5823552,"('unfriendly', 'friendly')",0.78838,0.74531144,0.6656977,0.6638333,-0.0018644
2,0.09519719,0.0986089,"('unlikable', 'likable')",0.68189776,0.7054079,0.3885475,0.4020084,0.0134609
3,0.06560679,0.2412223,"('repellent', 'pleasant')",0.6334273,0.5413231,0.349517,0.3912727,0.0417557
4,-1.0291598,-1.0848856,"('disliked', 'liked')",-5.857486,-5.860958,-3.4433227,-3.4729218,-0.0295991
5,-0.67922986,-0.61604786,"('distant', 'outgoing')",-0.8082062,-0.6059546,-0.743718,-0.6110013,0.1327167
6,-1.0945346,-0.9500463,"('distant', 'open')",-1.0652597,-0.8869894,-1.0798972,-0.9185178,0.1613794
7,1.6822463,1.7614237,"('insensitive', 'sensitive')",0.30097783,0.28648657,0.9916121,1.0239551,0.032343
8,0.16248198,0.19781953,"('unaffectionate', 'affectionate')",0.07116309,0.081278875,0.1168225,0.1395492,0.0227267
9,1.6093904,1.73677,"('unaffectionate', 'caring')",0.7939997,0.8598216,1.201695,1.2982959,0.0966009
10,1.2852119,1.3825277,"('unsympathetic', 'sympathetic')",-0.49559593,-0.5424304,0.394808,0.4200487,0.0252407
11,1.6547353,1.6830353,"('unhelpful', 'helpful')",2.1129951,2.2009952,1.8838652,1.9420152,0.05815
12,1.8336779,1.9113921,"('unsupportive', 'supportive')",-1.9997469,-1.8993416,-0.0830345,0.0060253,0.0890598
13,1.2404212,1.1171986,"('impolite', 'polite')",-0.6428891,-0.6649254,0.298766,0.2261366,-0.0726294
14,1.7287818,1.5750918,"('antisocial', 'social')",0.270873,0.055760488,0.9998274,0.8154262,-0.1844012
15,0.15828986,-0.001374945,"('boring', 'funny')",-0.014866469,-0.08835013,0.0717117,-0.0448625,-0.1165742
16,-0.9473694,-0.9022969,"('unpopular', 'popular')",0.41680372,0.38990054,-0.2652828,-0.2561982,0.0090846
