,interpublic_male,interpublic_female,tuple,group_male,group_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.2810609,-1.3526862,"('unsociable', 'sociable')",0.9510413,0.80741143,-0.54350245,-0.54999137,-0.87703264,-0.95022285,-0.4376387,-0.5113722,-0.0737335
1,-1.0090023,-1.0454326,"('unfriendly', 'friendly')",-1.0267166,-1.0080234,-1.0645431,-1.0530053,1.9115899,1.9004029,-0.2971681,-0.3015145,-0.0043464
2,0.75165457,0.75601083,"('unlikable', 'likable')",2.050894,2.1396353,1.7213463,1.7300696,0.828773,0.9445112,1.338167,1.3925567,0.0543897
3,-1.1165836,-1.0433154,"('repellent', 'pleasant')",1.4272803,1.4802917,0.7073836,0.78147537,0.58027476,0.6541606,0.3995888,0.4681531,0.0685643
4,0.15025374,0.0921605,"('disliked', 'liked')",-1.0459932,-1.0826857,-0.18487972,-0.35731754,-6.746565,-6.721861,-1.9567959,-2.017426,-0.0606301
5,0.40999225,0.4763473,"('distant', 'outgoing')",-2.9713504,-2.8419232,-1.8789428,-1.8065326,-0.36502767,-0.28448486,-1.2013321,-1.1141484,0.0871837
6,0.5058275,0.5734106,"('distant', 'open')",-3.2518227,-3.133167,-1.9793863,-1.9301832,0.4227024,0.46484604,-1.0756699,-1.0062734,0.0693965
7,-0.5289211,-0.51362777,"('insensitive', 'sensitive')",1.0987608,1.1290989,-0.31784168,-0.21878092,0.81128937,0.9001495,0.2658218,0.3242099,0.0583881
8,-1.4476657,-1.4713622,"('unaffectionate', 'affectionate')",-0.8312819,-0.8010333,-1.6964394,-1.6281512,0.87536645,0.8633545,-0.7750052,-0.7592981,0.0157071
9,-1.3733044,-1.3917682,"('unaffectionate', 'caring')",-0.689918,-0.70389587,-1.5281389,-1.4513682,1.326284,1.334015,-0.5662693,-0.5532544,0.0130149
10,-2.3358078,-2.3595421,"('unsympathetic', 'sympathetic')",1.0978197,1.0742753,-1.1362332,-1.0202858,-0.36056834,-0.31126562,-0.6836974,-0.6542046,0.0294928
11,-0.87698394,-0.8770387,"('unhelpful', 'helpful')",0.7558281,0.7988392,0.2378939,0.3383774,1.8364573,1.919637,0.4882988,0.5449537,0.0566549
12,-1.2417309,-1.145016,"('unsupportive', 'supportive')",1.221912,1.3750983,-1.1380509,-0.978277,-2.1561608,-2.067589,-0.8285077,-0.7039459,0.1245618
13,-0.5753075,-0.52360547,"('impolite', 'polite')",1.1028876,1.1551783,0.34501696,0.4892355,-0.6907442,-0.6279295,0.0454632,0.1232197,0.0777565
14,-0.22624853,-0.2688397,"('antisocial', 'social')",3.114238,2.9666724,0.66759837,0.6627334,-0.44047534,-0.50635624,0.7787781,0.7135525,-0.0652256
15,1.3831416,1.2977681,"('boring', 'funny')",-0.6608969,-0.81301695,0.77318966,0.6536702,0.74776715,0.6940539,0.5608004,0.4581188,-0.1026816
16,0.07060436,0.037523076,"('unpopular', 'popular')",-0.8281113,-0.7891459,0.32137114,0.19640721,0.71902114,0.76692045,0.0707213,0.0529262,-0.0177951
17,-0.18980657,-0.14425677,"('nasty', 'nice')",-1.4076821,-1.3410854,-0.68458736,-0.6672155,-0.454947,-0.4321808,-0.6842557,-0.6461847,0.038071
18,0.12102917,0.13645539,"('disagreeable', 'welcoming')",-0.73927855,-0.7233512,-1.6373413,-1.4897957,-0.46694124,-0.43261746,-0.6806329,-0.6273273,0.0533056
19,-0.6572852,-0.6228566,"('inhospitable', 'hospitable')",-2.3888857,-2.3260355,-0.6176335,-0.5700526,-0.0006157961,0.12932226,-0.9161051,-0.8474056,0.0686995
20,-0.7197482,-0.73290163,"('rough', 'thoughtful')",1.5699131,1.5723598,-0.08106477,-0.045596395,0.65049255,0.6156994,0.3548982,0.3523903,-0.0025079
21,-1.0598165,-1.1062957,"('immoral', 'moral')",1.589467,1.5513074,0.038628023,0.07556191,-1.1168005,-1.0674347,-0.1371305,-0.1367153,0.0004152
22,-0.42756256,-0.4381046,"('untrustworthy', 'trustworthy')",1.4354838,1.477748,-0.5193063,-0.3902256,-1.1631165,-1.0937634,-0.1686254,-0.1110864,0.057539
23,-1.0968583,-1.1388847,"('insincere', 'sincere')",0.7582408,0.83501273,-0.5666911,-0.49435163,6.0992393,6.020564,1.2984827,1.3055851,0.0071024
24,-0.5762343,-0.58432543,"('dishonest', 'honest')",-0.06038952,0.00025226176,-1.3035941,-1.1479224,1.034086,1.0230103,-0.226533,-0.1772463,0.0492867
25,0.39813587,0.382209,"('egoistic', 'altruistic')",-0.2269121,-0.29736358,0.09686111,-0.009543825,1.69641,1.6148286,0.4911237,0.4225326,-0.0685911
26,0.3855481,0.28851596,"('hardhearted', 'benevolent')",1.3087733,1.1418881,0.84028554,0.7803397,1.8063645,1.7575457,1.0852429,0.9920724,-0.0931705
27,-0.5466993,-0.46140423,"('hardhearted', 'softhearted')",-1.1973675,-1.1286119,-0.8058658,-0.6609751,1.306242,1.2366829,-0.3109227,-0.2535771,0.0573456
28,-1.3375201,-1.4467463,"('disloyal', 'loyal')",0.3115799,0.23093042,-0.6472604,-0.84881115,1.2694427,1.0876669,-0.1009395,-0.2442401,-0.1433006
29,-0.3282744,-0.37657973,"('unfair', 'fair')",-0.6947998,-0.7191697,-1.2157968,-1.3248243,-0.64052576,-0.776641,-0.7198492,-0.7993037,-0.0794545
30,-0.13753924,-0.16147454,"('intolerant', 'tolerant')",1.054081,0.98579705,0.2855531,0.40023828,0.9328257,1.0484322,0.5337301,0.5682483,0.0345182
31,0.3427476,0.39004356,"('evil', 'good')",-2.509294,-2.4220643,-0.38888758,-0.42873496,-0.58441865,-0.64204264,-0.7849631,-0.7756996,0.0092635
32,-0.43988454,-0.5240054,"('unkind', 'kind')",1.3056294,1.2290349,0.3556587,0.2857053,1.1324455,1.0049043,0.5884622,0.4989098,-0.0895524
33,0.92119056,0.9042253,"('wrong', 'right')",-0.3252982,-0.35379517,0.0045402125,-0.06106316,-0.102865554,-0.2076028,0.1243918,0.070441,-0.0539508
34,-0.0646915,0.05689816,"('mean', 'honorable')",-0.10890138,0.10649839,0.036060967,0.1604703,6.133085,6.315031,1.4988883,1.6597245,0.1608362
35,1.3144643,1.240736,"('corrupt', 'incorrupt')",-2.455209,-2.512967,0.0040933564,-0.2651868,0.33140802,0.07447811,-0.2013108,-0.3657349,-0.1644241
