,decadence_male,decadence_female,tuple,average_male,average_female,female-male
0,-0.36697584,-0.49802542,"('unsociable', 'sociable')",-0.3669758,-0.4980254,-0.1310496
1,0.51849484,0.36625433,"('unfriendly', 'friendly')",0.5184948,0.3662543,-0.1522405
2,0.49471375,0.5650767,"('unlikable', 'likable')",0.4947138,0.5650767,0.0703629
3,-0.7050132,-0.63094914,"('repellent', 'pleasant')",-0.7050132,-0.6309491,0.0740641
4,-3.2862191,-3.1386118,"('disliked', 'liked')",-3.2862191,-3.1386118,0.1476073
5,-0.2580455,-0.2762475,"('distant', 'outgoing')",-0.2580455,-0.2762475,-0.018202
6,-0.5897494,-0.5981595,"('distant', 'open')",-0.5897494,-0.5981595,-0.0084101
7,-0.09291485,-0.048180632,"('insensitive', 'sensitive')",-0.0929148,-0.0481806,0.0447342
8,-0.10802701,-0.21596467,"('unaffectionate', 'affectionate')",-0.108027,-0.2159647,-0.1079377
9,0.012448132,-0.12029481,"('unaffectionate', 'caring')",0.0124481,-0.1202948,-0.1327429
10,-0.7548236,-0.74037474,"('unsympathetic', 'sympathetic')",-0.7548236,-0.7403747,0.0144489
11,1.1773384,1.1207166,"('unhelpful', 'helpful')",1.1773384,1.1207166,-0.0566218
12,-1.5407516,-1.5334499,"('unsupportive', 'supportive')",-1.5407516,-1.5334499,0.0073017
13,-0.48208633,-0.55596405,"('impolite', 'polite')",-0.4820863,-0.5559641,-0.0738778
14,-0.57134664,-0.6249572,"('antisocial', 'social')",-0.5713466,-0.6249572,-0.0536106
15,0.41020092,0.30608457,"('boring', 'funny')",0.4102009,0.3060846,-0.1041163
16,-0.0054778513,-0.027977783,"('unpopular', 'popular')",-0.0054779,-0.0279778,-0.0224999
17,-0.607528,-0.563947,"('nasty', 'nice')",-0.607528,-0.563947,0.043581
18,-0.5385804,-0.60267884,"('disagreeable', 'welcoming')",-0.5385804,-0.6026788,-0.0640984
19,-0.6905418,-0.6676138,"('inhospitable', 'hospitable')",-0.6905418,-0.6676138,0.022928
20,0.59000283,0.5647065,"('rough', 'thoughtful')",0.5900028,0.5647065,-0.0252963
21,-0.418592,-0.39442712,"('immoral', 'moral')",-0.418592,-0.3944271,0.0241649
22,-0.45714867,-0.50173384,"('untrustworthy', 'trustworthy')",-0.4571487,-0.5017338,-0.0445851
23,2.614498,2.3901105,"('insincere', 'sincere')",2.6144979,2.3901105,-0.2243874
24,-0.5252017,-0.6181082,"('dishonest', 'honest')",-0.5252017,-0.6181082,-0.0929065
25,0.4457931,0.2932308,"('egoistic', 'altruistic')",0.4457931,0.2932308,-0.1525623
26,0.7970674,0.6574521,"('hardhearted', 'benevolent')",0.7970674,0.6574521,-0.1396153
27,0.2496224,0.16552897,"('hardhearted', 'softhearted')",0.2496224,0.165529,-0.0840934
28,0.28987175,0.2106944,"('disloyal', 'loyal')",0.2898718,0.2106944,-0.0791774
29,-1.0346767,-1.0788492,"('unfair', 'fair')",-1.0346767,-1.0788492,-0.0441725
30,0.27399263,0.16486594,"('intolerant', 'tolerant')",0.2739926,0.1648659,-0.1091267
31,-1.807718,-1.8841481,"('evil', 'good')",-1.807718,-1.8841481,-0.0764301
32,0.84252703,0.6985285,"('unkind', 'kind')",0.842527,0.6985285,-0.1439985
33,0.15688692,0.058587886,"('wrong', 'right')",0.1568869,0.0585879,-0.098299
34,2.4034722,2.429825,"('mean', 'honorable')",2.4034722,2.4298251,0.0263529
35,0.06364037,0.055524055,"('corrupt', 'incorrupt')",0.0636404,0.0555241,-0.0081163
36,-0.43583924,-0.553438,"('hostile', 'amicable')",-0.4358392,-0.553438,-0.1175988
37,-0.02212713,-0.005044099,"('fake', 'genuine')",-0.0221271,-0.0050441,0.017083
38,-0.14929356,-0.15412712,"('untruthful', 'truthful')",-0.1492936,-0.1541271,-0.0048335
39,0.061953418,0.030950613,"('exploitative', 'cooperative')",0.0619534,0.0309506,-0.0310028
40,-1.7927306,-1.7532663,"('stingy', 'generous')",-1.7927306,-1.7532663,0.0394643
41,-0.34682667,-0.39870507,"('unforgiving', 'forgiving')",-0.3468267,-0.3987051,-0.0518784
42,-1.6940321,-1.589745,"('unreliable', 'reliable')",-1.6940321,-1.589745,0.1042871
43,-0.51448965,-0.57987934,"('irresponsible', 'responsible')",-0.5144897,-0.5798793,-0.0653896
44,-0.38790545,-0.3774076,"('prejudiced', 'unprejudiced')",-0.3879054,-0.3774076,0.0104978
45,-1.2233729,-1.2075986,"('incompetent', 'competent')",-1.2233729,-1.2075986,0.0157743
46,-0.7784419,-0.71189046,"('uncompetitive', 'competitive')",-0.7784419,-0.7118905,0.0665514
47,2.1663861,2.040398,"('stupid', 'smart')",2.1663861,2.0403979,-0.1259882
48,0.39119798,0.4014991,"('unintelligent', 'intelligent')",0.391198,0.4014991,0.0103011
49,0.54432195,0.63744617,"('unable', 'able')",0.544322,0.6374462,0.0931242
50,0.56162745,0.5621214,"('clumsy', 'skillful')",0.5616274,0.5621214,0.000494
