,selling_male,selling_female,tuple,average_male,average_female,female-male
0,-0.24653846,-0.21947148,"('unsociable', 'sociable')",-0.2465385,-0.2194715,0.027067
1,1.198802,1.136815,"('unfriendly', 'friendly')",1.198802,1.136815,-0.061987
2,0.05552949,0.12379643,"('unlikable', 'likable')",0.0555295,0.1237964,0.0682669
3,0.7636702,0.78278637,"('repellent', 'pleasant')",0.7636702,0.7827864,0.0191162
4,-7.189781,-7.387023,"('disliked', 'liked')",-7.1897812,-7.387023,-0.1972418
5,-0.54078597,-0.5924611,"('distant', 'outgoing')",-0.540786,-0.5924611,-0.0516751
6,0.050851382,-0.06942112,"('distant', 'open')",0.0508514,-0.0694211,-0.1202725
7,0.5692519,0.6521328,"('insensitive', 'sensitive')",0.5692519,0.6521328,0.0828809
8,0.9789615,0.85757923,"('unaffectionate', 'affectionate')",0.9789615,0.8575792,-0.1213823
9,1.1551278,1.1759228,"('unaffectionate', 'caring')",1.1551278,1.1759228,0.020795
10,0.6569132,0.7524591,"('unsympathetic', 'sympathetic')",0.6569132,0.7524591,0.0955459
11,1.1855726,1.3195587,"('unhelpful', 'helpful')",1.1855726,1.3195587,0.1339861
12,-2.0827212,-2.0746374,"('unsupportive', 'supportive')",-2.0827212,-2.0746374,0.0080838
13,-0.5167288,-0.43375963,"('impolite', 'polite')",-0.5167288,-0.4337596,0.0829692
14,0.0051042037,0.027660884,"('antisocial', 'social')",0.0051042,0.0276609,0.0225567
15,-0.008563254,-0.08142781,"('boring', 'funny')",-0.0085633,-0.0814278,-0.0728645
16,-0.45858473,-0.49348003,"('unpopular', 'popular')",-0.4585847,-0.49348,-0.0348953
17,-0.2161774,-0.13576181,"('nasty', 'nice')",-0.2161774,-0.1357618,0.0804156
18,-0.2926648,-0.35488215,"('disagreeable', 'welcoming')",-0.2926648,-0.3548822,-0.0622174
19,-0.6417556,-0.69985175,"('inhospitable', 'hospitable')",-0.6417556,-0.6998518,-0.0580962
20,1.0289083,0.98380965,"('rough', 'thoughtful')",1.0289083,0.9838096,-0.0450987
21,-0.6238992,-0.46982262,"('immoral', 'moral')",-0.6238992,-0.4698226,0.1540766
22,-0.4162686,-0.39052117,"('untrustworthy', 'trustworthy')",-0.4162686,-0.3905212,0.0257474
23,6.253257,6.3880777,"('insincere', 'sincere')",6.2532568,6.3880777,0.1348209
24,1.3237716,1.2532659,"('dishonest', 'honest')",1.3237716,1.2532659,-0.0705057
25,0.8758412,0.7523439,"('egoistic', 'altruistic')",0.8758412,0.7523439,-0.1234973
26,0.80215275,0.7170464,"('hardhearted', 'benevolent')",0.8021528,0.7170464,-0.0851064
27,1.5349602,1.3604307,"('hardhearted', 'softhearted')",1.5349602,1.3604307,-0.1745295
28,0.9448564,0.9069352,"('disloyal', 'loyal')",0.9448564,0.9069352,-0.0379212
29,-0.5649401,-0.64027506,"('unfair', 'fair')",-0.5649401,-0.6402751,-0.075335
30,0.8709036,0.9164655,"('intolerant', 'tolerant')",0.8709036,0.9164655,0.0455619
31,-1.3696954,-1.4799975,"('evil', 'good')",-1.3696954,-1.4799975,-0.1103021
32,0.7742964,0.7608761,"('unkind', 'kind')",0.7742964,0.7608761,-0.0134203
33,-0.5054071,-0.53673893,"('wrong', 'right')",-0.5054071,-0.5367389,-0.0313318
34,4.768492,4.9104567,"('mean', 'honorable')",4.7684922,4.9104567,0.1419645
35,-0.47421673,-0.74902123,"('corrupt', 'incorrupt')",-0.4742167,-0.7490212,-0.2748045
36,-0.6089826,-0.7493458,"('hostile', 'amicable')",-0.6089826,-0.7493458,-0.1403632
37,0.68757874,0.687046,"('fake', 'genuine')",0.6875787,0.687046,-0.0005327
38,-0.3573869,-0.33006367,"('untruthful', 'truthful')",-0.3573869,-0.3300637,0.0273232
39,0.37420082,0.39955407,"('exploitative', 'cooperative')",0.3742008,0.3995541,0.0253533
40,-1.3500699,-1.5174662,"('stingy', 'generous')",-1.3500699,-1.5174662,-0.1673963
