,cit_male,cit_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.46108028,-0.6158153,"('unsociable', 'sociable')",0.5755494,0.42464158,-0.30521238,-0.390642,-0.0635811,-0.1939386,-0.1303575
1,-1.6036439,-1.6928692,"('unfriendly', 'friendly')",-0.46755907,-0.59318304,1.6953033,1.545897,-0.1252999,-0.2467184,-0.1214185
2,1.5341588,1.5345719,"('unlikable', 'likable')",1.8510267,1.8653758,0.7572806,0.8742692,1.380822,1.4247389,0.0439169
3,-0.12589137,-0.0045180507,"('repellent', 'pleasant')",0.52773863,0.6686485,0.27367833,0.3737871,0.2251752,0.3459725,0.1207973
4,-0.06280577,-0.1386832,"('disliked', 'liked')",0.072948635,-0.123719744,-6.658349,-6.6226487,-2.2160687,-2.2950172,-0.0789485
5,-0.8503109,-0.8602058,"('distant', 'outgoing')",-1.5394092,-1.5336351,-0.23725751,-0.30882686,-0.8756591,-0.9008893,-0.0252302
6,-1.0784659,-1.0402884,"('distant', 'open')",-1.7288085,-1.7560776,0.320674,0.21572441,-0.8288668,-0.8602139,-0.0313471
7,-0.26097167,-0.25563705,"('insensitive', 'sensitive')",0.08621254,0.23418544,0.78399646,0.8849668,0.2030791,0.2878384,0.0847593
8,-1.3941829,-1.488544,"('unaffectionate', 'affectionate')",-0.3260804,-0.3908559,0.7765087,0.66609,-0.3145849,-0.4044366,-0.0898517
9,-1.1975327,-1.2775156,"('unaffectionate', 'caring')",-0.1170734,-0.16353668,1.3080043,1.2753453,-0.0022006,-0.0552357,-0.0530351
10,-0.5963441,-0.67455596,"('unsympathetic', 'sympathetic')",0.18118605,0.29220906,-0.01115841,0.056380585,-0.1421055,-0.1086554,0.0334501
11,0.16883022,0.0641575,"('unhelpful', 'helpful')",0.19119063,0.20523572,2.0132089,2.0454564,0.7910766,0.7716165,-0.0194601
12,0.03441362,0.044580504,"('unsupportive', 'supportive')",0.9414919,1.0573132,-1.762542,-1.6542517,-0.2622122,-0.1841193,0.0780929
13,-0.39162877,-0.3675177,"('impolite', 'polite')",0.07408419,0.14630619,-0.19930536,-0.119846344,-0.1722833,-0.113686,0.0585973
14,0.98122925,0.93552804,"('antisocial', 'social')",1.7999375,1.8277262,-0.14858238,-0.15163772,0.8775281,0.8705388,-0.0069893
15,0.71782035,0.5492123,"('boring', 'funny')",-0.54690814,-0.6615477,0.5409355,0.48449948,0.2372826,0.1240547,-0.1132279
16,-0.077565745,-0.06924243,"('unpopular', 'popular')",-0.22300681,-0.25380406,0.4953172,0.49312598,0.0649149,0.0566932,-0.0082217
17,0.25771368,0.3585112,"('nasty', 'nice')",-0.78093505,-0.7439923,-0.3425356,-0.348801,-0.2885857,-0.2447607,0.043825
18,-0.9064454,-0.916442,"('disagreeable', 'welcoming')",-0.6000297,-0.58498836,-0.46670586,-0.5099518,-0.657727,-0.6704607,-0.0127337
19,-0.954084,-0.98791265,"('inhospitable', 'hospitable')",-1.5035554,-1.6190263,-0.14882474,-0.12543845,-0.8688214,-0.9107924,-0.041971
