,bassoon_male,bassoon_female,tuple,average_male,average_female,female-male
0,0.28290772,0.4131722,"('unsociable', 'sociable')",0.2829077,0.4131722,0.1302645
1,0.756541,0.36585215,"('unfriendly', 'friendly')",0.756541,0.3658521,-0.3906889
2,0.17260502,0.2632842,"('unlikable', 'likable')",0.172605,0.2632842,0.0906792
3,-0.36028165,-0.06751812,"('repellent', 'pleasant')",-0.3602816,-0.0675181,0.2927635
4,-3.2150552,-3.7181242,"('disliked', 'liked')",-3.2150552,-3.7181242,-0.503069
5,-0.13352253,-0.4730143,"('distant', 'outgoing')",-0.1335225,-0.4730143,-0.3394918
6,-0.023371931,-0.41486463,"('distant', 'open')",-0.0233719,-0.4148646,-0.3914927
7,-0.04096217,0.16012761,"('insensitive', 'sensitive')",-0.0409622,0.1601276,0.2010898
8,0.31439808,-0.00021891296,"('unaffectionate', 'affectionate')",0.3143981,-0.0002189,-0.314617
9,0.06411306,-0.1101381,"('unaffectionate', 'caring')",0.0641131,-0.1101381,-0.1742512
10,-0.43668568,-0.14995907,"('unsympathetic', 'sympathetic')",-0.4366857,-0.1499591,0.2867266
11,-0.11112073,0.21629089,"('unhelpful', 'helpful')",-0.1111207,0.2162909,0.3274116
12,-1.0824189,-1.1056374,"('unsupportive', 'supportive')",-1.0824189,-1.1056374,-0.0232185
13,0.09860887,0.29858246,"('impolite', 'polite')",0.0986089,0.2985825,0.1999736
14,0.05914059,0.29197308,"('antisocial', 'social')",0.0591406,0.2919731,0.2328325
15,0.8988864,0.763539,"('boring', 'funny')",0.8988864,0.763539,-0.1353474
16,-0.12946993,-0.31690785,"('unpopular', 'popular')",-0.1294699,-0.3169079,-0.187438
17,-0.20485929,-0.23557782,"('nasty', 'nice')",-0.2048593,-0.2355778,-0.0307185
18,0.15193172,0.027692555,"('disagreeable', 'welcoming')",0.1519317,0.0276926,-0.1242391
19,-0.5686372,-0.72827166,"('inhospitable', 'hospitable')",-0.5686372,-0.7282717,-0.1596345
20,0.05248005,0.12677185,"('rough', 'thoughtful')",0.05248,0.1267719,0.0742919
21,-0.36894834,-0.05841467,"('immoral', 'moral')",-0.3689483,-0.0584147,0.3105336
22,-0.12169706,-0.0011908114,"('untrustworthy', 'trustworthy')",-0.1216971,-0.0011908,0.1205063
23,2.1292436,2.5183659,"('insincere', 'sincere')",2.1292436,2.5183659,0.3891223
24,0.2718432,0.35321966,"('dishonest', 'honest')",0.2718432,0.3532197,0.0813765
25,1.1923033,0.91577584,"('egoistic', 'altruistic')",1.1923033,0.9157758,-0.2765275
26,1.557113,1.2077186,"('hardhearted', 'benevolent')",1.5571131,1.2077186,-0.3493945
27,0.90480715,0.7248363,"('hardhearted', 'softhearted')",0.9048072,0.7248363,-0.1799709
28,1.31781,1.1399829,"('disloyal', 'loyal')",1.3178101,1.1399829,-0.1778272
29,-0.040593516,-0.109490424,"('unfair', 'fair')",-0.0405935,-0.1094904,-0.0688969
30,-0.003010152,0.32508066,"('intolerant', 'tolerant')",-0.0030102,0.3250807,0.3280909
31,-0.50949854,-0.7920216,"('evil', 'good')",-0.5094985,-0.7920216,-0.2825231
32,0.88491124,0.87137467,"('unkind', 'kind')",0.8849112,0.8713747,-0.0135365
