,factset_male,factset_female,tuple,research_male,research_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.7843071,-0.9640133,"('unsociable', 'sociable')",-0.12637527,-0.27630273,-0.534368,-0.59372956,-0.8154121,-0.9286649,-0.5651156,-0.6906776,-0.125562
1,-0.9733241,-1.1789527,"('unfriendly', 'friendly')",-0.25624338,-0.5664911,0.24505734,0.054182034,2.481849,2.3979802,0.3743347,0.1766796,-0.1976551
2,-0.035478897,0.03223446,"('unlikable', 'likable')",0.5165781,0.5423073,0.74488854,0.78416216,0.6567849,0.7417617,0.4706931,0.5251164,0.0544233
3,-0.3399599,-0.23473775,"('repellent', 'pleasant')",0.76368314,0.96320593,0.7750284,0.9356759,0.23676194,0.32956025,0.3588784,0.4984261,0.1395477
4,-0.29639488,-0.25698504,"('disliked', 'liked')",-0.7102809,-0.75454855,-0.5606923,-0.57479477,-5.7046757,-5.89592,-1.8180109,-1.8705621,-0.0525512
5,-0.3504898,-0.30774054,"('distant', 'outgoing')",-0.45248333,-0.484783,-0.4768136,-0.4265412,0.29742655,0.38878244,-0.2455901,-0.2075706,0.0380195
6,-0.5110307,-0.41297305,"('distant', 'open')",-0.72740513,-0.69380224,-1.0597703,-1.0216826,0.7270081,0.8426867,-0.3927995,-0.3214428,0.0713567
7,-0.070214674,-0.072253,"('insensitive', 'sensitive')",1.0082641,1.039112,0.015110746,0.06423819,0.6781436,0.7980831,0.4078259,0.4572951,0.0494692
8,-0.8396971,-0.89566875,"('unaffectionate', 'affectionate')",-0.33626437,-0.49023783,-0.8712928,-0.95257634,1.0228765,1.0487514,-0.2560945,-0.3224329,-0.0663384
9,-0.76304233,-0.841728,"('unaffectionate', 'caring')",0.4539191,0.35022816,-0.27320808,-0.3219231,1.4725645,1.5928047,0.2225583,0.1948454,-0.0277129
10,-0.7742798,-0.88189596,"('unsympathetic', 'sympathetic')",0.72726506,0.7370303,-1.2818359,-1.2407001,-0.779221,-0.6924405,-0.5270179,-0.5195016,0.0075163
11,0.1318755,0.12382629,"('unhelpful', 'helpful')",0.3713919,0.3820702,0.46411663,0.4733563,1.3560833,1.5260105,0.5808668,0.6263158,0.045449
12,-0.002265878,0.042311747,"('unsupportive', 'supportive')",0.38310084,0.49646863,0.21328238,0.3202212,-1.7247342,-1.6824148,-0.2826542,-0.2058533,0.0768009
13,0.35948065,0.22742732,"('impolite', 'polite')",0.09764321,0.08762954,0.15687898,0.07437989,-0.4373855,-0.50066483,0.0441543,-0.027807,-0.0719613
14,0.17207405,0.18494937,"('antisocial', 'social')",1.303466,1.4740677,0.19122326,0.2955758,-0.86722744,-0.8764584,0.199884,0.2695336,0.0696496
15,0.88908,0.85480845,"('boring', 'funny')",0.21048509,0.04282715,-0.27817157,-0.36525828,0.83576965,0.8090757,0.4142908,0.3353633,-0.0789275
16,-0.8423131,-0.8003224,"('unpopular', 'popular')",-0.36622083,-0.37910607,0.045388073,0.085718974,0.8761558,0.96593463,-0.0717475,-0.0319437,0.0398038
17,0.03448178,0.10023543,"('nasty', 'nice')",-0.18152188,-0.1858933,0.12631646,0.13330154,-0.2599728,-0.14406657,-0.0701741,-0.0241057,0.0460684
18,-0.8843874,-0.83257604,"('disagreeable', 'welcoming')",-0.4887923,-0.44204575,0.18496548,0.19737259,-0.2274734,-0.21305476,-0.3539219,-0.322576,0.0313459
19,-0.44828317,-0.45737004,"('inhospitable', 'hospitable')",-0.4520846,-0.5939955,-0.3311883,-0.41979533,0.5288794,0.6067161,-0.1756692,-0.2161112,-0.040442
20,-0.10288142,-0.06348835,"('rough', 'thoughtful')",2.1939938,2.295672,0.56528777,0.663202,0.8690794,0.835954,0.8813699,0.9328349,0.051465
21,0.49347124,0.4424181,"('immoral', 'moral')",1.009384,0.9701553,0.40981418,0.40639392,-0.953718,-0.86885655,0.2397379,0.2375277,-0.0022102
22,0.846116,0.90871894,"('untrustworthy', 'trustworthy')",1.1030887,1.0833486,0.74835086,0.74878883,-0.98361737,-0.9572788,0.4284846,0.4458944,0.0174098
23,0.1851231,0.0747102,"('insincere', 'sincere')",1.1539547,1.1226448,0.48153698,0.48165852,5.6006947,5.7764845,1.8553274,1.8638744,0.008547
24,0.4114154,0.4126865,"('dishonest', 'honest')",-0.10922873,-0.06566776,-1.7888973,-1.8153397,0.76853687,0.7699573,-0.1795434,-0.1745909,0.0049525
25,-0.48762503,-0.4865004,"('egoistic', 'altruistic')",0.3765151,0.38042971,1.1200953,1.1670974,1.9640704,1.8589187,0.743264,0.7299864,-0.0132776
26,-0.69513464,-0.90653956,"('hardhearted', 'benevolent')",1.0718126,0.9329929,0.32333726,0.1924212,1.6027294,1.3878707,0.5756862,0.4016863,-0.1739999
27,-0.54840976,-0.52725357,"('hardhearted', 'softhearted')",-0.77451456,-0.5925029,-0.10814248,-0.12885751,1.8336979,1.7822657,0.1006578,0.1334129,0.0327551
28,-0.7360526,-0.84804773,"('disloyal', 'loyal')",0.63090914,0.500945,-0.5746366,-0.6328644,0.96631765,0.90141785,0.0716344,-0.0196373,-0.0912717
29,0.06403045,0.095740154,"('unfair', 'fair')",-0.41359797,-0.3941539,-0.5874721,-0.5596554,-0.13077703,-0.27530488,-0.2669542,-0.2833435,-0.0163893
