,align_male,align_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,female-male
0,0.9033358,0.8429184,"('unsociable', 'sociable')",0.51223737,0.4317639,-0.33952594,-0.56629395,0.3586824,0.2361294,-0.122553
1,-0.08307226,0.09301831,"('unfriendly', 'friendly')",-0.09250687,-0.0920552,1.9658898,1.908015,0.5967702,0.636326,0.0395558
2,0.33449027,0.34867382,"('unlikable', 'likable')",0.3732986,0.48727873,0.8024833,0.883097,0.503424,0.5730165,0.0695925
3,-0.03334293,0.033242993,"('repellent', 'pleasant')",0.37597412,0.51470304,-0.09347964,-0.03537561,0.0830505,0.1708568,0.0878063
4,-2.1900685,-2.2126863,"('disliked', 'liked')",-0.54188174,-0.52907753,-5.722202,-5.84695,-2.8180507,-2.8629045,-0.0448538
5,-2.1224122,-2.0973003,"('distant', 'outgoing')",-1.2594731,-1.1142899,-0.08029871,0.0202716,-1.1540613,-1.0637729,0.0902884
6,-2.167081,-2.0443232,"('distant', 'open')",-1.4203933,-1.2610483,0.34727117,0.46573967,-1.0800677,-0.9465439,0.1335238
7,1.8953127,1.9247818,"('insensitive', 'sensitive')",0.65604824,0.7462713,0.7034245,0.6871983,1.0849284,1.1194172,0.0344888
8,-1.0977829,-0.96981716,"('unaffectionate', 'affectionate')",-0.4563287,-0.37997255,0.861149,0.87060386,-0.2309875,-0.1597286,0.0712589
9,-0.07596779,0.06872346,"('unaffectionate', 'caring')",-0.119781524,-0.024313956,1.199114,1.2803279,0.3344549,0.4415791,0.1071242
10,2.0894332,2.2026577,"('unsympathetic', 'sympathetic')",0.086254396,0.1463812,-0.42426997,-0.49036163,0.5838059,0.619559,0.0357531
11,1.9174325,1.9613454,"('unhelpful', 'helpful')",1.3741975,1.42334,2.0937433,2.1479154,1.7951244,1.8442003,0.0490759
12,1.9648097,2.1242974,"('unsupportive', 'supportive')",0.770719,0.99735093,-1.4571825,-1.4751816,0.4261154,0.5488222,0.1227068
13,1.3136079,1.1668168,"('impolite', 'polite')",0.4993954,0.42164576,-0.41056675,-0.5027567,0.4674788,0.361902,-0.1055768
14,1.6151643,1.4892333,"('antisocial', 'social')",1.6270225,1.6622089,-0.7947114,-0.92567146,0.8158251,0.7419235,-0.0739016
15,0.011519216,-0.10777664,"('boring', 'funny')",-0.30380678,-0.37710342,0.6572659,0.57344383,0.1216594,0.0295213,-0.0921381
16,-2.4623816,-2.4094613,"('unpopular', 'popular')",-0.60863227,-0.5792108,0.45480898,0.46212375,-0.8720683,-0.8421828,0.0298855
17,-0.9510923,-0.8934026,"('nasty', 'nice')",-0.7193111,-0.639134,-0.67540514,-0.5913666,-0.7819362,-0.7079677,0.0739685
18,-0.40699914,-0.36244723,"('disagreeable', 'welcoming')",-0.00406383,0.10074018,-0.107722536,-0.105742276,-0.1729285,-0.1224831,0.0504454
19,-1.7516185,-1.633061,"('inhospitable', 'hospitable')",-0.96351755,-0.9042685,0.16062903,0.27136284,-0.8515023,-0.7553223,0.09618
20,1.7467152,1.6970004,"('rough', 'thoughtful')",1.2836063,1.3103205,0.83876735,0.7968465,1.2896963,1.2680558,-0.0216405
