,zombie_male,zombie_female,tuple,average_male,average_female,female-male
0,0.09799113,0.13829254,"('unsociable', 'sociable')",0.0979911,0.1382925,0.0403014
1,1.5767444,1.5112975,"('unfriendly', 'friendly')",1.5767444,1.5112975,-0.0654469
2,0.59565383,0.6917941,"('unlikable', 'likable')",0.5956538,0.6917941,0.0961403
3,0.9743596,1.129282,"('repellent', 'pleasant')",0.9743596,1.129282,0.1549224
4,-7.0937605,-7.047174,"('disliked', 'liked')",-7.0937605,-7.047174,0.0465865
5,0.02649364,0.0140894,"('distant', 'outgoing')",0.0264936,0.0140894,-0.0124042
6,0.11745991,0.17425638,"('distant', 'open')",0.1174599,0.1742564,0.0567965
7,1.4911917,1.6091685,"('insensitive', 'sensitive')",1.4911917,1.6091685,0.1179768
8,1.0370163,0.9393624,"('unaffectionate', 'affectionate')",1.0370163,0.9393624,-0.0976539
9,1.6521453,1.6139919,"('unaffectionate', 'caring')",1.6521453,1.6139919,-0.0381534
10,1.3796835,1.5409598,"('unsympathetic', 'sympathetic')",1.3796835,1.5409598,0.1612763
11,2.382445,2.4038732,"('unhelpful', 'helpful')",2.3824451,2.4038732,0.0214281
12,-0.9480705,-0.88265127,"('unsupportive', 'supportive')",-0.9480705,-0.8826513,0.0654192
13,0.38664243,0.39182898,"('impolite', 'polite')",0.3866424,0.391829,0.0051866
14,-0.111408114,-0.12736925,"('antisocial', 'social')",-0.1114081,-0.1273693,-0.0159612
15,0.3522739,0.35372004,"('boring', 'funny')",0.3522739,0.35372,0.0014461
16,-0.708447,-0.69547236,"('unpopular', 'popular')",-0.708447,-0.6954724,0.0129746
17,-0.20407505,-0.15995483,"('nasty', 'nice')",-0.2040751,-0.1599548,0.0441203
18,-0.38606006,-0.3880046,"('disagreeable', 'welcoming')",-0.3860601,-0.3880046,-0.0019445
19,0.097205676,0.10753991,"('inhospitable', 'hospitable')",0.0972057,0.1075399,0.0103342
20,0.7809148,0.7358986,"('rough', 'thoughtful')",0.7809148,0.7358986,-0.0450162
21,0.3309421,0.47246212,"('immoral', 'moral')",0.3309421,0.4724621,0.14152
22,0.015729094,0.040636923,"('untrustworthy', 'trustworthy')",0.0157291,0.0406369,0.0249078
23,6.8449907,6.8534884,"('insincere', 'sincere')",6.8449907,6.8534884,0.0084977
24,2.2468238,2.2563603,"('dishonest', 'honest')",2.2468238,2.2563603,0.0095365
25,0.15281707,0.083783306,"('egoistic', 'altruistic')",0.1528171,0.0837833,-0.0690338
