,cigna_male,cigna_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.9425498,-0.90279526,"('unsociable', 'sociable')",-0.15824999,-0.32660615,-0.5503999,-0.6147007,-0.0643008
1,-0.674908,-0.4817907,"('unfriendly', 'friendly')",1.2267857,1.1732087,0.2759388,0.345709,0.0697702
2,1.4058594,1.4705398,"('unlikable', 'likable')",0.9644092,0.98426056,1.1851343,1.2274002,0.0422659
3,-0.61069304,-0.49777508,"('repellent', 'pleasant')",0.8418603,0.8924158,0.1155836,0.1973204,0.0817368
4,0.16476056,0.21470119,"('disliked', 'liked')",-6.8190117,-6.920294,-3.3271255,-3.3527963,-0.0256708
5,-0.24674909,-0.16037673,"('distant', 'outgoing')",-0.7919234,-0.6975607,-0.5193362,-0.4289687,0.0903675
6,-0.6531856,-0.45530102,"('distant', 'open')",-0.7907643,-0.7267512,-0.721975,-0.5910261,0.1309489
7,-1.1382241,-1.082036,"('insensitive', 'sensitive')",0.062160563,0.061170187,-0.5380318,-0.5104329,0.0275989
8,-0.11366112,-0.11563407,"('unaffectionate', 'affectionate')",0.24952284,0.25797206,0.0679309,0.071169,0.0032381
9,-0.34115082,-0.28373623,"('unaffectionate', 'caring')",0.69257843,0.7224698,0.1757138,0.2193668,0.043653
10,-1.3873585,-1.3084733,"('unsympathetic', 'sympathetic')",-0.5651551,-0.66886395,-0.9762568,-0.9886687,-0.0124119
11,-0.9218316,-0.9801174,"('unhelpful', 'helpful')",1.3773867,1.3335232,0.2277775,0.1767029,-0.0510746
12,-0.3448013,-0.110787965,"('unsupportive', 'supportive')",-2.2354126,-2.2535973,-1.290107,-1.1821926,0.1079144
13,-1.3830613,-1.4782599,"('impolite', 'polite')",-0.9732602,-1.0406686,-1.1781608,-1.2594643,-0.0813035
14,0.11083331,0.08823991,"('antisocial', 'social')",0.3967608,0.2526977,0.2537971,0.1704688,-0.0833283
15,0.88543487,0.6965378,"('boring', 'funny')",0.34366712,0.31949922,0.614551,0.5080185,-0.1065325
16,0.33482802,0.45026183,"('unpopular', 'popular')",0.4202217,0.41180623,0.3775249,0.431034,0.0535091
17,-0.0036089234,0.07199258,"('nasty', 'nice')",-0.4188849,-0.37207425,-0.2112469,-0.1500408,0.0612061
18,-0.09390195,0.0984723,"('disagreeable', 'welcoming')",-0.6046281,-0.64508253,-0.349265,-0.2733051,0.0759599
19,-0.74398917,-0.70357466,"('inhospitable', 'hospitable')",-0.73334813,-0.626726,-0.7386687,-0.6651503,0.0735184
20,0.54151905,0.61932343,"('rough', 'thoughtful')",0.91408384,0.89255065,0.7278014,0.755937,0.0281356
21,-0.20961,-0.22212636,"('immoral', 'moral')",-0.1598675,-0.2055924,-0.1847388,-0.2138594,-0.0291206
22,-0.24938263,-0.17096499,"('untrustworthy', 'trustworthy')",-0.8228025,-0.93284583,-0.5360926,-0.5519054,-0.0158128
23,-0.8543528,-0.7897036,"('insincere', 'sincere')",5.6220875,5.561249,2.3838673,2.3857727,0.0019054
24,-0.23551162,-0.30914095,"('dishonest', 'honest')",0.6087123,0.5300911,0.1866004,0.1104751,-0.0761253
25,0.87136376,0.9078355,"('egoistic', 'altruistic')",1.3459238,1.3844453,1.1086438,1.1461403,0.0374965
26,1.2623606,1.2671996,"('hardhearted', 'benevolent')",1.7030364,1.6240299,1.4826984,1.4456148,-0.0370836
27,-0.20396475,-0.19923407,"('hardhearted', 'softhearted')",1.0545949,1.04177,0.4253151,0.421268,-0.0040471
28,-0.034597613,-0.15811995,"('disloyal', 'loyal')",1.0594835,0.89916146,0.5124429,0.3705208,-0.1419221
29,-0.31590137,-0.36776978,"('unfair', 'fair')",-0.09622046,-0.19035634,-0.2060609,-0.279063,-0.0730021
30,0.0986576,0.071797505,"('intolerant', 'tolerant')",1.0334169,0.8831453,0.5660372,0.4774714,-0.0885658
31,-0.4049938,-0.17611034,"('evil', 'good')",-0.7111374,-0.6474344,-0.5580656,-0.4117724,0.1462932
32,0.18832138,0.003270926,"('unkind', 'kind')",0.83976203,0.6121827,0.5140417,0.3077268,-0.2063149
33,0.66070336,0.6189871,"('wrong', 'right')",-0.6471904,-0.6484519,0.0067565,-0.0147324,-0.0214889
34,0.05275043,0.2583609,"('mean', 'honorable')",5.287896,5.452085,2.6703234,2.8552229,0.1848995
35,0.44571212,0.28371638,"('corrupt', 'incorrupt')",-0.3204953,-0.27044222,0.0626084,0.0066371,-0.0559713
36,0.22652887,0.31430984,"('hostile', 'amicable')",-0.0590863,-0.08694241,0.0837213,0.1136837,0.0299624
37,0.26564002,0.23819314,"('fake', 'genuine')",-0.054766044,-0.06414892,0.105437,0.0870221,-0.0184149
38,-0.8379176,-0.76651967,"('untruthful', 'truthful')",-0.28280613,-0.26060486,-0.5603619,-0.5135623,0.0467996
39,0.42622373,0.43076128,"('exploitative', 'cooperative')",0.118501775,0.15300158,0.2723627,0.2918814,0.0195187
40,0.13364384,0.28536645,"('stingy', 'generous')",-1.8180135,-1.9160248,-0.8421848,-0.8153292,0.0268556
41,-0.32984084,-0.095935315,"('unforgiving', 'forgiving')",0.12864415,0.00085880444,-0.1005983,-0.0475383,0.05306
42,0.7677522,0.7511763,"('unreliable', 'reliable')",-3.3240514,-3.4484763,-1.2781496,-1.34865,-0.0705004
43,-0.5962002,-0.47506714,"('irresponsible', 'responsible')",0.24277999,0.22752519,-0.1767101,-0.123771,0.0529391
44,0.49409792,0.44376397,"('prejudiced', 'unprejudiced')",-1.3696046,-1.3698372,-0.4377533,-0.4630366,-0.0252833
45,-1.3441755,-1.082203,"('incompetent', 'competent')",-0.20779003,-0.28891096,-0.7759827,-0.685557,0.0904257
46,-1.0004963,-0.8162326,"('uncompetitive', 'competitive')",-0.9281578,-0.97556996,-0.964327,-0.8959013,0.0684257
47,0.02983952,0.18588248,"('stupid', 'smart')",5.1617513,5.276309,2.5957954,2.7310958,0.1353004
48,-0.4038383,-0.3491913,"('unintelligent', 'intelligent')",0.7235056,0.71468455,0.1598337,0.1827466,0.0229129
49,-0.024852902,0.10013768,"('unable', 'able')",-0.26578832,-0.21361206,-0.1453206,-0.0567372,0.0885834
50,0.55506635,0.44337854,"('clumsy', 'skillful')",-0.21257077,-0.32619625,0.1712478,0.0585911,-0.1126567
51,-1.3824979,-1.4946367,"('uneducated', 'educated')",0.24773887,0.13796099,-0.5673795,-0.6783378,-0.1109583
52,0.71820736,0.6117336,"('irrational', 'rational')",0.0625123,0.044486742,0.3903598,0.3281102,-0.0622496
53,-0.79716986,-0.6392476,"('uncreative', 'creative')",0.20311248,0.167555,-0.2970287,-0.2358463,0.0611824
54,-0.09498763,-0.15028483,"('incapable', 'capable')",0.5576793,0.63301575,0.2313458,0.2413655,0.0100197
55,-0.6643017,-0.4968191,"('incompetent', 'clever')",0.51237214,0.4266116,-0.0759648,-0.0351038,0.040861
56,-0.38999045,-0.41069975,"('impractical', 'practical')",-0.3217538,-0.4640674,-0.3558721,-0.4373836,-0.0815115
57,-0.8524611,-0.73959994,"('unimaginative', 'imaginative')",-3.1382546,-3.2031014,-1.9953579,-1.9713507,0.0240072
58,0.23445456,0.46415663,"('undiscriminating', 'discriminating')",0.32348442,0.28711605,0.2789695,0.3756363,0.0966668
59,1.1233182,1.0091934,"('foolish', 'wise')",0.033966046,0.10304942,0.5786421,0.5561214,-0.0225207
60,-0.6526372,-0.5176835,"('inefficient', 'efficient')",-0.04285518,-0.024392325,-0.3477462,-0.2710379,0.0767083
61,-0.7375305,-0.7617661,"('illogical', 'logical')",0.6107984,0.49380496,-0.0633661,-0.1339806,-0.0706145
62,-0.083856255,0.06318705,"('incompetent', 'brilliant')",0.2876442,0.31308204,0.101894,0.1881346,0.0862406
63,-1.0168684,-0.80854553,"('unperceptive', 'insightful')",0.14079686,0.18388441,-0.4380358,-0.3123305,0.1257053
64,-0.3906122,-0.40736726,"('shy', 'confident')",-6.256826,-6.3454876,-3.323719,-3.3764274,-0.0527084
65,-0.35469568,-0.49384815,"('insecure', 'secure')",-0.064881325,-0.120572545,-0.2097885,-0.3072104,-0.0974219
66,0.0016859174,0.020640776,"('inactive', 'active')",0.061144337,0.20600937,0.0314151,0.1133251,0.08191
67,0.6473236,0.43691337,"('doubtful', 'determined')",-0.09109719,-0.16443145,0.2781132,0.136241,-0.1418722
68,-0.85603356,-0.93878466,"('dependent', 'independent')",-0.65836835,-0.62100625,-0.757201,-0.7798954,-0.0226944
69,1.2229086,1.2793202,"('lazy', 'industrious')",-0.608695,-0.47279176,0.3071068,0.4032642,0.0961574
70,-0.44152352,-0.40817535,"('lethargic', 'energetic')",-0.06651339,-0.1287035,-0.2540185,-0.2684394,-0.0144209
71,0.14756961,0.25247595,"('diffident', 'self-confident')",-0.0002479516,0.029490527,0.0736608,0.1409832,0.0673224
72,0.056691457,-0.019688718,"('unambitious', 'ambitious')",-0.4310213,-0.43169123,-0.1871649,-0.22569,-0.0385251
73,1.1998749,1.0951052,"('helpless', 'self-reliant')",-3.3509185,-3.350305,-1.0755218,-1.1276,-0.0520782
74,0.16326281,0.26781654,"('undedicated', 'dedicated')",-0.2963066,-0.43378803,-0.0665219,-0.0829857,-0.0164638
75,0.7713193,0.7508651,"('meek', 'impulsive')",-0.6463632,-0.556243,0.0624781,0.097311,0.0348329
76,0.027022496,0.13349825,"('anxious', 'daring')",-0.38260984,-0.38842204,-0.1777937,-0.1274619,0.0503318
77,-0.74287254,-0.60761106,"('unmotivated', 'motivated')",-1.3350912,-1.1539829,-1.0389819,-0.880797,0.1581849
78,-0.71229327,-0.4496824,"('nonresilient', 'resilient')",-0.13544959,-0.0885206,-0.4238714,-0.2691015,0.1547699
79,-0.3810222,-0.3425468,"('wavering', 'unwavering')",-0.59098446,-0.49436677,-0.4860033,-0.4184568,0.0675465
80,-0.1387017,-0.32465425,"('dominated', 'dominating')",-0.84236556,-0.807689,-0.4905336,-0.5661716,-0.075638
81,-0.66527885,-0.8583853,"('submissive', 'aggressive')",-0.76658964,-0.78514475,-0.7159343,-0.8217651,-0.1058308
82,-0.45282835,-0.34412646,"('poor', 'rich')",6.1277213,6.10512,2.8374465,2.880497,0.0430505
83,0.6711321,0.60851616,"('powerless', 'powerful')",-0.78901994,-0.8157081,-0.0589439,-0.103596,-0.0446521
84,1.0950618,0.79926836,"('inferior', 'superior')",1.050988,1.0210876,1.0730249,0.910178,-0.1628469
85,1.4321886,1.5070758,"('insignificant', 'prestigious')",0.0971568,0.1361253,0.7646727,0.8216006,0.0569279
86,-1.3650192,-1.2792994,"('uninfluential', 'influential')",-0.49015307,-0.5992208,-0.9275861,-0.9392601,-0.011674
87,0.20822807,0.20154439,"('unsuccessful', 'successful')",0.67222774,0.781394,0.4402279,0.4914692,0.0512413
88,0.29280797,0.15419942,"('low', 'eminent')",-0.013668314,-0.12425164,0.1395698,0.0149739,-0.1245959
