,norfolk_male,norfolk_female,tuple,southern_male,southern_female,corp_male,corp_female,average_male,average_female,female-male
0,0.02835504,-0.034096077,"('unsociable', 'sociable')",-0.73475075,-0.78250545,0.07357019,0.096030906,-0.2109418,-0.2401902,-0.0292484
1,0.5013306,0.5039478,"('unfriendly', 'friendly')",0.80582124,0.4884221,1.4518505,1.0650427,0.9196674,0.6858042,-0.2338632
2,0.80070555,0.89313054,"('unlikable', 'likable')",0.679826,0.87727314,0.710328,0.78412366,0.7302865,0.8515091,0.1212226
3,-0.41261402,-0.29119813,"('repellent', 'pleasant')",-0.5846064,-0.5054927,0.7566465,0.9049181,-0.0801913,0.0360758,0.1162671
4,0.044757657,0.1780566,"('disliked', 'liked')",0.14509201,0.07919418,-7.2306414,-7.087099,-2.3469305,-2.2766161,0.0703144
5,0.03101356,-0.027369268,"('distant', 'outgoing')",0.5151057,0.3098899,-0.5438841,-0.78045386,0.0007451,-0.1659777,-0.1667228
6,0.49882936,0.46788892,"('distant', 'open')",0.9832381,0.733871,-0.39160568,-0.6684152,0.3634872,0.1777816,-0.1857056
7,1.0496143,0.99582595,"('insensitive', 'sensitive')",0.041449904,0.17252682,0.62601024,0.7378962,0.5723581,0.6354163,0.0630582
8,0.31599307,0.33163497,"('unaffectionate', 'affectionate')",0.6147726,0.3903473,0.47846568,0.19118908,0.4697438,0.3043904,-0.1653534
9,1.0708706,0.965943,"('unaffectionate', 'caring')",0.834875,0.5506021,1.3365612,1.1639391,1.0807689,0.8934948,-0.1872741
10,-0.3297164,-0.45178744,"('unsympathetic', 'sympathetic')",-1.3037008,-1.4065893,-0.10687688,-0.10077529,-0.580098,-0.6530507,-0.0729527
11,-0.30477718,-0.27128768,"('unhelpful', 'helpful')",-0.8391153,-0.8205024,1.9975541,2.0816362,0.2845538,0.3299487,0.0453949
12,1.3056512,1.3471924,"('unsupportive', 'supportive')",-0.21655935,-0.17236911,-1.6961871,-1.6627389,-0.2023651,-0.1626385,0.0397266
13,-0.433523,-0.5239673,"('impolite', 'polite')",-0.6408336,-0.4447114,-0.069505654,0.019471653,-0.3812874,-0.3164024,0.064885
14,0.057771772,0.35927597,"('antisocial', 'social')",-0.41053918,-0.058760736,0.19323795,0.45904365,-0.0531765,0.2531863,0.3063628
15,-0.02100185,-0.09187178,"('boring', 'funny')",0.41273925,0.36533982,0.008651122,0.06426377,0.1334628,0.1125773,-0.0208855
16,-0.20925747,-0.14106111,"('unpopular', 'popular')",0.6512436,0.59757304,0.4261719,0.3246283,0.289386,0.2603801,-0.0290059
17,-0.22551847,-0.10728774,"('nasty', 'nice')",0.7160531,0.7637189,-0.40205017,-0.31504902,0.0294948,0.113794,0.0842992
18,0.35814935,0.5898896,"('disagreeable', 'welcoming')",0.3245334,0.5322789,-0.70591867,-0.80910367,-0.0077453,0.104355,0.1121003
19,-0.6228627,-0.9536956,"('inhospitable', 'hospitable')",-0.054266393,-0.24267547,-0.9163658,-1.0673852,-0.531165,-0.7545854,-0.2234204
20,-0.98989964,-0.8486266,"('rough', 'thoughtful')",-0.86923414,-0.73905927,0.7106673,0.73053396,-0.3828221,-0.2857173,0.0971048
21,-0.6266117,-0.71542096,"('immoral', 'moral')",-0.3609643,-0.34857655,-0.17353904,0.01881166,-0.3870384,-0.3483953,0.0386431
22,-0.6233144,-0.51833993,"('untrustworthy', 'trustworthy')",-1.4434721,-1.3353593,-1.0817307,-0.8856141,-1.0495057,-0.9131045,0.1364012
23,-0.10884846,0.040379964,"('insincere', 'sincere')",-0.9801688,-1.0181804,6.264985,6.1312833,1.7253226,1.7178276,-0.007495
24,0.20331511,0.08407124,"('dishonest', 'honest')",-0.6763858,-0.7760913,0.7214503,0.6939237,0.0827932,0.0006346,-0.0821586
25,0.7028839,0.6960803,"('egoistic', 'altruistic')",1.7933111,1.5326878,1.1229616,0.93535364,1.2063856,1.0547072,-0.1516784
26,1.4217904,1.3129413,"('hardhearted', 'benevolent')",1.1037023,1.0182222,1.1932588,1.0710655,1.2395838,1.1340763,-0.1055075
27,0.17235653,0.119302936,"('hardhearted', 'softhearted')",0.3020297,0.27980268,1.0677339,0.91042566,0.51404,0.4365104,-0.0775296
28,0.8220723,0.6883271,"('disloyal', 'loyal')",-0.24175556,-0.43706033,1.2104747,1.0247641,0.5969305,0.4253436,-0.1715869
29,-0.1211357,-0.16103497,"('unfair', 'fair')",-0.10224708,-0.17148301,-0.11451456,-0.17527252,-0.1126324,-0.1692635,-0.0566311
30,0.08430117,-0.0070685493,"('intolerant', 'tolerant')",-0.8347958,-0.7336269,0.76660115,0.86229855,0.0053688,0.0405344,0.0351656
31,-0.030124208,0.034704782,"('evil', 'good')",0.28993335,0.27315167,-1.1411006,-1.3404573,-0.2937638,-0.3442003,-0.0504365
32,0.7962963,0.728719,"('unkind', 'kind')",-0.3408192,-0.3688092,1.0164039,0.8418974,0.490627,0.4006024,-0.0900246
33,1.1961575,0.9622187,"('wrong', 'right')",1.555769,1.4634511,-0.49307716,-0.5885296,0.7529497,0.6123801,-0.1405696
