,carnival_male,carnival_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,0.90990734,0.9303351,"('unsociable', 'sociable')",-0.5155232,-0.619431,0.1971921,0.155452,-0.0417401
1,-0.08111052,-0.19688997,"('unfriendly', 'friendly')",2.27155,2.096424,1.0952197,0.9497671,-0.1454526
2,-0.020756457,0.095762245,"('unlikable', 'likable')",0.4378696,0.45857698,0.2085566,0.2771696,0.068613
3,-0.18661112,0.075371616,"('repellent', 'pleasant')",-0.13236187,-0.05025673,-0.1594865,0.0125574,0.1720439
4,-0.90924686,-0.98813504,"('disliked', 'liked')",-5.2398343,-5.221542,-3.0745406,-3.1048384,-0.0302978
5,-0.7091977,-0.8140041,"('distant', 'outgoing')",0.28348112,0.19746095,-0.2128583,-0.3082716,-0.0954133
6,-1.4298984,-1.5009025,"('distant', 'open')",0.3768839,0.27484035,-0.5265073,-0.6130311,-0.0865238
7,0.8853501,1.0489773,"('insensitive', 'sensitive')",0.7030401,0.7559572,0.7941951,0.9024673,0.1082722
8,0.38390857,0.2730328,"('unaffectionate', 'affectionate')",0.84798926,0.62976235,0.6159489,0.4513976,-0.1645513
9,0.8335281,0.83802694,"('unaffectionate', 'caring')",1.1042236,1.0116647,0.9688759,0.9248458,-0.0440301
10,0.23466863,0.42694512,"('unsympathetic', 'sympathetic')",-0.58135337,-0.4759008,-0.1733424,-0.0244778,0.1488646
11,0.065439425,0.2102599,"('unhelpful', 'helpful')",1.256781,1.3337216,0.6611102,0.7719908,0.1108806
12,1.2533141,1.2938097,"('unsupportive', 'supportive')",-1.1011201,-1.0945559,0.076097,0.0996269,0.0235299
13,0.5743494,0.59402895,"('impolite', 'polite')",-0.77785313,-0.77274,-0.1017519,-0.0893555,0.0123964
14,1.6992793,1.7241434,"('antisocial', 'social')",0.5320754,0.55506825,1.1156774,1.1396058,0.0239284
15,0.74540263,0.5884191,"('boring', 'funny')",-0.038882546,-0.10243699,0.35326,0.242991,-0.110269
16,-1.0835373,-1.0477152,"('unpopular', 'popular')",-0.032778718,-0.14068165,-0.558158,-0.5941984,-0.0360404
17,-0.9801782,-0.8739841,"('nasty', 'nice')",-1.0233351,-1.050323,-1.0017567,-0.9621536,0.0396031
18,0.22188482,0.16016197,"('disagreeable', 'welcoming')",-0.72350365,-0.86366034,-0.2508094,-0.3517492,-0.1009398
19,-1.3022376,-1.2231907,"('inhospitable', 'hospitable')",-0.21473423,-0.25776404,-0.7584859,-0.7404773,0.0180086
20,-0.38917065,-0.27570605,"('rough', 'thoughtful')",1.3031527,1.2957846,0.456991,0.5100393,0.0530483
21,0.56358886,0.70554495,"('immoral', 'moral')",-1.2295254,-1.1165345,-0.3329683,-0.2054948,0.1274735
22,-0.21911816,-0.19769709,"('untrustworthy', 'trustworthy')",-0.5582567,-0.5491132,-0.3886874,-0.3734052,0.0152822
23,0.5575436,0.7416088,"('insincere', 'sincere')",4.8048487,4.7019014,2.6811962,2.721755,0.0405588
