,thermometer_male,thermometer_female,tuple,average_male,average_female,female-male
0,0.10594773,-0.0647483,"('unsociable', 'sociable')",0.1059477,-0.0647483,-0.170696
1,-0.47841632,-0.7545702,"('unfriendly', 'friendly')",-0.4784163,-0.7545702,-0.2761539
2,0.08312756,0.17607747,"('unlikable', 'likable')",0.0831276,0.1760775,0.0929499
3,-1.3461905,-1.2308502,"('repellent', 'pleasant')",-1.3461905,-1.2308502,0.1153403
4,-1.373751,-1.3631265,"('disliked', 'liked')",-1.373751,-1.3631265,0.0106245
5,-0.82887286,-1.1493629,"('distant', 'outgoing')",-0.8288729,-1.1493629,-0.32049
6,-0.8191174,-1.154745,"('distant', 'open')",-0.8191174,-1.154745,-0.3356276
7,-0.41022915,-0.2560488,"('insensitive', 'sensitive')",-0.4102291,-0.2560488,0.1541803
8,-0.70859516,-0.98995924,"('unaffectionate', 'affectionate')",-0.7085952,-0.9899592,-0.281364
9,-0.5966271,-0.8141284,"('unaffectionate', 'caring')",-0.5966271,-0.8141284,-0.2175013
10,-1.0430238,-1.1772321,"('unsympathetic', 'sympathetic')",-1.0430238,-1.1772321,-0.1342083
11,-0.0063190777,-0.030732572,"('unhelpful', 'helpful')",-0.0063191,-0.0307326,-0.0244135
12,-1.0264299,-1.0377178,"('unsupportive', 'supportive')",-1.0264299,-1.0377178,-0.0112879
13,0.21192503,0.29159927,"('impolite', 'polite')",0.211925,0.2915993,0.0796743
14,-0.14604887,-0.008896005,"('antisocial', 'social')",-0.1460489,-0.008896,0.1371529
15,0.99919957,0.7580326,"('boring', 'funny')",0.9991996,0.7580326,-0.241167
16,-0.102625504,-0.10191134,"('unpopular', 'popular')",-0.1026255,-0.1019113,0.0007142
17,-0.3709653,-0.35842642,"('nasty', 'nice')",-0.3709653,-0.3584264,0.0125389
18,-0.6877452,-0.5791218,"('disagreeable', 'welcoming')",-0.6877452,-0.5791218,0.1086234
19,-2.620038,-2.7618499,"('inhospitable', 'hospitable')",-2.620038,-2.7618499,-0.1418119
20,-0.22797157,-0.041858096,"('rough', 'thoughtful')",-0.2279716,-0.0418581,0.1861135
21,-0.7774853,-0.5915368,"('immoral', 'moral')",-0.7774853,-0.5915368,0.1859485
22,-0.2632998,-0.14748089,"('untrustworthy', 'trustworthy')",-0.2632998,-0.1474809,0.1158189
23,0.4957647,0.49937752,"('insincere', 'sincere')",0.4957647,0.4993775,0.0036128
24,-0.44811517,-0.42481092,"('dishonest', 'honest')",-0.4481152,-0.4248109,0.0233043
25,0.19841506,0.28288028,"('egoistic', 'altruistic')",0.1984151,0.2828803,0.0844652
26,1.1497788,0.7154713,"('hardhearted', 'benevolent')",1.1497788,0.7154713,-0.4343075
27,-0.17547785,-0.20234683,"('hardhearted', 'softhearted')",-0.1754778,-0.2023468,-0.026869
28,-0.10937704,-0.31385732,"('disloyal', 'loyal')",-0.109377,-0.3138573,-0.2044803
29,-0.09453665,-0.11545006,"('unfair', 'fair')",-0.0945366,-0.1154501,-0.0209135
30,0.22746581,0.21649712,"('intolerant', 'tolerant')",0.2274658,0.2164971,-0.0109687
31,-0.41002506,-0.525437,"('evil', 'good')",-0.4100251,-0.525437,-0.1154119
32,-0.24951194,-0.29025656,"('unkind', 'kind')",-0.2495119,-0.2902566,-0.0407447
33,0.2022503,0.22223744,"('wrong', 'right')",0.2022503,0.2222374,0.0199871
34,0.9206175,0.9153066,"('mean', 'honorable')",0.9206175,0.9153066,-0.0053109
35,0.794898,0.63875544,"('corrupt', 'incorrupt')",0.794898,0.6387554,-0.1561426
36,-0.22987795,-0.49133247,"('hostile', 'amicable')",-0.2298779,-0.4913325,-0.2614546
37,-1.0030749,-0.9723167,"('fake', 'genuine')",-1.0030749,-0.9723167,0.0307582
38,0.22247073,0.17341411,"('untruthful', 'truthful')",0.2224707,0.1734141,-0.0490566
39,-0.22864054,0.065854274,"('exploitative', 'cooperative')",-0.2286405,0.0658543,0.2944948
40,-0.4062092,-0.3673625,"('stingy', 'generous')",-0.4062092,-0.3673625,0.0388467
41,0.12610961,-0.025457231,"('unforgiving', 'forgiving')",0.1261096,-0.0254572,-0.1515668
42,-0.9647625,-0.8232268,"('unreliable', 'reliable')",-0.9647625,-0.8232268,0.1415357
43,-0.5549848,-0.55019087,"('irresponsible', 'responsible')",-0.5549848,-0.5501909,0.0047939
44,-0.59279364,-0.36946547,"('prejudiced', 'unprejudiced')",-0.5927936,-0.3694655,0.2233281
45,-0.3502015,-0.4705607,"('incompetent', 'competent')",-0.3502015,-0.4705607,-0.1203592
46,-0.78446954,-0.75601345,"('uncompetitive', 'competitive')",-0.7844695,-0.7560135,0.028456
47,1.6774515,1.6341125,"('stupid', 'smart')",1.6774515,1.6341125,-0.043339
48,-0.26416582,-0.21988498,"('unintelligent', 'intelligent')",-0.2641658,-0.219885,0.0442808
49,-1.0456262,-0.85353947,"('unable', 'able')",-1.0456262,-0.8535395,0.1920867
50,-0.38441947,-0.44205412,"('clumsy', 'skillful')",-0.3844195,-0.4420541,-0.0576346
51,-0.5388514,-0.5997961,"('uneducated', 'educated')",-0.5388514,-0.5997961,-0.0609447
52,-0.53530717,-0.7322713,"('irrational', 'rational')",-0.5353072,-0.7322713,-0.1969641
53,-0.8000007,-0.9661308,"('uncreative', 'creative')",-0.8000007,-0.9661308,-0.1661301
54,-0.5973018,-0.6148525,"('incapable', 'capable')",-0.5973018,-0.6148525,-0.0175507
55,-0.37478703,-0.19977237,"('incompetent', 'clever')",-0.374787,-0.1997724,0.1750146
56,0.26632282,0.35215673,"('impractical', 'practical')",0.2663228,0.3521567,0.0858339
57,-1.2858653,-1.5333025,"('unimaginative', 'imaginative')",-1.2858653,-1.5333025,-0.2474372
58,0.84453666,0.70372117,"('undiscriminating', 'discriminating')",0.8445367,0.7037212,-0.1408155
59,0.29675794,0.23858315,"('foolish', 'wise')",0.2967579,0.2385831,-0.0581748
60,-0.28446493,0.0792599,"('inefficient', 'efficient')",-0.2844649,0.0792599,0.3637248
61,-0.10528431,-0.14290926,"('illogical', 'logical')",-0.1052843,-0.1429093,-0.037625
62,-0.3109685,-0.0041175373,"('incompetent', 'brilliant')",-0.3109685,-0.0041175,0.306851
63,-0.9561641,-0.9761362,"('unperceptive', 'insightful')",-0.9561641,-0.9761362,-0.0199721
64,-1.6793196,-1.4406028,"('shy', 'confident')",-1.6793196,-1.4406028,0.2387168
65,-0.3468221,-0.17800896,"('insecure', 'secure')",-0.3468221,-0.178009,0.1688131
66,-0.50476223,-0.709574,"('inactive', 'active')",-0.5047622,-0.709574,-0.2048118
67,0.30089754,0.26610038,"('doubtful', 'determined')",0.3008975,0.2661004,-0.0347971
68,-0.7785185,-0.60696375,"('dependent', 'independent')",-0.7785185,-0.6069638,0.1715547
69,1.3925649,1.3259317,"('lazy', 'industrious')",1.3925649,1.3259317,-0.0666332
70,-1.0023651,-1.0127189,"('lethargic', 'energetic')",-1.0023651,-1.0127189,-0.0103538
71,0.6113449,0.5957611,"('diffident', 'self-confident')",0.6113449,0.5957611,-0.0155838
72,0.4202054,0.47029385,"('unambitious', 'ambitious')",0.4202054,0.4702938,0.0500884
73,-0.23735198,-0.0785828,"('helpless', 'self-reliant')",-0.237352,-0.0785828,0.1587692
74,-0.0152400965,-0.07052968,"('undedicated', 'dedicated')",-0.0152401,-0.0705297,-0.0552896
75,-0.17318395,-0.27219054,"('meek', 'impulsive')",-0.1731839,-0.2721905,-0.0990066
76,-0.54058677,-0.36188644,"('anxious', 'daring')",-0.5405868,-0.3618864,0.1787004
