,textron_male,textron_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.23919605,0.1723638,"('unsociable', 'sociable')",-0.419366,-0.5937243,-0.090085,-0.2106802,-0.1205952
1,-0.9933985,-1.2180338,"('unfriendly', 'friendly')",1.7741752,1.6554883,0.3903883,0.2187272,-0.1716611
2,-0.032083526,0.011701427,"('unlikable', 'likable')",0.74677217,0.82931036,0.3573443,0.4205059,0.0631616
3,0.0656531,0.22484557,"('repellent', 'pleasant')",0.32062304,0.38018772,0.1931381,0.3025166,0.1093785
4,-1.0692238,-1.1324694,"('disliked', 'liked')",-5.90202,-6.058288,-3.4856219,-3.5953789,-0.109757
5,-1.7604628,-1.7937286,"('distant', 'outgoing')",-0.2780327,-0.30451408,-1.0192478,-1.0491214,-0.0298736
6,-2.3844624,-2.440054,"('distant', 'open')",0.2209691,0.19221912,-1.0817466,-1.1239175,-0.0421709
7,0.117611095,0.16639206,"('insensitive', 'sensitive')",0.38073733,0.45003912,0.2491742,0.3082156,0.0590414
8,-1.1176671,-1.2431052,"('unaffectionate', 'affectionate')",1.0791022,1.0048581,-0.0192825,-0.1191235,-0.099841
9,-1.180931,-1.2711467,"('unaffectionate', 'caring')",1.0551277,1.0355548,-0.0629016,-0.1177959,-0.0548943
10,0.073182896,0.11522728,"('unsympathetic', 'sympathetic')",-0.5236184,-0.5523979,-0.2252178,-0.2185853,0.0066325
11,0.45519757,0.58300525,"('unhelpful', 'helpful')",1.0418838,1.1312222,0.7485407,0.8571137,0.108573
12,-0.34894788,-0.2225273,"('unsupportive', 'supportive')",-1.8661826,-1.8711882,-1.1075652,-1.0468577,0.0607075
13,0.42472956,0.45861387,"('impolite', 'polite')",-0.8142792,-0.8026443,-0.1947748,-0.1720152,0.0227596
14,0.9904538,0.9723149,"('antisocial', 'social')",-0.4524342,-0.5265101,0.2690098,0.2229024,-0.0461074
15,-0.33080152,-0.46434778,"('boring', 'funny')",0.3475669,0.27163538,0.0083827,-0.0963562,-0.1047389
16,-1.0789329,-1.0582838,"('unpopular', 'popular')",0.6345978,0.6704407,-0.2221676,-0.1939216,0.028246
17,-0.59344804,-0.50886273,"('nasty', 'nice')",-0.6094065,-0.6101651,-0.6014273,-0.5595139,0.0419134
18,-0.96909845,-1.0078965,"('disagreeable', 'welcoming')",-0.23045969,-0.26891083,-0.5997791,-0.6384037,-0.0386246
19,-1.5922095,-1.580569,"('inhospitable', 'hospitable')",-0.196181,-0.07983369,-0.8941952,-0.8302014,0.0639938
20,0.83435565,0.83685344,"('rough', 'thoughtful')",1.475755,1.4350351,1.1550553,1.1359442,-0.0191111
21,1.1844639,1.1801856,"('immoral', 'moral')",-0.4450275,-0.41272122,0.3697182,0.3837322,0.014014
22,0.37238166,0.2694561,"('untrustworthy', 'trustworthy')",-0.9479957,-1.0736098,-0.287807,-0.4020769,-0.1142699
23,0.013163343,0.062253267,"('insincere', 'sincere')",4.8835287,4.8850074,2.4483461,2.4736304,0.0252843
24,-0.2026374,-0.20971328,"('dishonest', 'honest')",0.5615626,0.5212573,0.1794626,0.155772,-0.0236906
25,-0.49360773,-0.5145189,"('egoistic', 'altruistic')",1.6564826,1.6524868,0.5814374,0.5689839,-0.0124535
26,-0.105780095,-0.3004639,"('hardhearted', 'benevolent')",1.8297197,1.7743739,0.8619698,0.736955,-0.1250148
27,-0.076629825,-0.050714668,"('hardhearted', 'softhearted')",1.7166673,1.6118499,0.8200187,0.7805676,-0.0394511
28,-0.11401348,-0.22418863,"('disloyal', 'loyal')",0.7813269,0.6941718,0.3336567,0.2349916,-0.0986651
29,-0.73034257,-0.80167073,"('unfair', 'fair')",-0.33674932,-0.49737513,-0.533546,-0.6495229,-0.1159769
30,0.65769815,0.6245907,"('intolerant', 'tolerant')",1.1527587,1.1033858,0.9052284,0.8639883,-0.0412401
31,-1.6943574,-1.7538086,"('evil', 'good')",-0.5447824,-0.6741056,-1.1195699,-1.2139571,-0.0943872
32,0.11457348,0.15933368,"('unkind', 'kind')",0.6860697,0.6040307,0.4003216,0.3816822,-0.0186394
33,-0.16521753,-0.2919372,"('wrong', 'right')",-0.38290712,-0.4936841,-0.2740623,-0.3928106,-0.1187483
34,-0.24873242,-0.05119995,"('mean', 'honorable')",5.2403784,5.5100274,2.4958229,2.7294137,0.2335908
35,-0.98108244,-1.0685062,"('corrupt', 'incorrupt')",0.21198048,0.054144446,-0.384551,-0.5071809,-0.1226299
36,-1.6784414,-1.8744365,"('hostile', 'amicable')",0.5293841,0.3096108,-0.5745287,-0.7824128,-0.2078841
37,-0.03907852,-0.01033552,"('fake', 'genuine')",0.38740137,0.43600395,0.1741614,0.2128342,0.0386728
38,-0.6656345,-0.6479298,"('untruthful', 'truthful')",-0.5052071,-0.4725747,-0.5854208,-0.5602522,0.0251686
39,0.5156169,0.59184074,"('exploitative', 'cooperative')",0.07455744,0.06691592,0.2950872,0.3293783,0.0342911
40,-0.149819,-0.17214878,"('stingy', 'generous')",-1.1133419,-1.2708628,-0.6315805,-0.7215058,-0.0899253
41,0.0344605,-0.004421275,"('unforgiving', 'forgiving')",0.19152085,0.03838121,0.1129907,0.01698,-0.0960107
42,-0.2069777,-0.0708542,"('unreliable', 'reliable')",-3.06435,-2.9612296,-1.6356637,-1.5160419,0.1196218
43,-0.12434329,0.032088324,"('irresponsible', 'responsible')",0.2721575,0.3130606,0.0739071,0.1725745,0.0986674
44,-0.017226677,0.07999931,"('prejudiced', 'unprejudiced')",-1.4439981,-1.3880976,-0.7306124,-0.6540492,0.0765632
45,-0.2843908,-0.29766408,"('incompetent', 'competent')",0.019266002,-0.0564136,-0.1325624,-0.1770388,-0.0444764
46,0.56196177,0.66713834,"('uncompetitive', 'competitive')",-0.56669486,-0.58716017,-0.0023665,0.0399891,0.0423556
47,0.42652354,0.54687786,"('stupid', 'smart')",5.0687914,5.207612,2.7476575,2.8772449,0.1295874
48,1.0576086,1.0161458,"('unintelligent', 'intelligent')",0.8559438,0.8932705,0.9567762,0.9547082,-0.002068
49,-0.4414951,-0.34367043,"('unable', 'able')",-0.111232795,0.020710725,-0.2763639,-0.1614798,0.1148841
50,-0.63733923,-0.5679388,"('clumsy', 'skillful')",0.11076738,0.12355897,-0.2632859,-0.2221899,0.041096
