,nyse_male,nyse_female,tuple,euronext_male,euronext_female,average_male,average_female,female-male
0,-0.83862764,-0.91743314,"('unsociable', 'sociable')",-1.8272364,-1.8287603,-1.332932,-1.3730967,-0.0401647
1,0.7116147,0.6210185,"('unfriendly', 'friendly')",0.89225566,0.83370537,0.8019352,0.7273619,-0.0745733
2,1.7641612,1.7494845,"('unlikable', 'likable')",1.1518234,1.1372085,1.4579923,1.4433465,-0.0146458
3,-0.75171363,-0.58845913,"('repellent', 'pleasant')",-0.3115047,-0.23254119,-0.5316092,-0.4105002,0.121109
4,-0.032304134,-0.124632016,"('disliked', 'liked')",-1.759869,-1.7747489,-0.8960866,-0.9496905,-0.0536039
5,1.770282,1.7966413,"('distant', 'outgoing')",1.2297422,1.2458171,1.5000122,1.5212293,0.0212171
6,1.9331993,1.9714262,"('distant', 'open')",1.6562736,1.6844118,1.7947364,1.827919,0.0331826
7,-1.2621727,-1.2102927,"('insensitive', 'sensitive')",-1.1346117,-1.0254935,-1.1983922,-1.1178931,0.0804991
8,-0.32300416,-0.39085752,"('unaffectionate', 'affectionate')",0.142704,0.06217932,-0.0901501,-0.1643391,-0.074189
9,-0.4838744,-0.5786382,"('unaffectionate', 'caring')",-0.05420416,-0.09632923,-0.2690393,-0.3374837,-0.0684444
10,-2.6371436,-2.5993085,"('unsympathetic', 'sympathetic')",-2.7290297,-2.6282098,-2.6830866,-2.613759,0.0693276
11,-1.7747653,-1.8082259,"('unhelpful', 'helpful')",-0.7660206,-0.72378427,-1.2703929,-1.266005,0.0043879
12,-0.80272555,-0.82382286,"('unsupportive', 'supportive')",-1.3234044,-1.2812319,-1.0630651,-1.0525274,0.0105377
13,-1.7514814,-1.7751712,"('impolite', 'polite')",-1.6320705,-1.5812901,-1.691776,-1.6782306,0.0135454
14,-0.46297196,-0.44175896,"('antisocial', 'social')",-1.1690784,-1.1256361,-0.8160251,-0.7836975,0.0323276
15,1.364634,1.3359447,"('boring', 'funny')",1.1852704,1.1191368,1.2749522,1.2275407,-0.0474115
16,0.38361803,0.47075734,"('unpopular', 'popular')",0.17779154,0.14485966,0.2807048,0.3078085,0.0271037
17,-0.22841673,-0.15288612,"('nasty', 'nice')",-0.49033955,-0.39684212,-0.3593781,-0.2748641,0.084514
18,0.87573797,0.9290894,"('disagreeable', 'welcoming')",-0.00083257724,0.022017458,0.4374527,0.4755535,0.0381008
19,-0.051005833,-0.035220586,"('inhospitable', 'hospitable')",-0.09582326,-0.06485918,-0.0734145,-0.0500399,0.0233746
20,0.03327715,0.0080405325,"('rough', 'thoughtful')",0.14651832,0.12915875,0.0898977,0.0685996,-0.0212981
21,-1.171686,-1.1481041,"('immoral', 'moral')",-1.5555133,-1.4228545,-1.3635997,-1.2854793,0.0781204
22,-0.8748433,-0.91739917,"('untrustworthy', 'trustworthy')",-1.4159186,-1.4280398,-1.145381,-1.1727195,-0.0273385
23,-1.596287,-1.6368154,"('insincere', 'sincere')",0.4125032,0.38737476,-0.5918919,-0.6247203,-0.0328284
24,-2.0472565,-2.0366278,"('dishonest', 'honest')",-0.9093679,-0.87069464,-1.4783123,-1.4536612,0.0246511
25,0.7698572,0.7670892,"('egoistic', 'altruistic')",0.85896766,0.8186537,0.8144125,0.7928715,-0.021541
26,1.2845925,1.223077,"('hardhearted', 'benevolent')",0.82090354,0.7094833,1.052748,0.9662802,-0.0864678
27,-0.10018109,5.4147094e-05,"('hardhearted', 'softhearted')",0.1700489,0.17279233,0.0349339,0.0864232,0.0514893
28,-2.192127,-2.2235532,"('disloyal', 'loyal')",-0.98848486,-0.98496455,-1.5903059,-1.6042589,-0.013953
29,-0.17232823,-0.28291327,"('unfair', 'fair')",-0.1137236,-0.18176728,-0.1430259,-0.2323403,-0.0893144
30,-1.9175202,-1.9614336,"('intolerant', 'tolerant')",-1.5637848,-1.5382862,-1.7406526,-1.7498599,-0.0092073
31,1.3911774,1.3987324,"('evil', 'good')",1.3298126,1.3076996,1.3604951,1.3532159,-0.0072792
32,-0.84738696,-0.89689255,"('unkind', 'kind')",-0.76238555,-0.82931185,-0.8048862,-0.8631022,-0.058216
33,0.8630151,0.79943115,"('wrong', 'right')",0.96585315,0.8900612,0.9144341,0.8447462,-0.0696879
34,0.6516716,0.74766195,"('mean', 'honorable')",1.9436759,2.0079815,1.2976737,1.3778217,0.080148
35,1.383877,1.3991635,"('corrupt', 'incorrupt')",1.3023471,1.1958963,1.343112,1.2975299,-0.0455821
36,3.4323225,3.2715597,"('hostile', 'amicable')",2.3840017,2.1706722,2.9081621,2.7211161,-0.187046
37,-1.9521635,-1.8458462,"('fake', 'genuine')",-1.0127847,-0.9180289,-1.4824741,-1.3819375,0.1005366
38,-1.4088213,-1.424353,"('untruthful', 'truthful')",-0.6431331,-0.623541,-1.0259773,-1.023947,0.0020303
39,0.72245556,0.6726715,"('exploitative', 'cooperative')",0.56047004,0.6052898,0.6414628,0.6389806,-0.0024822
40,1.4645138,1.386741,"('stingy', 'generous')",0.36967668,0.24631806,0.9170952,0.8165296,-0.1005656
41,-0.36104974,-0.43563816,"('unforgiving', 'forgiving')",-0.4588747,-0.5218085,-0.4099622,-0.4787233,-0.0687611
42,0.44735983,0.52372557,"('unreliable', 'reliable')",-0.7910036,-0.65782195,-0.1718219,-0.0670482,0.1047737
43,-1.4682808,-1.4598304,"('irresponsible', 'responsible')",-1.3762606,-1.2695228,-1.4222708,-1.3646766,0.0575942
44,0.6598145,0.7014499,"('prejudiced', 'unprejudiced')",0.7129568,0.72471106,0.6863856,0.7130805,0.0266949
45,-2.5378692,-2.5975733,"('incompetent', 'competent')",-2.089275,-2.0575585,-2.3135719,-2.3275659,-0.013994
46,-1.1275209,-1.1794463,"('uncompetitive', 'competitive')",-1.9059206,-1.8570497,-1.5167208,-1.5182481,-0.0015273
47,0.011329379,0.03601462,"('stupid', 'smart')",1.3137168,1.2791646,0.6625231,0.6575896,-0.0049335
48,-2.1849906,-2.2271025,"('unintelligent', 'intelligent')",-1.8474609,-1.8383722,-2.0162258,-2.0327373,-0.0165115
49,-0.69089526,-0.6120552,"('unable', 'able')",-0.67432624,-0.56384534,-0.6826108,-0.5879502,0.0946606
50,-0.54052734,-0.45462862,"('clumsy', 'skillful')",-0.14784786,-0.13744995,-0.3441876,-0.2960393,0.0481483
51,-1.6199739,-1.7273345,"('uneducated', 'educated')",-1.8411568,-1.8697817,-1.7305653,-1.7985581,-0.0679928
52,1.4927917,1.351812,"('irrational', 'rational')",1.3856019,1.2398093,1.4391968,1.2958107,-0.1433861
53,1.0785034,1.0771108,"('uncreative', 'creative')",0.27216434,0.26943967,0.6753339,0.6732752,-0.0020587
54,0.33281302,0.25539416,"('incapable', 'capable')",0.7737937,0.69201994,0.5533034,0.4737071,-0.0795963
55,-2.3588672,-2.3520503,"('incompetent', 'clever')",-2.041583,-1.9499109,-2.2002251,-2.1509805,0.0492446
56,-1.4917426,-1.5419326,"('impractical', 'practical')",-1.0504849,-0.94734764,-1.2711138,-1.2446401,0.0264737
57,-0.50764936,-0.59258664,"('unimaginative', 'imaginative')",-1.7311696,-1.697767,-1.1194094,-1.1451769,-0.0257675
58,0.41959938,0.41624182,"('undiscriminating', 'discriminating')",-0.3199916,-0.34281605,0.0498039,0.0367129,-0.013091
59,0.08724874,0.06353134,"('foolish', 'wise')",0.7051451,0.67889977,0.3961969,0.3712156,-0.0249813
60,-1.9162617,-1.8874972,"('inefficient', 'efficient')",-1.9632685,-1.85369,-1.9397651,-1.8705935,0.0691716
61,-0.45249283,-0.6015419,"('illogical', 'logical')",-0.35127595,-0.41020086,-0.4018844,-0.5058714,-0.103987
62,-1.8805648,-1.8546153,"('incompetent', 'brilliant')",-1.2104532,-1.1030735,-1.545509,-1.4788444,0.0666646
63,-0.6598693,-0.73102546,"('unperceptive', 'insightful')",-0.7281285,-0.6707196,-0.6939989,-0.7008725,-0.0068736
64,-0.9042792,-0.9778258,"('shy', 'confident')",-2.3820748,-2.3545644,-1.643177,-1.6661952,-0.0230182
65,-0.65942043,-0.719718,"('insecure', 'secure')",-1.2397048,-1.2243553,-0.9495627,-0.9720367,-0.022474
66,2.050699,2.0422199,"('inactive', 'active')",1.6503376,1.6083337,1.8505182,1.8252769,-0.0252413
67,-0.44743472,-0.49784103,"('doubtful', 'determined')",-0.051702373,-0.022364864,-0.2495686,-0.260103,-0.0105344
68,-1.0544318,-1.076414,"('dependent', 'independent')",-0.92797065,-0.90829384,-0.9912012,-0.9923539,-0.0011527
69,2.5369081,2.5411358,"('lazy', 'industrious')",1.8188764,1.818845,2.1778922,2.1799903,0.0020981
70,-1.8761256,-1.7793821,"('lethargic', 'energetic')",-1.1070606,-1.0587769,-1.4915931,-1.4190795,0.0725136
71,1.3518084,1.2735504,"('diffident', 'self-confident')",1.2684953,1.2321714,1.3101518,1.2528609,-0.0572909
72,-1.1306516,-1.1358398,"('unambitious', 'ambitious')",-0.38886145,-0.37807617,-0.7597565,-0.756958,0.0027985
73,0.39661977,0.43862438,"('helpless', 'self-reliant')",-0.6469467,-0.62423885,-0.1251635,-0.0928072,0.0323563
74,-0.8043114,-0.7764726,"('undedicated', 'dedicated')",-0.45246837,-0.38339436,-0.6283899,-0.5799335,0.0484564
75,0.84653807,0.8096272,"('meek', 'impulsive')",1.2050905,1.1301519,1.0258143,0.9698895,-0.0559248
76,-0.90984166,-0.8243375,"('anxious', 'daring')",-0.8627196,-0.76203674,-0.8862807,-0.7931871,0.0930936
