,farming_male,farming_female,tuple,average_male,average_female,female-male
0,0.123793006,0.13130122,"('unsociable', 'sociable')",0.123793,0.1313012,0.0075082
1,1.1077882,1.0723611,"('unfriendly', 'friendly')",1.1077882,1.0723611,-0.0354271
2,0.21040694,0.39701587,"('unlikable', 'likable')",0.2104069,0.3970159,0.186609
3,0.46914288,0.692941,"('repellent', 'pleasant')",0.4691429,0.692941,0.2237981
4,-7.1844726,-7.202227,"('disliked', 'liked')",-7.1844726,-7.2022271,-0.0177545
5,-0.501722,-0.43296695,"('distant', 'outgoing')",-0.501722,-0.4329669,0.0687551
6,-0.097168036,-0.11874149,"('distant', 'open')",-0.097168,-0.1187415,-0.0215735
7,0.8692713,1.1009495,"('insensitive', 'sensitive')",0.8692713,1.1009495,0.2316782
8,1.1857727,1.0278773,"('unaffectionate', 'affectionate')",1.1857727,1.0278773,-0.1578954
9,1.6446483,1.5605555,"('unaffectionate', 'caring')",1.6446483,1.5605555,-0.0840928
10,1.1229702,1.2395182,"('unsympathetic', 'sympathetic')",1.1229702,1.2395182,0.116548
11,1.8405874,1.9395041,"('unhelpful', 'helpful')",1.8405874,1.9395041,0.0989167
12,-1.2760705,-1.1385666,"('unsupportive', 'supportive')",-1.2760705,-1.1385666,0.1375039
13,-0.16102743,-0.093836054,"('impolite', 'polite')",-0.1610274,-0.0938361,0.0671913
14,0.26323768,0.33679524,"('antisocial', 'social')",0.2632377,0.3367952,0.0735575
15,0.24056022,0.21717127,"('boring', 'funny')",0.2405602,0.2171713,-0.0233889
16,-0.73171496,-0.6857478,"('unpopular', 'popular')",-0.731715,-0.6857478,0.0459672
17,-0.13751099,-0.113745034,"('nasty', 'nice')",-0.137511,-0.113745,0.023766
18,-0.90611464,-0.7576106,"('disagreeable', 'welcoming')",-0.9061146,-0.7576106,0.148504
19,-0.33381975,-0.32140276,"('inhospitable', 'hospitable')",-0.3338197,-0.3214028,0.0124169
20,0.68117154,0.5898088,"('rough', 'thoughtful')",0.6811715,0.5898088,-0.0913627
21,-0.2056312,0.06280287,"('immoral', 'moral')",-0.2056312,0.0628029,0.2684341
22,-0.2908965,-0.14010133,"('untrustworthy', 'trustworthy')",-0.2908965,-0.1401013,0.1507952
23,5.9897013,6.1960907,"('insincere', 'sincere')",5.9897013,6.1960907,0.2063894
24,1.3747535,1.4806012,"('dishonest', 'honest')",1.3747535,1.4806012,0.1058477
25,0.71441156,0.58167386,"('egoistic', 'altruistic')",0.7144116,0.5816739,-0.1327377
