,accusation_male,accusation_female,tuple,average_male,average_female,female-male
29,-0.7589425,-0.77259713,"('unfair', 'fair')",-0.7589425,-0.7725971,-0.0136546
30,1.0263405,1.047873,"('intolerant', 'tolerant')",1.0263405,1.047873,0.0215325
31,-1.369388,-1.2091653,"('evil', 'good')",-1.369388,-1.2091653,0.1602227
32,1.4463224,1.3837266,"('unkind', 'kind')",1.4463224,1.3837266,-0.0625958
33,-0.134792,-0.027780207,"('wrong', 'right')",-0.134792,-0.0277802,0.1070118
34,4.798055,4.9636197,"('mean', 'honorable')",4.7980552,4.9636197,0.1655645
35,-1.2800809,-1.2751818,"('corrupt', 'incorrupt')",-1.2800809,-1.2751818,0.0048991
36,-1.3067234,-1.295008,"('hostile', 'amicable')",-1.3067234,-1.2950079,0.0117155
37,1.117433,1.0385468,"('fake', 'genuine')",1.117433,1.0385468,-0.0788862
38,0.08899854,0.17945182,"('untruthful', 'truthful')",0.0889985,0.1794518,0.0904533
39,0.17073748,0.20872965,"('exploitative', 'cooperative')",0.1707375,0.2087297,0.0379922
40,-0.660276,-0.6675765,"('stingy', 'generous')",-0.660276,-0.6675765,-0.0073005
41,-0.13978215,-0.15668304,"('unforgiving', 'forgiving')",-0.1397821,-0.156683,-0.0169009
42,-1.9674684,-1.9439403,"('unreliable', 'reliable')",-1.9674684,-1.9439403,0.0235281
43,1.2460719,1.3425528,"('irresponsible', 'responsible')",1.2460719,1.3425528,0.0964809
44,-1.6420225,-1.8800234,"('prejudiced', 'unprejudiced')",-1.6420225,-1.8800234,-0.2380009
45,0.6912839,0.7575738,"('incompetent', 'competent')",0.6912839,0.7575738,0.0662899
46,-0.29286683,-0.23156686,"('uncompetitive', 'competitive')",-0.2928668,-0.2315669,0.0612999
47,4.957653,5.0877876,"('stupid', 'smart')",4.957653,5.0877876,0.1301346
48,0.7171526,0.7253306,"('unintelligent', 'intelligent')",0.7171526,0.7253306,0.008178
49,0.37490803,0.5321765,"('unable', 'able')",0.374908,0.5321765,0.1572685
50,-0.16165218,-0.10047887,"('clumsy', 'skillful')",-0.1616522,-0.1004789,0.0611733
51,1.2353634,1.2304635,"('uneducated', 'educated')",1.2353634,1.2304635,-0.0048999
52,-0.32990956,-0.2621941,"('irrational', 'rational')",-0.3299096,-0.2621941,0.0677155
53,-0.041258465,0.050062228,"('uncreative', 'creative')",-0.0412585,0.0500622,0.0913207
54,1.2653369,1.5698642,"('incapable', 'capable')",1.2653369,1.5698642,0.3045273
55,1.4457917,1.4997358,"('incompetent', 'clever')",1.4457917,1.4997358,0.0539441
56,0.7005417,0.8298621,"('impractical', 'practical')",0.7005417,0.8298621,0.1293204
57,-2.1146805,-2.0818124,"('unimaginative', 'imaginative')",-2.1146805,-2.0818124,0.0328681
58,0.3023455,0.31531,"('undiscriminating', 'discriminating')",0.3023455,0.31531,0.0129645
59,-0.30852488,-0.14488,"('foolish', 'wise')",-0.3085249,-0.14488,0.1636449
60,0.98743534,0.96385956,"('inefficient', 'efficient')",0.9874353,0.9638596,-0.0235757
61,0.5631489,0.49854958,"('illogical', 'logical')",0.5631489,0.4985496,-0.0645993
62,1.7717363,1.9268079,"('incompetent', 'brilliant')",1.7717363,1.9268079,0.1550716
63,0.80606234,1.0688388,"('unperceptive', 'insightful')",0.8060623,1.0688388,0.2627765
64,-5.8878417,-5.6906476,"('shy', 'confident')",-5.8878417,-5.6906476,0.1971941
65,0.77313966,0.80434453,"('insecure', 'secure')",0.7731397,0.8043445,0.0312048
66,-0.48069462,-0.38347247,"('inactive', 'active')",-0.4806946,-0.3834725,0.0972221
67,-0.9040796,-0.88044065,"('doubtful', 'determined')",-0.9040796,-0.8804407,0.0236389
68,-0.21335447,-0.1257791,"('dependent', 'independent')",-0.2133545,-0.1257791,0.0875754
69,-2.102778,-1.9886736,"('lazy', 'industrious')",-2.102778,-1.9886736,0.1141044
70,1.8468748,1.9621373,"('lethargic', 'energetic')",1.8468748,1.9621373,0.1152625
71,0.41892016,0.64188474,"('diffident', 'self-confident')",0.4189202,0.6418847,0.2229645
72,1.3085233,1.4146657,"('unambitious', 'ambitious')",1.3085233,1.4146657,0.1061424
73,-2.4113593,-2.3604414,"('helpless', 'self-reliant')",-2.4113593,-2.3604414,0.0509179
74,0.39906725,0.34400004,"('undedicated', 'dedicated')",0.3990673,0.344,-0.0550673
75,-0.95195824,-0.808761,"('meek', 'impulsive')",-0.9519582,-0.808761,0.1431972
76,0.72637814,0.65759903,"('anxious', 'daring')",0.7263781,0.657599,-0.0687791
77,-1.186385,-0.9971663,"('unmotivated', 'motivated')",-1.186385,-0.9971663,0.1892187
78,-0.7238589,-0.5811838,"('nonresilient', 'resilient')",-0.7238589,-0.5811838,0.1426751
79,-0.35156646,-0.21866633,"('wavering', 'unwavering')",-0.3515665,-0.2186663,0.1329002
80,0.09184051,0.048287764,"('dominated', 'dominating')",0.0918405,0.0482878,-0.0435527
81,0.3037204,0.30641267,"('submissive', 'aggressive')",0.3037204,0.3064127,0.0026923
82,6.603557,6.7265344,"('poor', 'rich')",6.6035571,6.7265344,0.1229773
83,-0.24886686,-0.1791198,"('powerless', 'powerful')",-0.2488669,-0.1791198,0.0697471
84,0.06846732,0.06934154,"('inferior', 'superior')",0.0684673,0.0693415,0.0008742
85,-1.4797566,-1.4917135,"('insignificant', 'prestigious')",-1.4797566,-1.4917135,-0.0119569
86,0.9731223,1.0626005,"('uninfluential', 'influential')",0.9731223,1.0626005,0.0894782
87,0.5817065,0.81388694,"('unsuccessful', 'successful')",0.5817065,0.8138869,0.2321804
88,0.46333858,0.5828167,"('low', 'eminent')",0.4633386,0.5828167,0.1194781
