,hartford_male,hartford_female,tuple,financial_male,financial_female,svcs_male,svcs_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,female-male
0,0.36326474,0.23198074,"('unsociable', 'sociable')",0.81884897,0.601908,0.03969668,-0.14528252,0.460912,0.30386508,-0.024305712,-0.12759393,0.3316833,0.1729755,-0.1587078
1,0.50944936,0.4694798,"('unfriendly', 'friendly')",0.16187403,-0.00162559,-1.5338105,-1.5964229,-1.1848869,-1.3724021,1.4724231,1.2059009,-0.1149902,-0.259014,-0.1440238
2,0.67860174,0.7734203,"('unlikable', 'likable')",2.7661784,2.8178592,1.3925489,1.4681219,1.2074205,1.2989225,0.9021738,1.030001,1.3893847,1.477665,0.0882803
3,0.086367756,0.16951644,"('repellent', 'pleasant')",-0.03225884,-0.06845395,0.46215987,0.39723128,0.65331924,0.5729711,0.4848016,0.5903123,0.3308779,0.3323154,0.0014375
4,-0.7945206,-0.77013075,"('disliked', 'liked')",-0.86885357,-0.83079296,-0.78047514,-0.7549434,-0.72671163,-0.719129,-5.86027,-5.980792,-1.8061661,-1.8111576,-0.0049915
5,-0.4969672,-0.46317273,"('distant', 'outgoing')",-0.47551167,-0.3292187,-1.0896848,-0.92420846,-1.6289926,-1.52445,-0.68321335,-0.66552776,-0.8748739,-0.7813155,0.0935584
6,-1.1482463,-1.0559372,"('distant', 'open')",-1.3955817,-1.2137861,-1.6854206,-1.4835283,-1.7788138,-1.6689239,0.007768143,0.011885044,-1.2000588,-1.082058,0.1180008
7,1.9082605,1.9027878,"('insensitive', 'sensitive')",1.1965837,1.2397501,0.5615711,0.5913516,0.8949046,0.85132575,0.9005855,0.9383379,1.0923811,1.1047107,0.0123296
8,-0.5115697,-0.54227674,"('unaffectionate', 'affectionate')",-0.27314055,-0.33500808,-2.0412693,-2.005556,-1.7272412,-1.770318,0.24601367,0.106307484,-0.8614414,-0.9093703,-0.0479289
9,0.73369026,0.6596667,"('unaffectionate', 'caring')",1.2218081,1.119331,-1.351387,-1.368996,-1.0840061,-1.1630639,1.0801444,1.0083104,0.1200499,0.0510496,-0.0690003
10,1.7411135,1.6864519,"('unsympathetic', 'sympathetic')",0.51713216,0.45389503,0.06650738,-0.072232045,0.6436782,0.4245916,0.5915742,0.44473204,0.7120011,0.5874877,-0.1245134
11,0.65276706,0.58673334,"('unhelpful', 'helpful')",1.9722701,1.8279766,0.87885404,0.85829526,0.5448956,0.51155776,2.5027769,2.505072,1.3103127,1.257927,-0.0523857
12,1.4418223,1.4953598,"('unsupportive', 'supportive')",1.919034,2.044118,-0.057778224,0.06477189,-0.5286017,-0.409127,-1.5870663,-1.5798004,0.237482,0.3230645,0.0855825
13,1.1220556,1.0411237,"('impolite', 'polite')",1.6836227,1.6568288,0.8844579,0.83557767,1.1855226,1.1266086,0.31515813,0.30710834,1.0381634,0.9934495,-0.0447139
14,1.0409844,0.9781959,"('antisocial', 'social')",2.1527224,2.116195,0.92864513,0.8809865,1.4676801,1.454287,-0.35626188,-0.277153,1.046754,1.0305023,-0.0162517
15,-0.0602009,-0.14058107,"('boring', 'funny')",0.13718289,0.19342525,0.14996879,0.18614823,0.27590206,0.35656956,0.2767805,0.3483303,0.1559267,0.1887784,0.0328517
16,-1.3593495,-1.3538349,"('unpopular', 'popular')",-0.93106616,-0.9365439,-1.0136184,-1.0056895,-0.7414796,-0.7243241,0.37987027,0.45914182,-0.7331287,-0.7122501,0.0208786
17,0.20454906,0.24772865,"('nasty', 'nice')",-0.019317836,0.10601183,-0.58693886,-0.50219417,-0.2599222,-0.13169408,-0.7341713,-0.6739701,-0.2791602,-0.1908236,0.0883366
18,0.9431868,1.0187386,"('disagreeable', 'welcoming')",-0.24744536,-0.144563,-0.18809664,-0.08217849,-1.0490377,-0.9237149,-0.13108438,-0.1565002,-0.1344954,-0.0576436,0.0768518
19,-0.518002,-0.42712966,"('inhospitable', 'hospitable')",-0.4261227,-0.40310526,-0.43743187,-0.35107318,-1.1925373,-1.1017097,-0.15023428,-0.1637292,-0.5448656,-0.4893494,0.0555162
20,1.5502994,1.5302993,"('rough', 'thoughtful')",0.2758401,0.2467797,0.27981037,0.2688897,0.13057157,0.07719748,0.7695249,0.7322576,0.6012093,0.5710848,-0.0301245
