,broadcom_male,broadcom_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.3236142,-1.50798,"('unsociable', 'sociable')",-0.24988115,-0.3364871,-0.7867477,-0.9222336,-0.1354859
1,-0.46799034,-0.765568,"('unfriendly', 'friendly')",1.8194656,1.6497117,0.6757376,0.4420719,-0.2336657
2,0.51034147,0.5101501,"('unlikable', 'likable')",0.6553383,0.65715355,0.5828398,0.5836518,0.000812
3,-0.089193985,0.020058863,"('repellent', 'pleasant')",0.6746129,0.6760223,0.2927094,0.3480406,0.0553312
4,0.008135062,-0.18966201,"('disliked', 'liked')",-6.6493945,-6.916427,-3.3206298,-3.5530446,-0.2324148
5,-0.24209645,-0.34149915,"('distant', 'outgoing')",-0.15299845,-0.08054686,-0.1975475,-0.211023,-0.0134755
6,-0.4391332,-0.4930163,"('distant', 'open')",0.0341058,0.05537024,-0.2025137,-0.218823,-0.0163093
7,-0.68321604,-0.60463697,"('insensitive', 'sensitive')",0.37979856,0.30899313,-0.1517087,-0.1478219,0.0038868
8,-0.7002276,-0.8724843,"('unaffectionate', 'affectionate')",1.1986496,1.106721,0.249211,0.1171184,-0.1320926
9,-0.6662357,-0.7805608,"('unaffectionate', 'caring')",1.4522834,1.4451159,0.3930238,0.3322776,-0.0607462
10,-1.3376523,-1.4191834,"('unsympathetic', 'sympathetic')",-0.66162276,-0.75715697,-0.9996375,-1.0881702,-0.0885327
11,-0.80960923,-0.7713657,"('unhelpful', 'helpful')",1.3762082,1.5490075,0.2832995,0.3888209,0.1055214
12,-0.62964106,-0.5519665,"('unsupportive', 'supportive')",-1.9992361,-2.0398424,-1.3144386,-1.2959044,0.0185342
13,-0.90248996,-0.9853714,"('impolite', 'polite')",-1.0246805,-0.8794234,-0.9635853,-0.9323974,0.0311879
14,0.7446909,0.71575713,"('antisocial', 'social')",0.0654736,-0.080798194,0.4050823,0.3174795,-0.0876028
15,-0.050612357,-0.16739067,"('boring', 'funny')",0.20058094,0.1713723,0.0749843,0.0019908,-0.0729935
16,-0.5150686,-0.45986888,"('unpopular', 'popular')",0.023761138,0.08659418,-0.2456537,-0.1866373,0.0590164
17,-0.4783062,-0.49168083,"('nasty', 'nice')",-0.5078267,-0.46252358,-0.4930664,-0.4771022,0.0159642
18,-0.27346358,-0.20290466,"('disagreeable', 'welcoming')",-0.43718848,-0.41781068,-0.355326,-0.3103577,0.0449683
19,-0.6378197,-0.80670667,"('inhospitable', 'hospitable')",-0.28456423,-0.2509671,-0.461192,-0.5288368,-0.0676448
20,0.2523442,0.32177794,"('rough', 'thoughtful')",0.7308218,0.6977673,0.491583,0.5097727,0.0181897
21,-0.26016062,-0.21510799,"('immoral', 'moral')",-0.81537837,-0.76161677,-0.5377695,-0.4883624,0.0494071
22,0.25326207,0.1849831,"('untrustworthy', 'trustworthy')",-0.7348576,-0.851445,-0.2407978,-0.333231,-0.0924332
23,-0.66354,-0.6570202,"('insincere', 'sincere')",5.785948,5.9814305,2.561204,2.6622052,0.1010012
24,-0.17475191,-0.24659455,"('dishonest', 'honest')",0.7296497,0.68505514,0.2774489,0.2192303,-0.0582186
25,0.46837673,0.43950588,"('egoistic', 'altruistic')",1.5313385,1.5086546,0.9998576,0.9740802,-0.0257774
26,0.30231306,0.10526101,"('hardhearted', 'benevolent')",1.9842589,1.7579169,1.143286,0.9315889,-0.2116971
27,-0.50841665,-0.37711525,"('hardhearted', 'softhearted')",1.2749685,1.1867859,0.3832759,0.4048353,0.0215594
28,-0.22917019,-0.40697858,"('disloyal', 'loyal')",1.3618785,1.2244667,0.5663542,0.408744,-0.1576102
29,0.3271059,0.24937627,"('unfair', 'fair')",0.058225427,-0.19603102,0.1926657,0.0266726,-0.1659931
30,-0.035866614,-0.07084888,"('intolerant', 'tolerant')",0.4685056,0.46876577,0.2163195,0.1989584,-0.0173611
31,0.5089115,0.41350234,"('evil', 'good')",-0.40016606,-0.5672646,0.0543727,-0.0768811,-0.1312538
32,-0.71347356,-0.83919775,"('unkind', 'kind')",0.7356341,0.5543734,0.0110803,-0.1424122,-0.1534925
33,0.62579095,0.5313657,"('wrong', 'right')",-0.22790638,-0.2606568,0.1989423,0.1353544,-0.0635879
34,-0.49842727,-0.3235962,"('mean', 'honorable')",5.3076577,5.78222,2.4046152,2.7293119,0.3246967
35,0.5278214,0.3902555,"('corrupt', 'incorrupt')",-0.13695125,-0.21795927,0.1954351,0.0861481,-0.109287
36,0.035161003,-0.18475449,"('hostile', 'amicable')",0.24346699,0.09118595,0.139314,-0.0467843,-0.1860983
37,0.24346343,0.19460167,"('fake', 'genuine')",0.31993127,0.33078185,0.2816973,0.2626918,-0.0190055
38,-1.0227895,-1.1242061,"('untruthful', 'truthful')",-0.20365617,-0.07045178,-0.6132228,-0.5973289,0.0158939
39,1.3388276,1.4622906,"('exploitative', 'cooperative')",0.35727152,0.39961886,0.8480496,0.9309548,0.0829052
40,0.45621872,0.50198275,"('stingy', 'generous')",-1.4654396,-1.595259,-0.5046104,-0.5466381,-0.0420277
41,-0.25116104,-0.3902277,"('unforgiving', 'forgiving')",0.34690097,0.1580659,0.04787,-0.1160809,-0.1639509
42,0.027095638,0.12839906,"('unreliable', 'reliable')",-3.4702473,-3.5570517,-1.7215759,-1.7143263,0.0072496
43,-1.2948247,-1.2468435,"('irresponsible', 'responsible')",0.10219699,0.09914934,-0.5963138,-0.5738471,0.0224667
44,0.40411225,0.39111328,"('prejudiced', 'unprejudiced')",-1.6684246,-1.6523235,-0.6321562,-0.6306051,0.0015511
45,-0.39920914,-0.5881837,"('incompetent', 'competent')",-0.055317894,-0.22391364,-0.2272635,-0.4060487,-0.1787852
46,-0.9131036,-0.9055657,"('uncompetitive', 'competitive')",-1.2498989,-1.3416021,-1.0815012,-1.1235839,-0.0420827
47,-0.1814703,-0.031756394,"('stupid', 'smart')",5.2074976,5.544996,2.5130136,2.7566197,0.2436061
48,-0.50858456,-0.45948315,"('unintelligent', 'intelligent')",0.32590878,0.38526112,-0.0913379,-0.037111,0.0542269
49,-0.817303,-0.7250179,"('unable', 'able')",-0.5246157,-0.41890994,-0.6709594,-0.5719639,0.0989955
50,-0.3369439,-0.29840598,"('clumsy', 'skillful')",-0.3355856,-0.35670033,-0.3362647,-0.3275532,0.0087115
51,-0.54748076,-0.5888351,"('uneducated', 'educated')",0.40373534,0.402684,-0.0718727,-0.0930756,-0.0212029
52,0.13023505,-0.024224177,"('irrational', 'rational')",0.57454604,0.53891927,0.3523905,0.2573476,-0.0950429
53,-0.9236575,-0.9514924,"('uncreative', 'creative')",0.50784916,0.44870505,-0.2079042,-0.2513937,-0.0434895
54,-0.4714228,-0.6245818,"('incapable', 'capable')",0.81833047,0.8402643,0.1734538,0.1078413,-0.0656125
55,-0.6033685,-0.5614299,"('incompetent', 'clever')",0.038040392,0.019176405,-0.2826641,-0.2711267,0.0115374
56,-0.059619647,-0.042073224,"('impractical', 'practical')",-0.79762363,-0.7443709,-0.4286216,-0.3932221,0.0353995
57,-0.43390295,-0.6300806,"('unimaginative', 'imaginative')",-2.7869651,-3.043233,-1.6104341,-1.8366568,-0.2262227
58,0.395049,0.43067992,"('undiscriminating', 'discriminating')",0.48037213,0.41658533,0.4377106,0.4236326,-0.014078
59,0.12871543,0.11633344,"('foolish', 'wise')",0.16792503,0.31778574,0.1483202,0.2170596,0.0687394
60,-0.50631833,-0.33631533,"('inefficient', 'efficient')",-0.65928787,-0.3968688,-0.5828031,-0.366592,0.2162111
61,0.27661225,0.11468656,"('illogical', 'logical')",0.7356731,0.5650651,0.5061427,0.3398758,-0.1662669
62,0.20137118,0.3075237,"('incompetent', 'brilliant')",0.13264444,0.32376507,0.1670078,0.3156444,0.1486366
63,-0.9261826,-0.8991011,"('unperceptive', 'insightful')",0.408525,0.48353773,-0.2588288,-0.2077817,0.0510471
64,0.10865831,0.044588882,"('shy', 'confident')",-6.599646,-6.789853,-3.2454939,-3.372632,-0.1271381
