,news_male,news_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.17775843,0.21043769,"('unsociable', 'sociable')",-0.02817501,0.025828928,0.0747917,0.1181333,0.0433416
1,0.6053253,0.47122988,"('unfriendly', 'friendly')",0.63153094,0.39805546,0.6184281,0.4346427,-0.1837854
2,0.9365571,0.9715608,"('unlikable', 'likable')",0.016056672,-0.037908062,0.4763069,0.4668263,-0.0094806
3,-0.13657385,0.049743157,"('repellent', 'pleasant')",0.9642379,1.1085461,0.413832,0.5791447,0.1653127
4,-0.3983106,-0.5421505,"('disliked', 'liked')",-6.8467255,-7.2411704,-3.6225181,-3.8916605,-0.2691424
5,-0.0025158431,0.020325176,"('distant', 'outgoing')",-1.2059758,-1.3687171,-0.6042458,-0.6741959,-0.0699501
6,-0.33246464,-0.2792452,"('distant', 'open')",-1.0663515,-1.2039824,-0.6994081,-0.7416137,-0.0422056
7,1.0075607,1.1679566,"('insensitive', 'sensitive')",0.719113,0.8332426,0.8633369,1.0005996,0.1372627
8,0.017826423,-0.064630665,"('unaffectionate', 'affectionate')",0.637137,0.45174205,0.3274817,0.1935557,-0.133926
9,0.87860876,0.8673855,"('unaffectionate', 'caring')",0.9906226,0.9186777,0.9346157,0.8930316,-0.0415841
10,-0.028526764,0.07900697,"('unsympathetic', 'sympathetic')",-0.17604679,0.003044485,-0.1022868,0.0410257,0.1433125
11,0.0028870255,0.15017548,"('unhelpful', 'helpful')",1.6391274,1.8624729,0.8210072,1.0063242,0.185317
12,0.7457722,0.87949485,"('unsupportive', 'supportive')",-1.9829749,-2.0143547,-0.6186013,-0.5674299,0.0511714
13,0.278373,0.43772635,"('impolite', 'polite')",-1.141437,-0.8878918,-0.431532,-0.2250827,0.2064493
14,2.1454086,2.1864789,"('antisocial', 'social')",0.52325964,0.5406158,1.3343341,1.3635473,0.0292132
15,1.3577926,1.20953,"('boring', 'funny')",-0.18407011,-0.3848515,0.5868613,0.4123393,-0.174522
16,-1.3774132,-1.4159353,"('unpopular', 'popular')",-0.32715175,-0.22490242,-0.8522825,-0.8204188,0.0318637
17,-0.455491,-0.42475605,"('nasty', 'nice')",-0.39487612,-0.35694832,-0.4251836,-0.3908522,0.0343314
