,copying_male,copying_female,tuple,average_male,average_female,female-male
0,0.21101265,0.114478655,"('unsociable', 'sociable')",0.2110126,0.1144787,-0.0965339
1,1.8381897,1.9944118,"('unfriendly', 'friendly')",1.8381897,1.9944118,0.1562221
2,0.17685638,0.27228224,"('unlikable', 'likable')",0.1768564,0.2722822,0.0954258
3,0.8493988,1.1094568,"('repellent', 'pleasant')",0.8493988,1.1094568,0.260058
4,-7.572415,-7.4948044,"('disliked', 'liked')",-7.5724149,-7.4948044,0.0776105
5,-0.54958224,-0.22522202,"('distant', 'outgoing')",-0.5495822,-0.225222,0.3243602
6,-0.3151267,0.0008879863,"('distant', 'open')",-0.3151267,0.000888,0.3160147
7,1.2630762,1.3364722,"('insensitive', 'sensitive')",1.2630762,1.3364722,0.073396
8,1.3647945,1.3506078,"('unaffectionate', 'affectionate')",1.3647945,1.3506078,-0.0141867
9,2.11664,2.2452857,"('unaffectionate', 'caring')",2.1166401,2.2452857,0.1286456
10,0.94705373,0.8673513,"('unsympathetic', 'sympathetic')",0.9470537,0.8673513,-0.0797024
11,2.1508203,2.178412,"('unhelpful', 'helpful')",2.1508203,2.178412,0.0275917
12,-1.1091043,-1.0133313,"('unsupportive', 'supportive')",-1.1091043,-1.0133313,0.095773
13,0.25315318,0.12084514,"('impolite', 'polite')",0.2531532,0.1208451,-0.1323081
14,0.093866535,-0.007546827,"('antisocial', 'social')",0.0938665,-0.0075468,-0.1014133
15,0.19995478,0.01190614,"('boring', 'funny')",0.1999548,0.0119061,-0.1880487
16,-0.387039,-0.16096896,"('unpopular', 'popular')",-0.387039,-0.160969,0.22607
17,0.27662328,0.4117486,"('nasty', 'nice')",0.2766233,0.4117486,0.1351253
18,-0.4675903,-0.3774227,"('disagreeable', 'welcoming')",-0.4675903,-0.3774227,0.0901676
19,-0.5315612,-0.3066408,"('inhospitable', 'hospitable')",-0.5315612,-0.3066408,0.2249204
20,0.9724881,0.75906354,"('rough', 'thoughtful')",0.9724881,0.7590635,-0.2134246
21,-0.3683761,-0.23659791,"('immoral', 'moral')",-0.3683761,-0.2365979,0.1317782
22,-0.9205362,-0.78006303,"('untrustworthy', 'trustworthy')",-0.9205362,-0.780063,0.1404732
23,7.3253865,7.4803314,"('insincere', 'sincere')",7.3253865,7.4803314,0.1549449
24,1.868567,1.9807746,"('dishonest', 'honest')",1.868567,1.9807746,0.1122076
25,1.0252684,1.022464,"('egoistic', 'altruistic')",1.0252684,1.022464,-0.0028044
26,1.2991792,0.8409701,"('hardhearted', 'benevolent')",1.2991792,0.8409701,-0.4582091
27,1.9438202,1.8332684,"('hardhearted', 'softhearted')",1.9438202,1.8332684,-0.1105518
28,1.6194468,1.5401707,"('disloyal', 'loyal')",1.6194468,1.5401707,-0.0792761
29,-0.65967405,-0.6804829,"('unfair', 'fair')",-0.659674,-0.6804829,-0.0208089
30,1.1659489,1.1089758,"('intolerant', 'tolerant')",1.1659489,1.1089758,-0.0569731
31,-1.3902736,-1.2432404,"('evil', 'good')",-1.3902736,-1.2432404,0.1470332
32,1.5783944,1.4165062,"('unkind', 'kind')",1.5783944,1.4165062,-0.1618882
33,-0.033130635,0.049179308,"('wrong', 'right')",-0.0331306,0.0491793,0.0823099
34,5.02532,5.425911,"('mean', 'honorable')",5.0253201,5.4259109,0.4005908
35,-1.2291622,-1.209428,"('corrupt', 'incorrupt')",-1.2291622,-1.209428,0.0197342
36,-1.0733978,-0.9869577,"('hostile', 'amicable')",-1.0733978,-0.9869577,0.0864401
37,0.67738,0.69050413,"('fake', 'genuine')",0.67738,0.6905041,0.0131241
38,0.4186715,0.55431986,"('untruthful', 'truthful')",0.4186715,0.5543199,0.1356484
39,0.13119486,0.13671811,"('exploitative', 'cooperative')",0.1311949,0.1367181,0.0055232
40,-1.4081511,-1.4184556,"('stingy', 'generous')",-1.4081511,-1.4184556,-0.0103045
41,0.2695435,0.042215336,"('unforgiving', 'forgiving')",0.2695435,0.0422153,-0.2273282
42,-3.0043578,-2.9586582,"('unreliable', 'reliable')",-3.0043578,-2.9586582,0.0456996
43,1.2139717,1.1254469,"('irresponsible', 'responsible')",1.2139717,1.1254469,-0.0885248
44,-1.8005388,-1.9328015,"('prejudiced', 'unprejudiced')",-1.8005388,-1.9328015,-0.1322627
45,0.34853676,0.30546585,"('incompetent', 'competent')",0.3485368,0.3054658,-0.043071
46,-1.0241883,-1.0333844,"('uncompetitive', 'competitive')",-1.0241883,-1.0333844,-0.0091961
47,5.2548323,5.424257,"('stupid', 'smart')",5.2548323,5.4242568,0.1694245
48,0.8825061,0.7720004,"('unintelligent', 'intelligent')",0.8825061,0.7720004,-0.1105057
49,-0.067890346,0.1858787,"('unable', 'able')",-0.0678903,0.1858787,0.253769
50,-0.37097448,-0.270073,"('clumsy', 'skillful')",-0.3709745,-0.270073,0.1009015
51,0.5735427,0.53550404,"('uneducated', 'educated')",0.5735427,0.535504,-0.0380387
52,-0.2939507,-0.13855605,"('irrational', 'rational')",-0.2939507,-0.138556,0.1553947
53,0.46514308,0.4120846,"('uncreative', 'creative')",0.4651431,0.4120846,-0.0530585
54,1.0970254,1.3704025,"('incapable', 'capable')",1.0970254,1.3704025,0.2733771
55,0.9265167,0.8595791,"('incompetent', 'clever')",0.9265167,0.8595791,-0.0669376
