,pnc_male,pnc_female,tuple,financial_male,financial_female,services_male,services_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.35995263,-0.50809073,"('unsociable', 'sociable')",-0.28494918,-0.44661444,1.433636,1.3103755,-0.042993117,-0.0974789,-0.27156287,-0.33340216,0.0948356,-0.0150422,-0.1098778
1,-1.2002516,-1.2127529,"('unfriendly', 'friendly')",1.2901962,1.1856073,-1.349945,-1.4455918,-0.85486615,-0.94167614,1.720277,1.5678142,-0.0789179,-0.1693198,-0.0904019
2,1.5867176,1.6359701,"('unlikable', 'likable')",2.1467657,2.2407374,1.8997765,1.9203427,1.6689875,1.7697499,1.0059696,1.099458,1.6616434,1.7332516,0.0716082
3,-0.018012399,0.0051702727,"('repellent', 'pleasant')",-0.8383395,-0.85937417,1.5198923,1.5908457,0.7301576,0.7827081,0.674985,0.7609239,0.4137366,0.4560548,0.0423182
4,-0.13493258,-0.118317015,"('disliked', 'liked')",0.22349654,0.19930887,-0.8633955,-0.8719265,-0.46135622,-0.53683865,-5.9822645,-6.092789,-1.4436905,-1.4841125,-0.040422
5,-0.7339792,-0.6046947,"('distant', 'outgoing')",0.8429231,0.9455402,-2.1966138,-2.0550096,-1.4646378,-1.3514833,-0.8128977,-0.8100569,-0.8730411,-0.7751409,0.0979002
6,-1.0626394,-0.8944154,"('distant', 'open')",0.21791184,0.3230274,-2.6637745,-2.5582035,-1.5840411,-1.4662418,-0.21659395,-0.2005559,-1.0618274,-0.9592778,0.1025496
7,0.59418917,0.5065997,"('insensitive', 'sensitive')",0.44686532,0.4003182,1.0760247,1.0810463,0.72648853,0.77585,1.1545665,1.2224487,0.7996269,0.7972526,-0.0023743
8,-0.85471636,-0.826873,"('unaffectionate', 'affectionate')",0.5567273,0.55011886,-1.3926464,-1.4193511,-1.6784251,-1.6561701,0.5884144,0.54283834,-0.5561292,-0.5618874,-0.0057582
9,-0.56549037,-0.6380259,"('unaffectionate', 'caring')",1.393939,1.3285275,0.20991369,0.15568149,-0.8965602,-0.884167,1.4308748,1.4130052,0.3145354,0.2750042,-0.0395312
10,-0.284557,-0.37734607,"('unsympathetic', 'sympathetic')",-1.0951461,-1.1502932,1.3104303,1.3305684,0.46502182,0.42123413,0.43422416,0.4179155,0.1659946,0.1284158,-0.0375788
11,0.8257868,0.7329165,"('unhelpful', 'helpful')",0.3633381,0.36038744,2.561317,2.5994668,0.41514564,0.49055174,2.4303758,2.490987,1.3191927,1.3348619,0.0156692
12,0.53530854,0.61442244,"('unsupportive', 'supportive')",1.2105743,1.2632593,1.6985242,1.8609178,-0.58890784,-0.38873765,-1.526318,-1.4629483,0.2658363,0.3773827,0.1115464
13,0.5112605,0.44313928,"('impolite', 'polite')",0.040449798,0.05543059,1.7576513,1.732499,0.5438798,0.6160716,0.076293394,0.10174371,0.585907,0.5897768,0.0038698
14,0.39254773,0.2995762,"('antisocial', 'social')",1.30746,1.2582281,2.033966,1.9476057,1.2333927,1.2618537,-0.30490097,-0.2792751,0.932493,0.8975977,-0.0348953
15,0.25985217,0.16067155,"('boring', 'funny')",0.6761216,0.6778924,-1.2246232,-1.2846637,0.2790472,0.2519362,0.24521771,0.21032347,0.0471231,0.003232,-0.0438911
16,-0.89241016,-0.88992935,"('unpopular', 'popular')",-0.6058417,-0.5672433,-0.34378257,-0.2816373,-0.70558196,-0.7169579,0.2937188,0.3595193,-0.4507795,-0.4192497,0.0315298
17,0.11847635,0.19952483,"('nasty', 'nice')",0.1075431,0.2179287,0.06172561,0.11419768,-0.28617787,-0.2087802,-0.66349524,-0.6303278,-0.1323856,-0.0614914,0.0708942
18,-0.26762086,-0.1926761,"('disagreeable', 'welcoming')",-0.18968464,-0.16462517,0.4277257,0.4891738,-1.0050077,-0.92772734,-0.062352818,-0.06813812,-0.2193881,-0.1727986,0.0465895
19,0.27987158,0.32543796,"('inhospitable', 'hospitable')",0.0026729293,-0.0013347603,-0.9329129,-0.83183694,-0.7151012,-0.6824972,-0.03569094,-0.03976258,-0.2802321,-0.2459987,0.0342334
20,-0.67047405,-0.6788373,"('rough', 'thoughtful')",-0.01873682,-0.018194182,0.037199732,-0.016464517,-0.34265152,-0.3624365,0.7369913,0.69415015,-0.0515343,-0.0763565,-0.0248222
21,0.84261423,0.71000636,"('immoral', 'moral')",0.87608457,0.82366884,2.1487463,2.1690807,1.5030032,1.5473919,-0.2994697,-0.25499055,1.0141956,0.9990314,-0.0151642
22,0.5437825,0.5486135,"('untrustworthy', 'trustworthy')",-0.40065232,-0.49812847,0.8092537,0.83167803,0.8787776,0.91181195,-0.6794706,-0.6304353,0.2303382,0.2327079,0.0023697
23,0.24858601,0.1208739,"('insincere', 'sincere')",0.6691776,0.61529696,2.5954292,2.491797,1.104693,1.0998142,6.4273996,6.3555603,2.209057,2.1366684,-0.0723886
24,0.25883353,0.22499038,"('dishonest', 'honest')",0.33941916,0.342327,-0.5723807,-0.5857189,0.47355703,0.48402563,1.3285487,1.2862595,0.3655955,0.3503767,-0.0152188
25,-0.5782969,-0.54091257,"('egoistic', 'altruistic')",0.01349801,0.022830753,0.8491689,0.8524867,-0.6978115,-0.70135045,1.2081498,1.1751804,0.1589417,0.161647,0.0027053
26,-0.25933212,-0.24936768,"('hardhearted', 'benevolent')",1.7714696,1.6993008,0.19561388,0.065275975,0.17092319,0.07122426,1.7280515,1.6546865,0.7213452,0.648224,-0.0731212
27,-0.21957783,-0.15982144,"('hardhearted', 'softhearted')",-0.918538,-0.8779293,-0.34659544,-0.2829507,-0.220902,-0.18868196,1.2514848,1.1780778,-0.0908257,-0.0662611,0.0245646
28,-0.28789085,-0.5067368,"('disloyal', 'loyal')",0.6155169,0.45037356,0.7437764,0.53405607,-0.52913374,-0.67438316,1.5832798,1.4351747,0.4251097,0.2476969,-0.1774128
29,-0.32576776,-0.37669262,"('unfair', 'fair')",-0.43292782,-0.4306021,-0.9236492,-0.99213505,-0.4103889,-0.4443482,-0.45418173,-0.6121867,-0.5093831,-0.5711929,-0.0618098
30,0.9063904,0.8267378,"('intolerant', 'tolerant')",0.54235077,0.4855196,1.5803357,1.5121887,1.2595803,1.2559953,1.2738234,1.3718956,1.1124961,1.0904675,-0.0220286
31,-1.122779,-0.9644121,"('evil', 'good')",-0.6621064,-0.61067724,-3.1011457,-3.0239992,-2.1999264,-2.114251,-1.6756048,-1.7344021,-1.7523125,-1.6895483,0.0627642
32,1.111512,0.9272257,"('unkind', 'kind')",0.4798396,0.43135306,1.5236113,1.4690791,1.7843983,1.6803956,1.9953172,1.8690408,1.3789356,1.2754189,-0.1035167
33,0.34725407,0.3275298,"('wrong', 'right')",1.9268253,1.9566064,-0.4057297,-0.43231523,-0.22786534,-0.2443282,-0.93653864,-1.0368586,0.1407891,0.1141269,-0.0266622
34,0.23352292,0.39350554,"('mean', 'honorable')",0.8870105,0.97739303,1.297236,1.3758848,0.8226091,0.97319335,5.887908,6.0857396,1.8256573,1.9611433,0.135486
35,-0.8953641,-0.9423345,"('corrupt', 'incorrupt')",-0.25297636,-0.23302174,-2.642829,-2.6720858,-1.0445529,-1.1392643,-0.51607674,-0.75338155,-1.0703598,-1.1480176,-0.0776578
36,-0.7005902,-0.69431007,"('hostile', 'amicable')",0.93509555,0.83014387,-1.7490126,-1.8885894,-0.99740607,-1.0977248,-0.07427315,-0.22201271,-0.5172373,-0.6144987,-0.0972614
37,-0.0011845082,-0.04194601,"('fake', 'genuine')",-0.50032026,-0.5084448,0.7969561,0.7951852,0.37631434,0.3484164,0.7378076,0.59990686,0.2819147,0.2386235,-0.0432912
38,-0.055541493,-0.11395083,"('untruthful', 'truthful')",0.9905859,0.9804199,0.5555783,0.53035676,-0.3018542,-0.27456903,0.24336123,0.2005679,0.286426,0.2645649,-0.0218611
39,0.7893435,0.7663043,"('exploitative', 'cooperative')",0.9480439,0.9709294,0.849031,0.8116503,0.940442,0.95696265,0.40440673,0.38985407,0.7862535,0.7791401,-0.0071134
40,0.10048634,0.14971773,"('stingy', 'generous')",1.2834033,1.3169609,0.53641045,0.6750107,-0.5417515,-0.505939,-1.5750582,-1.6515257,-0.0393019,-0.0031551,0.0361468
41,0.10849107,0.14229842,"('unforgiving', 'forgiving')",1.0078052,0.9738698,0.42369688,0.40443292,0.2921362,0.40286317,0.09990386,0.14694913,0.3864066,0.4140827,0.0276761
42,1.6117748,1.6369399,"('unreliable', 'reliable')",1.2866275,1.3423096,1.2322112,1.3956108,1.4140775,1.4667629,-2.910463,-2.8590112,0.5268456,0.5965224,0.0696768
43,0.162525,0.17405343,"('irresponsible', 'responsible')",0.12554044,0.19025925,0.76162076,0.80862314,0.54642487,0.71317244,1.4546143,1.4999086,0.6101451,0.6772034,0.0670583
44,-0.18000245,-0.13237694,"('prejudiced', 'unprejudiced')",-0.6811905,-0.57310075,-0.43830633,-0.38983688,0.64222074,0.62324625,-1.5503069,-1.602889,-0.4415171,-0.4149915,0.0265256
45,-0.12778209,-0.0967007,"('incompetent', 'competent')",-0.8769398,-0.9570766,1.9573281,1.9641975,0.324008,0.34580666,-0.21238008,-0.16113378,0.2128468,0.2190186,0.0061718
46,0.2990931,0.24620351,"('uncompetitive', 'competitive')",0.043881968,0.023749337,3.5339365,3.5906541,0.5002886,0.5661355,-0.035422035,0.021890733,0.8683557,0.8897266,0.0213709
47,0.04213851,0.109152846,"('stupid', 'smart')",1.044291,1.0806584,1.8181022,1.7991695,1.1222303,1.2309248,4.9657054,5.132693,1.7984936,1.8705196,0.072026
48,-0.4368932,-0.4786178,"('unintelligent', 'intelligent')",-1.1075387,-1.1591688,-0.7254186,-0.77670276,-1.5259812,-1.568254,0.39206094,0.3734524,-0.6807541,-0.7218582,-0.0411041
49,-0.43144724,-0.37753928,"('unable', 'able')",-1.1421022,-1.0866637,0.39281934,0.45816076,-0.4012654,-0.3318079,-0.29542172,-0.18235663,-0.3754834,-0.3040413,0.0714421
50,0.25639424,0.20292708,"('clumsy', 'skillful')",0.9276961,0.9489558,1.2634571,1.3082038,0.6689563,0.5810642,0.36701235,0.30740026,0.6967032,0.6697103,-0.0269929
51,0.8180155,0.6115379,"('uneducated', 'educated')",-0.12685117,-0.22651082,2.0475414,1.9898527,0.69536424,0.48060298,1.0456586,0.9233994,0.8959457,0.7557765,-0.1401692
52,-0.2718208,-0.39039946,"('irrational', 'rational')",1.3601863,1.2866453,-0.19333145,-0.34848556,-0.5933897,-0.7179049,-0.049024418,-0.20916255,0.050524,-0.0758614,-0.1263854
53,-0.5537711,-0.52362055,"('uncreative', 'creative')",1.0999712,1.0591177,-0.20207928,-0.16744563,-0.462442,-0.44772527,1.3071525,1.2458801,0.2377663,0.2332413,-0.004525
54,0.13113466,0.022392064,"('incapable', 'capable')",0.86164474,0.86368597,0.35661495,0.28281265,0.61535496,0.5632652,1.2505816,1.1838726,0.6430662,0.5832057,-0.0598605
55,0.11521075,0.120141946,"('incompetent', 'clever')",-1.2578957,-1.3346844,1.6424339,1.6856424,0.016359191,0.09752697,0.3050583,0.40164396,0.1642333,0.1940542,0.0298209
56,1.0350506,0.9699832,"('impractical', 'practical')",0.84335905,0.86413383,1.5600382,1.5497876,1.6034508,1.6856683,-0.038018048,0.015550735,1.0007761,1.0170247,0.0162486
57,-0.26616514,-0.34127352,"('unimaginative', 'imaginative')",-0.06272355,-0.10953063,-0.056563776,-0.06876065,-0.032967202,-0.07545509,-2.3080077,-2.3236363,-0.5452855,-0.5837312,-0.0384457
58,0.0958454,0.06945112,"('undiscriminating', 'discriminating')",1.3608291,1.2737606,0.30491656,0.24829867,0.478847,0.41708854,0.18219224,0.17772907,0.4845261,0.4372656,-0.0472605
59,-0.31225926,-0.35685396,"('foolish', 'wise')",1.241943,1.2526541,-1.1703833,-1.2494285,-0.34226537,-0.35801098,-0.0023853676,-0.067110285,-0.1170701,-0.1557499,-0.0386798
60,0.7600067,0.76531255,"('inefficient', 'efficient')",-0.6303305,-0.6257603,2.9390433,2.9430487,1.4007162,1.4667487,0.04561852,0.22702861,0.9030108,0.9552757,0.0522649
61,0.16878311,0.10269898,"('illogical', 'logical')",1.619609,1.5831373,1.4101002,1.3136382,0.34598315,0.32659984,0.5359869,0.42659232,0.8160925,0.7505333,-0.0655592
62,0.62657344,0.66216695,"('incompetent', 'brilliant')",-0.07018142,0.011404008,2.156028,2.2695758,0.3052157,0.4576462,0.3770564,0.54113656,0.6789384,0.7883859,0.1094475
63,0.5892957,0.6070628,"('unperceptive', 'insightful')",0.8646276,0.8237156,2.8891954,2.9952466,0.41716132,0.5306539,1.1844409,1.3259162,1.1889442,1.2565191,0.0675749
64,-0.00730145,-0.055362526,"('shy', 'confident')",0.27752674,0.29599145,0.81447864,0.779943,0.31580895,0.33654168,-6.3477426,-6.362121,-0.9894459,-1.0010015,-0.0115556
