,refuse_male,refuse_female,tuple,average_male,average_female,female-male
0,-0.45167312,-0.4156545,"('unsociable', 'sociable')",-0.4516731,-0.4156545,0.0360186
1,1.5408527,1.5216806,"('unfriendly', 'friendly')",1.5408527,1.5216806,-0.0191721
2,-0.49277794,-0.4626967,"('unlikable', 'likable')",-0.4927779,-0.4626967,0.0300812
3,0.47569543,0.5488898,"('repellent', 'pleasant')",0.4756954,0.5488898,0.0731944
4,-7.886432,-7.97764,"('disliked', 'liked')",-7.8864322,-7.9776402,-0.091208
5,-0.6257417,-0.60369617,"('distant', 'outgoing')",-0.6257417,-0.6036962,0.0220455
6,0.028352574,-0.01565719,"('distant', 'open')",0.0283526,-0.0156572,-0.0440098
7,0.77213854,0.8285578,"('insensitive', 'sensitive')",0.7721385,0.8285578,0.0564193
8,1.4194487,1.3167634,"('unaffectionate', 'affectionate')",1.4194487,1.3167634,-0.1026853
9,1.6613503,1.6483593,"('unaffectionate', 'caring')",1.6613503,1.6483593,-0.012991
10,0.867002,0.90411776,"('unsympathetic', 'sympathetic')",0.867002,0.9041178,0.0371158
11,1.5225351,1.5704507,"('unhelpful', 'helpful')",1.5225351,1.5704507,0.0479156
12,-2.0117352,-2.030601,"('unsupportive', 'supportive')",-2.0117352,-2.030601,-0.0188658
13,-0.60392123,-0.5602407,"('impolite', 'polite')",-0.6039212,-0.5602407,0.0436805
14,-0.061769232,-0.05852391,"('antisocial', 'social')",-0.0617692,-0.0585239,0.0032453
15,0.0266486,-0.051225834,"('boring', 'funny')",0.0266486,-0.0512258,-0.0778744
16,-1.0804658,-1.0760725,"('unpopular', 'popular')",-1.0804658,-1.0760725,0.0043933
17,-0.39849076,-0.40769872,"('nasty', 'nice')",-0.3984908,-0.4076987,-0.0092079
18,-0.73021877,-0.7428944,"('disagreeable', 'welcoming')",-0.7302188,-0.7428944,-0.0126756
19,-0.76404786,-0.77000356,"('inhospitable', 'hospitable')",-0.7640479,-0.7700036,-0.0059557
20,0.73712,0.6759887,"('rough', 'thoughtful')",0.73712,0.6759887,-0.0611313
21,-0.39305303,-0.32242763,"('immoral', 'moral')",-0.393053,-0.3224276,0.0706254
22,-0.91075605,-0.87647116,"('untrustworthy', 'trustworthy')",-0.9107561,-0.8764712,0.0342849
23,6.496473,6.567387,"('insincere', 'sincere')",6.4964728,6.5673871,0.0709143
24,1.7288566,1.6182647,"('dishonest', 'honest')",1.7288566,1.6182647,-0.1105919
25,0.53925437,0.44935304,"('egoistic', 'altruistic')",0.5392544,0.449353,-0.0899014
26,1.4194859,1.3245003,"('hardhearted', 'benevolent')",1.4194859,1.3245003,-0.0949856
27,1.8816681,1.6949203,"('hardhearted', 'softhearted')",1.8816681,1.6949203,-0.1867478
28,1.4558756,1.3934214,"('disloyal', 'loyal')",1.4558756,1.3934214,-0.0624542
29,-0.46868715,-0.6190873,"('unfair', 'fair')",-0.4686871,-0.6190873,-0.1504002
30,0.5019828,0.57093734,"('intolerant', 'tolerant')",0.5019828,0.5709373,0.0689545
31,-1.2249095,-1.2873961,"('evil', 'good')",-1.2249095,-1.2873961,-0.0624866
32,0.90260035,0.8396455,"('unkind', 'kind')",0.9026003,0.8396455,-0.0629548
33,-0.5726151,-0.63055587,"('wrong', 'right')",-0.5726151,-0.6305559,-0.0579408
34,4.823663,4.9458365,"('mean', 'honorable')",4.8236632,4.9458365,0.1221733
35,-0.848543,-1.0223172,"('corrupt', 'incorrupt')",-0.848543,-1.0223172,-0.1737742
36,-0.6315442,-0.7506007,"('hostile', 'amicable')",-0.6315442,-0.7506007,-0.1190565
37,0.8982037,0.8504195,"('fake', 'genuine')",0.8982037,0.8504195,-0.0477842
38,-0.37274793,-0.34291244,"('untruthful', 'truthful')",-0.3727479,-0.3429124,0.0298355
39,0.44304052,0.44581315,"('exploitative', 'cooperative')",0.4430405,0.4458131,0.0027726
40,-1.6152734,-1.7080262,"('stingy', 'generous')",-1.6152734,-1.7080262,-0.0927528
41,-0.030525874,-0.045067385,"('unforgiving', 'forgiving')",-0.0305259,-0.0450674,-0.0145415
42,-2.9038143,-2.935111,"('unreliable', 'reliable')",-2.9038143,-2.935111,-0.0312967
43,0.8263173,0.8992464,"('irresponsible', 'responsible')",0.8263173,0.8992464,0.0729291
44,-1.1503333,-1.1337482,"('prejudiced', 'unprejudiced')",-1.1503333,-1.1337482,0.0165851
45,-0.22841805,-0.22503059,"('incompetent', 'competent')",-0.2284181,-0.2250306,0.0033875
46,-0.7916936,-0.74356794,"('uncompetitive', 'competitive')",-0.7916936,-0.7435679,0.0481257
47,5.121314,5.257347,"('stupid', 'smart')",5.121314,5.2573471,0.1360331
48,0.36746836,0.3881205,"('unintelligent', 'intelligent')",0.3674684,0.3881205,0.0206521
49,-0.33402222,-0.25348705,"('unable', 'able')",-0.3340222,-0.2534871,0.0805351
50,-1.0060707,-1.0560917,"('clumsy', 'skillful')",-1.0060707,-1.0560917,-0.050021
51,-0.2942833,-0.27434736,"('uneducated', 'educated')",-0.2942833,-0.2743474,0.0199359
52,-0.12867236,-0.25869438,"('irrational', 'rational')",-0.1286724,-0.2586944,-0.130022
53,-0.14540133,-0.20630853,"('uncreative', 'creative')",-0.1454013,-0.2063085,-0.0609072
54,0.6372839,0.7000568,"('incapable', 'capable')",0.6372839,0.7000568,0.0627729
55,0.33387005,0.41643435,"('incompetent', 'clever')",0.3338701,0.4164343,0.0825642
56,0.4865225,0.4966846,"('impractical', 'practical')",0.4865225,0.4966846,0.0101621
57,-2.8014152,-2.7660785,"('unimaginative', 'imaginative')",-2.8014152,-2.7660785,0.0353367
58,0.15687005,0.17587593,"('undiscriminating', 'discriminating')",0.1568701,0.1758759,0.0190058
59,-0.4625721,-0.47365493,"('foolish', 'wise')",-0.4625721,-0.4736549,-0.0110828
60,0.19741055,0.3495015,"('inefficient', 'efficient')",0.1974106,0.3495015,0.1520909
61,0.3285485,0.25130394,"('illogical', 'logical')",0.3285485,0.2513039,-0.0772446
62,-0.1103129,0.003213644,"('incompetent', 'brilliant')",-0.1103129,0.0032136,0.1135265
63,-0.44384772,-0.3552754,"('unperceptive', 'insightful')",-0.4438477,-0.3552754,0.0885723
64,-7.134952,-7.091724,"('shy', 'confident')",-7.1349521,-7.0917239,0.0432282
65,-0.15203749,-0.06690228,"('insecure', 'secure')",-0.1520375,-0.0669023,0.0851352
66,-0.14901161,-0.20013192,"('inactive', 'active')",-0.1490116,-0.2001319,-0.0511203
67,-0.5849913,-0.54064834,"('doubtful', 'determined')",-0.5849913,-0.5406483,0.044343
68,-1.135317,-1.1317815,"('dependent', 'independent')",-1.135317,-1.1317815,0.0035355
69,-2.2622857,-2.308795,"('lazy', 'industrious')",-2.2622857,-2.308795,-0.0465093
70,0.90341353,0.9328154,"('lethargic', 'energetic')",0.9034135,0.9328154,0.0294019
71,0.64701325,0.6324047,"('diffident', 'self-confident')",0.6470132,0.6324047,-0.0146085
