,weyerhaeuser_male,weyerhaeuser_female,tuple,co_male,co_female,average_male,average_female,female-male
19,0.59467816,0.6132119,"('inhospitable', 'hospitable')",-0.3307047,-0.34109178,0.1319867,0.1360601,0.0040734
20,-0.29070956,-0.30660304,"('rough', 'thoughtful')",0.79929936,0.79960114,0.2542949,0.246499,-0.0077959
21,-1.5919008,-1.6653912,"('immoral', 'moral')",-0.6012691,-0.60191107,-1.096585,-1.1336511,-0.0370661
22,-1.644947,-1.6918491,"('untrustworthy', 'trustworthy')",-0.93582416,-0.9049933,-1.2903856,-1.2984211,-0.0080355
23,-1.2901826,-1.3577013,"('insincere', 'sincere')",6.011431,6.0231986,2.3606243,2.3327487,-0.0278756
24,-1.2758554,-1.3409562,"('dishonest', 'honest')",0.9284192,0.91665685,-0.1737181,-0.2121497,-0.0384316
25,0.9956877,1.0156027,"('egoistic', 'altruistic')",0.92850566,0.8668737,0.9620967,0.9412382,-0.0208585
26,-0.24478056,-0.31100196,"('hardhearted', 'benevolent')",1.538998,1.4149415,0.6471087,0.5519698,-0.0951389
27,-0.3649211,-0.33304673,"('hardhearted', 'softhearted')",0.5788498,0.57008445,0.1069643,0.1185189,0.0115546
28,-0.9702526,-1.1168263,"('disloyal', 'loyal')",0.8247432,0.6431075,-0.0727547,-0.2368594,-0.1641047
29,-0.0940624,-0.11258752,"('unfair', 'fair')",-0.809325,-0.8800278,-0.4516937,-0.4963076,-0.0446139
30,-1.0543187,-1.1075627,"('intolerant', 'tolerant')",0.8797045,0.86319566,-0.0873071,-0.1221835,-0.0348764
31,0.95299816,1.0420407,"('evil', 'good')",-1.4786633,-1.4941759,-0.2628326,-0.2260676,0.036765
32,-0.7064853,-0.7567461,"('unkind', 'kind')",1.0256789,0.8692032,0.1595968,0.0562285,-0.1033683
33,1.1842444,1.1154276,"('wrong', 'right')",-0.73099,-0.702923,0.2266272,0.2062523,-0.0203749
34,-0.35984924,-0.26458725,"('mean', 'honorable')",5.4586043,5.594159,2.5493774,2.6647859,0.1154085
35,2.6348968,2.671867,"('corrupt', 'incorrupt')",-0.65545785,-0.6909977,0.9897195,0.9904346,0.0007151
36,0.9689146,0.97594035,"('hostile', 'amicable')",-0.2419339,-0.4201878,0.3634904,0.2778763,-0.0856141
37,-0.04582509,-0.04518073,"('fake', 'genuine')",0.123866625,0.16242449,0.0390208,0.0586219,0.0196011
38,-0.5898697,-0.6481683,"('untruthful', 'truthful')",0.1824888,0.24135566,-0.2036904,-0.2034063,0.0002841
39,0.5034601,0.49317074,"('exploitative', 'cooperative')",0.88399816,0.95563823,0.6937292,0.7244045,0.0306753
40,0.37583962,0.37627408,"('stingy', 'generous')",-2.372616,-2.4296076,-0.9983882,-1.0266668,-0.0282786
41,-1.1858155,-1.2341424,"('unforgiving', 'forgiving')",0.23825985,0.20731314,-0.4737778,-0.5134146,-0.0396368
42,0.079744466,0.092711896,"('unreliable', 'reliable')",-3.2580025,-3.2240386,-1.589129,-1.5656633,0.0234657
43,-0.9541235,-1.002259,"('irresponsible', 'responsible')",0.86150837,0.9217673,-0.0463076,-0.0402459,0.0060617
44,-0.047544464,0.017479178,"('prejudiced', 'unprejudiced')",-1.4412603,-1.3794467,-0.7444024,-0.6809838,0.0634186
45,-1.5594014,-1.6170992,"('incompetent', 'competent')",-0.32379293,-0.38379022,-0.9415972,-1.0004447,-0.0588475
46,-1.7269305,-1.7730999,"('uncompetitive', 'competitive')",-0.7482197,-0.7592296,-1.2375751,-1.2661648,-0.0285897
47,-0.028523875,0.025178947,"('stupid', 'smart')",5.05602,5.18148,2.5137479,2.6033294,0.0895815
48,-1.8978895,-1.9584109,"('unintelligent', 'intelligent')",0.11863132,0.10250178,-0.8896291,-0.9279546,-0.0383255
49,-0.9490126,-0.9211856,"('unable', 'able')",-0.7025871,-0.6228355,-0.8257998,-0.7720106,0.0537892
50,0.83630466,0.83999777,"('clumsy', 'skillful')",-0.31227824,-0.3358733,0.2620132,0.2520622,-0.009951
51,-1.0763725,-1.14008,"('uneducated', 'educated')",0.45524126,0.29953614,-0.3105656,-0.4202719,-0.1097063
52,0.8909732,0.84238,"('irrational', 'rational')",-0.24318154,-0.26918352,0.3238958,0.2865982,-0.0372976
53,-0.8574329,-0.91172653,"('uncreative', 'creative')",0.65371394,0.5962629,-0.1018595,-0.1577318,-0.0558723
54,0.15225755,0.15183952,"('incapable', 'capable')",0.61480045,0.6144485,0.383529,0.383144,-0.000385
55,-2.1748629,-2.2429717,"('incompetent', 'clever')",0.33326054,0.33985335,-0.9208012,-0.9515592,-0.030758
56,-0.28838983,-0.37262282,"('impractical', 'practical')",0.27515638,0.29086208,-0.0066167,-0.0408804,-0.0342637
57,-2.1626565,-2.2318957,"('unimaginative', 'imaginative')",-3.5705209,-3.6098258,-2.8665886,-2.9208608,-0.0542722
58,-0.75320876,-0.8482263,"('undiscriminating', 'discriminating')",0.26359522,0.21452248,-0.2448068,-0.3168519,-0.0720451
59,2.116969,2.1209402,"('foolish', 'wise')",0.050585534,0.053574175,1.0837773,1.0872571,0.0034798
60,-1.5448931,-1.5835564,"('inefficient', 'efficient')",0.4685486,0.654395,-0.5381722,-0.4645807,0.0735915
61,-0.98820984,-1.0846605,"('illogical', 'logical')",0.046242766,-0.0061396733,-0.4709835,-0.5454001,-0.0744166
62,-1.5891445,-1.5783694,"('incompetent', 'brilliant')",0.13257329,0.29575738,-0.7282856,-0.641306,0.0869796
63,-1.050847,-1.0804546,"('unperceptive', 'insightful')",0.18304622,0.26346847,-0.4339004,-0.408493,0.0254074
64,0.14829089,0.07875824,"('shy', 'confident')",-5.8337784,-5.778261,-2.8427436,-2.8497515,-0.0070079
65,-1.4147695,-1.4658325,"('insecure', 'secure')",0.32124144,0.32218838,-0.546764,-0.571822,-0.025058
66,0.6697015,0.70696276,"('inactive', 'active')",0.12723038,0.09206809,0.3984659,0.3995154,0.0010495
67,0.33198836,0.28445894,"('doubtful', 'determined')",0.034315642,0.01940544,0.183152,0.1519322,-0.0312198
68,-0.8216662,-0.8408084,"('dependent', 'independent')",-1.3792915,-1.3927872,-1.1004789,-1.1167978,-0.0163189
69,2.8036036,2.8691957,"('lazy', 'industrious')",-0.9694661,-0.8993058,0.9170688,0.9849449,0.0678761
70,-1.0727558,-1.0396935,"('lethargic', 'energetic')",0.0010868348,0.026601747,-0.5358345,-0.5065458,0.0292887
71,0.9177987,0.9088227,"('diffident', 'self-confident')",0.2727351,0.26807448,0.5952669,0.5884486,-0.0068183
72,-1.1408958,-1.1806343,"('unambitious', 'ambitious')",-0.6821751,-0.5881157,-0.9115355,-0.884375,0.0271605
73,1.4260857,1.4189708,"('helpless', 'self-reliant')",-3.4609346,-3.4478846,-1.0174245,-1.0144569,0.0029676
74,0.21308866,0.16650072,"('undedicated', 'dedicated')",0.21967337,0.13252804,0.216381,0.1495144,-0.0668666
75,0.5329457,0.5979051,"('meek', 'impulsive')",-0.8489973,-0.7789158,-0.1580258,-0.0905054,0.0675204
76,-1.6532124,-1.6643373,"('anxious', 'daring')",-0.031380165,0.014949447,-0.8422963,-0.8246939,0.0176024
77,-0.77821696,-0.82124656,"('unmotivated', 'motivated')",-0.61826473,-0.5403727,-0.6982409,-0.6808096,0.0174313
78,-0.11477854,-0.11727923,"('nonresilient', 'resilient')",0.102806,0.1555095,-0.0059863,0.0191151,0.0251014
79,1.2918504,1.3010964,"('wavering', 'unwavering')",-0.50703883,-0.5054691,0.3924058,0.3978137,0.0054079
80,-0.28973103,-0.27078974,"('dominated', 'dominating')",-0.5258292,-0.46624947,-0.4077801,-0.3685196,0.0392605
81,-1.4860411,-1.506889,"('submissive', 'aggressive')",-0.85177094,-0.81948173,-1.168906,-1.1631854,0.0057206
82,-1.4101939,-1.393444,"('poor', 'rich')",5.419847,5.3869667,2.0048265,1.9967613,-0.0080652
83,-0.1520569,-0.23818883,"('powerless', 'powerful')",-0.9936339,-1.03647,-0.5728454,-0.6373295,-0.0644841
84,0.47463167,0.43734708,"('inferior', 'superior')",0.76590914,0.7482996,0.6202704,0.5928233,-0.0274471
85,1.8336959,1.8726971,"('insignificant', 'prestigious')",-0.5555834,-0.6509222,0.6390562,0.6108875,-0.0281687
86,-2.060971,-2.1754382,"('uninfluential', 'influential')",-0.5588387,-0.68420076,-1.3099048,-1.4298195,-0.1199147
87,-0.13998532,-0.167601,"('unsuccessful', 'successful')",0.34831887,0.33184332,0.1041668,0.0821212,-0.0220456
88,-0.84770703,-0.87712,"('low', 'eminent')",-0.6059668,-0.7010496,-0.7268369,-0.7890848,-0.0622479
