,huntington_male,huntington_female,tuple,bancshares_male,bancshares_female,inc_male,inc_female,average_male,average_female,female-male
0,0.6786913,0.5885755,"('unsociable', 'sociable')",-0.33411232,-0.43090865,0.023663282,-0.12874025,0.1227474,0.0096422,-0.1131052
1,-0.033133056,-0.01751468,"('unfriendly', 'friendly')",-1.672876,-1.7344121,1.7667226,1.5369084,0.0202378,-0.0716728,-0.0919106
2,0.58746886,0.66514707,"('unlikable', 'likable')",0.8115292,0.8894952,0.60885155,0.68975395,0.6692832,0.7481321,0.0788489
3,0.7445385,0.8116583,"('repellent', 'pleasant')",-0.13811357,-0.05557577,0.062252477,0.20620428,0.2228925,0.3207623,0.0978698
4,-1.1669686,-1.153962,"('disliked', 'liked')",0.43105352,0.45690462,-5.982567,-6.002106,-2.239494,-2.2330545,0.0064395
5,-1.1167129,-1.0773565,"('distant', 'outgoing')",-0.87771064,-0.8190597,-0.40391403,-0.44157344,-0.7994459,-0.7793299,0.020116
6,-1.2210563,-1.1744552,"('distant', 'open')",-0.7434137,-0.7282606,0.20788847,0.12136097,-0.5855272,-0.5937849,-0.0082577
7,1.9103683,1.9132582,"('insensitive', 'sensitive')",-0.59671664,-0.5439727,0.88354146,0.92676604,0.7323977,0.7653505,0.0329528
8,0.3412869,0.38162756,"('unaffectionate', 'affectionate')",-1.8132648,-1.7624449,0.4898287,0.34208298,-0.3273831,-0.3462448,-0.0188617
9,0.9818141,1.0132084,"('unaffectionate', 'caring')",-1.721383,-1.7030406,1.1031858,1.0526462,0.1212056,0.120938,-0.0002676
10,1.6480274,1.6337311,"('unsympathetic', 'sympathetic')",-1.4515933,-1.4822232,0.3648822,0.3491041,0.1871055,0.1668707,-0.0202348
11,0.031098075,0.032674402,"('unhelpful', 'helpful')",-1.2020949,-1.1541513,2.1189146,2.1814923,0.3159726,0.3533385,0.0373659
12,1.6485844,1.670602,"('unsupportive', 'supportive')",-0.82606214,-0.7541145,-1.349238,-1.3019626,-0.1755719,-0.1284917,0.0470802
13,0.33888853,0.21073665,"('impolite', 'polite')",0.23900004,0.1986321,0.06647376,0.030553851,0.2147874,0.1466409,-0.0681465
14,0.751191,0.7372712,"('antisocial', 'social')",0.2726205,0.34189847,-0.42739475,-0.33714524,0.1988056,0.2473415,0.0485359
15,-0.74965596,-0.8021196,"('boring', 'funny')",-0.04454707,-0.05898451,0.32788867,0.34827703,-0.1554381,-0.1709424,-0.0155043
16,-0.97708064,-0.90878594,"('unpopular', 'popular')",-0.2133252,-0.18019103,0.45526245,0.4894356,-0.2450478,-0.1998471,0.0452007
17,0.45520258,0.48947668,"('nasty', 'nice')",-0.54317814,-0.40128008,-0.4035104,-0.32122362,-0.1638287,-0.0776757,0.086153
18,0.73175335,0.69901717,"('disagreeable', 'welcoming')",-0.8858564,-0.84798104,-0.3530425,-0.41029134,-0.1690485,-0.1864184,-0.0173699
19,-0.123910986,-0.08473609,"('inhospitable', 'hospitable')",-0.95269966,-0.8994076,-0.28650188,-0.29741567,-0.4543709,-0.4271865,0.0271844
20,0.794374,0.83753026,"('rough', 'thoughtful')",-0.12888858,-0.03533033,1.3623685,1.3609667,0.6759513,0.7210555,0.0451042
21,0.619151,0.57699174,"('immoral', 'moral')",0.24490155,0.22987582,-0.5006872,-0.44517615,0.1211218,0.1205638,-0.000558
22,0.41331708,0.3979772,"('untrustworthy', 'trustworthy')",-0.058877707,-0.05868415,-0.9997946,-0.994112,-0.2151184,-0.218273,-0.0031546
23,1.5521226,1.5598122,"('insincere', 'sincere')",-1.7662705,-1.7846991,5.494205,5.4816656,1.760019,1.7522596,-0.0077594
24,1.1922452,1.1502569,"('dishonest', 'honest')",-0.71168524,-0.7707678,0.99184656,0.9648446,0.4908022,0.4481112,-0.042691
