,consolidated_male,consolidated_female,tuple,edison_male,edison_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.7086398,-0.72797894,"('unsociable', 'sociable')",-0.9558258,-0.9991149,-0.6513463,-0.7807784,-0.7719374,-0.8359574,-0.06402
1,-0.45760742,-0.50433,"('unfriendly', 'friendly')",1.1774966,1.1686316,1.548456,1.4157692,0.756115,0.6933569,-0.0627581
2,0.49926123,0.533718,"('unlikable', 'likable')",0.40694532,0.45795575,0.6521548,0.7097307,0.5194538,0.5671348,0.047681
3,-0.870598,-0.726302,"('repellent', 'pleasant')",-1.5545545,-1.3996592,0.21731515,0.23399696,-0.7359458,-0.6306548,0.105291
4,0.29004812,0.17942828,"('disliked', 'liked')",0.49267924,0.39255053,-5.785438,-5.860547,-1.6675703,-1.7628562,-0.0952859
5,0.3328498,0.22012055,"('distant', 'outgoing')",0.79443043,0.81608844,-0.3764425,-0.38714918,0.2502792,0.2163533,-0.0339259
6,-0.40157822,-0.46501887,"('distant', 'open')",0.59482586,0.6732125,0.10114968,0.06080194,0.0981324,0.0896652,-0.0084672
7,0.3202141,0.34380773,"('insensitive', 'sensitive')",-0.035134178,-0.02617364,0.7551555,0.6728768,0.3467451,0.3301703,-0.0165748
8,-0.14552909,-0.09691173,"('unaffectionate', 'affectionate')",0.7870648,0.80361414,0.36546782,0.27175117,0.3356678,0.3261512,-0.0095166
9,0.35716617,0.35414654,"('unaffectionate', 'caring')",0.8151334,0.82585514,0.877051,0.77461976,0.6831169,0.6515405,-0.0315764
10,-0.5949818,-0.42387503,"('unsympathetic', 'sympathetic')",-1.2448928,-1.1810608,-0.101918876,-0.15966028,-0.6472645,-0.5881987,0.0590658
11,-0.18018696,-0.1041626,"('unhelpful', 'helpful')",-0.51284087,-0.5151259,2.087898,2.1395552,0.4649567,0.5067556,0.0417989
12,0.87472445,0.99446094,"('unsupportive', 'supportive')",0.28859574,0.41234297,-1.4089983,-1.4354466,-0.0818927,-0.0095476,0.0723451
13,-0.65443987,-0.66154283,"('impolite', 'polite')",-0.43379736,-0.47102755,-0.4802795,-0.50163674,-0.5228389,-0.5447357,-0.0218968
14,0.19284092,0.2242496,"('antisocial', 'social')",-0.26402155,-0.25872472,-0.44989005,-0.5074344,-0.1736902,-0.1806365,-0.0069463
15,0.6270541,0.47580466,"('boring', 'funny')",1.2723559,1.0782626,0.48964494,0.44700494,0.7963517,0.6670241,-0.1293276
16,-1.0257262,-1.1518717,"('unpopular', 'popular')",-0.873387,-0.93156314,0.04963526,-0.012980208,-0.6164926,-0.698805,-0.0823124
17,0.17759764,0.10409975,"('nasty', 'nice')",0.027916886,0.06428393,-0.26435712,-0.19806881,-0.0196142,-0.009895,0.0097192
18,0.09399344,0.14754337,"('disagreeable', 'welcoming')",-0.19616958,-0.14726847,-0.5574752,-0.66187674,-0.2198838,-0.2205339,-0.0006501
19,0.61448205,0.57504964,"('inhospitable', 'hospitable')",-0.35720417,-0.33825034,0.16321132,0.22001114,0.1401631,0.1522701,0.012107
20,-0.66906273,-0.66493696,"('rough', 'thoughtful')",-0.99026924,-1.042793,0.97398424,0.91312516,-0.2284493,-0.2648683,-0.036419
21,-0.09228726,-0.020896183,"('immoral', 'moral')",-0.26461235,-0.29414403,-0.40228328,-0.42734826,-0.253061,-0.2474628,0.0055982
22,-0.3197146,-0.26983684,"('untrustworthy', 'trustworthy')",-1.111994,-1.1672179,-1.0257051,-1.1065,-0.8191379,-0.8478516,-0.0287137
23,-0.0013520941,0.04580016,"('insincere', 'sincere')",-1.0023797,-0.99753654,5.6492286,5.532568,1.5484989,1.5269438,-0.0215551
24,0.7228075,0.7849634,"('dishonest', 'honest')",-0.11466771,-0.08566033,0.7488239,0.62999684,0.4523212,0.4431,-0.0092212
25,-0.07914026,-0.106277004,"('egoistic', 'altruistic')",0.90843993,0.8884678,1.0565158,1.0292709,0.6286052,0.6038206,-0.0247846
26,1.7988232,1.7860531,"('hardhearted', 'benevolent')",3.854139,3.824204,1.7005556,1.6000632,2.4511725,2.4034402,-0.0477323
27,-0.4409813,-0.4169378,"('hardhearted', 'softhearted')",0.6504221,0.66954815,1.3375634,1.1977731,0.5156681,0.4834611,-0.032207
28,0.74073446,0.62899536,"('disloyal', 'loyal')",-0.31797463,-0.46436974,0.9713703,0.8269514,0.46471,0.3305257,-0.1341843
29,-0.68528616,-0.7687826,"('unfair', 'fair')",-1.5838282,-1.6050017,-0.5277744,-0.6537115,-0.9322963,-1.0091653,-0.076869
30,0.8282668,0.88479364,"('intolerant', 'tolerant')",-0.090263754,-0.08012189,1.2657344,1.1526021,0.6679125,0.6524246,-0.0154879
31,-0.053135656,-0.08237482,"('evil', 'good')",0.40030968,0.50196165,-1.3891233,-1.4283746,-0.3473164,-0.3362626,0.0110538
32,0.39742297,0.35684714,"('unkind', 'kind')",0.0104185715,-0.070393845,1.1862732,1.0371802,0.5313716,0.4412111,-0.0901605
33,0.41196996,0.3247133,"('wrong', 'right')",1.1832938,1.0500917,-0.5835892,-0.6690201,0.3372248,0.2352616,-0.1019632
34,0.2701348,0.31019026,"('mean', 'honorable')",0.3000237,0.47091183,5.8535714,5.9184585,2.1412433,2.2331869,0.0919436
35,-0.017337589,-0.2974123,"('corrupt', 'incorrupt')",-0.018464383,-0.21208178,-0.03959933,-0.18770616,-0.0251338,-0.2324001,-0.2072663
36,0.18187079,-0.024324317,"('hostile', 'amicable')",1.0843652,0.96197563,0.16617525,-0.01703709,0.4774704,0.3068714,-0.170599
37,0.24365926,0.28466117,"('fake', 'genuine')",-0.24380942,-0.22762617,0.51299435,0.5173984,0.1709481,0.1914778,0.0205297
38,0.6171745,0.6326519,"('untruthful', 'truthful')",0.0034184866,0.050428774,0.13859902,0.1400889,0.253064,0.2743899,0.0213259
39,1.9889888,1.963559,"('exploitative', 'cooperative')",-0.032434486,0.0064351372,0.092192866,0.07132341,0.6829157,0.6804392,-0.0024765
40,1.1605321,1.201912,"('stingy', 'generous')",0.6000058,0.6353633,-1.2936028,-1.4536306,0.155645,0.1278816,-0.0277634
41,0.03421466,0.06562413,"('unforgiving', 'forgiving')",-0.43048906,-0.38500416,0.019506354,-0.1391891,-0.1255893,-0.1528564,-0.0272671
42,0.64647746,0.68466145,"('unreliable', 'reliable')",-0.42623052,-0.4853431,-2.7603476,-2.7986617,-0.8467002,-0.8664478,-0.0197476
43,-0.7002036,-0.61370987,"('irresponsible', 'responsible')",-0.691349,-0.60700023,0.33613166,0.32444936,-0.351807,-0.2987536,0.0530534
44,-1.2443655,-1.2339336,"('prejudiced', 'unprejudiced')",-0.8791397,-0.89239275,-1.6765523,-1.6501672,-1.2666858,-1.2588312,0.0078546
45,-1.4319715,-1.3101625,"('incompetent', 'competent')",-1.4450105,-1.3526195,-0.70286155,-0.8033359,-1.1932813,-1.1553727,0.0379086
46,-0.20483898,-0.0816444,"('uncompetitive', 'competitive')",-0.9236691,-0.85379213,-0.28285098,-0.30940303,-0.470453,-0.4149465,0.0555065
47,-0.47266445,-0.3725946,"('stupid', 'smart')",0.039924815,0.15862869,5.0947437,5.1499853,1.5540013,1.6453398,0.0913385
48,-0.406862,-0.3241155,"('unintelligent', 'intelligent')",0.054567635,0.047317296,0.43705556,0.40126553,0.0282537,0.0414891,0.0132354
49,-1.2502137,-1.2209401,"('unable', 'able')",-0.80884737,-0.7455406,-0.7470484,-0.63900197,-0.9353698,-0.8684942,0.0668756
50,-0.10916064,-0.18321416,"('clumsy', 'skillful')",-0.94035697,-1.0642642,0.157213,0.07568587,-0.2974349,-0.3905975,-0.0931626
51,0.25487223,0.31197706,"('uneducated', 'educated')",-0.7066089,-0.79572415,1.1752654,1.0938476,0.2411762,0.2033668,-0.0378094
52,0.5556925,0.38874346,"('irrational', 'rational')",0.012918875,-0.14322692,-0.3423105,-0.49290198,0.0754336,-0.0824618,-0.1578954
53,0.036241345,-0.006296633,"('uncreative', 'creative')",0.44054392,0.3572287,0.58349186,0.48989385,0.3534257,0.2802753,-0.0731504
54,-0.734703,-0.7329245,"('incapable', 'capable')",-0.9960258,-1.0049529,0.719342,0.74723977,-0.337129,-0.3302125,0.0069165
55,-1.1048598,-0.91903996,"('incompetent', 'clever')",-0.74862736,-0.6743622,-0.2203477,-0.24725322,-0.6912783,-0.6135518,0.0777265
56,0.8764953,0.8732127,"('impractical', 'practical')",0.49325615,0.4674779,-0.12099373,-0.100373566,0.4162526,0.413439,-0.0028136
57,-0.39038792,-0.32538325,"('unimaginative', 'imaginative')",0.055877607,0.016604662,-2.3631725,-2.3868194,-0.8992276,-0.8985326,0.000695
58,0.73850983,0.76537406,"('undiscriminating', 'discriminating')",0.8196529,0.8608308,0.38085908,0.34251845,0.6463406,0.6562411,0.0099005
59,0.7885776,0.7068789,"('foolish', 'wise')",0.5156457,0.43176305,0.24050039,0.20375985,0.5149079,0.4474672,-0.0674407
60,-0.7601658,-0.6461401,"('inefficient', 'efficient')",-0.51078737,-0.36989748,-0.2197517,-0.12537393,-0.4969016,-0.3804705,0.1164311
61,-0.42637172,-0.49688685,"('illogical', 'logical')",-0.17218305,-0.3130747,0.0673192,-0.05697148,-0.1770785,-0.2889777,-0.1118992
62,-0.44621664,-0.33732674,"('incompetent', 'brilliant')",-0.4493295,-0.3105602,-0.07865648,0.034362044,-0.3247342,-0.2045083,0.1202259
63,0.22414082,0.29311982,"('unperceptive', 'insightful')",-0.40906507,-0.36369854,0.9490487,0.9940092,0.2547082,0.3078101,0.0531019
64,0.19445375,0.19770318,"('shy', 'confident')",-0.8988004,-0.9409225,-6.36043,-6.344551,-2.3549255,-2.3625902,-0.0076647
65,-0.33824873,-0.32008424,"('insecure', 'secure')",-0.39002308,-0.5131578,-0.45934835,-0.5144638,-0.3958734,-0.4492353,-0.0533619
66,-0.2472586,-0.32121244,"('inactive', 'active')",-0.18546927,-0.20493098,0.9613327,0.9274246,0.1762016,0.1337604,-0.0424412
67,1.0697271,0.9995487,"('doubtful', 'determined')",-0.3094597,-0.32150218,-0.6959996,-0.66371065,0.0214226,0.0047786,-0.016644
68,-0.63600296,-0.6597793,"('dependent', 'independent')",-0.7861628,-0.8993525,-0.28210786,-0.33032274,-0.5680912,-0.6298182,-0.061727
69,0.14826524,-0.009882078,"('lazy', 'industrious')",0.99102664,0.93188244,-0.6913698,-0.684295,0.1493074,0.0792351,-0.0700723
70,-0.19010377,-0.064690396,"('lethargic', 'energetic')",-1.1424472,-1.0134063,0.6567689,0.6575253,-0.2252607,-0.1401904,0.0850703
71,1.4064465,1.3192972,"('diffident', 'self-confident')",0.8902055,0.9076961,0.4787643,0.40410334,0.9251387,0.8770322,-0.0481065
