,anadarko_male,anadarko_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.25842,-1.3063618,"('unsociable', 'sociable')",0.8218159,0.68880254,-0.0030876435,-0.12467328,-0.1465639,-0.2474109,-0.100847
1,-0.4922281,-0.7188328,"('unfriendly', 'friendly')",1.0472908,0.8380104,0.42803806,0.36547405,0.3277003,0.1615505,-0.1661498
2,0.7101317,0.75047493,"('unlikable', 'likable')",1.5080686,1.4825833,0.72720176,0.7590387,0.9818006,0.9973656,0.015565
3,-0.42161757,-0.3448297,"('repellent', 'pleasant')",-0.0026538288,-0.029711377,1.2229208,1.2705995,0.2662165,0.2986861,0.0324696
4,0.04315122,-0.0075947912,"('disliked', 'liked')",-0.26614985,-0.3515252,-6.574843,-6.4676437,-2.2659472,-2.2755879,-0.0096407
5,-0.042214736,-0.10686089,"('distant', 'outgoing')",-1.1102152,-1.0458589,-1.3752333,-1.2826802,-0.8425544,-0.8118,0.0307544
6,-0.21027347,-0.2916296,"('distant', 'open')",-1.3320537,-1.313218,-1.5544205,-1.4839846,-1.0322492,-1.0296108,0.0026384
7,-0.38501924,-0.38706902,"('insensitive', 'sensitive')",1.1124029,1.0888757,0.6705999,0.65851825,0.4659945,0.4534416,-0.0125529
8,-0.18236436,-0.32529473,"('unaffectionate', 'affectionate')",-0.04487943,-0.11547902,-0.027970076,-0.060871735,-0.0850713,-0.1672152,-0.0821439
9,-0.6669976,-0.8049414,"('unaffectionate', 'caring')",0.2912418,0.21609962,0.5087564,0.47150832,0.0443335,-0.0391112,-0.0834447
10,-1.2644191,-1.2827774,"('unsympathetic', 'sympathetic')",-0.01179684,-0.14429614,-0.2662485,-0.31663442,-0.5141548,-0.581236,-0.0670812
11,-0.91884255,-0.8967943,"('unhelpful', 'helpful')",0.7862799,0.74169147,1.7130591,1.6754264,0.5268321,0.5067745,-0.0200576
12,-0.64631695,-0.62987566,"('unsupportive', 'supportive')",0.9092793,0.8817712,-1.7409582,-1.6899816,-0.4926653,-0.479362,0.0133033
13,-1.7882806,-1.7275593,"('impolite', 'polite')",0.5084323,0.51406103,-0.5295589,-0.5652079,-0.6031357,-0.5929021,0.0102336
14,-0.7300414,-0.6094484,"('antisocial', 'social')",1.8284937,1.8362043,0.7330531,0.6360076,0.6105018,0.6209211,0.0104193
15,1.200439,1.0744594,"('boring', 'funny')",0.27897564,0.18934752,0.25681362,0.16997288,0.5787427,0.4779266,-0.1008161
16,-0.34168646,-0.479561,"('unpopular', 'popular')",-0.72264063,-0.7960392,0.118046194,0.069881484,-0.315427,-0.4019063,-0.0864793
