,twine_male,twine_female,tuple,average_male,average_female,female-male
0,0.016306376,-0.2358166,"('unsociable', 'sociable')",0.0163064,-0.2358166,-0.252123
1,0.10188004,0.030064385,"('unfriendly', 'friendly')",0.10188,0.0300644,-0.0718156
2,0.3146271,0.23144567,"('unlikable', 'likable')",0.3146271,0.2314457,-0.0831814
3,-0.61346745,-0.5420415,"('repellent', 'pleasant')",-0.6134675,-0.5420415,0.071426
4,-2.8583646,-2.9326322,"('disliked', 'liked')",-2.8583646,-2.9326322,-0.0742676
5,-0.5642277,-0.38199723,"('distant', 'outgoing')",-0.5642277,-0.3819972,0.1822305
6,-0.65890986,-0.4726033,"('distant', 'open')",-0.6589099,-0.4726033,0.1863066
7,-0.4645334,-0.31612772,"('insensitive', 'sensitive')",-0.4645334,-0.3161277,0.1484057
8,0.35722542,0.3621643,"('unaffectionate', 'affectionate')",0.3572254,0.3621643,0.0049389
9,-0.021933116,0.056419447,"('unaffectionate', 'caring')",-0.0219331,0.0564194,0.0783525
10,-0.51518184,-0.6552407,"('unsympathetic', 'sympathetic')",-0.5151818,-0.6552407,-0.1400589
11,0.43944734,0.3882646,"('unhelpful', 'helpful')",0.4394473,0.3882646,-0.0511827
12,-1.0292655,-0.980817,"('unsupportive', 'supportive')",-1.0292655,-0.980817,0.0484485
13,-0.63437986,-0.8040316,"('impolite', 'polite')",-0.6343799,-0.8040316,-0.1696517
14,0.17636412,0.01723126,"('antisocial', 'social')",0.1763641,0.0172313,-0.1591328
15,0.9497691,0.74003005,"('boring', 'funny')",0.9497691,0.7400301,-0.209739
16,-0.26462287,-0.28551114,"('unpopular', 'popular')",-0.2646229,-0.2855111,-0.0208882
17,-0.3138619,-0.25625205,"('nasty', 'nice')",-0.3138619,-0.2562521,0.0576098
18,-1.2444136,-1.149131,"('disagreeable', 'welcoming')",-1.2444136,-1.1491309,0.0952827
19,-0.16953965,-0.18864329,"('inhospitable', 'hospitable')",-0.1695396,-0.1886433,-0.0191037
20,-0.11687032,-0.048084002,"('rough', 'thoughtful')",-0.1168703,-0.048084,0.0687863
21,-0.3424455,-0.48668978,"('immoral', 'moral')",-0.3424455,-0.4866898,-0.1442443
22,-0.81995165,-0.8458633,"('untrustworthy', 'trustworthy')",-0.8199517,-0.8458633,-0.0259116
23,2.1861134,2.1621556,"('insincere', 'sincere')",2.1861134,2.1621556,-0.0239578
24,-0.4381472,-0.41414496,"('dishonest', 'honest')",-0.4381472,-0.414145,0.0240022
25,0.63754,0.7495702,"('egoistic', 'altruistic')",0.63754,0.7495702,0.1120302
26,0.9123943,0.61807156,"('hardhearted', 'benevolent')",0.9123943,0.6180716,-0.2943227
27,-0.015467549,0.2078088,"('hardhearted', 'softhearted')",-0.0154675,0.2078088,0.2232763
28,0.08093475,-0.055185597,"('disloyal', 'loyal')",0.0809347,-0.0551856,-0.1361203
29,-0.728295,-0.74164957,"('unfair', 'fair')",-0.728295,-0.7416496,-0.0133546
30,0.31393132,0.14473581,"('intolerant', 'tolerant')",0.3139313,0.1447358,-0.1691955
31,-0.9005326,-0.76828223,"('evil', 'good')",-0.9005326,-0.7682822,0.1322504
32,0.83195925,0.5785558,"('unkind', 'kind')",0.8319592,0.5785558,-0.2534034
33,0.16916203,0.007764792,"('wrong', 'right')",0.169162,0.0077648,-0.1613972
34,2.3110912,2.6588218,"('mean', 'honorable')",2.3110912,2.6588218,0.3477306
35,-0.34702212,-0.25052276,"('corrupt', 'incorrupt')",-0.3470221,-0.2505228,0.0964993
36,0.05016576,-0.03976284,"('hostile', 'amicable')",0.0501658,-0.0397628,-0.0899286
37,0.23412605,0.26634842,"('fake', 'genuine')",0.234126,0.2663484,0.0322224
38,0.09809503,0.09561542,"('untruthful', 'truthful')",0.098095,0.0956154,-0.0024796
39,0.44662502,0.42681077,"('exploitative', 'cooperative')",0.446625,0.4268108,-0.0198142
40,-1.6908494,-1.6372141,"('stingy', 'generous')",-1.6908494,-1.6372141,0.0536353
41,-0.006387911,-0.08405879,"('unforgiving', 'forgiving')",-0.0063879,-0.0840588,-0.0776709
42,-1.561957,-1.6827172,"('unreliable', 'reliable')",-1.561957,-1.6827172,-0.1207602
43,-0.12200217,-0.21949226,"('irresponsible', 'responsible')",-0.1220022,-0.2194923,-0.0974901
44,-0.93604124,-0.9265044,"('prejudiced', 'unprejudiced')",-0.9360412,-0.9265044,0.0095368
45,-0.6183355,-0.7330106,"('incompetent', 'competent')",-0.6183355,-0.7330106,-0.1146751
46,-0.7748847,-1.0169374,"('uncompetitive', 'competitive')",-0.7748847,-1.0169374,-0.2420527
47,2.4862833,2.6544292,"('stupid', 'smart')",2.4862833,2.6544292,0.1681459
48,-0.430484,-0.49065524,"('unintelligent', 'intelligent')",-0.430484,-0.4906552,-0.0601712
49,-0.40261263,-0.3543023,"('unable', 'able')",-0.4026126,-0.3543023,0.0483103
50,-0.13682197,-0.20654345,"('clumsy', 'skillful')",-0.136822,-0.2065434,-0.0697214
51,-0.16880386,-0.40900865,"('uneducated', 'educated')",-0.1688039,-0.4090087,-0.2402048
52,-0.12124701,-0.2468807,"('irrational', 'rational')",-0.121247,-0.2468807,-0.1256337
53,-0.797622,-0.8793169,"('uncreative', 'creative')",-0.797622,-0.8793169,-0.0816949
54,-0.44435447,-0.57667494,"('incapable', 'capable')",-0.4443545,-0.5766749,-0.1323204
55,-0.29652196,-0.363536,"('incompetent', 'clever')",-0.296522,-0.363536,-0.067014
56,0.9910419,0.7213428,"('impractical', 'practical')",0.9910419,0.7213428,-0.2696991
57,-1.7405577,-2.100536,"('unimaginative', 'imaginative')",-1.7405577,-2.1005361,-0.3599784
58,0.13935995,0.01169578,"('undiscriminating', 'discriminating')",0.13936,0.0116958,-0.1276642
59,-0.28690106,-0.2547092,"('foolish', 'wise')",-0.2869011,-0.2547092,0.0321919
60,0.079872325,0.13299416,"('inefficient', 'efficient')",0.0798723,0.1329942,0.0531219
61,-0.44980457,-0.63058746,"('illogical', 'logical')",-0.4498046,-0.6305875,-0.1807829
62,-0.4468148,-0.45712578,"('incompetent', 'brilliant')",-0.4468148,-0.4571258,-0.010311
63,-0.292955,-0.33470067,"('unperceptive', 'insightful')",-0.292955,-0.3347007,-0.0417457
64,-3.3555517,-3.5433273,"('shy', 'confident')",-3.3555517,-3.5433273,-0.1877756
65,0.2438193,0.08008225,"('insecure', 'secure')",0.2438193,0.0800823,-0.163737
66,-1.5127364,-1.5810912,"('inactive', 'active')",-1.5127364,-1.5810912,-0.0683548
67,0.13284609,-0.07507253,"('doubtful', 'determined')",0.1328461,-0.0750725,-0.2079186
68,-0.97617483,-0.9634819,"('dependent', 'independent')",-0.9761748,-0.9634819,0.0126929
69,-0.23297909,-0.11242056,"('lazy', 'industrious')",-0.2329791,-0.1124206,0.1205585
70,-0.81741995,-0.80333793,"('lethargic', 'energetic')",-0.8174199,-0.8033379,0.014082
71,1.1999938,1.253863,"('diffident', 'self-confident')",1.1999938,1.253863,0.0538692
72,-0.6376095,-0.7435144,"('unambitious', 'ambitious')",-0.6376095,-0.7435144,-0.1059049
73,-1.320435,-1.2379634,"('helpless', 'self-reliant')",-1.320435,-1.2379634,0.0824716
74,-0.1091174,-0.20458318,"('undedicated', 'dedicated')",-0.1091174,-0.2045832,-0.0954658
75,-0.93492126,-0.89198136,"('meek', 'impulsive')",-0.9349213,-0.8919814,0.0429399
76,-0.5776834,-0.6564491,"('anxious', 'daring')",-0.5776834,-0.6564491,-0.0787657
77,-1.1336248,-1.1161962,"('unmotivated', 'motivated')",-1.1336248,-1.1161962,0.0174286
78,0.0934207,0.17108501,"('nonresilient', 'resilient')",0.0934207,0.171085,0.0776643
79,-0.27204958,-0.22768287,"('wavering', 'unwavering')",-0.2720496,-0.2276829,0.0443667
80,-0.40766877,-0.48635772,"('dominated', 'dominating')",-0.4076688,-0.4863577,-0.0786889
81,-0.6104945,-0.8536348,"('submissive', 'aggressive')",-0.6104945,-0.8536348,-0.2431403
82,1.9788722,2.0388567,"('poor', 'rich')",1.9788722,2.0388567,0.0599845
83,-0.2550177,-0.4315935,"('powerless', 'powerful')",-0.2550177,-0.4315935,-0.1765758
84,0.36670336,0.3892646,"('inferior', 'superior')",0.3667034,0.3892646,0.0225612
85,-0.3639242,-0.30438173,"('insignificant', 'prestigious')",-0.3639242,-0.3043817,0.0595425
86,-0.50542235,-0.8409293,"('uninfluential', 'influential')",-0.5054224,-0.8409293,-0.3355069
87,0.1253944,-0.06485491,"('unsuccessful', 'successful')",0.1253944,-0.0648549,-0.1902493
88,-0.55431116,-0.7394629,"('low', 'eminent')",-0.5543112,-0.7394629,-0.1851517
