,usher_male,usher_female,tuple,average_male,average_female,female-male
0,-0.27858803,-0.20001528,"('unsociable', 'sociable')",-0.278588,-0.2000153,0.0785727
1,1.1598382,1.127483,"('unfriendly', 'friendly')",1.1598382,1.127483,-0.0323552
2,-0.02169922,0.0696441,"('unlikable', 'likable')",-0.0216992,0.0696441,0.0913433
3,0.79517287,0.8778805,"('repellent', 'pleasant')",0.7951729,0.8778805,0.0827076
4,-7.078759,-7.232895,"('disliked', 'liked')",-7.0787592,-7.2328949,-0.1541357
5,-0.5383144,-0.5251568,"('distant', 'outgoing')",-0.5383144,-0.5251568,0.0131576
6,0.06251088,-0.012746353,"('distant', 'open')",0.0625109,-0.0127464,-0.0752573
7,0.8208861,0.9059546,"('insensitive', 'sensitive')",0.8208861,0.9059546,0.0850685
8,1.1684093,1.050936,"('unaffectionate', 'affectionate')",1.1684093,1.050936,-0.1174733
9,1.292336,1.2971382,"('unaffectionate', 'caring')",1.292336,1.2971382,0.0048022
10,0.8704624,0.96587515,"('unsympathetic', 'sympathetic')",0.8704624,0.9658751,0.0954127
11,0.9907292,1.0470113,"('unhelpful', 'helpful')",0.9907292,1.0470113,0.0562821
12,-1.9521567,-1.9306467,"('unsupportive', 'supportive')",-1.9521567,-1.9306467,0.02151
13,-0.33728725,-0.23636426,"('impolite', 'polite')",-0.3372872,-0.2363643,0.1009229
14,0.19008575,0.20203231,"('antisocial', 'social')",0.1900858,0.2020323,0.0119465
15,0.1839937,0.1290701,"('boring', 'funny')",0.1839937,0.1290701,-0.0549236
16,-0.66044056,-0.64724433,"('unpopular', 'popular')",-0.6604406,-0.6472443,0.0131963
17,-0.20941027,-0.16325158,"('nasty', 'nice')",-0.2094103,-0.1632516,0.0461587
18,-0.21583155,-0.21205348,"('disagreeable', 'welcoming')",-0.2158315,-0.2120535,0.003778
19,-0.9183913,-0.9612103,"('inhospitable', 'hospitable')",-0.9183913,-0.9612103,-0.042819
20,0.8947506,0.8414716,"('rough', 'thoughtful')",0.8947506,0.8414716,-0.053279
21,-0.5910041,-0.39627698,"('immoral', 'moral')",-0.5910041,-0.396277,0.1947271
22,-0.41275862,-0.33558694,"('untrustworthy', 'trustworthy')",-0.4127586,-0.3355869,0.0771717
23,5.737621,5.827809,"('insincere', 'sincere')",5.7376208,5.8278089,0.0901881
24,1.1809033,1.1661756,"('dishonest', 'honest')",1.1809033,1.1661756,-0.0147277
25,0.98125255,0.89358157,"('egoistic', 'altruistic')",0.9812526,0.8935816,-0.087671
26,1.1320333,0.98769385,"('hardhearted', 'benevolent')",1.1320333,0.9876938,-0.1443395
27,1.8286612,1.623904,"('hardhearted', 'softhearted')",1.8286612,1.623904,-0.2047572
28,0.85078895,0.84231514,"('disloyal', 'loyal')",0.850789,0.8423151,-0.0084739
29,-0.58781177,-0.7162496,"('unfair', 'fair')",-0.5878118,-0.7162496,-0.1284378
30,0.97168857,1.0572854,"('intolerant', 'tolerant')",0.9716886,1.0572854,0.0855968
31,-0.815514,-0.9159606,"('evil', 'good')",-0.815514,-0.9159606,-0.1004466
32,0.88438743,0.81055295,"('unkind', 'kind')",0.8843874,0.810553,-0.0738344
33,-0.46088678,-0.5177398,"('wrong', 'right')",-0.4608868,-0.5177398,-0.056853
34,4.1632094,4.317875,"('mean', 'honorable')",4.1632094,4.3178749,0.1546655
35,-0.37244612,-0.6348461,"('corrupt', 'incorrupt')",-0.3724461,-0.6348461,-0.2624
36,-0.35819972,-0.50090814,"('hostile', 'amicable')",-0.3581997,-0.5009081,-0.1427084
37,0.81116396,0.82060516,"('fake', 'genuine')",0.811164,0.8206052,0.0094412
38,-0.70926994,-0.63109934,"('untruthful', 'truthful')",-0.7092699,-0.6310993,0.0781706
39,0.47328764,0.48138237,"('exploitative', 'cooperative')",0.4732876,0.4813824,0.0080948
