,astrolabe_male,astrolabe_female,tuple,average_male,average_female,female-male
0,-0.4404544,-0.59755117,"('unsociable', 'sociable')",-0.4404544,-0.5975512,-0.1570968
1,0.06464199,-0.113570295,"('unfriendly', 'friendly')",0.064642,-0.1135703,-0.1782123
2,0.0752714,0.05142877,"('unlikable', 'likable')",0.0752714,0.0514288,-0.0238426
3,-0.72962767,-0.71585965,"('repellent', 'pleasant')",-0.7296277,-0.7158597,0.013768
4,-1.294068,-1.3998808,"('disliked', 'liked')",-1.294068,-1.3998808,-0.1058128
5,-1.3390267,-1.4118981,"('distant', 'outgoing')",-1.3390267,-1.4118981,-0.0728714
6,-1.3213255,-1.4232554,"('distant', 'open')",-1.3213255,-1.4232554,-0.1019299
7,-0.5595294,-0.5675282,"('insensitive', 'sensitive')",-0.5595294,-0.5675282,-0.0079988
8,0.2962744,0.18142049,"('unaffectionate', 'affectionate')",0.2962744,0.1814205,-0.1148539
9,-0.32518944,-0.447475,"('unaffectionate', 'caring')",-0.3251894,-0.447475,-0.1222856
10,-2.2670643,-2.263957,"('unsympathetic', 'sympathetic')",-2.2670643,-2.263957,0.0031073
11,-0.7877169,-0.7392814,"('unhelpful', 'helpful')",-0.7877169,-0.7392814,0.0484355
12,-1.5014615,-1.5212855,"('unsupportive', 'supportive')",-1.5014615,-1.5212855,-0.019824
13,-1.2354869,-1.273201,"('impolite', 'polite')",-1.2354869,-1.273201,-0.0377141
14,-0.692595,-0.6861322,"('antisocial', 'social')",-0.692595,-0.6861322,0.0064628
15,0.8181558,0.7490612,"('boring', 'funny')",0.8181558,0.7490612,-0.0690946
16,0.54978126,0.4386631,"('unpopular', 'popular')",0.5497813,0.4386631,-0.1111182
17,-0.17023565,-0.1657299,"('nasty', 'nice')",-0.1702356,-0.1657299,0.0045057
18,-0.04715296,-0.10794069,"('disagreeable', 'welcoming')",-0.047153,-0.1079407,-0.0607877
19,-1.3265085,-1.3800112,"('inhospitable', 'hospitable')",-1.3265085,-1.3800112,-0.0535027
20,0.6675053,0.6747013,"('rough', 'thoughtful')",0.6675053,0.6747013,0.007196
21,-0.4665093,-0.4559864,"('immoral', 'moral')",-0.4665093,-0.4559864,0.0105229
22,-0.7247416,-0.82125014,"('untrustworthy', 'trustworthy')",-0.7247416,-0.8212501,-0.0965085
23,0.79154545,0.76399505,"('insincere', 'sincere')",0.7915455,0.7639951,-0.0275504
24,-0.94181985,-0.9905205,"('dishonest', 'honest')",-0.9418198,-0.9905205,-0.0487007
25,1.1684966,1.1023941,"('egoistic', 'altruistic')",1.1684966,1.1023941,-0.0661025
26,1.1609658,1.0313294,"('hardhearted', 'benevolent')",1.1609658,1.0313294,-0.1296364
27,0.41008797,0.3155878,"('hardhearted', 'softhearted')",0.410088,0.3155878,-0.0945002
28,-0.6871125,-0.7921134,"('disloyal', 'loyal')",-0.6871125,-0.7921134,-0.1050009
29,-0.37916827,-0.42089164,"('unfair', 'fair')",-0.3791683,-0.4208916,-0.0417233
30,-0.71683276,-0.7226974,"('intolerant', 'tolerant')",-0.7168328,-0.7226974,-0.0058646
31,-0.10686135,-0.17461666,"('evil', 'good')",-0.1068614,-0.1746167,-0.0677553
32,-0.27047464,-0.35515416,"('unkind', 'kind')",-0.2704746,-0.3551542,-0.0846796
33,-0.44583791,-0.5298753,"('wrong', 'right')",-0.4458379,-0.5298753,-0.0840374
34,0.9072411,1.0532694,"('mean', 'honorable')",0.9072411,1.0532694,0.1460283
35,0.730563,0.6668668,"('corrupt', 'incorrupt')",0.730563,0.6668668,-0.0636962
36,1.1156468,0.9092785,"('hostile', 'amicable')",1.1156468,0.9092785,-0.2063683
37,-1.2106979,-1.1998361,"('fake', 'genuine')",-1.2106979,-1.1998361,0.0108618
38,-0.3628993,-0.4126262,"('untruthful', 'truthful')",-0.3628993,-0.4126262,-0.0497269
39,0.35089785,0.40678447,"('exploitative', 'cooperative')",0.3508978,0.4067845,0.0558867
40,-0.9378897,-0.98017466,"('stingy', 'generous')",-0.9378897,-0.9801747,-0.042285
41,-0.21849896,-0.3195915,"('unforgiving', 'forgiving')",-0.218499,-0.3195915,-0.1010925
42,-2.0001957,-2.0068753,"('unreliable', 'reliable')",-2.0001957,-2.0068753,-0.0066796
43,-1.6252542,-1.5782776,"('irresponsible', 'responsible')",-1.6252542,-1.5782776,0.0469766
44,-0.37288937,-0.2596236,"('prejudiced', 'unprejudiced')",-0.3728894,-0.2596236,0.1132658
45,-1.9742417,-1.9806651,"('incompetent', 'competent')",-1.9742417,-1.9806651,-0.0064234
46,-1.6723852,-1.6810316,"('uncompetitive', 'competitive')",-1.6723852,-1.6810316,-0.0086464
47,1.205042,1.2127904,"('stupid', 'smart')",1.205042,1.2127904,0.0077484
48,1.0885365,1.18201,"('unintelligent', 'intelligent')",1.0885365,1.1820101,0.0934736
49,-0.26529676,-0.18694484,"('unable', 'able')",-0.2652968,-0.1869448,0.078352
50,-0.025889874,-0.07248555,"('clumsy', 'skillful')",-0.0258899,-0.0724856,-0.0465957
51,-0.23903622,-0.2945572,"('uneducated', 'educated')",-0.2390362,-0.2945572,-0.055521
52,-0.023681993,-0.15420201,"('irrational', 'rational')",-0.023682,-0.154202,-0.13052
53,0.014939062,-0.18203896,"('uncreative', 'creative')",0.0149391,-0.182039,-0.1969781
54,0.10618992,0.011612721,"('incapable', 'capable')",0.1061899,0.0116127,-0.0945772
55,-0.5643979,-0.5219419,"('incompetent', 'clever')",-0.5643979,-0.5219419,0.042456
56,-0.5033767,-0.47756952,"('impractical', 'practical')",-0.5033767,-0.4775695,0.0258072
57,-1.6590326,-1.6780555,"('unimaginative', 'imaginative')",-1.6590326,-1.6780555,-0.0190229
58,0.37733817,0.34681058,"('undiscriminating', 'discriminating')",0.3773382,0.3468106,-0.0305276
59,0.20204404,0.17920777,"('foolish', 'wise')",0.202044,0.1792078,-0.0228362
60,-0.64682525,-0.57261884,"('inefficient', 'efficient')",-0.6468253,-0.5726188,0.0742065
61,-0.09504022,-0.23373012,"('illogical', 'logical')",-0.0950402,-0.2337301,-0.1386899
62,-0.7084878,-0.5804773,"('incompetent', 'brilliant')",-0.7084878,-0.5804773,0.1280105
63,-0.23008667,-0.23546802,"('unperceptive', 'insightful')",-0.2300867,-0.235468,-0.0053813
64,-2.3214686,-2.3503559,"('shy', 'confident')",-2.3214686,-2.3503559,-0.0288873
65,-0.7869659,-0.7359649,"('insecure', 'secure')",-0.7869659,-0.7359649,0.051001
66,-0.9097158,-0.9291254,"('inactive', 'active')",-0.9097158,-0.9291254,-0.0194096
67,-0.61823183,-0.5601668,"('doubtful', 'determined')",-0.6182318,-0.5601668,0.058065
68,-0.29640558,-0.3081401,"('dependent', 'independent')",-0.2964056,-0.3081401,-0.0117345
69,0.23902062,0.22609869,"('lazy', 'industrious')",0.2390206,0.2260987,-0.0129219
70,-1.2507704,-1.2935114,"('lethargic', 'energetic')",-1.2507704,-1.2935114,-0.042741
71,0.42050642,0.426114,"('diffident', 'self-confident')",0.4205064,0.426114,0.0056076
72,0.045606393,0.08979051,"('unambitious', 'ambitious')",0.0456064,0.0897905,0.0441841
73,-0.9142142,-0.92323524,"('helpless', 'self-reliant')",-0.9142142,-0.9232352,-0.009021
74,-0.67855906,-0.785125,"('undedicated', 'dedicated')",-0.6785591,-0.785125,-0.1065659
75,0.30403215,0.32432464,"('meek', 'impulsive')",0.3040321,0.3243246,0.0202925
76,-0.6202336,-0.5425271,"('anxious', 'daring')",-0.6202336,-0.5425271,0.0777065
77,-0.41068417,-0.4259036,"('unmotivated', 'motivated')",-0.4106842,-0.4259036,-0.0152194
78,-0.5109171,-0.52840674,"('nonresilient', 'resilient')",-0.5109171,-0.5284067,-0.0174896
79,-0.19494897,-0.24377711,"('wavering', 'unwavering')",-0.194949,-0.2437771,-0.0488281
80,-0.78405946,-0.6950511,"('dominated', 'dominating')",-0.7840595,-0.6950511,0.0890084
81,-0.96857524,-0.86766666,"('submissive', 'aggressive')",-0.9685752,-0.8676667,0.1009085
82,0.8359823,0.8394722,"('poor', 'rich')",0.8359823,0.8394722,0.0034899
83,-0.20174775,-0.18913174,"('powerless', 'powerful')",-0.2017477,-0.1891317,0.012616
84,0.34094802,0.33095267,"('inferior', 'superior')",0.340948,0.3309527,-0.0099953
85,1.0719754,0.9893838,"('insignificant', 'prestigious')",1.0719754,0.9893838,-0.0825916
86,-0.7815685,-0.9201396,"('uninfluential', 'influential')",-0.7815685,-0.9201396,-0.1385711
87,-0.60322225,-0.57083935,"('unsuccessful', 'successful')",-0.6032223,-0.5708393,0.032383
88,0.16436993,0.14437991,"('low', 'eminent')",0.1643699,0.1443799,-0.01999
