,simon_male,simon_female,tuple,property_male,property_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,0.72704273,0.54110265,"('unsociable', 'sociable')",-0.4209335,-0.51189893,0.34890023,0.20240471,-0.821571,-0.9503278,-0.0416404,-0.1796798,-0.1380394
1,-0.5155652,-0.5178048,"('unfriendly', 'friendly')",-0.09692559,-0.17336519,0.056747787,-0.065248094,2.3039784,2.237446,0.4370589,0.370257,-0.0668019
2,1.1952384,1.3490095,"('unlikable', 'likable')",0.939592,1.0968063,1.7908462,1.8077158,0.52411234,0.6617596,1.1124473,1.2288227,0.1163754
3,0.47074354,0.5421131,"('repellent', 'pleasant')",-0.74315107,-0.68640834,0.8212332,0.832548,0.29450658,0.31385902,0.2108331,0.2505279,0.0396948
4,-0.35549822,-0.4701462,"('disliked', 'liked')",0.48811835,0.3617899,-0.16368626,-0.31621608,-6.8689046,-6.9302278,-1.7249926,-1.8387001,-0.1137075
5,-1.2829841,-1.1906867,"('distant', 'outgoing')",0.31075123,0.29884484,-0.7943543,-0.79433894,0.28139043,0.32196513,-0.3712992,-0.3410539,0.0302453
6,-1.3605869,-1.2194409,"('distant', 'open')",0.20192909,0.245398,-1.1442918,-1.1391888,0.848297,0.8933469,-0.3636631,-0.3049712,0.0586919
7,1.5923433,1.4584765,"('insensitive', 'sensitive')",0.5810917,0.61944574,0.44189298,0.47220513,1.1485571,1.0904831,0.9409713,0.9101527,-0.0308186
8,0.6452642,0.73619837,"('unaffectionate', 'affectionate')",0.56868994,0.57858217,0.4201117,0.38586462,1.4469568,1.3940265,0.7702557,0.7736679,0.0034122
9,1.1289197,1.0825826,"('unaffectionate', 'caring')",0.790397,0.7117625,0.51640946,0.43346545,1.5871902,1.5662658,1.0057291,0.9485191,-0.05721
10,1.160199,0.97520185,"('unsympathetic', 'sympathetic')",-0.9460895,-0.8924715,-0.07776092,-0.09460807,-0.529299,-0.57575536,-0.0982376,-0.1469083,-0.0486707
11,0.37217218,0.29298136,"('unhelpful', 'helpful')",-0.6439799,-0.67808086,-0.1847145,-0.18416403,1.5539011,1.6673164,0.2743447,0.2745132,0.0001685
12,2.2486267,2.116487,"('unsupportive', 'supportive')",1.0437083,1.0951107,1.2028662,1.2765188,-1.7534157,-1.7360308,0.6854464,0.6880214,0.002575
13,0.46329707,0.38008302,"('impolite', 'polite')",-0.43699786,-0.38772547,-0.19698498,-0.25183186,-0.49986482,-0.5100639,-0.1676376,-0.1923845,-0.0247469
14,1.8061334,1.7549556,"('antisocial', 'social')",1.0249556,1.0892777,1.3632165,1.3188095,-0.57970667,-0.68330634,0.9036497,0.8699342,-0.0337155
15,-0.2877913,-0.38570243,"('boring', 'funny')",0.22769117,0.13476858,-0.6122661,-0.7156263,0.60449845,0.57925546,-0.016967,-0.0968262,-0.0798592
16,-1.6226305,-1.5774696,"('unpopular', 'popular')",-0.72440314,-0.6341904,-0.5512544,-0.4811458,0.1779642,0.23704213,-0.6800809,-0.6139409,0.06614
17,0.26427877,0.3295309,"('nasty', 'nice')",0.11701609,0.1867424,-0.6529579,-0.65743047,-0.34985095,-0.2981667,-0.1553785,-0.109831,0.0455475
18,0.12623173,0.14805941,"('disagreeable', 'welcoming')",-0.45018008,-0.3484195,-0.6338902,-0.4927588,-0.32152927,-0.29289946,-0.319842,-0.2465046,0.0733374
19,-0.13153747,0.029858971,"('inhospitable', 'hospitable')",-0.5464074,-0.49054658,-1.4002616,-1.4263629,0.29148883,0.37622127,-0.4466794,-0.3777073,0.0689721
20,0.1873465,0.2022341,"('rough', 'thoughtful')",-0.29522204,-0.15279208,0.18957455,0.25668558,0.95053947,0.8596129,0.2580596,0.2914351,0.0333755
21,1.000229,0.9218052,"('immoral', 'moral')",0.028599903,0.03210845,0.14027637,0.19455458,-1.1610017,-1.1506062,0.0020259,-0.0005345,-0.0025604
22,0.889664,0.75751334,"('untrustworthy', 'trustworthy')",-1.1069831,-1.142944,0.7665887,0.70581895,-0.9552384,-1.0161238,-0.1014922,-0.1739339,-0.0724417
23,1.3395079,1.2194521,"('insincere', 'sincere')",-0.25053877,-0.29894155,0.4493856,0.42757574,6.059706,6.0150843,1.8995153,1.8407927,-0.0587226
24,0.8550898,0.85739595,"('dishonest', 'honest')",-0.73569155,-0.7454567,-0.50451744,-0.52186143,0.7939052,0.6917415,0.1021965,0.0704548,-0.0317417
25,-0.36685082,-0.25505692,"('egoistic', 'altruistic')",0.24909346,0.31601214,0.3521973,0.35887212,1.9034263,1.8570814,0.5344666,0.5692272,0.0347606
26,0.43787193,0.3373435,"('hardhearted', 'benevolent')",1.3428999,1.3472593,1.0558575,0.9949788,1.8094101,1.742094,1.1615099,1.1054189,-0.056091
27,0.34575945,0.31385198,"('hardhearted', 'softhearted')",-0.6589478,-0.5748538,-0.044550087,-0.023032803,1.7546486,1.6378325,0.3492275,0.3384495,-0.010778
28,-0.08847071,-0.17812188,"('disloyal', 'loyal')",0.38302648,0.23201597,0.30328,0.1857726,1.0501333,0.9065006,0.4119923,0.2865418,-0.1254505
29,-0.0033351062,0.046945147,"('unfair', 'fair')",-0.69378966,-0.7015372,-0.61484253,-0.6539736,-0.16439496,-0.29778594,-0.3690906,-0.4015879,-0.0324973
30,2.0299933,1.9151121,"('intolerant', 'tolerant')",0.59694946,0.65151083,0.52631235,0.41706225,0.90367234,0.87840635,1.0142318,0.9655229,-0.0487089
31,-1.4350511,-1.2670711,"('evil', 'good')",-0.92110133,-0.9679053,-1.231903,-1.2460124,-0.44422537,-0.48382327,-1.0080702,-0.991203,0.0168672
32,0.29284778,0.13707136,"('unkind', 'kind')",-0.582164,-0.5921844,0.35820425,0.26289392,0.8672692,0.7588571,0.2340393,0.1416595,-0.0923798
33,-0.89903367,-0.91038585,"('wrong', 'right')",0.61005545,0.5847477,0.04460974,0.019163191,-0.11560157,-0.17563412,-0.0899925,-0.1205273,-0.0305348
34,-0.396408,-0.26724288,"('mean', 'honorable')",-0.0038635507,0.124947794,-0.27460402,-0.18192229,6.1213055,6.2579737,1.3616074,1.4834391,0.1218317
35,-1.7476974,-1.7254553,"('corrupt', 'incorrupt')",-0.30036527,-0.41916734,-1.013449,-1.123567,0.49416333,0.31151548,-0.6418371,-0.7391685,-0.0973314
36,-1.9502591,-1.9418557,"('hostile', 'amicable')",0.3624371,0.21853001,-0.52756983,-0.6609921,0.82313997,0.65474766,-0.323063,-0.4323925,-0.1093295
37,0.65354437,0.58019906,"('fake', 'genuine')",-0.41558126,-0.422009,0.23045504,0.19431403,0.7314803,0.71726364,0.2999746,0.2674419,-0.0325327
38,0.07211158,0.009168917,"('untruthful', 'truthful')",-0.23070714,-0.26683575,-0.39208755,-0.4677334,-0.054094,-0.0013737604,-0.1511943,-0.1816935,-0.0304992
39,1.5212413,1.593009,"('exploitative', 'cooperative')",-0.11973076,-0.064351834,1.3290539,1.3274719,0.26372916,0.24558175,0.7485734,0.7754277,0.0268543
40,0.5341695,0.3764837,"('stingy', 'generous')",0.8950726,0.8890997,0.53331095,0.60664725,-1.5373689,-1.6156892,0.106296,0.0641354,-0.0421606
41,0.6446049,0.57631844,"('unforgiving', 'forgiving')",-0.33379897,-0.37751994,0.5823137,0.56783897,0.05370664,-0.02659019,0.2367066,0.1850118,-0.0516948
42,1.2278788,1.18451,"('unreliable', 'reliable')",0.8359322,0.9598557,1.2661635,1.3825742,-3.2995646,-3.1744025,0.0076025,0.0881343,0.0805318
43,1.707825,1.6656529,"('irresponsible', 'responsible')",0.42846224,0.581208,0.73346823,0.7783202,0.57190245,0.5743971,0.8604145,0.8998946,0.0394801
