,desire_male,desire_female,tuple,average_male,average_female,female-male
0,0.3160652,0.28664625,"('unsociable', 'sociable')",0.3160652,0.2866462,-0.029419
1,1.2686762,1.2252483,"('unfriendly', 'friendly')",1.2686762,1.2252483,-0.0434279
2,0.679173,0.8032722,"('unlikable', 'likable')",0.679173,0.8032722,0.1240992
3,1.2172601,1.3946543,"('repellent', 'pleasant')",1.2172601,1.3946543,0.1773942
4,-7.0456715,-6.9504747,"('disliked', 'liked')",-7.0456715,-6.9504747,0.0951968
5,-0.5932917,-0.51506615,"('distant', 'outgoing')",-0.5932917,-0.5150661,0.0782256
6,-0.29154307,-0.26180828,"('distant', 'open')",-0.2915431,-0.2618083,0.0297348
7,1.561716,1.6222198,"('insensitive', 'sensitive')",1.561716,1.6222198,0.0605038
8,0.8746878,0.78788656,"('unaffectionate', 'affectionate')",0.8746878,0.7878866,-0.0868012
9,1.2009403,1.212602,"('unaffectionate', 'caring')",1.2009403,1.212602,0.0116617
10,1.9331318,1.9666455,"('unsympathetic', 'sympathetic')",1.9331318,1.9666455,0.0335137
11,2.3347774,2.3264499,"('unhelpful', 'helpful')",2.3347774,2.3264499,-0.0083275
12,-1.0451163,-0.95579207,"('unsupportive', 'supportive')",-1.0451163,-0.9557921,0.0893242
13,0.51510453,0.47245374,"('impolite', 'polite')",0.5151045,0.4724537,-0.0426508
14,0.5227727,0.46456113,"('antisocial', 'social')",0.5227727,0.4645611,-0.0582116
15,0.20832434,0.21675034,"('boring', 'funny')",0.2083243,0.2167503,0.008426
16,-0.72616184,-0.5785701,"('unpopular', 'popular')",-0.7261618,-0.5785701,0.1475917
17,0.07552969,0.06381308,"('nasty', 'nice')",0.0755297,0.0638131,-0.0117166
18,-0.13160637,-0.10871369,"('disagreeable', 'welcoming')",-0.1316064,-0.1087137,0.0228927
19,-0.46542066,-0.38894853,"('inhospitable', 'hospitable')",-0.4654207,-0.3889485,0.0764722
20,1.0686957,0.93497604,"('rough', 'thoughtful')",1.0686957,0.934976,-0.1337197
21,0.7054347,0.8005111,"('immoral', 'moral')",0.7054347,0.8005111,0.0950764
22,0.25500008,0.18307507,"('untrustworthy', 'trustworthy')",0.2550001,0.1830751,-0.071925
23,6.891042,6.9716587,"('insincere', 'sincere')",6.8910422,6.9716587,0.0806165
24,2.4464364,2.448588,"('dishonest', 'honest')",2.4464364,2.4485879,0.0021515
25,0.46167123,0.28634787,"('egoistic', 'altruistic')",0.4616712,0.2863479,-0.1753233
26,0.008484922,-0.037937727,"('hardhearted', 'benevolent')",0.0084849,-0.0379377,-0.0464226
27,1.628733,1.5028883,"('hardhearted', 'softhearted')",1.628733,1.5028883,-0.1258447
28,1.3641636,1.3556705,"('disloyal', 'loyal')",1.3641636,1.3556705,-0.0084931
29,-0.37513933,-0.47703296,"('unfair', 'fair')",-0.3751393,-0.477033,-0.1018937
30,1.4488233,1.3639733,"('intolerant', 'tolerant')",1.4488233,1.3639733,-0.08485
31,-1.7393866,-1.7533108,"('evil', 'good')",-1.7393866,-1.7533108,-0.0139242
32,1.507949,1.4162883,"('unkind', 'kind')",1.507949,1.4162883,-0.0916607
33,-0.8318798,-0.8064761,"('wrong', 'right')",-0.8318798,-0.8064761,0.0254037
34,4.4542165,4.664378,"('mean', 'honorable')",4.4542165,4.6643782,0.2101617
35,-1.2132908,-1.3481317,"('corrupt', 'incorrupt')",-1.2132908,-1.3481317,-0.1348409
36,-1.5888755,-1.633953,"('hostile', 'amicable')",-1.5888755,-1.633953,-0.0450775
37,1.0883725,1.053127,"('fake', 'genuine')",1.0883725,1.0531271,-0.0352454
38,0.14501011,0.0688708,"('untruthful', 'truthful')",0.1450101,0.0688708,-0.0761393
39,0.048144247,0.103715524,"('exploitative', 'cooperative')",0.0481442,0.1037155,0.0555713
40,-1.0185635,-0.97451484,"('stingy', 'generous')",-1.0185635,-0.9745148,0.0440487
41,0.04954617,0.008843912,"('unforgiving', 'forgiving')",0.0495462,0.0088439,-0.0407023
42,-1.3658311,-1.2934906,"('unreliable', 'reliable')",-1.3658311,-1.2934906,0.0723405
43,1.7461087,1.698422,"('irresponsible', 'responsible')",1.7461087,1.698422,-0.0476867
44,-1.3353928,-1.5227491,"('prejudiced', 'unprejudiced')",-1.3353928,-1.5227491,-0.1873563
45,0.8163724,0.9217192,"('incompetent', 'competent')",0.8163724,0.9217192,0.1053468
46,0.07499319,0.1925605,"('uncompetitive', 'competitive')",0.0749932,0.1925605,0.1175673
47,5.459398,5.6496844,"('stupid', 'smart')",5.4593978,5.6496844,0.1902866
48,1.4672439,1.4644294,"('unintelligent', 'intelligent')",1.4672439,1.4644294,-0.0028145
49,0.2171563,0.388749,"('unable', 'able')",0.2171563,0.388749,0.1715927
50,0.2863196,0.43564618,"('clumsy', 'skillful')",0.2863196,0.4356462,0.1493266
51,1.1677458,1.2065296,"('uneducated', 'educated')",1.1677458,1.2065296,0.0387838
52,-0.69396603,-0.64768463,"('irrational', 'rational')",-0.693966,-0.6476846,0.0462814
53,0.61945933,0.6163102,"('uncreative', 'creative')",0.6194593,0.6163102,-0.0031491
54,1.1319805,1.2818825,"('incapable', 'capable')",1.1319805,1.2818825,0.149902
55,1.711673,1.7395911,"('incompetent', 'clever')",1.711673,1.7395911,0.0279181
56,1.0774167,1.1480637,"('impractical', 'practical')",1.0774167,1.1480637,0.070647
57,-2.1605992,-2.0057752,"('unimaginative', 'imaginative')",-2.1605992,-2.0057752,0.154824
58,-0.22038858,-0.16451731,"('undiscriminating', 'discriminating')",-0.2203886,-0.1645173,0.0558713
59,-0.19028825,-0.032106318,"('foolish', 'wise')",-0.1902882,-0.0321063,0.1581819
60,1.2167275,1.2555364,"('inefficient', 'efficient')",1.2167275,1.2555364,0.0388089
61,0.5750881,0.5060826,"('illogical', 'logical')",0.5750881,0.5060826,-0.0690055
62,2.1233275,2.2600472,"('incompetent', 'brilliant')",2.1233275,2.2600472,0.1367197
63,1.336287,1.5036753,"('unperceptive', 'insightful')",1.336287,1.5036753,0.1673883
64,-5.1397753,-5.066131,"('shy', 'confident')",-5.1397753,-5.0661311,0.0736442
65,1.389173,1.4090626,"('insecure', 'secure')",1.389173,1.4090626,0.0198896
66,-0.16547258,-0.12048669,"('inactive', 'active')",-0.1654726,-0.1204867,0.0449859
67,-0.79312456,-0.75923276,"('doubtful', 'determined')",-0.7931246,-0.7592328,0.0338918
68,-0.11025107,-0.027189247,"('dependent', 'independent')",-0.1102511,-0.0271892,0.0830619
69,-1.9763619,-2.0063198,"('lazy', 'industrious')",-1.9763619,-2.0063198,-0.0299579
70,1.9359523,2.0472417,"('lethargic', 'energetic')",1.9359523,2.0472417,0.1112894
71,0.27441558,0.45739672,"('diffident', 'self-confident')",0.2744156,0.4573967,0.1829811
72,1.1105858,1.1410342,"('unambitious', 'ambitious')",1.1105858,1.1410342,0.0304484
73,-3.0415015,-2.9320245,"('helpless', 'self-reliant')",-3.0415015,-2.9320245,0.109477
74,0.54743916,0.49708074,"('undedicated', 'dedicated')",0.5474392,0.4970807,-0.0503585
75,-0.8347135,-0.74260044,"('meek', 'impulsive')",-0.8347135,-0.7426004,0.0921131
76,1.5057769,1.4642509,"('anxious', 'daring')",1.5057769,1.4642509,-0.041526
77,-0.60157037,-0.5440298,"('unmotivated', 'motivated')",-0.6015704,-0.5440298,0.0575406
78,-0.32614616,-0.30083323,"('nonresilient', 'resilient')",-0.3261462,-0.3008332,0.025313
79,-0.32387626,-0.23984025,"('wavering', 'unwavering')",-0.3238763,-0.2398403,0.084036
80,0.4423955,0.40772006,"('dominated', 'dominating')",0.4423955,0.4077201,-0.0346754
81,0.9832736,1.0425625,"('submissive', 'aggressive')",0.9832736,1.0425625,0.0592889
82,6.4058523,6.729733,"('poor', 'rich')",6.4058523,6.729733,0.3238807
