,whole_male,whole_female,tuple,foods_male,foods_female,market_male,market_female,inc_male,inc_female,average_male,average_female,female-male
0,0.15516719,0.056377992,"('unsociable', 'sociable')",0.119000226,-0.08487351,1.626575,1.5416425,-0.4334114,-0.5390485,0.3668328,0.2435246,-0.1233082
1,-0.2116032,-0.1907898,"('unfriendly', 'friendly')",0.23644838,0.20534796,-0.54137075,-0.5995857,2.5240974,2.3517432,0.501893,0.4416789,-0.0602141
2,0.55915606,0.47610044,"('unlikable', 'likable')",0.19188385,0.07773277,0.18562081,0.16681704,0.38595328,0.4908917,0.3306535,0.3028855,-0.027768
3,-2.1595273,-1.989998,"('repellent', 'pleasant')",-2.061645,-2.053163,0.37066662,0.5806077,0.021492677,0.22636159,-0.9572533,-0.8090479,0.1482054
4,0.1549389,0.21632783,"('disliked', 'liked')",1.1356858,1.1990579,0.029135842,0.12940127,-6.152089,-6.2112985,-1.2080822,-1.1666279,0.0414543
5,0.33815312,0.3962723,"('distant', 'outgoing')",1.0465399,1.1458097,-1.1164546,-1.1347522,0.5033116,0.41095176,0.1928875,0.2045704,0.0116829
6,0.9728921,0.9852702,"('distant', 'open')",1.3928522,1.4986743,-0.5877562,-0.5993022,0.9810926,0.867855,0.6897702,0.6881243,-0.0016459
7,-0.23926736,-0.23751616,"('insensitive', 'sensitive')",-0.98916477,-1.0372648,0.7744451,0.8749214,0.9334826,0.98671675,0.1198739,0.1467143,0.0268404
8,0.0438335,0.009435279,"('unaffectionate', 'affectionate')",0.42398173,0.4014324,-1.0469056,-1.1498026,1.052112,0.91829395,0.1182554,0.0448398,-0.0734156
9,0.72758067,0.7409367,"('unaffectionate', 'caring')",0.40871692,0.36689472,-0.542029,-0.60768765,1.6317347,1.6280835,0.5565008,0.5320568,-0.024444
10,-0.8271041,-0.90666515,"('unsympathetic', 'sympathetic')",-1.5256463,-1.7423775,0.27140433,0.3381921,-0.43077594,-0.36478505,-0.6280305,-0.6689089,-0.0408784
11,-0.14093113,-0.056675114,"('unhelpful', 'helpful')",-0.4937721,-0.5296223,0.42162272,0.5046311,2.1379054,2.2489805,0.4812062,0.5418285,0.0606223
12,0.5408808,0.6671141,"('unsupportive', 'supportive')",0.34382102,0.35667402,0.21965562,0.3621311,-1.5390117,-1.5098196,-0.1086636,-0.0309751,0.0776885
13,0.6412669,0.6045579,"('impolite', 'polite')",0.043677192,-0.0939379,1.598597,1.4852495,-0.3158425,-0.29433805,0.4919247,0.4253829,-0.0665418
14,-1.0639122,-1.0069491,"('antisocial', 'social')",-0.9511486,-1.094975,1.063094,1.091989,-0.7849855,-0.7001628,-0.4342381,-0.4275244,0.0067137
15,1.0317042,0.90944856,"('boring', 'funny')",0.9351603,0.9395183,0.017220836,-0.07237217,0.6635009,0.59135973,0.6618966,0.5919886,-0.069908
16,-0.85702974,-0.83886063,"('unpopular', 'popular')",0.18351632,0.2901877,-1.2924378,-1.1674452,0.7725929,0.78960717,-0.2983396,-0.2316277,0.0667119
17,-0.03841287,0.09657644,"('nasty', 'nice')",-0.11342535,-0.008424897,-0.52585185,-0.4420436,-0.03634534,-0.0066149794,-0.1785088,-0.0901268,0.088382
18,-0.9143686,-0.89110243,"('disagreeable', 'welcoming')",-0.12740692,-0.12460262,-1.2405187,-1.2320545,-0.08809901,-0.14377984,-0.5925983,-0.5978848,-0.0052865
19,0.4414158,0.46013168,"('inhospitable', 'hospitable')",0.8066359,0.85932,-0.84929824,-0.8379279,0.37646687,0.31024545,0.1938051,0.1979423,0.0041372
20,-1.2341206,-1.1749634,"('rough', 'thoughtful')",-1.0473053,-1.0329027,0.08684276,0.18340765,0.82664,0.82349783,-0.3419858,-0.3002402,0.0417456
21,-0.8323866,-0.88274634,"('immoral', 'moral')",-0.57890755,-0.82407,0.95426714,0.98107815,-0.78634465,-0.684203,-0.3108429,-0.3524853,-0.0416424
22,-0.25078356,-0.30109632,"('untrustworthy', 'trustworthy')",-1.7388169,-1.971266,0.2864906,0.2978009,-1.075156,-1.0130279,-0.6945665,-0.7468973,-0.0523308
23,0.31955212,0.35202104,"('insincere', 'sincere')",-0.85241365,-0.9573319,0.76193553,0.7069586,6.596063,6.6779275,1.7062843,1.6948938,-0.0113905
24,0.23005764,0.18119131,"('dishonest', 'honest')",-0.27714896,-0.4595557,0.01249671,-0.100557335,1.2740079,1.2718732,0.3098533,0.2232379,-0.0866154
25,0.47347718,0.4031538,"('egoistic', 'altruistic')",1.9230154,1.9728101,-0.13376372,-0.11881919,1.589538,1.466744,0.9630667,0.9309722,-0.0320945
26,0.24746123,0.1858367,"('hardhearted', 'benevolent')",0.6801433,0.66472775,0.4644844,0.38055116,1.5801412,1.4067978,0.7430575,0.6594783,-0.0835792
27,0.03333182,0.09201899,"('hardhearted', 'softhearted')",0.14819011,0.21551989,-0.26997352,-0.27403617,1.7594596,1.7100954,0.417752,0.4358995,0.0181475
28,0.7693687,0.63376147,"('disloyal', 'loyal')",0.69277865,0.5499822,0.63183564,0.5923695,1.2112603,1.1405308,0.8263108,0.729161,-0.0971498
29,0.044116333,0.07923546,"('unfair', 'fair')",-0.4635504,-0.38852018,-0.041191436,-0.0013502836,-0.3759492,-0.52943826,-0.2091437,-0.2100183,-0.0008746
30,-0.28795022,-0.22699529,"('intolerant', 'tolerant')",-0.40535226,-0.49480933,0.31804377,0.20604217,1.1381257,1.1275026,0.1907167,0.152935,-0.0377817
31,-0.5588852,-0.49605864,"('evil', 'good')",0.554829,0.7413483,-2.325898,-2.2418997,-0.46595138,-0.604116,-0.6989764,-0.6501815,0.0487949
32,0.89350235,0.8399019,"('unkind', 'kind')",0.25982714,0.12685218,0.4235477,0.38693136,1.3458275,1.2671443,0.7306762,0.6552074,-0.0754688
33,1.4362822,1.3568888,"('wrong', 'right')",1.0378217,0.97138643,0.000349693,-0.09933927,-0.41137934,-0.50078183,0.5157686,0.4320385,-0.0837301
34,-0.3631719,-0.2611241,"('mean', 'honorable')",0.31445277,0.34268072,0.9070924,0.9637256,6.5458465,6.664631,1.8510549,1.9274783,0.0764234
35,0.1636993,0.120217875,"('corrupt', 'incorrupt')",0.34564748,0.5012257,-1.9415416,-1.9657025,0.006447996,-0.20840791,-0.3564367,-0.3881667,-0.03173
36,-0.94193125,-0.96753895,"('hostile', 'amicable')",0.21498364,0.29032406,-2.0778432,-2.1183991,0.055367485,-0.14551528,-0.6873558,-0.7352823,-0.0479265
37,0.6781114,0.67156994,"('fake', 'genuine')",0.37185276,0.29632854,-0.17794657,-0.18355127,0.37860674,0.36706707,0.3126561,0.2878536,-0.0248025
38,1.2040932,1.1842072,"('untruthful', 'truthful')",0.8250996,0.8398255,0.35377046,0.35967445,0.58322793,0.6320108,0.7415478,0.7539295,0.0123817
39,0.9701971,0.9967164,"('exploitative', 'cooperative')",0.49314475,0.44228685,0.9539571,0.96543807,0.18486425,0.17876484,0.6505408,0.6458015,-0.0047393
40,-0.5879374,-0.50549155,"('stingy', 'generous')",0.4939636,0.5238587,-0.64853555,-0.55068487,-1.4699361,-1.5400918,-0.5531114,-0.5181023,0.0350091
41,0.32404104,0.35309613,"('unforgiving', 'forgiving')",0.21676762,0.15195534,0.39340127,0.42766497,-0.012818132,-0.074790776,0.2303479,0.2144814,-0.0158665
42,1.514371,1.4588292,"('unreliable', 'reliable')",0.8044014,0.6771694,1.0194408,1.0854299,-2.9678593,-2.8723094,0.0925884,0.0872797,-0.0053087
43,0.160506,0.20983507,"('irresponsible', 'responsible')",-0.89129424,-1.0307343,0.6751567,0.667654,0.8677665,0.8758274,0.2030337,0.1806455,-0.0223882
44,-0.09257594,-0.13309732,"('prejudiced', 'unprejudiced')",-0.5592349,-0.51750404,-0.86556447,-0.8796214,-1.5955696,-1.668284,-0.7782363,-0.7996267,-0.0213904
45,0.2833587,0.36307952,"('incompetent', 'competent')",-0.071255386,-0.106448114,1.202023,1.3566386,-0.25013173,-0.17640927,0.2909987,0.3592152,0.0682165
46,-0.72593474,-0.7248474,"('uncompetitive', 'competitive')",-0.5638886,-0.7264023,2.291826,2.4050202,-1.292963,-1.1628098,-0.0727401,-0.0522598,0.0204803
