,united_male,united_female,tuple,parcel_male,parcel_female,service_male,service_female,inc_male,inc_female,average_male,average_female,female-male
0,1.7116069,1.7499901,"('unsociable', 'sociable')",-0.3045781,-0.34043267,0.73203087,0.759224,-0.08581301,-0.1814634,0.5133116,0.4968295,-0.0164821
1,-1.5640403,-1.6799386,"('unfriendly', 'friendly')",0.8357271,0.67092854,-0.92967194,-1.0723448,1.819732,1.6756555,0.0404367,-0.1014248,-0.1418615
2,0.2391355,0.19945212,"('unlikable', 'likable')",0.11331208,0.123098664,0.48547348,0.4754588,0.5709345,0.61098254,0.3522139,0.352248,3.41e-05
3,0.77262723,0.9156227,"('repellent', 'pleasant')",-1.4978079,-1.4753748,-0.5412381,-0.38183406,0.21592984,0.31720793,-0.2626222,-0.1560946,0.1065276
4,-0.98902,-1.128815,"('disliked', 'liked')",0.6313968,0.57165563,-0.5059779,-0.5396866,-6.78394,-6.812976,-1.9118853,-1.9774555,-0.0655702
5,-0.88455474,-0.9829258,"('distant', 'outgoing')",0.79135484,0.750985,-0.91634136,-1.0523428,-0.22350147,-0.3127039,-0.3082607,-0.3992469,-0.0909862
6,-1.2017354,-1.3079374,"('distant', 'open')",0.9505574,0.88803184,-0.94497347,-1.0905231,0.440672,0.35042527,-0.1888699,-0.2900009,-0.101131
7,1.2574515,1.3057473,"('insensitive', 'sensitive')",0.13057853,0.1373253,0.06487557,0.15898152,1.0054123,1.0389647,0.6145795,0.6602547,0.0456752
8,-2.4650688,-2.5293105,"('unaffectionate', 'affectionate')",0.9796087,0.9187048,-1.049078,-1.1724638,0.7954762,0.6987861,-0.4347655,-0.5210709,-0.0863054
9,-0.61820287,-0.6247566,"('unaffectionate', 'caring')",1.2737176,1.1947982,-0.30761844,-0.39394423,1.3876753,1.3445568,0.4338929,0.3801636,-0.0537293
10,2.091723,2.2410455,"('unsympathetic', 'sympathetic')",-1.167706,-1.1667178,-0.09706044,0.021346428,0.30472776,0.32849768,0.2829211,0.356043,0.0731219
11,1.6630021,1.726622,"('unhelpful', 'helpful')",-0.93502843,-0.878261,0.61821735,0.6706048,1.9907327,2.0464249,0.8342309,0.8913476,0.0571167
12,1.886472,1.9157566,"('unsupportive', 'supportive')",0.8393452,0.81272537,0.14729276,0.22273156,-1.7444317,-1.7336426,0.2821696,0.3043928,0.0222232
13,1.4352871,1.4972869,"('impolite', 'polite')",-0.6082176,-0.5764029,1.3499033,1.4342909,0.1397261,0.16159637,0.5791748,0.6291928,0.050018
14,1.1819311,1.252742,"('antisocial', 'social')",-0.42346516,-0.40909597,0.4384004,0.54201066,-0.26246637,-0.25008804,0.2336,0.2838922,0.0502922
15,-0.7583267,-0.82940483,"('boring', 'funny')",0.73429763,0.79902065,-0.86901855,-1.0031251,0.42108783,0.36086115,-0.1179899,-0.168162,-0.0501721
16,-0.78031623,-0.7692288,"('unpopular', 'popular')",-0.8211457,-0.7935797,-0.63758165,-0.66752523,0.46548915,0.48183203,-0.4433886,-0.4371254,0.0062632
17,0.007231787,0.073144436,"('nasty', 'nice')",0.55056506,0.5569265,0.31988975,0.3077942,-0.27289587,-0.20732276,0.1511977,0.1826356,0.0314379
18,0.02626948,0.056688257,"('disagreeable', 'welcoming')",0.3674528,0.32853562,-0.21759176,-0.2436983,-0.34860012,-0.3448326,-0.0431174,-0.0508268,-0.0077094
19,-0.4642544,-0.51251566,"('inhospitable', 'hospitable')",0.57254,0.5522374,-0.3662886,-0.3764438,0.014211895,0.023363698,-0.0609478,-0.0783396,-0.0173918
20,-0.15739611,-0.11675618,"('rough', 'thoughtful')",-0.6336574,-0.6521668,0.112348214,0.19294316,1.0946442,1.1121439,0.1039847,0.134041,0.0300563
21,1.7908075,1.8444706,"('immoral', 'moral')",-0.86504984,-0.88124996,0.9870086,1.0918765,-0.6622913,-0.5653444,0.3126187,0.3724382,0.0598195
22,0.92836386,0.87047935,"('untrustworthy', 'trustworthy')",-1.0431429,-1.068445,0.179436,0.17998557,-0.8165971,-0.80428135,-0.187985,-0.2055653,-0.0175803
23,1.7427837,1.8472298,"('insincere', 'sincere')",0.10132469,0.07091896,0.16935328,0.1856558,6.252993,6.179668,2.0666137,2.070868,0.0042543
24,1.0595956,1.0246667,"('dishonest', 'honest')",0.24946131,0.24140844,-1.0136194,-1.033373,1.0833044,1.0548794,0.3446855,0.3218954,-0.0227901
25,-0.9583648,-0.9372602,"('egoistic', 'altruistic')",2.1900473,2.149006,1.3739779,1.4181473,1.5986203,1.5768278,1.0510702,1.0516802,0.00061
26,-0.64357984,-0.74093807,"('hardhearted', 'benevolent')",2.2048402,2.1348505,0.48561352,0.40738118,1.7110199,1.651683,0.9394734,0.8632442,-0.0762292
27,-0.42223957,-0.41625822,"('hardhearted', 'softhearted')",0.59713143,0.56748104,0.3545406,0.34582892,1.7556461,1.6912656,0.5712696,0.5470793,-0.0241903
28,1.1291507,1.1350193,"('disloyal', 'loyal')",0.7096949,0.6667786,0.0073775463,-0.014240187,0.992177,0.93138325,0.7096001,0.6797352,-0.0298649
29,-0.54879797,-0.6291128,"('unfair', 'fair')",0.28383553,0.27753085,-1.1543908,-1.263968,-0.5970781,-0.77019036,-0.5041078,-0.5964351,-0.0923273
30,0.7665806,0.8102682,"('intolerant', 'tolerant')",-0.205991,-0.24534407,-0.24608073,-0.2610327,1.4854681,1.4536941,0.4499942,0.4393964,-0.0105978
31,-2.4484205,-2.5947244,"('evil', 'good')",0.7516994,0.72709125,-1.4513409,-1.5827729,-0.98539937,-1.1038888,-1.0333654,-1.1385736,-0.1052082
32,1.3996458,1.4412632,"('unkind', 'kind')",0.7344196,0.70835143,0.22067481,0.27731308,1.324037,1.1969512,0.9196943,0.9059697,-0.0137246
33,0.4805286,0.4341223,"('wrong', 'right')",2.0152192,1.937191,1.0012364,0.9132056,-0.3530178,-0.3918433,0.7859916,0.7231689,-0.0628227
34,-0.04106199,-0.033226125,"('mean', 'honorable')",-0.16981247,-0.15615909,-0.422619,-0.4056704,6.0214705,6.0902767,1.3469943,1.3738053,0.026811
35,-2.0112462,-2.1124952,"('corrupt', 'incorrupt')",0.8855297,0.8612471,-0.50153905,-0.6100133,-0.022099074,-0.14713347,-0.4123386,-0.5020987,-0.0897601
36,-3.2398243,-3.4415922,"('hostile', 'amicable')",0.8733101,0.7194244,-1.1870868,-1.4298649,0.06430243,-0.07990904,-0.8723246,-1.0579854,-0.1856608
37,-0.45526698,-0.394351,"('fake', 'genuine')",-0.47157755,-0.42373136,-0.89196223,-0.7648458,0.2139882,0.23500748,-0.4012046,-0.3369802,0.0642244
38,0.042929623,-0.009600282,"('untruthful', 'truthful')",0.47731927,0.4179806,-0.20235501,-0.28875715,0.16685212,0.20190954,0.1211865,0.0803832,-0.0408033
39,1.417125,1.4166948,"('exploitative', 'cooperative')",1.1134624,1.118056,0.31783068,0.35817802,0.2936874,0.2871156,0.7855264,0.7950112,0.0094848
40,0.91399986,0.8903901,"('stingy', 'generous')",2.0203714,1.9420301,0.18946648,0.22274,-1.5492495,-1.5720145,0.393647,0.3707864,-0.0228606
41,0.038135692,0.010128893,"('unforgiving', 'forgiving')",1.3188206,1.2459058,1.3619399,1.3030394,0.28059673,0.22802533,0.7498732,0.6967748,-0.0530984
42,2.0312362,2.142352,"('unreliable', 'reliable')",0.84748423,0.83082044,1.09495,1.2249199,-2.7901254,-2.6780183,0.2958862,0.3800185,0.0841323
