,spray_male,spray_female,tuple,average_male,average_female,female-male
0,0.23731932,0.21465665,"('unsociable', 'sociable')",0.2373193,0.2146567,-0.0226626
1,1.439904,1.3435413,"('unfriendly', 'friendly')",1.439904,1.3435413,-0.0963627
2,0.14970541,0.23394236,"('unlikable', 'likable')",0.1497054,0.2339424,0.084237
3,0.7415296,0.82195616,"('repellent', 'pleasant')",0.7415296,0.8219562,0.0804266
4,-7.5900726,-7.8306975,"('disliked', 'liked')",-7.5900726,-7.8306975,-0.2406249
5,-0.61758304,-0.7058092,"('distant', 'outgoing')",-0.617583,-0.7058092,-0.0882262
6,-0.11889331,-0.27341568,"('distant', 'open')",-0.1188933,-0.2734157,-0.1545224
7,1.0832279,1.1434816,"('insensitive', 'sensitive')",1.0832279,1.1434816,0.0602537
8,1.3855326,1.1746576,"('unaffectionate', 'affectionate')",1.3855326,1.1746576,-0.210875
9,1.8597423,1.828248,"('unaffectionate', 'caring')",1.8597423,1.828248,-0.0314943
10,1.38827,1.4526676,"('unsympathetic', 'sympathetic')",1.38827,1.4526676,0.0643976
11,1.9383096,2.0857816,"('unhelpful', 'helpful')",1.9383096,2.0857816,0.147472
12,-1.3265697,-1.373465,"('unsupportive', 'supportive')",-1.3265697,-1.3734649,-0.0468952
13,0.1351727,0.21765076,"('impolite', 'polite')",0.1351727,0.2176508,0.0824781
14,0.06666333,0.08537044,"('antisocial', 'social')",0.0666633,0.0853704,0.0187071
15,0.23904383,0.12707935,"('boring', 'funny')",0.2390438,0.1270794,-0.1119644
16,-0.43137223,-0.43841112,"('unpopular', 'popular')",-0.4313722,-0.4384111,-0.0070389
17,-0.21942678,-0.2035975,"('nasty', 'nice')",-0.2194268,-0.2035975,0.0158293
18,-0.65223145,-0.65197444,"('disagreeable', 'welcoming')",-0.6522315,-0.6519744,0.0002571
19,-0.94164824,-0.9599874,"('inhospitable', 'hospitable')",-0.9416482,-0.9599874,-0.0183392
20,1.3647316,1.3499283,"('rough', 'thoughtful')",1.3647316,1.3499283,-0.0148033
21,-0.11918898,0.06939512,"('immoral', 'moral')",-0.119189,0.0693951,0.1885841
22,-0.52294683,-0.5666516,"('untrustworthy', 'trustworthy')",-0.5229468,-0.5666516,-0.0437048
23,6.457399,6.676283,"('insincere', 'sincere')",6.4573989,6.6762829,0.218884
24,1.6409546,1.60622,"('dishonest', 'honest')",1.6409546,1.60622,-0.0347346
25,0.46512532,0.405141,"('egoistic', 'altruistic')",0.4651253,0.405141,-0.0599843
26,1.1775811,0.9884396,"('hardhearted', 'benevolent')",1.1775811,0.9884396,-0.1891415
27,1.7494681,1.5168477,"('hardhearted', 'softhearted')",1.7494681,1.5168477,-0.2326204
28,1.3418494,1.2708849,"('disloyal', 'loyal')",1.3418494,1.2708849,-0.0709645
29,-0.420738,-0.5796054,"('unfair', 'fair')",-0.420738,-0.5796054,-0.1588674
30,0.9128261,1.035935,"('intolerant', 'tolerant')",0.9128261,1.035935,0.1231089
31,-1.1453507,-1.2559037,"('evil', 'good')",-1.1453507,-1.2559037,-0.110553
32,1.2717682,1.2460932,"('unkind', 'kind')",1.2717682,1.2460932,-0.025675
33,-0.570633,-0.6667081,"('wrong', 'right')",-0.570633,-0.6667081,-0.0960751
34,4.37944,4.65691,"('mean', 'honorable')",4.3794398,4.6569099,0.2774701
35,-1.089442,-1.423443,"('corrupt', 'incorrupt')",-1.089442,-1.423443,-0.334001
36,-0.79343814,-0.992132,"('hostile', 'amicable')",-0.7934381,-0.992132,-0.1986939
37,1.2176328,1.1945641,"('fake', 'genuine')",1.2176328,1.1945641,-0.0230687
38,-0.33801997,-0.26163968,"('untruthful', 'truthful')",-0.33802,-0.2616397,0.0763803
39,0.27066955,0.3310188,"('exploitative', 'cooperative')",0.2706695,0.3310188,0.0603493
40,-1.4909703,-1.7407271,"('stingy', 'generous')",-1.4909703,-1.7407271,-0.2497568
41,0.44100666,0.39333197,"('unforgiving', 'forgiving')",0.4410067,0.393332,-0.0476747
42,-2.321591,-2.3510094,"('unreliable', 'reliable')",-2.3215909,-2.3510094,-0.0294185
43,1.2847979,1.4409765,"('irresponsible', 'responsible')",1.2847979,1.4409765,0.1561786
44,-1.1626326,-1.1215277,"('prejudiced', 'unprejudiced')",-1.1626326,-1.1215277,0.0411049
45,0.59023535,0.54773873,"('incompetent', 'competent')",0.5902354,0.5477387,-0.0424967
46,-0.56106365,-0.5352545,"('uncompetitive', 'competitive')",-0.5610636,-0.5352545,0.0258091
47,5.0919127,5.331237,"('stupid', 'smart')",5.0919127,5.3312368,0.2393241
48,0.93522936,0.9343202,"('unintelligent', 'intelligent')",0.9352294,0.9343202,-0.0009092
49,0.13803378,0.2618716,"('unable', 'able')",0.1380338,0.2618716,0.1238378
50,-0.4371597,-0.4695276,"('clumsy', 'skillful')",-0.4371597,-0.4695276,-0.0323679
51,0.024232544,0.04217097,"('uneducated', 'educated')",0.0242325,0.042171,0.0179385
52,-0.55020714,-0.76848507,"('irrational', 'rational')",-0.5502071,-0.7684851,-0.218278
53,0.38296118,0.2893657,"('uncreative', 'creative')",0.3829612,0.2893657,-0.0935955
54,0.9748477,1.0769472,"('incapable', 'capable')",0.9748477,1.0769472,0.1020995
55,1.1791236,1.2579614,"('incompetent', 'clever')",1.1791236,1.2579614,0.0788378
56,0.6342927,0.7196531,"('impractical', 'practical')",0.6342927,0.7196531,0.0853604
57,-2.1948,-2.3085585,"('unimaginative', 'imaginative')",-2.1947999,-2.3085585,-0.1137586
58,0.36096102,0.31276107,"('undiscriminating', 'discriminating')",0.360961,0.3127611,-0.0481999
59,-0.4411142,-0.46886814,"('foolish', 'wise')",-0.4411142,-0.4688681,-0.0277539
60,0.86973923,1.1601294,"('inefficient', 'efficient')",0.8697392,1.1601294,0.2903902
61,0.53585696,0.37714437,"('illogical', 'logical')",0.535857,0.3771444,-0.1587126
62,1.0273341,1.2071337,"('incompetent', 'brilliant')",1.0273341,1.2071337,0.1797996
63,0.27497885,0.38374224,"('unperceptive', 'insightful')",0.2749788,0.3837422,0.1087634
64,-6.438844,-6.4934273,"('shy', 'confident')",-6.4388442,-6.4934273,-0.0545831
65,0.46206295,0.6098222,"('insecure', 'secure')",0.462063,0.6098222,0.1477592
66,-0.33694372,-0.48379654,"('inactive', 'active')",-0.3369437,-0.4837965,-0.1468528
67,-0.668495,-0.55967176,"('doubtful', 'determined')",-0.668495,-0.5596718,0.1088232
68,-1.1830201,-1.1145763,"('dependent', 'independent')",-1.1830201,-1.1145763,0.0684438
69,-2.0955143,-2.1996071,"('lazy', 'industrious')",-2.0955143,-2.1996071,-0.1040928
70,1.1771908,1.2100616,"('lethargic', 'energetic')",1.1771908,1.2100616,0.0328708
71,0.39844024,0.34618488,"('diffident', 'self-confident')",0.3984402,0.3461849,-0.0522553
72,0.92167526,1.0421811,"('unambitious', 'ambitious')",0.9216753,1.0421811,0.1205058
73,-3.1212504,-3.1340888,"('helpless', 'self-reliant')",-3.1212504,-3.1340888,-0.0128384
74,0.22876848,0.10506881,"('undedicated', 'dedicated')",0.2287685,0.1050688,-0.1236997
75,-1.162294,-1.1293247,"('meek', 'impulsive')",-1.162294,-1.1293247,0.0329693
76,0.8750058,0.9950936,"('anxious', 'daring')",0.8750058,0.9950936,0.1200878
77,-1.1134586,-0.9228508,"('unmotivated', 'motivated')",-1.1134586,-0.9228508,0.1906078
78,-0.33409828,-0.39511853,"('nonresilient', 'resilient')",-0.3340983,-0.3951185,-0.0610202
79,-0.563577,-0.6380691,"('wavering', 'unwavering')",-0.563577,-0.6380691,-0.0744921
80,-0.119868934,-0.12002237,"('dominated', 'dominating')",-0.1198689,-0.1200224,-0.0001535
81,-0.011230908,0.20783548,"('submissive', 'aggressive')",-0.0112309,0.2078355,0.2190664
82,6.420628,6.6426244,"('poor', 'rich')",6.4206281,6.6426244,0.2219963
83,-0.64142257,-0.6234702,"('powerless', 'powerful')",-0.6414226,-0.6234702,0.0179524
84,0.371575,0.33764234,"('inferior', 'superior')",0.371575,0.3376423,-0.0339327
85,-0.7854194,-0.9696785,"('insignificant', 'prestigious')",-0.7854194,-0.9696785,-0.1842591
86,0.5632426,0.49247214,"('uninfluential', 'influential')",0.5632426,0.4924721,-0.0707705
87,0.035814464,0.06879253,"('unsuccessful', 'successful')",0.0358145,0.0687925,0.032978
88,-0.09545565,-0.043410793,"('low', 'eminent')",-0.0954556,-0.0434108,0.0520448
