,stanley_male,stanley_female,tuple,black_male,black_female,&_male,&_female,decker_male,decker_female,inc_male,inc_female,average_male,average_female,female-male
0,0.07358728,0.052928016,"('unsociable', 'sociable')",-1.1897655,-1.2493514,-1.5718606,-1.6291533,-1.945865,-1.9062358,-0.6942641,-0.81254387,-1.0656336,-1.1088713,-0.0432377
1,0.43679607,0.3213519,"('unfriendly', 'friendly')",-0.92103535,-0.9864843,-0.27778196,-0.4119693,1.4352254,1.3356624,1.8550189,1.5956827,0.5056446,0.3708487,-0.1347959
2,0.4383641,0.5229528,"('unlikable', 'likable')",-0.0539361,0.013180034,1.3431008,1.3857356,0.9159116,0.924198,0.6581085,0.73439884,0.6603098,0.7160931,0.0557833
3,-1.1006231,-0.9349822,"('repellent', 'pleasant')",-0.26784718,-0.24741457,-0.67761785,-0.6240985,-1.9658549,-1.8856933,-0.2071357,-0.15033752,-0.8438157,-0.7685052,0.0753105
4,0.11059806,0.012761692,"('disliked', 'liked')",-0.53989834,-0.60321146,1.017474,0.95323616,1.2566422,1.2417531,-4.997098,-5.0265775,-0.6304564,-0.6844076,-0.0539512
5,0.11711112,0.08228746,"('distant', 'outgoing')",-0.06938454,-0.09260771,1.2181213,1.2593995,3.2058196,3.1664271,0.16348161,0.11775265,0.9270298,0.9066518,-0.020378
6,-0.14941,-0.22331387,"('distant', 'open')",0.787305,0.7689482,1.134147,1.2079477,2.5544834,2.5388045,0.63556504,0.5308036,0.9924181,0.964638,-0.0277801
7,-0.31424084,-0.35176566,"('insensitive', 'sensitive')",-0.00058990717,0.025633946,-2.1401963,-2.0932841,-1.331517,-1.2510811,0.27647462,0.1980852,-0.7020139,-0.6944823,0.0075316
8,0.93475205,0.90261,"('unaffectionate', 'affectionate')",-0.6837766,-0.7280543,0.1347335,0.0704979,1.7515343,1.6508836,0.8805077,0.6711448,0.6035502,0.5134164,-0.0901338
9,1.42361,1.3605578,"('unaffectionate', 'caring')",0.27644366,0.27869493,-0.44991648,-0.54153144,0.68014646,0.609246,0.98711294,0.8032251,0.5834793,0.5020385,-0.0814408
10,0.34326142,0.24838768,"('unsympathetic', 'sympathetic')",-1.2680914,-1.2844026,-3.2051628,-3.237866,-4.095979,-4.0232167,-0.5733408,-0.6643046,-1.7598625,-1.7922806,-0.0324181
11,-0.35204637,-0.32001588,"('unhelpful', 'helpful')",-1.240369,-1.2012684,-2.6658404,-2.6889987,-2.208175,-2.17343,1.5150925,1.5007228,-0.9902677,-0.9765981,0.0136696
12,1.7062911,1.7979946,"('unsupportive', 'supportive')",0.1774722,0.2508651,-0.8479872,-0.7528147,-0.3417374,-0.2663498,-1.1667451,-1.1551033,-0.0945413,-0.0250817,0.0694596
13,0.28783074,0.33737284,"('impolite', 'polite')",-0.7236605,-0.661809,-1.6106588,-1.5851065,-2.2341976,-2.1661346,-0.68317807,-0.65136313,-0.9927729,-0.9454081,0.0473648
14,0.0047402177,0.07876193,"('antisocial', 'social')",-0.13110816,-0.15717462,-0.7083745,-0.7188055,-2.1870315,-2.1226773,-0.68715364,-0.6769371,-0.7417855,-0.7193666,0.0224189
