,drum_male,drum_female,tuple,average_male,average_female,female-male
0,-0.7626045,-0.8355464,"('unsociable', 'sociable')",-0.7626045,-0.8355464,-0.0729419
1,2.2862034,2.2918441,"('unfriendly', 'friendly')",2.2862034,2.2918441,0.0056407
2,0.0466893,0.24723673,"('unlikable', 'likable')",0.0466893,0.2472367,0.2005474
3,0.69137305,0.92630655,"('repellent', 'pleasant')",0.6913731,0.9263065,0.2349334
4,-7.2984605,-7.2084928,"('disliked', 'liked')",-7.2984605,-7.2084928,0.0899677
5,0.31254643,0.5362058,"('distant', 'outgoing')",0.3125464,0.5362058,0.2236594
6,0.6486918,0.8937063,"('distant', 'open')",0.6486918,0.8937063,0.2450145
7,0.7329257,0.8279125,"('insensitive', 'sensitive')",0.7329257,0.8279125,0.0949868
8,1.5400791,1.5846952,"('unaffectionate', 'affectionate')",1.5400791,1.5846952,0.0446161
9,2.0513997,2.1949713,"('unaffectionate', 'caring')",2.0513997,2.1949713,0.1435716
10,0.12588838,0.11551704,"('unsympathetic', 'sympathetic')",0.1258884,0.115517,-0.0103714
11,1.6292149,1.696048,"('unhelpful', 'helpful')",1.6292149,1.696048,0.0668331
12,-1.5444171,-1.4643446,"('unsupportive', 'supportive')",-1.5444171,-1.4643446,0.0800725
13,-0.6225978,-0.7483177,"('impolite', 'polite')",-0.6225978,-0.7483177,-0.1257199
14,-0.7772148,-0.8844908,"('antisocial', 'social')",-0.7772148,-0.8844908,-0.107276
15,0.6588774,0.6572347,"('boring', 'funny')",0.6588774,0.6572347,-0.0016427
16,-0.3775204,-0.24619994,"('unpopular', 'popular')",-0.3775204,-0.2461999,0.1313205
17,-0.123619325,-0.046808712,"('nasty', 'nice')",-0.1236193,-0.0468087,0.0768106
18,-0.41834554,-0.3249694,"('disagreeable', 'welcoming')",-0.4183455,-0.3249694,0.0933761
19,0.21731032,0.44623822,"('inhospitable', 'hospitable')",0.2173103,0.4462382,0.2289279
20,0.26282954,0.14297579,"('rough', 'thoughtful')",0.2628295,0.1429758,-0.1198537
21,-0.9012953,-0.7112967,"('immoral', 'moral')",-0.9012953,-0.7112967,0.1899986
22,-1.143088,-0.93708915,"('untrustworthy', 'trustworthy')",-1.143088,-0.9370891,0.2059989
23,6.6084476,6.677697,"('insincere', 'sincere')",6.6084476,6.6776972,0.0692496
24,1.7152945,1.7813207,"('dishonest', 'honest')",1.7152945,1.7813207,0.0660262
25,1.4011525,1.3527513,"('egoistic', 'altruistic')",1.4011525,1.3527513,-0.0484012
26,0.96136034,0.59748363,"('hardhearted', 'benevolent')",0.9613603,0.5974836,-0.3638767
