,technipfmc_male,technipfmc_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.3881755,-0.38062897,"('unsociable', 'sociable')",-0.6470326,-0.75933564,-0.5176041,-0.5699823,-0.0523782
1,-1.5005642,-1.6536602,"('unfriendly', 'friendly')",2.1385972,1.8683064,0.3190165,0.1073231,-0.2116934
2,0.54790777,0.5704889,"('unlikable', 'likable')",0.34396937,0.3862069,0.4459386,0.4783479,0.0324093
3,0.07337384,0.12666139,"('repellent', 'pleasant')",-0.30993646,-0.2253881,-0.1182813,-0.0493634,0.0689179
4,-0.20228527,-0.2519348,"('disliked', 'liked')",-4.28403,-4.1071734,-2.2431576,-2.1795542,0.0636034
5,-1.2272882,-1.2401068,"('distant', 'outgoing')",0.55035007,0.47035244,-0.3384691,-0.3848772,-0.0464081
6,-1.769581,-1.778896,"('distant', 'open')",0.54303974,0.43872952,-0.6132706,-0.6700832,-0.0568126
7,-0.033927657,-0.012419034,"('insensitive', 'sensitive')",0.35576808,0.34959918,0.1609202,0.1685901,0.0076699
8,-1.8067497,-1.8835131,"('unaffectionate', 'affectionate')",0.9167429,0.7141521,-0.4450034,-0.5846805,-0.1396771
9,-1.6597126,-1.7136625,"('unaffectionate', 'caring')",1.1741567,1.0117327,-0.2427779,-0.3509649,-0.108187
10,-1.2309861,-1.195573,"('unsympathetic', 'sympathetic')",-0.82549953,-0.7717741,-1.0282428,-0.9836736,0.0445692
11,-0.33222353,-0.30090445,"('unhelpful', 'helpful')",0.5841918,0.5638671,0.1259841,0.1314813,0.0054972
12,-0.43672955,-0.3776843,"('unsupportive', 'supportive')",-1.1909553,-1.0912613,-0.8138424,-0.7344728,0.0793696
13,-0.36095387,-0.2849696,"('impolite', 'polite')",-0.8483343,-0.7738796,-0.6046441,-0.5294246,0.0752195
14,1.167163,1.1712668,"('antisocial', 'social')",0.4712733,0.5606057,0.8192182,0.8659363,0.0467181
15,0.28587475,0.18513477,"('boring', 'funny')",0.34659415,0.25848472,0.3162345,0.2218097,-0.0944248
16,-0.38631058,-0.40566957,"('unpopular', 'popular')",-0.32387286,-0.39872968,-0.3550917,-0.4021996,-0.0471079
17,0.11288969,0.15759178,"('nasty', 'nice')",-0.9763086,-1.0217047,-0.4317094,-0.4320565,-0.0003471
18,-0.71017975,-0.70306706,"('disagreeable', 'welcoming')",-0.7919912,-0.8862676,-0.7510855,-0.7946674,-0.0435819
19,-1.4325417,-1.4427319,"('inhospitable', 'hospitable')",-0.057242345,-0.1558194,-0.7448921,-0.7992756,-0.0543835
20,0.21788293,0.23672432,"('rough', 'thoughtful')",1.2136182,1.1742096,0.7157506,0.705467,-0.0102836
21,0.28641617,0.29675984,"('immoral', 'moral')",-1.3066067,-1.2196734,-0.5100952,-0.4614568,0.0486384
22,0.49657476,0.4484787,"('untrustworthy', 'trustworthy')",-0.41276354,-0.41666907,0.0419056,0.0159048,-0.0260008
23,-0.38937518,-0.45040697,"('insincere', 'sincere')",4.059469,3.7898247,1.835047,1.6697088,-0.1653382
24,-0.19680917,-0.20620045,"('dishonest', 'honest')",0.42551464,0.34449056,0.1143527,0.0691451,-0.0452076
25,-0.92174083,-0.9860033,"('egoistic', 'altruistic')",1.5009696,1.3798758,0.2896144,0.1969362,-0.0926782
26,0.12422029,-0.038532026,"('hardhearted', 'benevolent')",2.7294533,2.5839312,1.4268368,1.2726996,-0.1541372
27,-0.768408,-0.81398374,"('hardhearted', 'softhearted')",0.6578854,0.36311516,-0.0552613,-0.2254343,-0.170173
28,-0.6882854,-0.7590942,"('disloyal', 'loyal')",0.7139275,0.53082514,0.012821,-0.1141345,-0.1269555
29,0.027272742,-0.0058398843,"('unfair', 'fair')",-0.37546757,-0.55762273,-0.1740974,-0.2817313,-0.1076339
30,0.18678859,0.18407986,"('intolerant', 'tolerant')",0.35365623,0.38954923,0.2702224,0.2868145,0.0165921
31,-0.97372854,-0.94342613,"('evil', 'good')",0.14653136,0.057077527,-0.4135986,-0.4431743,-0.0295757
32,0.23488322,0.18731752,"('unkind', 'kind')",0.4961017,0.29267183,0.3654925,0.2399947,-0.1254978
33,0.14570549,0.052587934,"('wrong', 'right')",0.40765917,0.28145173,0.2766823,0.1670198,-0.1096625
34,-0.37391317,-0.25474778,"('mean', 'honorable')",3.5920825,3.6129851,1.6090846,1.6791186,0.070034
35,-0.7235359,-0.84722775,"('corrupt', 'incorrupt')",0.17610018,-0.053064995,-0.2737179,-0.4501464,-0.1764285
36,-0.99870586,-1.0898262,"('hostile', 'amicable')",1.4588166,1.2103083,0.2300554,0.060241,-0.1698144
37,-0.024946356,0.0046025626,"('fake', 'genuine')",0.4753871,0.43759474,0.2252204,0.2210986,-0.0041218
38,-1.0600971,-1.0650601,"('untruthful', 'truthful')",-0.029784689,0.043869313,-0.5449409,-0.5105954,0.0343455
39,0.8041189,0.87614256,"('exploitative', 'cooperative')",0.4112754,0.42992225,0.6076971,0.6530324,0.0453353
40,0.17737702,0.11833209,"('stingy', 'generous')",-1.2037578,-1.3124002,-0.5131904,-0.5970341,-0.0838437
41,-0.5447653,-0.5870452,"('unforgiving', 'forgiving')",0.63808864,0.5864434,0.0466617,-0.0003009,-0.0469626
42,0.33179456,0.45542383,"('unreliable', 'reliable')",-2.2813847,-2.1345756,-0.9747951,-0.8395759,0.1352192
43,-0.49314472,-0.4385164,"('irresponsible', 'responsible')",0.7268942,0.76758146,0.1168747,0.1645325,0.0476578
44,0.63635176,0.68068874,"('prejudiced', 'unprejudiced')",-1.5989075,-1.5877599,-0.4812779,-0.4535356,0.0277423
45,-0.059845407,-0.055519886,"('incompetent', 'competent')",0.6944829,0.72632736,0.3173188,0.3354037,0.0180849
46,-0.33486152,-0.30816862,"('uncompetitive', 'competitive')",-0.8541699,-0.78190583,-0.5945157,-0.5450372,0.0494785
47,0.0077629983,0.0929677,"('stupid', 'smart')",4.4917755,4.434765,2.2497692,2.2638662,0.014097
48,-0.43809772,-0.45609465,"('unintelligent', 'intelligent')",-0.4364987,-0.3932739,-0.4372982,-0.4246843,0.0126139
49,-0.33589208,-0.24740171,"('unable', 'able')",-0.711621,-0.6075839,-0.5237565,-0.4274928,0.0962637
50,0.25367555,0.23112656,"('clumsy', 'skillful')",-0.3492062,-0.5099438,-0.0477653,-0.1394086,-0.0916433
51,0.36154506,0.28033665,"('uneducated', 'educated')",0.13719572,0.10232079,0.2493704,0.1913287,-0.0580417
52,-0.69801766,-0.8880217,"('irrational', 'rational')",0.39881882,0.16618007,-0.1495994,-0.3609208,-0.2113214
53,-1.2716632,-1.3163394,"('uncreative', 'creative')",1.1565253,1.022691,-0.057569,-0.1468242,-0.0892552
54,-0.3914197,-0.48023129,"('incapable', 'capable')",0.7450269,0.5948124,0.1768036,0.0572906,-0.119513
55,0.1737404,0.2855573,"('incompetent', 'clever')",-0.4274716,-0.26642457,-0.1268656,0.0095664,0.136432
56,0.5223956,0.5586049,"('impractical', 'practical')",0.12189913,0.2676235,0.3221474,0.4131142,0.0909668
57,-0.24636157,-0.26021597,"('unimaginative', 'imaginative')",-0.9356416,-0.7496878,-0.5910016,-0.5049519,0.0860497
58,-0.2886901,-0.34061408,"('undiscriminating', 'discriminating')",0.81978035,0.8871554,0.2655451,0.2732707,0.0077256
59,-0.20779848,-0.23359334,"('foolish', 'wise')",0.2540697,0.15598026,0.0231356,-0.0388065,-0.0619421
60,0.79880035,0.98130935,"('inefficient', 'efficient')",-0.9434166,-0.62363356,-0.0723081,0.1788379,0.251146
61,0.009877733,-0.07592584,"('illogical', 'logical')",0.7937804,0.6348368,0.4018291,0.2794555,-0.1223736
62,0.70021385,0.7675071,"('incompetent', 'brilliant')",-0.039692875,0.1347675,0.3302605,0.4511373,0.1208768
63,-0.62201697,-0.6087076,"('unperceptive', 'insightful')",0.8334615,0.9061168,0.1057223,0.1487046,0.0429823
64,0.59160584,0.68863124,"('shy', 'confident')",-5.068112,-4.775067,-2.2382531,-2.0432179,0.1950352
65,0.6225219,0.649017,"('insecure', 'secure')",-0.124133304,-0.006200433,0.2491943,0.3214083,0.072214
66,-0.63585997,-0.6528322,"('inactive', 'active')",0.9380548,0.7676674,0.1510974,0.0574176,-0.0936798
67,0.64964753,0.6638162,"('doubtful', 'determined')",-0.9683355,-0.87991774,-0.159344,-0.1080508,0.0512932
68,-0.6709314,-0.6633189,"('dependent', 'independent')",-1.2122296,-1.1787488,-0.9415805,-0.9210339,0.0205466
69,0.7437935,0.7493914,"('lazy', 'industrious')",0.045964688,0.011629477,0.3948791,0.3805104,-0.0143687
70,0.16929208,0.18762557,"('lethargic', 'energetic')",0.21286692,0.25115117,0.1910795,0.2193884,0.0283089
71,-0.8042223,-0.7819999,"('diffident', 'self-confident')",0.46658212,0.35602567,-0.1688201,-0.2129871,-0.044167
72,-0.11987139,-0.09458119,"('unambitious', 'ambitious')",0.50748384,0.60468966,0.1938062,0.2550542,0.061248
73,0.7533021,0.73471427,"('helpless', 'self-reliant')",-2.2434661,-2.1772833,-0.745082,-0.7212845,0.0237975
74,0.4394529,0.4375803,"('undedicated', 'dedicated')",0.789491,0.7620031,0.6144719,0.5997917,-0.0146802
75,0.12822425,0.06960115,"('meek', 'impulsive')",-0.6190403,-0.5733746,-0.245408,-0.2518867,-0.0064787
76,0.11859312,0.21893853,"('anxious', 'daring')",-0.6157635,-0.49379393,-0.2485852,-0.1374277,0.1111575
77,-0.14246744,-0.06729861,"('unmotivated', 'motivated')",-1.0807396,-0.903659,-0.6116035,-0.4854788,0.1261247
78,-0.86142206,-0.84558,"('nonresilient', 'resilient')",0.3740531,0.36430183,-0.2436845,-0.2406391,0.0030454
79,-0.9558847,-1.044779,"('wavering', 'unwavering')",0.021018049,-0.08662187,-0.4674333,-0.5657004,-0.0982671
80,0.5699604,0.59475917,"('dominated', 'dominating')",-0.024574302,0.14867455,0.2726931,0.3717169,0.0990238
81,0.79432434,0.81184626,"('submissive', 'aggressive')",-1.210584,-1.0065341,-0.2081299,-0.0973439,0.110786
82,-0.4236524,-0.4616733,"('poor', 'rich')",4.6504273,4.4737606,2.1133876,2.0060437,-0.1073439
83,-0.39207947,-0.34644502,"('powerless', 'powerful')",-1.0944768,-0.95656335,-0.7432781,-0.6515042,0.0917739
84,0.085143946,0.08605721,"('inferior', 'superior')",0.44789818,0.43814886,0.2665211,0.262103,-0.0044181
85,-0.38626957,-0.4221423,"('insignificant', 'prestigious')",0.68250245,0.4922626,0.1481164,0.0350602,-0.1130562
86,-0.833494,-0.8942262,"('uninfluential', 'influential')",0.15460204,0.15050623,-0.339446,-0.37186,-0.032414
87,0.9813783,0.9116383,"('unsuccessful', 'successful')",1.4451915,1.4598726,1.213285,1.1857555,-0.0275295
88,-0.4754927,-0.5639698,"('low', 'eminent')",0.20322505,0.17474684,-0.1361338,-0.1946115,-0.0584777
