,bout_male,bout_female,tuple,average_male,average_female,female-male
0,0.23185042,0.26068914,"('unsociable', 'sociable')",0.2318504,0.2606891,0.0288387
1,1.1675547,1.1966876,"('unfriendly', 'friendly')",1.1675547,1.1966876,0.0291329
2,0.6639137,0.7737125,"('unlikable', 'likable')",0.6639137,0.7737125,0.1097988
3,0.91013163,0.9645697,"('repellent', 'pleasant')",0.9101316,0.9645697,0.0544381
4,-7.1649575,-7.2294617,"('disliked', 'liked')",-7.1649575,-7.2294617,-0.0645042
5,-0.48894006,-0.4385541,"('distant', 'outgoing')",-0.4889401,-0.4385541,0.050386
6,-0.018952688,-0.009381898,"('distant', 'open')",-0.0189527,-0.0093819,0.0095708
7,1.5877889,1.6284542,"('insensitive', 'sensitive')",1.5877889,1.6284542,0.0406653
8,0.99116474,0.9301791,"('unaffectionate', 'affectionate')",0.9911647,0.9301791,-0.0609856
9,1.2904294,1.3528894,"('unaffectionate', 'caring')",1.2904294,1.3528894,0.06246
10,1.8757703,1.7708867,"('unsympathetic', 'sympathetic')",1.8757703,1.7708867,-0.1048836
11,2.135226,2.1477375,"('unhelpful', 'helpful')",2.135226,2.1477375,0.0125115
12,-1.1588416,-1.1327355,"('unsupportive', 'supportive')",-1.1588416,-1.1327355,0.0261061
13,0.366839,0.406558,"('impolite', 'polite')",0.366839,0.406558,0.039719
14,0.4152007,0.40191364,"('antisocial', 'social')",0.4152007,0.4019136,-0.0132871
15,0.45008126,0.5267272,"('boring', 'funny')",0.4500813,0.5267272,0.0766459
16,-0.64816946,-0.5099636,"('unpopular', 'popular')",-0.6481695,-0.5099636,0.1382059
17,0.089257464,-0.009940788,"('nasty', 'nice')",0.0892575,-0.0099408,-0.0991983
18,-0.37239912,-0.3506283,"('disagreeable', 'welcoming')",-0.3723991,-0.3506283,0.0217708
19,-0.41171676,-0.40143824,"('inhospitable', 'hospitable')",-0.4117168,-0.4014382,0.0102786
20,0.8763337,0.74853,"('rough', 'thoughtful')",0.8763337,0.74853,-0.1278037
21,0.41973162,0.5350177,"('immoral', 'moral')",0.4197316,0.5350177,0.1152861
22,0.3965736,0.38990924,"('untrustworthy', 'trustworthy')",0.3965736,0.3899092,-0.0066644
23,6.4255223,6.570748,"('insincere', 'sincere')",6.4255223,6.5707479,0.1452256
24,2.156311,2.1681924,"('dishonest', 'honest')",2.156311,2.1681924,0.0118814
25,0.49114594,0.42051652,"('egoistic', 'altruistic')",0.4911459,0.4205165,-0.0706294
26,0.28571904,0.15031022,"('hardhearted', 'benevolent')",0.285719,0.1503102,-0.1354088
27,1.6191877,1.4538715,"('hardhearted', 'softhearted')",1.6191877,1.4538715,-0.1653162
28,1.2667892,1.1904678,"('disloyal', 'loyal')",1.2667892,1.1904678,-0.0763214
29,-0.15360466,-0.29357153,"('unfair', 'fair')",-0.1536047,-0.2935715,-0.1399668
30,1.3935591,1.442542,"('intolerant', 'tolerant')",1.3935591,1.442542,0.0489829
31,-1.1885172,-1.2111151,"('evil', 'good')",-1.1885172,-1.2111151,-0.0225979
32,1.3089764,1.2854367,"('unkind', 'kind')",1.3089764,1.2854367,-0.0235397
33,-0.93839777,-0.85117394,"('wrong', 'right')",-0.9383978,-0.8511739,0.0872239
34,4.3089256,4.566201,"('mean', 'honorable')",4.3089256,4.5662012,0.2572756
35,-1.0903605,-1.3046433,"('corrupt', 'incorrupt')",-1.0903605,-1.3046433,-0.2142828
36,-0.7300314,-0.8595615,"('hostile', 'amicable')",-0.7300314,-0.8595615,-0.1295301
37,1.011479,0.96455914,"('fake', 'genuine')",1.011479,0.9645591,-0.0469199
38,-0.093824,-0.0635789,"('untruthful', 'truthful')",-0.093824,-0.0635789,0.0302451
39,0.0821131,0.08402847,"('exploitative', 'cooperative')",0.0821131,0.0840285,0.0019154
40,-0.90400827,-1.0038266,"('stingy', 'generous')",-0.9040083,-1.0038266,-0.0998183
41,0.2022844,0.101886794,"('unforgiving', 'forgiving')",0.2022844,0.1018868,-0.1003976
42,-1.3115187,-1.418358,"('unreliable', 'reliable')",-1.3115187,-1.418358,-0.1068393
43,1.7295411,1.7745734,"('irresponsible', 'responsible')",1.7295411,1.7745734,0.0450323
44,-1.008421,-1.211031,"('prejudiced', 'unprejudiced')",-1.0084209,-1.211031,-0.2026101
45,0.87442994,0.77804106,"('incompetent', 'competent')",0.8744299,0.7780411,-0.0963888
46,-0.116338134,-0.0739967,"('uncompetitive', 'competitive')",-0.1163381,-0.0739967,0.0423414
47,5.714402,5.9487786,"('stupid', 'smart')",5.7144022,5.9487786,0.2343764
48,1.00117,0.98609936,"('unintelligent', 'intelligent')",1.00117,0.9860994,-0.0150706
49,0.023482252,0.22740637,"('unable', 'able')",0.0234823,0.2274064,0.2039241
50,0.12032819,0.04253171,"('clumsy', 'skillful')",0.1203282,0.0425317,-0.0777965
51,0.81256497,0.82287186,"('uneducated', 'educated')",0.812565,0.8228719,0.0103069
52,-0.5203142,-0.60625964,"('irrational', 'rational')",-0.5203142,-0.6062596,-0.0859454
53,0.5997931,0.5958312,"('uncreative', 'creative')",0.5997931,0.5958312,-0.0039619
54,1.0002593,1.1227233,"('incapable', 'capable')",1.0002593,1.1227233,0.122464
55,1.3722544,1.4561,"('incompetent', 'clever')",1.3722544,1.4561,0.0838456
56,0.7152993,0.80727535,"('impractical', 'practical')",0.7152993,0.8072754,0.0919761
57,-2.1189818,-2.207628,"('unimaginative', 'imaginative')",-2.1189818,-2.207628,-0.0886462
58,0.043549173,0.008990882,"('undiscriminating', 'discriminating')",0.0435492,0.0089909,-0.0345583
59,0.05057869,0.096271195,"('foolish', 'wise')",0.0505787,0.0962712,0.0456925
60,0.7066556,0.8547934,"('inefficient', 'efficient')",0.7066556,0.8547934,0.1481378
61,0.66544056,0.5432163,"('illogical', 'logical')",0.6654406,0.5432163,-0.1222243
62,1.5199535,1.6211746,"('incompetent', 'brilliant')",1.5199535,1.6211746,0.1012211
63,1.1524024,1.2123464,"('unperceptive', 'insightful')",1.1524024,1.2123464,0.059944
64,-5.556384,-5.5936136,"('shy', 'confident')",-5.5563841,-5.5936136,-0.0372295
65,1.4806887,1.4708502,"('insecure', 'secure')",1.4806887,1.4708502,-0.0098385
66,0.29484835,0.187601,"('inactive', 'active')",0.2948484,0.187601,-0.1072474
67,-0.838102,-0.76007783,"('doubtful', 'determined')",-0.838102,-0.7600778,0.0780242
68,-0.29695842,-0.2299037,"('dependent', 'independent')",-0.2969584,-0.2299037,0.0670547
69,-1.7875161,-1.7857277,"('lazy', 'industrious')",-1.7875161,-1.7857277,0.0017884
