,pavilion_male,pavilion_female,tuple,average_male,average_female,female-male
0,0.17253856,0.059221115,"('unsociable', 'sociable')",0.1725386,0.0592211,-0.1133175
1,0.85230213,0.79381627,"('unfriendly', 'friendly')",0.8523021,0.7938163,-0.0584858
2,0.12557498,0.30005106,"('unlikable', 'likable')",0.125575,0.3000511,0.1744761
3,0.77693003,0.79677683,"('repellent', 'pleasant')",0.77693,0.7967768,0.0198468
4,-7.236235,-7.343698,"('disliked', 'liked')",-7.2362351,-7.343698,-0.1074629
5,-0.6143798,-0.48726693,"('distant', 'outgoing')",-0.6143798,-0.4872669,0.1271129
6,-0.27901867,-0.19175324,"('distant', 'open')",-0.2790187,-0.1917532,0.0872655
7,0.90278274,0.92057616,"('insensitive', 'sensitive')",0.9027827,0.9205762,0.0177935
8,0.7851072,0.8184792,"('unaffectionate', 'affectionate')",0.7851072,0.8184792,0.033372
9,1.4355701,1.572684,"('unaffectionate', 'caring')",1.4355701,1.572684,0.1371139
10,0.7573751,0.88384575,"('unsympathetic', 'sympathetic')",0.7573751,0.8838457,0.1264706
11,2.012791,2.1438107,"('unhelpful', 'helpful')",2.0127909,2.1438107,0.1310198
12,-1.6429161,-1.5469503,"('unsupportive', 'supportive')",-1.6429161,-1.5469503,0.0959658
13,0.32550704,0.33596486,"('impolite', 'polite')",0.325507,0.3359649,0.0104579
14,0.056892745,-0.09350131,"('antisocial', 'social')",0.0568927,-0.0935013,-0.150394
15,0.5767984,0.51175,"('boring', 'funny')",0.5767984,0.51175,-0.0650484
16,-0.20125522,-0.28719592,"('unpopular', 'popular')",-0.2012552,-0.2871959,-0.0859407
17,-0.5943831,-0.56830066,"('nasty', 'nice')",-0.5943831,-0.5683007,0.0260824
18,-0.8059153,-0.7668736,"('disagreeable', 'welcoming')",-0.8059153,-0.7668736,0.0390417
19,-0.72938764,-0.59310526,"('inhospitable', 'hospitable')",-0.7293876,-0.5931053,0.1362823
20,0.7215479,0.5232863,"('rough', 'thoughtful')",0.7215479,0.5232863,-0.1982616
21,-0.2557511,-0.111971244,"('immoral', 'moral')",-0.2557511,-0.1119712,0.1437799
