,viatris_male,viatris_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.2113504,-0.3513887,"('unsociable', 'sociable')",-0.4321806,-0.63491374,-0.3217655,-0.4931512,-0.1713857
1,-1.0887415,-1.2702019,"('unfriendly', 'friendly')",1.8643416,1.8056883,0.3878,0.2677432,-0.1200568
2,0.8198778,0.8124493,"('unlikable', 'likable')",0.8216717,0.882848,0.8207748,0.8476486,0.0268738
3,-0.29770502,-0.23961456,"('repellent', 'pleasant')",0.19809301,0.2787143,-0.049806,0.0195499,0.0693559
4,-0.53285414,-0.5556691,"('disliked', 'liked')",-6.0429153,-6.078271,-3.2878847,-3.3169701,-0.0290854
5,-1.625104,-1.6023755,"('distant', 'outgoing')",-0.20010015,-0.123778656,-0.9126021,-0.8630771,0.049525
6,-1.9176944,-1.8949645,"('distant', 'open')",0.103939,0.19046068,-0.9068778,-0.8522519,0.0546259
7,0.13349116,0.15762702,"('insensitive', 'sensitive')",0.45603615,0.58468074,0.2947637,0.3711539,0.0763902
8,-1.1712348,-1.2057081,"('unaffectionate', 'affectionate')",1.0378335,0.9695939,-0.0667007,-0.1180571,-0.0513564
9,-1.300274,-1.2809384,"('unaffectionate', 'caring')",1.1046442,1.1145709,-0.0978149,-0.0831838,0.0146311
10,-0.442407,-0.4803497,"('unsympathetic', 'sympathetic')",-0.5837022,-0.59533143,-0.5130546,-0.5378405,-0.0247859
11,0.21602923,0.24532536,"('unhelpful', 'helpful')",1.4363761,1.5402747,0.8262026,0.8928,0.0665974
12,-0.297728,-0.14553484,"('unsupportive', 'supportive')",-1.8032217,-1.7204156,-1.0504749,-0.9329752,0.1174997
13,0.06385878,-0.026796099,"('impolite', 'polite')",-0.7231726,-0.7812945,-0.3296569,-0.4040453,-0.0743884
14,1.0998992,1.0489647,"('antisocial', 'social')",-0.16653214,-0.30509582,0.4666835,0.3719345,-0.094749
15,-0.12306678,-0.25521564,"('boring', 'funny')",0.89819473,0.8425198,0.387564,0.2936521,-0.0939119
16,-0.9660463,-0.8903709,"('unpopular', 'popular')",0.31473708,0.3769579,-0.3256546,-0.2567065,0.0689481
17,-0.4184602,-0.31302834,"('nasty', 'nice')",-0.17956856,-0.1291604,-0.2990144,-0.2210944,0.07792
18,0.14078793,0.19125266,"('disagreeable', 'welcoming')",-0.23939678,-0.20240799,-0.0493044,-0.0055777,0.0437267
19,-1.3940523,-1.4274762,"('inhospitable', 'hospitable')",0.122904114,0.20780513,-0.6355741,-0.6098355,0.0257386
