,mettler_male,mettler_female,tuple,toledo_male,toledo_female,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.043119535,0.00524584,"('unsociable', 'sociable')",0.50159574,0.3172238,0.33134148,0.1599221,-0.18842888,-0.209354,0.1503472,0.0682594,-0.0820878
1,-1.9721481,-1.7608178,"('unfriendly', 'friendly')",1.4814802,1.5993291,-0.030133367,-0.08806009,2.1847737,2.0982034,0.4159931,0.4621637,0.0461706
2,0.9091631,0.95039034,"('unlikable', 'likable')",1.5692629,1.5396487,1.7352103,1.8095653,0.7708143,0.9109643,1.2461127,1.3026422,0.0565295
3,-0.52531284,-0.38740766,"('repellent', 'pleasant')",0.073439166,0.20033138,0.45319688,0.50322753,0.23997891,0.3296828,0.0603255,0.1614585,0.101133
4,0.035049822,0.12684532,"('disliked', 'liked')",-1.1643709,-1.0486844,-0.92879695,-0.85773987,-6.0903635,-6.094717,-2.0371203,-1.968574,0.0685463
5,-0.71857506,-0.56838685,"('distant', 'outgoing')",-0.028171754,0.11988647,-0.78393954,-0.6107891,-0.42711744,-0.38474926,-0.489451,-0.3610097,0.1284413
6,-1.4284233,-1.2527825,"('distant', 'open')",0.6140593,0.86418515,-0.69911987,-0.53027105,0.38130873,0.38222444,-0.2830437,-0.134161,0.1488827
7,-0.46961907,-0.28259888,"('insensitive', 'sensitive')",1.3200556,1.2915288,0.4983908,0.47604612,0.8522707,0.9537684,0.5502745,0.6096861,0.0594116
8,-1.766764,-1.7515649,"('unaffectionate', 'affectionate')",0.4968076,0.6410714,-0.9298163,-0.9437833,0.664632,0.5949183,-0.3837852,-0.3648396,0.0189456
9,-1.3973964,-1.2827563,"('unaffectionate', 'caring')",1.4808835,1.5632589,-0.016982473,0.008725069,1.1905291,1.2003891,0.3142584,0.3724042,0.0581458
