,tyler_male,tyler_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.85913366,0.5864566,"('unsociable', 'sociable')",-0.30134118,-0.49407148,-0.45535457,-0.64425987,0.034146,-0.1839583,-0.2181043
1,0.44585714,0.39750522,"('unfriendly', 'friendly')",0.18631324,-0.024092283,1.4671551,1.2879704,0.6997751,0.5537945,-0.1459806
2,1.1983505,1.1756766,"('unlikable', 'likable')",0.32127082,0.40068108,0.52711135,0.6075292,0.6822442,0.7279623,0.0457181
3,-0.076160446,-0.01712386,"('repellent', 'pleasant')",0.1835921,0.35185418,-0.27529204,-0.1691246,-0.0559535,0.0552019,0.1111554
4,-0.43314543,-0.3935786,"('disliked', 'liked')",-0.73034817,-0.7240738,-5.488606,-5.581853,-2.2173665,-2.2331684,-0.0158019
5,-0.67423594,-0.5203123,"('distant', 'outgoing')",-0.41612273,-0.37726018,0.005402997,0.081495434,-0.3616519,-0.2720257,0.0896262
6,-0.26609266,-0.06919469,"('distant', 'open')",-0.96643275,-0.94972533,0.42818323,0.43853983,-0.2681141,-0.1934601,0.074654
7,0.9833123,0.8339975,"('insensitive', 'sensitive')",0.40155447,0.5360643,0.45102587,0.48197585,0.6119642,0.6173459,0.0053817
8,-0.05661532,0.010356039,"('unaffectionate', 'affectionate')",0.11061807,0.048744008,0.44778922,0.36618933,0.167264,0.1417631,-0.0255009
9,1.2749914,1.3009429,"('unaffectionate', 'caring')",0.3862871,0.39534247,1.043155,1.0501581,0.9014778,0.9154812,0.0140034
10,0.22194278,-0.003534603,"('unsympathetic', 'sympathetic')",-0.38512093,-0.35804087,-0.4226579,-0.496927,-0.1952787,-0.2861675,-0.0908888
11,0.24211249,0.24121404,"('unhelpful', 'helpful')",1.2766602,1.3138801,1.8404065,1.849977,1.1197264,1.1350238,0.0152974
12,1.2489725,1.3080378,"('unsupportive', 'supportive')",0.68111557,0.8656122,-1.5232316,-1.5174732,0.1356188,0.2187256,0.0831068
13,0.7660803,0.5992328,"('impolite', 'polite')",-0.3798633,-0.48921278,-0.22249383,-0.23817599,0.0545744,-0.0427187,-0.0972931
14,-0.2385988,-0.41256663,"('antisocial', 'social')",0.6621001,0.7126726,-0.8554945,-0.7933947,-0.1439977,-0.1644296,-0.0204319
15,-0.61064976,-0.5933915,"('boring', 'funny')",-0.3274624,-0.39183104,0.4370229,0.41346964,-0.1670297,-0.1905843,-0.0235546
16,-0.7489261,-0.61669374,"('unpopular', 'popular')",-0.21871173,-0.2288866,0.6988339,0.6860268,-0.0896013,-0.0531845,0.0364168
17,-0.7453465,-0.6747767,"('nasty', 'nice')",-0.8445414,-0.77771866,-0.5372938,-0.4317571,-0.7090605,-0.6280841,0.0809764
18,-0.0029286332,-0.05616671,"('disagreeable', 'welcoming')",0.00871475,0.03765823,-0.40389198,-0.4672296,-0.132702,-0.1619127,-0.0292107
19,0.75617653,0.85881585,"('inhospitable', 'hospitable')",-0.7251343,-0.79216385,-0.124651335,-0.11975977,-0.031203,-0.0177026,0.0135004
20,0.25064662,0.20872097,"('rough', 'thoughtful')",0.8549462,0.9501856,0.8521678,0.80370367,0.6525869,0.6542034,0.0016165
21,0.12460792,-0.0585658,"('immoral', 'moral')",0.43525547,0.37627873,-0.8176242,-0.82450795,-0.0859203,-0.1689317,-0.0830114
22,0.25210598,0.14138833,"('untrustworthy', 'trustworthy')",-0.12959532,-0.18756089,-1.1469697,-1.1500168,-0.3414863,-0.3987298,-0.0572435
23,1.3831825,1.2120743,"('insincere', 'sincere')",-0.002364708,-0.0020384616,4.959824,5.0271945,2.1135473,2.0790768,-0.0344705
24,1.2390157,1.1739743,"('dishonest', 'honest')",-1.2577232,-1.2692306,0.49479356,0.46493945,0.1586954,0.1232277,-0.0354677
25,-0.035231195,-0.0055432552,"('egoistic', 'altruistic')",0.34723562,0.2980415,1.3331385,1.2870378,0.548381,0.526512,-0.021869
26,0.07281518,-0.088333346,"('hardhearted', 'benevolent')",0.43221962,0.37360442,1.3194361,1.1487933,0.608157,0.4780215,-0.1301355
27,0.7227355,0.81417185,"('hardhearted', 'softhearted')",-0.0026816223,0.09620533,1.4622947,1.4095907,0.7274496,0.7733227,0.0458731
28,1.1321477,0.9696446,"('disloyal', 'loyal')",0.04482699,-0.014833929,0.7807991,0.6786725,0.6525912,0.5444944,-0.1080968
29,0.014942056,0.030433154,"('unfair', 'fair')",-0.66204804,-0.58644915,-0.68208426,-0.8224036,-0.4430634,-0.4594732,-0.0164098
