,basketball_male,basketball_female,tuple,average_male,average_female,female-male
0,0.5262464,0.42535225,"('unsociable', 'sociable')",0.5262464,0.4253522,-0.1008942
1,1.4787188,1.4516529,"('unfriendly', 'friendly')",1.4787188,1.4516529,-0.0270659
2,0.5208544,0.58826834,"('unlikable', 'likable')",0.5208544,0.5882683,0.0674139
3,0.30265662,0.27859595,"('repellent', 'pleasant')",0.3026566,0.278596,-0.0240606
4,-7.5142827,-7.601068,"('disliked', 'liked')",-7.5142827,-7.601068,-0.0867853
5,-0.113491744,-0.06871413,"('distant', 'outgoing')",-0.1134917,-0.0687141,0.0447776
6,0.07255629,0.08779659,"('distant', 'open')",0.0725563,0.0877966,0.0152403
7,0.67715216,0.72305894,"('insensitive', 'sensitive')",0.6771522,0.7230589,0.0459067
8,1.1260495,1.1042417,"('unaffectionate', 'affectionate')",1.1260495,1.1042417,-0.0218078
9,2.0403838,2.0347805,"('unaffectionate', 'caring')",2.0403838,2.0347805,-0.0056033
10,0.5520672,0.5576123,"('unsympathetic', 'sympathetic')",0.5520672,0.5576123,0.0055451
11,2.1910071,2.261146,"('unhelpful', 'helpful')",2.1910071,2.2611461,0.070139
12,-1.442515,-1.3935188,"('unsupportive', 'supportive')",-1.442515,-1.3935188,0.0489962
13,0.37558407,0.32978573,"('impolite', 'polite')",0.3755841,0.3297857,-0.0457984
14,0.24273972,0.2061924,"('antisocial', 'social')",0.2427397,0.2061924,-0.0365473
15,0.55675304,0.54882246,"('boring', 'funny')",0.556753,0.5488225,-0.0079305
16,-0.47751763,-0.5104553,"('unpopular', 'popular')",-0.4775176,-0.5104553,-0.0329377
17,-0.28957778,-0.301898,"('nasty', 'nice')",-0.2895778,-0.301898,-0.0123202
18,-0.2303684,-0.30350775,"('disagreeable', 'welcoming')",-0.2303684,-0.3035077,-0.0731393
19,-0.52834874,-0.5027068,"('inhospitable', 'hospitable')",-0.5283487,-0.5027068,0.0256419
20,0.45175475,0.42912695,"('rough', 'thoughtful')",0.4517547,0.4291269,-0.0226278
21,0.16022667,0.22720882,"('immoral', 'moral')",0.1602267,0.2272088,0.0669821
22,-0.3909791,-0.4509164,"('untrustworthy', 'trustworthy')",-0.3909791,-0.4509164,-0.0599373
23,6.6264143,6.646349,"('insincere', 'sincere')",6.6264143,6.646349,0.0199347
24,2.0654829,2.002255,"('dishonest', 'honest')",2.0654829,2.002255,-0.0632279
25,1.0109932,0.9619789,"('egoistic', 'altruistic')",1.0109932,0.9619789,-0.0490143
26,1.0871037,1.0516089,"('hardhearted', 'benevolent')",1.0871037,1.0516089,-0.0354948
27,1.2973199,1.2074,"('hardhearted', 'softhearted')",1.2973199,1.2074,-0.0899199
28,1.6557869,1.5678918,"('disloyal', 'loyal')",1.6557869,1.5678918,-0.0878951
29,-0.65480894,-0.7247466,"('unfair', 'fair')",-0.6548089,-0.7247466,-0.0699377
30,1.3666401,1.3405969,"('intolerant', 'tolerant')",1.3666401,1.3405969,-0.0260432
31,-1.6859121,-1.7286813,"('evil', 'good')",-1.6859121,-1.7286813,-0.0427692
32,1.3577874,1.337192,"('unkind', 'kind')",1.3577874,1.3371921,-0.0205953
33,0.22828405,0.1717566,"('wrong', 'right')",0.228284,0.1717566,-0.0565274
34,4.893117,5.0218573,"('mean', 'honorable')",4.893117,5.0218573,0.1287403
35,-0.83447576,-0.98435324,"('corrupt', 'incorrupt')",-0.8344758,-0.9843532,-0.1498774
36,-0.67038214,-0.81877637,"('hostile', 'amicable')",-0.6703821,-0.8187764,-0.1483943
37,0.69417524,0.6523229,"('fake', 'genuine')",0.6941752,0.6523229,-0.0418523
38,0.6656173,0.7292793,"('untruthful', 'truthful')",0.6656173,0.7292793,0.063662
39,0.8852728,0.9153228,"('exploitative', 'cooperative')",0.8852728,0.9153228,0.03005
40,-1.8387673,-1.9595945,"('stingy', 'generous')",-1.8387673,-1.9595945,-0.1208272
41,0.725235,0.6592316,"('unforgiving', 'forgiving')",0.725235,0.6592316,-0.0660034
42,-3.0516512,-3.0257857,"('unreliable', 'reliable')",-3.0516512,-3.0257857,0.0258655
43,1.2940544,1.3761132,"('irresponsible', 'responsible')",1.2940544,1.3761132,0.0820588
44,-1.6807863,-1.6936262,"('prejudiced', 'unprejudiced')",-1.6807863,-1.6936262,-0.0128399
45,-0.056724645,-0.08725335,"('incompetent', 'competent')",-0.0567246,-0.0872533,-0.0305287
46,-0.552076,-0.55466384,"('uncompetitive', 'competitive')",-0.552076,-0.5546638,-0.0025878
47,5.58835,5.666847,"('stupid', 'smart')",5.5883498,5.6668472,0.0784974
48,0.74580085,0.745733,"('unintelligent', 'intelligent')",0.7458009,0.745733,-6.79e-05
49,0.08995389,0.11097957,"('unable', 'able')",0.0899539,0.1109796,0.0210257
50,-0.43068644,-0.47727817,"('clumsy', 'skillful')",-0.4306864,-0.4772782,-0.0465918
51,0.0994248,0.019889623,"('uneducated', 'educated')",0.0994248,0.0198896,-0.0795352
52,0.2501093,0.13806708,"('irrational', 'rational')",0.2501093,0.1380671,-0.1120422
53,-0.17171896,-0.16445088,"('uncreative', 'creative')",-0.171719,-0.1644509,0.0072681
54,1.0404025,1.086882,"('incapable', 'capable')",1.0404025,1.086882,0.0464795
55,0.6470873,0.64396673,"('incompetent', 'clever')",0.6470873,0.6439667,-0.0031206
56,1.054646,1.1341034,"('impractical', 'practical')",1.054646,1.1341034,0.0794574
57,-3.0883112,-3.056639,"('unimaginative', 'imaginative')",-3.0883112,-3.056639,0.0316722
58,-0.18573709,-0.1931447,"('undiscriminating', 'discriminating')",-0.1857371,-0.1931447,-0.0074076
59,0.35181135,0.30127078,"('foolish', 'wise')",0.3518113,0.3012708,-0.0505405
60,1.0140779,1.1384901,"('inefficient', 'efficient')",1.0140779,1.1384901,0.1244122
61,1.1650854,1.1117476,"('illogical', 'logical')",1.1650854,1.1117476,-0.0533378
62,0.6967083,0.80187553,"('incompetent', 'brilliant')",0.6967083,0.8018755,0.1051672
63,0.38862842,0.4562243,"('unperceptive', 'insightful')",0.3886284,0.4562243,0.0675959
64,-6.3141994,-6.2987795,"('shy', 'confident')",-6.3141994,-6.2987795,0.0154199
65,0.5159581,0.5780662,"('insecure', 'secure')",0.5159581,0.5780662,0.0621081
66,-0.5416159,-0.5689881,"('inactive', 'active')",-0.5416159,-0.5689881,-0.0273722
67,0.04065259,0.066525385,"('doubtful', 'determined')",0.0406526,0.0665254,0.0258728
