,rollins_male,rollins_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.49480325,0.47331864,"('unsociable', 'sociable')",-0.26300392,-0.38912278,0.1158997,0.0420979,-0.0738018
1,1.1818359,1.2396115,"('unfriendly', 'friendly')",1.757856,1.7742168,1.469846,1.5069141,0.0370681
2,0.610638,0.66086775,"('unlikable', 'likable')",0.14815393,0.2533054,0.379396,0.4570866,0.0776906
3,-0.1113588,0.02765247,"('repellent', 'pleasant')",-0.2912334,-0.29061395,-0.2012961,-0.1314807,0.0698154
4,-1.023682,-1.0864064,"('disliked', 'liked')",-5.956348,-5.9886723,-3.490015,-3.5375392,-0.0475242
5,-0.113208205,-0.11415672,"('distant', 'outgoing')",-0.16583613,-0.1034767,-0.1395222,-0.1088167,0.0307055
6,-0.23323147,-0.20109381,"('distant', 'open')",0.26392153,0.26711252,0.015345,0.0330094,0.0176644
7,1.1085546,1.1908696,"('insensitive', 'sensitive')",0.30696195,0.3462907,0.7077583,0.7685801,0.0608218
8,-0.022663403,0.015808642,"('unaffectionate', 'affectionate')",0.78777516,0.7956672,0.3825559,0.4057379,0.023182
9,1.0212106,1.12231,"('unaffectionate', 'caring')",0.85382265,0.89680094,0.9375166,1.0095555,0.0720389
10,0.6635482,0.7946811,"('unsympathetic', 'sympathetic')",-0.41125107,-0.47491497,0.1261486,0.1598831,0.0337345
11,0.20376152,0.30342102,"('unhelpful', 'helpful')",1.7925856,1.802462,0.9981736,1.0529416,0.054768
12,0.598329,0.7386934,"('unsupportive', 'supportive')",-1.7234441,-1.6626353,-0.5625576,-0.461971,0.1005866
13,0.33194908,0.259436,"('impolite', 'polite')",-0.8706003,-0.96801007,-0.2693256,-0.354287,-0.0849614
14,1.3374872,1.2864958,"('antisocial', 'social')",-0.9799884,-1.0163049,0.1787494,0.1350955,-0.0436539
15,0.2431021,0.19998723,"('boring', 'funny')",0.3389052,0.37394455,0.2910036,0.2869659,-0.0040377
16,-1.6415186,-1.6643527,"('unpopular', 'popular')",0.5304306,0.58380234,-0.555544,-0.5402752,0.0152688
17,-1.3150152,-1.2958988,"('nasty', 'nice')",-0.3674258,-0.2755735,-0.8412205,-0.7857361,0.0554844
18,-0.6764041,-0.7063157,"('disagreeable', 'welcoming')",-0.5873674,-0.63980156,-0.6318858,-0.6730586,-0.0411728
19,-0.59895766,-0.5370955,"('inhospitable', 'hospitable')",-0.096995935,0.030255165,-0.3479768,-0.2534202,0.0945566
20,0.63622004,0.68006396,"('rough', 'thoughtful')",1.4276569,1.4325,1.0319384,1.056282,0.0243436
21,2.1133926,2.1462893,"('immoral', 'moral')",-0.39885414,-0.38742036,0.8572692,0.8794345,0.0221653
22,0.28993317,0.2473894,"('untrustworthy', 'trustworthy')",-0.9173733,-0.9685659,-0.31372,-0.3605883,-0.0468683
23,1.071704,1.1719474,"('insincere', 'sincere')",5.2082405,5.156174,3.1399722,3.1640608,0.0240886
24,1.3594718,1.3143286,"('dishonest', 'honest')",0.42330396,0.3502407,0.8913879,0.8322846,-0.0591033
25,0.5864166,0.57087296,"('egoistic', 'altruistic')",1.4454781,1.4759333,1.0159473,1.0234032,0.0074559
26,0.86508805,0.81979954,"('hardhearted', 'benevolent')",1.8437622,1.8752612,1.3544251,1.3475304,-0.0068947
27,1.0001999,1.0156548,"('hardhearted', 'softhearted')",1.5236408,1.478689,1.2619203,1.2471719,-0.0147484
28,0.6369426,0.6182721,"('disloyal', 'loyal')",0.97021544,0.8701598,0.803579,0.744216,-0.059363
29,0.19725573,0.15844429,"('unfair', 'fair')",-0.32094273,-0.41371706,-0.0618435,-0.1276364,-0.0657929
30,1.1391792,1.1639243,"('intolerant', 'tolerant')",1.1384653,1.0433824,1.1388223,1.1036534,-0.0351689
31,-0.89633507,-0.88203573,"('evil', 'good')",-0.71189046,-0.5986884,-0.8041128,-0.740362,0.0637508
32,1.0407751,1.0416105,"('unkind', 'kind')",0.7063752,0.61097,0.8735751,0.8262902,-0.0472849
33,0.014853656,-0.10273413,"('wrong', 'right')",-0.6044342,-0.62280405,-0.2947903,-0.3627691,-0.0679788
34,0.6996208,0.8616867,"('mean', 'honorable')",6.036324,6.066747,3.3679724,3.4642169,0.0962445
35,-1.1178665,-1.2393698,"('corrupt', 'incorrupt')",-0.105679825,-0.14474167,-0.6117732,-0.6920557,-0.0802825
36,-0.47929758,-0.4894753,"('hostile', 'amicable')",0.33847538,0.22598448,-0.0704111,-0.1317454,-0.0613343
37,0.36865708,0.39399225,"('fake', 'genuine')",0.40886664,0.41270268,0.3887619,0.4033475,0.0145856
38,-0.08131403,-0.044075117,"('untruthful', 'truthful')",-0.06941492,-0.10248771,-0.0753645,-0.0732814,0.0020831
39,2.205797,2.1429439,"('exploitative', 'cooperative')",0.28857124,0.28821993,1.247184,1.2155819,-0.0316021
40,-0.33909443,-0.33838245,"('stingy', 'generous')",-1.3636099,-1.40765,-0.8513522,-0.8730162,-0.021664
41,0.76080364,0.7649677,"('unforgiving', 'forgiving')",-0.27246407,-0.35450578,0.2441698,0.205231,-0.0389388
42,0.20942469,0.23229015,"('unreliable', 'reliable')",-2.959393,-2.9081943,-1.3749841,-1.3379521,0.037032
43,0.6578301,0.72699904,"('irresponsible', 'responsible')",0.3972768,0.40538922,0.5275534,0.5661941,0.0386407
44,-0.18387929,-0.22578374,"('prejudiced', 'unprejudiced')",-1.2105563,-1.1965736,-0.6972178,-0.7111787,-0.0139609
45,-0.3742817,-0.3458714,"('incompetent', 'competent')",-0.42814744,-0.3893639,-0.4012146,-0.3676177,0.0335969
46,-0.040628545,-0.0046183467,"('uncompetitive', 'competitive')",-0.47646618,-0.5892203,-0.2585474,-0.2969193,-0.0383719
47,0.03632924,0.11539086,"('stupid', 'smart')",5.045008,5.114282,2.5406687,2.6148365,0.0741678
48,0.7315763,0.7752598,"('unintelligent', 'intelligent')",0.808015,0.78276724,0.7697957,0.7790135,0.0092178
49,-0.07630016,-0.03759611,"('unable', 'able')",0.16028504,0.23718014,0.0419924,0.099792,0.0577996
50,-0.59596694,-0.5409181,"('clumsy', 'skillful')",0.50616944,0.44797584,-0.0448987,-0.0464711,-0.0015724
51,0.3045091,0.3177927,"('uneducated', 'educated')",0.34242,0.27530524,0.3234646,0.296549,-0.0269156
52,-0.89172345,-0.9369349,"('irrational', 'rational')",0.34326676,0.28124765,-0.2742283,-0.3278436,-0.0536153
53,0.51824105,0.57723707,"('uncreative', 'creative')",0.66175574,0.67445725,0.5899984,0.6258472,0.0358488
54,0.3725764,0.449984,"('incapable', 'capable')",1.1094816,1.2341771,0.741029,0.8420806,0.1010516
55,0.6643276,0.6962879,"('incompetent', 'clever')",0.09235678,0.04934348,0.3783422,0.3728157,-0.0055265
56,1.0671037,1.1354424,"('impractical', 'practical')",-0.369162,-0.37586442,0.3489709,0.379789,0.0308181
57,-1.0484115,-0.9786043,"('unimaginative', 'imaginative')",-2.3056273,-2.3408828,-1.6770194,-1.6597435,0.0172759
58,-0.4994701,-0.46710256,"('undiscriminating', 'discriminating')",-0.026218845,-0.06822604,-0.2628445,-0.2676643,-0.0048198
59,-0.64457357,-0.6558795,"('foolish', 'wise')",0.48771945,0.54515356,-0.0784271,-0.055363,0.0230641
60,1.569874,1.6076723,"('inefficient', 'efficient')",0.02667351,-0.0010365858,0.7982738,0.8033178,0.005044
61,1.4812106,1.3727206,"('illogical', 'logical')",0.3794428,0.2699883,0.9303267,0.8213544,-0.1089723
62,0.79315275,0.89962566,"('incompetent', 'brilliant')",-0.017106067,0.113180295,0.3880233,0.506403,0.1183797
63,0.73714936,0.86505544,"('unperceptive', 'insightful')",0.923532,0.9709178,0.8303407,0.9179866,0.0876459
64,-0.6800907,-0.73408467,"('shy', 'confident')",-6.578408,-6.6354146,-3.6292493,-3.6847496,-0.0555003
65,0.7389,0.72805023,"('insecure', 'secure')",-0.445799,-0.5318285,0.1465505,0.0981109,-0.0484396
66,-0.61497575,-0.56492555,"('inactive', 'active')",0.8251188,0.90863836,0.1050715,0.1718564,0.0667849
67,-0.3503853,-0.42993087,"('doubtful', 'determined')",-0.85119045,-0.81521827,-0.6007879,-0.6225746,-0.0217867
68,0.15968008,0.12350434,"('dependent', 'independent')",-0.037657127,-0.07918133,0.0610115,0.0221615,-0.03885
69,-0.204382,-0.22623292,"('lazy', 'industrious')",-0.1756443,-0.10523826,-0.1900131,-0.1657356,0.0242775
70,0.27025846,0.38294023,"('lethargic', 'energetic')",0.21412607,0.24476036,0.2421923,0.3138503,0.071658
71,1.446267,1.4523164,"('diffident', 'self-confident')",0.847998,0.9247425,1.1471325,1.1885295,0.041397
72,0.05521361,0.07840719,"('unambitious', 'ambitious')",-1.2855208,-1.2803668,-0.6151536,-0.6009798,0.0141738
73,0.07451755,0.09526886,"('helpless', 'self-reliant')",-2.7407005,-2.6984606,-1.3330915,-1.3015958,0.0314957
74,0.8469974,0.8860216,"('undedicated', 'dedicated')",-0.026136175,-0.055724654,0.4104306,0.4151485,0.0047179
75,-2.3528566,-2.337834,"('meek', 'impulsive')",-0.62761277,-0.53144395,-1.4902347,-1.434639,0.0555957
76,0.8121644,0.90036213,"('anxious', 'daring')",0.12447615,0.14716597,0.4683203,0.5237641,0.0554438
77,-0.06821245,-0.006238319,"('unmotivated', 'motivated')",-1.0490662,-0.9474205,-0.5586393,-0.4768294,0.0818099
78,1.1876395,1.2722658,"('nonresilient', 'resilient')",0.7707408,0.8371063,0.9791901,1.0546861,0.075496
79,-1.0663669,-1.01935,"('wavering', 'unwavering')",0.31571448,0.4047827,-0.3753262,-0.3072837,0.0680425
80,1.0700425,1.1331949,"('dominated', 'dominating')",-1.1418636,-1.0825515,-0.0359105,0.0253217,0.0612322
81,0.45058498,0.4998541,"('submissive', 'aggressive')",-0.9608627,-0.93061525,-0.2551389,-0.2153806,0.0397583
82,0.00042173266,0.08012507,"('poor', 'rich')",5.1943207,5.187352,2.5973711,2.6337385,0.0363674
83,0.08983714,0.055226464,"('powerless', 'powerful')",-0.48129505,-0.5256319,-0.195729,-0.2352027,-0.0394737
84,0.3925176,0.301541,"('inferior', 'superior')",1.1602542,1.0884992,0.7763859,0.6950201,-0.0813658
85,0.112365656,0.20754935,"('insignificant', 'prestigious')",1.0196257,1.1445727,0.5659956,0.676061,0.1100654
86,0.48250404,0.43498024,"('uninfluential', 'influential')",0.12748456,0.017008156,0.3049943,0.2259942,-0.0790001
87,0.6107141,0.61553174,"('unsuccessful', 'successful')",1.1387244,1.2798628,0.8747193,0.9476973,0.072978
88,0.08437689,0.12550126,"('low', 'eminent')",0.40237606,0.43467683,0.2433765,0.2800891,0.0367126
