,graft_male,graft_female,tuple,average_male,average_female,female-male
0,0.050008833,-0.16986352,"('unsociable', 'sociable')",0.0500088,-0.1698635,-0.2198723
1,-0.8824328,-0.9594944,"('unfriendly', 'friendly')",-0.8824328,-0.9594944,-0.0770616
2,0.029367348,0.05044943,"('unlikable', 'likable')",0.0293673,0.0504494,0.0210821
3,-0.4968192,-0.4940887,"('repellent', 'pleasant')",-0.4968192,-0.4940887,0.0027305
4,-2.7928226,-2.6554294,"('disliked', 'liked')",-2.7928226,-2.6554294,0.1373932
5,-1.8305154,-1.7222356,"('distant', 'outgoing')",-1.8305154,-1.7222356,0.1082798
6,-1.773517,-1.6834804,"('distant', 'open')",-1.773517,-1.6834804,0.0900366
7,-0.0964642,-0.16255854,"('insensitive', 'sensitive')",-0.0964642,-0.1625585,-0.0660943
8,-0.56388545,-0.63425636,"('unaffectionate', 'affectionate')",-0.5638855,-0.6342564,-0.0703709
9,-0.5793365,-0.6680327,"('unaffectionate', 'caring')",-0.5793365,-0.6680327,-0.0886962
10,0.55764836,0.39924857,"('unsympathetic', 'sympathetic')",0.5576484,0.3992486,-0.1583998
11,0.38969314,0.25715172,"('unhelpful', 'helpful')",0.3896931,0.2571517,-0.1325414
12,-1.0491432,-0.9663231,"('unsupportive', 'supportive')",-1.0491432,-0.9663231,0.0828201
13,-0.0049473643,-0.21784955,"('impolite', 'polite')",-0.0049474,-0.2178496,-0.2129022
14,0.42761156,0.28973138,"('antisocial', 'social')",0.4276116,0.2897314,-0.1378802
15,0.24990754,0.23877716,"('boring', 'funny')",0.2499075,0.2387772,-0.0111303
16,-0.66084313,-0.67518353,"('unpopular', 'popular')",-0.6608431,-0.6751835,-0.0143404
17,-0.16875793,-0.1135154,"('nasty', 'nice')",-0.1687579,-0.1135154,0.0552425
18,-0.78346485,-0.8054874,"('disagreeable', 'welcoming')",-0.7834648,-0.8054874,-0.0220226
19,-1.40102,-1.3306509,"('inhospitable', 'hospitable')",-1.4010201,-1.3306509,0.0703692
20,0.5708877,0.52063745,"('rough', 'thoughtful')",0.5708877,0.5206375,-0.0502502
21,0.94635344,0.8894235,"('immoral', 'moral')",0.9463534,0.8894235,-0.0569299
22,0.0844184,-0.037627485,"('untrustworthy', 'trustworthy')",0.0844184,-0.0376275,-0.1220459
23,1.999379,1.7677624,"('insincere', 'sincere')",1.999379,1.7677624,-0.2316166
24,-0.020312792,-0.1863515,"('dishonest', 'honest')",-0.0203128,-0.1863515,-0.1660387
25,0.15921998,0.13356662,"('egoistic', 'altruistic')",0.15922,0.1335666,-0.0256534
26,0.40786928,0.33156994,"('hardhearted', 'benevolent')",0.4078693,0.3315699,-0.0762994
27,0.18954673,0.014262876,"('hardhearted', 'softhearted')",0.1895467,0.0142629,-0.1752838
28,0.3469352,0.17506722,"('disloyal', 'loyal')",0.3469352,0.1750672,-0.171868
29,-0.86684287,-0.9112373,"('unfair', 'fair')",-0.8668429,-0.9112373,-0.0443944
30,1.0755626,0.8664808,"('intolerant', 'tolerant')",1.0755626,0.8664808,-0.2090818
31,-2.1558583,-1.890185,"('evil', 'good')",-2.1558583,-1.890185,0.2656733
32,0.95197296,0.72971547,"('unkind', 'kind')",0.951973,0.7297155,-0.2222575
33,-0.31406006,-0.3566373,"('wrong', 'right')",-0.3140601,-0.3566373,-0.0425772
34,1.9315819,2.0418854,"('mean', 'honorable')",1.9315819,2.0418854,0.1103035
35,-0.9436499,-0.9019218,"('corrupt', 'incorrupt')",-0.9436499,-0.9019218,0.0417281
36,-1.1962566,-1.1190002,"('hostile', 'amicable')",-1.1962566,-1.1190002,0.0772564
37,-0.031322204,-0.15847488,"('fake', 'genuine')",-0.0313222,-0.1584749,-0.1271527
38,0.017290775,-0.021376554,"('untruthful', 'truthful')",0.0172908,-0.0213766,-0.0386674
39,0.30238706,0.23312932,"('exploitative', 'cooperative')",0.3023871,0.2331293,-0.0692578
40,-1.1077721,-1.0783792,"('stingy', 'generous')",-1.1077721,-1.0783792,0.0293929
41,0.41923407,0.38248292,"('unforgiving', 'forgiving')",0.4192341,0.3824829,-0.0367512
42,-0.6008746,-0.64429075,"('unreliable', 'reliable')",-0.6008746,-0.6442907,-0.0434161
43,-0.12254304,-0.2289619,"('irresponsible', 'responsible')",-0.122543,-0.2289619,-0.1064189
44,-0.08089088,-0.046659797,"('prejudiced', 'unprejudiced')",-0.0808909,-0.0466598,0.0342311
45,-0.15048748,-0.17023875,"('incompetent', 'competent')",-0.1504875,-0.1702387,-0.0197512
46,-0.16395353,-0.2596252,"('uncompetitive', 'competitive')",-0.1639535,-0.2596252,-0.0956717
47,1.8432645,1.7502222,"('stupid', 'smart')",1.8432645,1.7502222,-0.0930423
48,0.80664605,0.85692155,"('unintelligent', 'intelligent')",0.806646,0.8569216,0.0502756
49,0.36386177,0.4255045,"('unable', 'able')",0.3638618,0.4255045,0.0616427
50,0.0930814,0.0110959,"('clumsy', 'skillful')",0.0930814,0.0110959,-0.0819855
51,0.06175009,-0.11341087,"('uneducated', 'educated')",0.0617501,-0.1134109,-0.175161
52,-0.70581084,-0.7825358,"('irrational', 'rational')",-0.7058108,-0.7825358,-0.076725
53,-1.5264128,-1.6581746,"('uncreative', 'creative')",-1.5264128,-1.6581746,-0.1317618
54,-0.53055274,-0.6053474,"('incapable', 'capable')",-0.5305527,-0.6053474,-0.0747947
55,0.92266655,0.88063747,"('incompetent', 'clever')",0.9226665,0.8806375,-0.042029
56,0.87210363,0.72824347,"('impractical', 'practical')",0.8721036,0.7282435,-0.1438601
57,-1.2245241,-1.2193915,"('unimaginative', 'imaginative')",-1.2245241,-1.2193915,0.0051326
58,-0.5169041,-0.57317924,"('undiscriminating', 'discriminating')",-0.5169041,-0.5731792,-0.0562751
59,-0.3288621,-0.29780656,"('foolish', 'wise')",-0.3288621,-0.2978066,0.0310555
60,1.3918538,1.2692211,"('inefficient', 'efficient')",1.3918538,1.2692211,-0.1226327
61,0.123561084,-0.113856316,"('illogical', 'logical')",0.1235611,-0.1138563,-0.2374174
62,0.43808234,0.4166398,"('incompetent', 'brilliant')",0.4380823,0.4166398,-0.0214425
63,0.011271492,-0.025510564,"('unperceptive', 'insightful')",0.0112715,-0.0255106,-0.0367821
64,-2.028257,-1.977685,"('shy', 'confident')",-2.0282569,-1.977685,0.0505719
65,0.81441855,0.70820373,"('insecure', 'secure')",0.8144186,0.7082037,-0.1062149
66,-1.9985435,-1.9949036,"('inactive', 'active')",-1.9985435,-1.9949036,0.0036399
67,0.33941802,0.29373345,"('doubtful', 'determined')",0.339418,0.2937334,-0.0456846
68,-0.6764285,-0.69504416,"('dependent', 'independent')",-0.6764285,-0.6950442,-0.0186157
69,-0.809998,-0.65182984,"('lazy', 'industrious')",-0.809998,-0.6518298,0.1581682
70,0.21660413,0.04849806,"('lethargic', 'energetic')",0.2166041,0.0484981,-0.168106
71,0.46381882,0.58237076,"('diffident', 'self-confident')",0.4638188,0.5823708,0.118552
72,-0.6192225,-0.62066495,"('unambitious', 'ambitious')",-0.6192225,-0.620665,-0.0014425
73,-1.2776012,-1.2943143,"('helpless', 'self-reliant')",-1.2776012,-1.2943143,-0.0167131
74,-0.38300636,-0.51564056,"('undedicated', 'dedicated')",-0.3830064,-0.5156406,-0.1326342
75,-1.1141789,-0.96117324,"('meek', 'impulsive')",-1.1141789,-0.9611732,0.1530057
76,1.0409445,0.96260935,"('anxious', 'daring')",1.0409445,0.9626094,-0.0783351
77,-0.2093905,-0.10156929,"('unmotivated', 'motivated')",-0.2093905,-0.1015693,0.1078212
78,0.39417452,0.47270605,"('nonresilient', 'resilient')",0.3941745,0.472706,0.0785315
79,-1.2298346,-1.1407276,"('wavering', 'unwavering')",-1.2298346,-1.1407276,0.089107
80,0.14007428,0.028123133,"('dominated', 'dominating')",0.1400743,0.0281231,-0.1119512
81,0.72527564,0.6749986,"('submissive', 'aggressive')",0.7252756,0.6749986,-0.050277
82,1.5221357,1.4622335,"('poor', 'rich')",1.5221357,1.4622335,-0.0599022
83,0.02602147,-0.025687616,"('powerless', 'powerful')",0.0260215,-0.0256876,-0.0517091
84,0.4862168,0.43177813,"('inferior', 'superior')",0.4862168,0.4317781,-0.0544387
85,-0.3815008,-0.28341648,"('insignificant', 'prestigious')",-0.3815008,-0.2834165,0.0980843
86,-0.9391182,-1.137664,"('uninfluential', 'influential')",-0.9391182,-1.137664,-0.1985458
87,0.10903512,0.03319402,"('unsuccessful', 'successful')",0.1090351,0.033194,-0.0758411
88,-0.18718351,-0.29369214,"('low', 'eminent')",-0.1871835,-0.2936921,-0.1065086
